Wavelength (nm),Absorbance (AU) 2024-11-20 15:34:48,Absorbance (AU) 2024-11-20 15:49:54,Absorbance (AU) 2024-11-20 16:05:00,Absorbance (AU) 2024-11-20 16:20:06,Absorbance (AU) 2024-11-20 16:35:12,Absorbance (AU) 2024-11-20 16:50:18,Absorbance (AU) 2024-11-20 17:05:24,Absorbance (AU) 2024-11-20 17:20:30,Absorbance (AU) 2024-11-20 17:35:36,Absorbance (AU) 2024-11-20 17:50:42,Absorbance (AU) 2024-11-20 18:05:48,Absorbance (AU) 2024-11-20 18:20:54,Absorbance (AU) 2024-11-20 18:36:00,Absorbance (AU) 2024-11-20 18:51:06,Absorbance (AU) 2024-11-20 19:06:12,Absorbance (AU) 2024-11-20 19:21:17,Absorbance (AU) 2024-11-20 19:36:23,Absorbance (AU) 2024-11-20 19:51:29,Absorbance (AU) 2024-11-20 20:06:35,Absorbance (AU) 2024-11-20 20:21:41,Absorbance (AU) 2024-11-20 20:36:47,Absorbance (AU) 2024-11-20 20:51:53,Absorbance (AU) 2024-11-20 21:06:59,Absorbance (AU) 2024-11-20 21:22:05,Absorbance (AU) 2024-11-20 21:37:11,Absorbance (AU) 2024-11-20 21:52:17,Absorbance (AU) 2024-11-20 22:07:23,Absorbance (AU) 2024-11-20 22:22:29,Absorbance (AU) 2024-11-20 22:37:35,Absorbance (AU) 2024-11-20 22:52:41,Absorbance (AU) 2024-11-20 23:07:47,Absorbance (AU) 2024-11-20 23:22:53,Absorbance (AU) 2024-11-20 23:37:59,Absorbance (AU) 2024-11-20 23:53:05,Absorbance (AU) 2024-11-21 00:08:43,Absorbance (AU) 2024-11-21 00:23:49,Absorbance (AU) 2024-11-21 00:38:55,Absorbance (AU) 2024-11-21 00:54:01,Absorbance (AU) 2024-11-21 01:09:07,Absorbance (AU) 2024-11-21 01:24:13,Absorbance (AU) 2024-11-21 01:39:19,Absorbance (AU) 2024-11-21 01:54:25,Absorbance (AU) 2024-11-21 02:09:31,Absorbance (AU) 2024-11-21 02:24:37,Absorbance (AU) 2024-11-21 02:39:43,Absorbance (AU) 2024-11-21 02:54:49,Absorbance (AU) 2024-11-21 03:09:55,Absorbance (AU) 2024-11-21 03:25:01,Absorbance (AU) 2024-11-21 03:40:06,Absorbance (AU) 2024-11-21 03:55:13,Absorbance (AU) 2024-11-21 04:10:19,Absorbance (AU) 2024-11-21 04:25:25,Absorbance (AU) 2024-11-21 04:40:30,Absorbance (AU) 2024-11-21 04:55:37,Absorbance (AU) 2024-11-21 05:10:43,Absorbance (AU) 2024-11-21 05:25:49,Absorbance (AU) 2024-11-21 05:40:55,Absorbance (AU) 2024-11-21 05:56:01,Absorbance (AU) 2024-11-21 06:11:07,Absorbance (AU) 2024-11-21 06:26:13,Absorbance (AU) 2024-11-21 06:41:18,Absorbance (AU) 2024-11-21 06:56:25,Absorbance (AU) 2024-11-21 07:11:31,Absorbance (AU) 2024-11-21 07:26:37,Absorbance (AU) 2024-11-21 07:41:43,Absorbance (AU) 2024-11-21 07:56:49,Absorbance (AU) 2024-11-21 08:11:55,Absorbance (AU) 2024-11-21 08:27:01,Absorbance (AU) 2024-11-21 08:42:07,Absorbance (AU) 2024-11-21 08:57:13,Absorbance (AU) 2024-11-21 09:12:19,Absorbance (AU) 2024-11-21 09:27:25,Absorbance (AU) 2024-11-21 09:42:31,Absorbance (AU) 2024-11-21 09:57:37,Absorbance (AU) 2024-11-21 10:12:43,Absorbance (AU) 2024-11-21 10:27:49,Absorbance (AU) 2024-11-21 10:42:55,Absorbance (AU) 2024-11-21 10:58:01,Absorbance (AU) 2024-11-21 11:13:07,Absorbance (AU) 2024-11-21 11:28:13,Absorbance (AU) 2024-11-21 11:43:19,Absorbance (AU) 2024-11-21 11:58:25,Absorbance (AU) 2024-11-21 12:13:31,Absorbance (AU) 2024-11-21 12:28:37,Absorbance (AU) 2024-11-21 12:43:43,Absorbance (AU) 2024-11-21 12:58:49,Absorbance (AU) 2024-11-21 13:13:55,Absorbance (AU) 2024-11-21 13:29:01,Absorbance (AU) 2024-11-21 13:44:07,Absorbance (AU) 2024-11-21 13:59:13,Absorbance (AU) 2024-11-21 14:14:19,Absorbance (AU) 2024-11-21 14:29:25,Absorbance (AU) 2024-11-21 14:44:31,Absorbance (AU) 2024-11-21 14:59:37,Absorbance (AU) 2024-11-21 15:14:50,Absorbance (AU) 2024-11-21 15:30:07
901.841506,0.03972721326612278,0.046380130410662336,0.02742680803129931,0.035930613096168615,0.050469872448637085,0.046446091386144556,0.05698907450098351,0.038122359683636614,0.046039177656751876,0.026254715385011656,0.052365764126168494,0.08089236258543726,0.08238373055106951,0.09620122177140453,0.0998736003319919,0.08996121293639521,0.11365576564428541,0.10451837622475797,0.09830063302658286,0.09156396279807846,0.10503211924243637,0.11644787833788971,0.09954656416665109,0.10830664464125805,0.10004661576852701,0.11215085265163303,0.11504979245544594,0.11704541995286913,0.1056679316299424,0.12117020850681909,0.11686285872320556,0.11880350575857765,0.10583307504804451,0.12058891400267599,0.11890440886966783,0.12157053534584815,0.1102169091177619,0.12616511105241326,0.12853500699395223,0.11702537596831741,0.13151138143412314,0.1443193943353664,0.12287482345679661,0.12597897016766207,0.11843443397897337,0.13045774423986534,0.12357710578236217,0.1247027417302496,0.1253329726975592,0.1269536999196766,0.11658079055537307,0.12141549747290413,0.13841693588047455,0.12264091059751507,0.12609182576871586,0.1296727979566687,0.12105813324744576,0.1280861114101421,0.13892872974324855,0.14008625117424608,0.12705236645648038,0.1329896568613463,0.12237877259115378,0.1406497924208372,0.14698652534711235,0.12766788887044317,0.1369637140491132,0.12039626564569676,0.13534715560274774,0.12225625321087656,0.1407656193222536,0.12490125078267693,0.12810055851251845,0.13436930838756422,0.1277080596603782,0.13302251542550922,0.1327545994412409,0.15207329438495837,0.12525747307412236,0.14839938505248482,0.15520371867254176,0.13666810619143652,0.14018925950475394,0.14921082580493766,0.14194270758962202,0.14494818673479698,0.13755053887729637,0.13710700990038485,0.14129419880778002,0.14710956838021497,0.13946214762670328,0.13330715028916598,0.15980962238913404,0.14214124534420985,0.14557515917345373,0.15357552620640383
904.394392,0.0316752727299079,0.02989418122659947,0.01780697977116546,0.03797402930140446,0.0439681986941032,0.02392079658206715,0.03669447950016128,0.03011307711468368,0.03123723346353555,0.012267869159386468,0.07581019763277981,0.08918904194423434,0.08977541694203572,0.08821879206852823,0.09620350199222359,0.08708088568750723,0.08874891328421965,0.10749582572803631,0.09550676836731255,0.1050127607268078,0.09768876296848909,0.11361778398873155,0.0981631385108904,0.09283409857225981,0.10615903308103793,0.0902408071660192,0.10567543534631177,0.11126194839375815,0.1013079928786306,0.09418700707997105,0.1223143859265093,0.09764937925738457,0.11257646147680539,0.127157142670917,0.11732047801698266,0.11207418185104075,0.1196566931355094,0.11657678648131417,0.11549819908053624,0.12534704934882884,0.12154800419056372,0.12336841106229808,0.11553672442178343,0.12280805837054354,0.11277360885672393,0.11785902434780611,0.1371808096321637,0.1430588676672434,0.1341337566912139,0.12504901243230615,0.12279949030083274,0.1224050610849105,0.12403281424097305,0.11908139600599232,0.1099983909254829,0.12611810273341767,0.12330842013250494,0.1321087476598534,0.12790844818701763,0.13520092785210522,0.12421331604364814,0.13692158958962938,0.1327298645867304,0.1292146656305618,0.1232178668879228,0.10454180175454754,0.13647437907770874,0.1354377929661714,0.12832167825691004,0.14020597190030226,0.1358079666753183,0.12308369116060898,0.116206752623654,0.12776192410620518,0.13265186817391864,0.1419095748332541,0.14799205820602543,0.1312431113362075,0.13419234344410869,0.1316822010757531,0.13952608272739114,0.1254176737233059,0.1318033642219454,0.13684914467501444,0.1275269644442518,0.13583202650993687,0.1450901790428483,0.14149173161206358,0.1399096116533907,0.12819695919375892,0.13601906376591477,0.13660293582519978,0.14953845055108458,0.13499240285937453,0.13617028303312667,0.1433926008591944
905.670145,0.02755799903150213,0.029850475010987653,0.02827984788626327,0.03679297269046983,0.028656599343460744,0.04225569586648341,0.03994769489110143,0.031520687815369784,0.03500925926301029,0.02684409086586787,0.0535861900296885,0.09169766992175397,0.08872881956951485,0.09213899203315114,0.08104012740319824,0.09623781947865205,0.09888429779920581,0.07900950911193097,0.09486294919156965,0.09631284874029308,0.10044777918113691,0.11462899245569712,0.11220455271039578,0.09091810457541266,0.11419326312006788,0.08913991983647561,0.11234078826863497,0.12329247604799519,0.09726649550074294,0.12446592306086632,0.10450521465365448,0.12235208737096008,0.12071526967305504,0.11350537990825202,0.11603563060456215,0.11860162421716065,0.12368981584808966,0.11265908118576586,0.11804383853825179,0.10068561748862262,0.11290466123047943,0.11549463072191081,0.1256998228816909,0.11184410905811044,0.12197441340259443,0.1356997514268011,0.11787442658433425,0.12174158326759894,0.11486477863166986,0.10966686483574427,0.11539480580183017,0.11635570026079213,0.11995924242048361,0.1347618384334299,0.1296119357802396,0.12430392890131105,0.13192739843578954,0.12775281028416915,0.12885699275962123,0.12050341430006431,0.1228978950751274,0.11732178935188352,0.108685725441233,0.12296585345826375,0.128353904754703,0.12376685517308389,0.13318309533366057,0.12416805174984633,0.12701387209779255,0.1239555145632853,0.122184861473542,0.13267947467819774,0.12625158520987356,0.12774777587380926,0.13367783320917612,0.13858784671207347,0.13520077145256448,0.13350217133353634,0.11697989804494274,0.1294152797136947,0.1284127311068253,0.13110980898865368,0.13473582742037749,0.13215791037652652,0.1422004318008547,0.13809405930890015,0.13616515801939552,0.13752859515013907,0.12558678873519125,0.1292221064511779,0.12995535864358093,0.12206700193037107,0.13149394054248745,0.13277378827326847,0.12752808552485898,0.13303710226762147
908.220269,0.03346016656587762,0.02501107561467567,0.028964709506607345,0.016845884364350687,0.03239929871219616,0.024817290661673767,0.04649637578179212,0.03300576743300127,0.03132947875532891,0.023969933907352123,0.06232355536707267,0.06244245010987665,0.09255480980906208,0.08590621500965699,0.07818549764767216,0.0795098604249724,0.08776621899154385,0.08333430560314274,0.09461595183221294,0.08972468534408572,0.0900382605559535,0.09691065632443153,0.0886932723911601,0.09859541093409457,0.08902092298842668,0.1049329317945008,0.09108712847919911,0.09363583073740564,0.11468477765863754,0.10090301713797951,0.10246641314003904,0.09801049943455192,0.11254994977396571,0.11245578392360883,0.10550872208794744,0.11261439150407636,0.10361336341934403,0.09819895090521821,0.11374890058054483,0.11961311426954985,0.1099381425964351,0.11327581673688224,0.11744051858000186,0.11384391940350677,0.09697012557030756,0.12125948204872238,0.11576729093731394,0.10946934074334967,0.112004408249881,0.1299974772707142,0.12414325087285075,0.11071977907553858,0.12424811976159382,0.11768189639700584,0.11851971138538601,0.11624949673831694,0.12932160774087587,0.1286734643284494,0.11497980676487542,0.11527894817982545,0.1128333906957946,0.11464420594671912,0.10711703631991339,0.12853357938769466,0.12616943947419537,0.10797539211199582,0.1303480820618347,0.11989582998703431,0.11812491768052148,0.12266082997297563,0.11569541989895818,0.1163997390537171,0.10662245676204517,0.13050780681650795,0.12051593087214645,0.11755437586551304,0.13350076389130405,0.12579050826106092,0.13074610170260526,0.1257532836752574,0.1285256561196994,0.11881406894271924,0.12990589067739003,0.13519078286683195,0.12485450451507767,0.127150882801554,0.12919206542777573,0.13203696872846307,0.12556808731873947,0.14389153237618352,0.13132587172929225,0.14320134280406396,0.13032506101404362,0.12682880961608228,0.1484081878252132,0.13739652841444092
910.768552,0.018715982984466653,0.023658554263001657,0.01966044870056768,0.024000357425868868,0.04117747132325956,0.02477041782401761,0.012489029341173201,0.017246827637863563,0.013899792059622147,0.009232039750474366,0.04734731250948889,0.0853425810284201,0.07431964927668896,0.07353610972809466,0.08972488683774264,0.07087280597111838,0.08549691275050271,0.09112207396757754,0.07905589357435899,0.0869373544715157,0.08847217322305026,0.09588137102900456,0.09812072479811981,0.09124495180327866,0.10317903912959578,0.10271672382561829,0.09599251405225286,0.09691956016243215,0.10151145026626895,0.09410947713854488,0.10494311921135863,0.08573218014116381,0.09545574693096696,0.10112647556579378,0.09897256093608253,0.10969402224365912,0.10030228691241753,0.0966476626502294,0.10900719680530174,0.09327892753897367,0.11153668770634124,0.09236889089507049,0.11333954887260864,0.10718308920392523,0.10739065000461047,0.11305212002440823,0.11715029232679955,0.11251739900218935,0.11404332373166942,0.10376341802995846,0.104169933644872,0.11535711561075289,0.10881360397161026,0.11669221926638793,0.1025460978848446,0.10868210098705613,0.11996606492627089,0.11689675213048002,0.11098086685487882,0.12146358881516622,0.1108723834180166,0.10973999856394773,0.1209721552614287,0.11289560473584043,0.11825652704778003,0.11535725462221172,0.10770040932063178,0.12101804242770497,0.12157473932294714,0.12059606448327287,0.12809289007862926,0.12659842520567371,0.11917394184893741,0.12991683932939926,0.11999296463098548,0.12332326198132791,0.13099129709126747,0.11937009718286215,0.11815497232265965,0.1208833572279384,0.1319466143280274,0.11572218674924503,0.12274110036571312,0.11174251575357477,0.12112100308555097,0.1258175245135647,0.12013191727965182,0.12595374898515807,0.12873007022259889,0.13777751925414508,0.11259638243882347,0.12831061341081423,0.12267692445890893,0.1327619212713564,0.1332599831225326,0.13077211056432048
913.314994,0.01919584558166077,0.01723102314988786,0.013930706729061947,0.024939231111142313,0.023029170722665703,0.015499199165819296,0.03348222197006559,0.022584810577842333,0.01417974956705154,0.01563615983389472,0.05056127706649965,0.044525915466050135,0.07179270087355102,0.06365539340661285,0.07894973915930242,0.06508604884580056,0.08488887987742516,0.07743456227362114,0.08068311102606332,0.08765135456545636,0.08540748982938,0.09488924021479132,0.07817438181638817,0.09514332563785936,0.07938510709132904,0.10552576510608233,0.09840295177200051,0.09067294845434574,0.09929568733907258,0.0808176124363023,0.08483453992881639,0.09211989584579926,0.09295762982703891,0.1087565558884028,0.10130647550992354,0.09999307125479268,0.09936326411654588,0.10260908598301091,0.08738963643921831,0.11426021491564499,0.09726741677517876,0.10625974144986296,0.1066549066364295,0.11929152138101358,0.10231358019007478,0.10649920185860196,0.11510819102527221,0.10479919955654785,0.10779123820842813,0.10397362200413372,0.10321567206026494,0.10653125406092923,0.10590935486501468,0.11121103872077644,0.11709327942593267,0.10972608634853538,0.11171684998747841,0.11938798834132469,0.09604445729326896,0.1116421082035267,0.10825070689970903,0.10803022948670551,0.11874799630027738,0.10821361178935532,0.11639350036275685,0.12122877410955865,0.11560529592682378,0.1280214062642232,0.10719335623770541,0.10971763700169208,0.12939945751118737,0.09661032694042518,0.12630367019731314,0.12141136594877114,0.12043064042557748,0.12833757035523485,0.11488858296174403,0.12762209441351258,0.12345617752861308,0.1298291221085643,0.12223967118263221,0.12394335711590217,0.127812402610906,0.12787465850784013,0.12436944684985655,0.11489750327426249,0.12828147315160862,0.12070607934381009,0.12317832148891146,0.12605341733744937,0.12560602422363035,0.11846305388118092,0.11357585895355833,0.12295613454576126,0.1275313881453443,0.12222925019856981
915.859594,0.02275623497778291,0.030895296860436773,0.020072271404817026,0.02289313291141737,0.021535632714484734,0.02225101528133874,0.022371542790230573,0.03264956054618116,0.013120708477473507,0.004393964209589301,0.05537324206772743,0.07057877966546543,0.06788634201279106,0.06761864328676008,0.07382452285016411,0.08855156694479702,0.08259604751817554,0.0904214172960568,0.09886689719842734,0.0976956300728988,0.08612344709377331,0.08540764066648045,0.08530134436920261,0.09472537747110508,0.0923551450594843,0.0888186147097573,0.1066401740214578,0.09314089469857441,0.0945747491279326,0.09565436331483058,0.10610213410539705,0.09313552674554365,0.09934223361917742,0.1079292789948482,0.11032404499341827,0.09113337897824254,0.11022647020477105,0.1001740188042733,0.11215535488157193,0.10991118928391834,0.1003883929760664,0.11702929745236322,0.11202276615191076,0.11292508259534843,0.10855643497438486,0.10662003689339343,0.11405931385118528,0.1032548091305434,0.11653652589488411,0.11783308386874548,0.10893366134359979,0.1248713369549883,0.11832803784122853,0.1150705634867342,0.12378301559531053,0.11876299101227326,0.11386239946007563,0.10598513605180304,0.11342161790334483,0.09974575524058198,0.11191584269670897,0.11322106773215933,0.11848060222269464,0.11107616624276305,0.1127645519455647,0.113767937855366,0.13274846698468895,0.116699390462529,0.10266972761716443,0.11006791634723528,0.11609017318017159,0.11477226491060158,0.116614098153072,0.12742497988616752,0.13180311805643746,0.11826138873155276,0.1272061540336725,0.1243361846838095,0.12088644637960272,0.1104673447270501,0.12939197431182328,0.12363270439300614,0.1255760714337583,0.13470225206710387,0.11598158064943177,0.12262848478278134,0.1316037104679178,0.13210789398219921,0.12932889439185866,0.1318550130093113,0.14515421986699384,0.11706474344661397,0.13218030974466224,0.1162455810379964,0.1273512229096458,0.10680127893835693
918.402353,0.02018255956189676,0.0298459884883084,0.030027494461175967,0.03563384882195876,0.029031942015928586,0.030385153130416263,0.03422402096039194,0.020096079993092084,0.02474741336672187,0.02423615454326114,0.06049555276315106,0.09356425756515596,0.08983802831517682,0.08092719542960213,0.10309785483486214,0.09362696605034689,0.08109677599821415,0.10479851696264063,0.10005409371898245,0.08880925216094428,0.09596398835982015,0.0928138750662354,0.10692244983843015,0.09208549811830499,0.09748239722092675,0.10445582860499868,0.11109799185091253,0.10492885235069548,0.1035813476448037,0.11255749969638146,0.10124013419069755,0.09763238811435196,0.10007245439611193,0.10230842644351054,0.11314591811661782,0.10820252833319417,0.11166612830545655,0.11922452528727642,0.12626035381485617,0.10578084810145136,0.10645344302523567,0.11157889308304819,0.11127070576428127,0.11117771633623966,0.11323692704291215,0.11818389705286235,0.11341671776512831,0.11949024863439085,0.12755964236613834,0.12259803051228434,0.12175866833602329,0.12345623065795988,0.12278984568401831,0.1208643937978984,0.11956056396953452,0.12585525532382374,0.1262997436347748,0.12564322929547314,0.13290467175729265,0.10687448306201182,0.1294177724699134,0.13331697261060066,0.12734907467212522,0.11111459017597113,0.12469734411360915,0.1382938236952851,0.14033110841808005,0.11129413208622946,0.13043051246879572,0.13762721803643332,0.1221580738417642,0.1290645388951959,0.12614311937139513,0.13133146885265756,0.13193378864758099,0.12619054306757874,0.12956492207416895,0.12542849208350224,0.12165141166711443,0.12995087418103476,0.1373364585800736,0.13540670423673137,0.14918171003133415,0.13248522775531066,0.13992517045268899,0.14004545905129398,0.12832611505208733,0.13611075886312193,0.13253139247025375,0.14169432395873144,0.12980552362217815,0.13201023459055772,0.14978977958316056,0.149194047070531,0.13770717105003435,0.13320711881376193
920.943271,0.03770123467069047,0.03793356890527371,0.035473130694871714,0.0487718528518951,0.051206245650591974,0.04435900789260557,0.04932469427933349,0.03402424550518883,0.03818235671892302,0.021493437414414163,0.07197580517443937,0.0958383733763822,0.10856598710353706,0.09454592645113176,0.10599248663646844,0.09813358890636258,0.09735379596975084,0.10313545763240344,0.11367907641131483,0.0988138233068051,0.09890637275212905,0.11036387191390293,0.10344881393575059,0.12385631950040789,0.1200850651593529,0.10919142970584242,0.1140673705762812,0.11646865600964075,0.12616309730239678,0.11703931562613289,0.11026606715217391,0.11676184621901564,0.11697653624736556,0.10180019460662511,0.13022730958072543,0.13031232188111674,0.1185640086954989,0.13333863985538674,0.1300112474761518,0.12478505395438397,0.12239810676426605,0.11287468892135542,0.12154977367950336,0.12322895007610254,0.12556636078968095,0.1289993597475169,0.14388992503698717,0.1211743035248374,0.13716997135140702,0.13050506779502957,0.12804212997690764,0.13302277131725598,0.12675120792538858,0.12262251593819191,0.15042953222396657,0.14577205766869533,0.13363886760397292,0.13030841844872934,0.12576393088414528,0.12968179709493455,0.14247405884265288,0.12845475448211324,0.1270188803418586,0.13683614374595687,0.14196026690457617,0.1456922427087945,0.13225207011218382,0.1321382977239641,0.13426277340388834,0.15184241586136404,0.14952212239835677,0.13428094440079158,0.1381208655357992,0.13102696456667165,0.12507779550132855,0.13149357840393772,0.13358250841497027,0.1425402254870396,0.13551491828708517,0.15542997181956222,0.14704452188722086,0.134822381098576,0.13267301518967192,0.1467063707516421,0.13544530534603763,0.14450481217349528,0.14126222003642658,0.1435540913368853,0.13547565131605607,0.1382397843474424,0.14109185299892552,0.15969567170077098,0.15240147146292657,0.1511036274926536,0.15647250712504726,0.1344735247653072
923.482347,0.05571379787229984,0.0671666149553326,0.06664947097519812,0.05768929807682669,0.057981888696454195,0.05536020998829261,0.06042921923006877,0.06900777170693394,0.061016960385601796,0.05703684274008588,0.08705067027076244,0.10883882608695451,0.11709068370093094,0.11899584980968977,0.10977323832225838,0.12615682674792242,0.12582564344299277,0.12266818660300005,0.1324020477615249,0.138337296594911,0.12814156933356335,0.12634829117390725,0.14027918802562422,0.12098853158188759,0.13588856875347,0.13607687377442657,0.1454970939681525,0.13321087383628802,0.12585790471273733,0.1354169847745336,0.128622622120624,0.13961598296102473,0.13985825443108943,0.13530874931079845,0.15033672628735095,0.13604851849577612,0.15371405171187266,0.15027765444550292,0.13900492136819942,0.14207847496842693,0.13721962040960042,0.14712421713924134,0.14636892499797674,0.14684838622620242,0.13904764037793524,0.15907936383603308,0.13905371485608986,0.15200184990709298,0.16294046734908865,0.1489656164436017,0.1557623375302569,0.14051555459765253,0.14661047669094016,0.16016969859628635,0.16223337558093395,0.15935648530443106,0.14096870812742843,0.16664836521616289,0.1587177010102285,0.16143376768377118,0.15879184387532153,0.1546975335071461,0.1532590063744459,0.15501092779163722,0.16273620811831682,0.15447536197058737,0.15127389062579397,0.15009846559809814,0.16588782848966255,0.1600996628659682,0.1588127633541045,0.1616225783037261,0.15619007888356806,0.16637118416783062,0.1634461185587344,0.17450090861167047,0.16167975547200436,0.1573712446035402,0.1578104814971025,0.15677277296711184,0.15422208226314216,0.1537512639160106,0.16952491561616378,0.16064116456251143,0.16200554603885967,0.1539686122635805,0.17097911550426684,0.16883927870588358,0.16061553928240538,0.16453486142557297,0.17689077326757882,0.17304782196922505,0.1602945128209428,0.1622684763609834,0.1766724333740095,0.18005711995665985
