Wavelength (nm),Absorbance (AU) 2024-11-15 14:59:06,Absorbance (AU) 2024-11-15 15:14:12,Absorbance (AU) 2024-11-15 15:29:18,Absorbance (AU) 2024-11-15 15:44:24,Absorbance (AU) 2024-11-15 15:59:30,Absorbance (AU) 2024-11-15 16:14:36,Absorbance (AU) 2024-11-15 16:29:42,Absorbance (AU) 2024-11-15 16:44:47,Absorbance (AU) 2024-11-15 16:59:53,Absorbance (AU) 2024-11-15 17:14:59,Absorbance (AU) 2024-11-15 17:30:05,Absorbance (AU) 2024-11-15 17:45:11,Absorbance (AU) 2024-11-15 18:00:17,Absorbance (AU) 2024-11-15 18:15:23,Absorbance (AU) 2024-11-15 18:30:29,Absorbance (AU) 2024-11-15 18:45:35,Absorbance (AU) 2024-11-15 19:00:41,Absorbance (AU) 2024-11-15 19:15:47,Absorbance (AU) 2024-11-15 19:30:53,Absorbance (AU) 2024-11-15 19:45:59,Absorbance (AU) 2024-11-15 20:01:05,Absorbance (AU) 2024-11-15 20:16:11,Absorbance (AU) 2024-11-15 20:31:17,Absorbance (AU) 2024-11-15 20:46:23,Absorbance (AU) 2024-11-15 21:01:28,Absorbance (AU) 2024-11-15 21:16:34,Absorbance (AU) 2024-11-15 21:31:40,Absorbance (AU) 2024-11-15 21:46:46,Absorbance (AU) 2024-11-15 22:01:52,Absorbance (AU) 2024-11-15 22:16:58,Absorbance (AU) 2024-11-15 22:32:04,Absorbance (AU) 2024-11-15 22:47:10,Absorbance (AU) 2024-11-15 23:02:16,Absorbance (AU) 2024-11-15 23:17:22,Absorbance (AU) 2024-11-15 23:32:28,Absorbance (AU) 2024-11-15 23:47:34,Absorbance (AU) 2024-11-16 00:03:17,Absorbance (AU) 2024-11-16 00:18:23,Absorbance (AU) 2024-11-16 00:33:29,Absorbance (AU) 2024-11-16 00:48:36,Absorbance (AU) 2024-11-16 01:03:41,Absorbance (AU) 2024-11-16 01:18:47,Absorbance (AU) 2024-11-16 01:33:53,Absorbance (AU) 2024-11-16 01:49:00,Absorbance (AU) 2024-11-16 02:04:06,Absorbance (AU) 2024-11-16 02:19:11,Absorbance (AU) 2024-11-16 02:34:17,Absorbance (AU) 2024-11-16 02:49:23,Absorbance (AU) 2024-11-16 03:04:29,Absorbance (AU) 2024-11-16 03:19:35,Absorbance (AU) 2024-11-16 03:34:41,Absorbance (AU) 2024-11-16 03:49:47,Absorbance (AU) 2024-11-16 04:04:53,Absorbance (AU) 2024-11-16 04:20:00,Absorbance (AU) 2024-11-16 04:35:05,Absorbance (AU) 2024-11-16 04:50:11,Absorbance (AU) 2024-11-16 05:05:17,Absorbance (AU) 2024-11-16 05:20:23,Absorbance (AU) 2024-11-16 05:35:29,Absorbance (AU) 2024-11-16 05:50:35,Absorbance (AU) 2024-11-16 06:05:41,Absorbance (AU) 2024-11-16 06:20:47,Absorbance (AU) 2024-11-16 06:35:53,Absorbance (AU) 2024-11-16 06:50:59,Absorbance (AU) 2024-11-16 07:06:05,Absorbance (AU) 2024-11-16 07:21:11,Absorbance (AU) 2024-11-16 07:36:17,Absorbance (AU) 2024-11-16 07:51:23,Absorbance (AU) 2024-11-16 08:06:29,Absorbance (AU) 2024-11-16 08:21:35,Absorbance (AU) 2024-11-16 08:36:41,Absorbance (AU) 2024-11-16 08:51:47,Absorbance (AU) 2024-11-16 09:06:53,Absorbance (AU) 2024-11-16 09:21:59,Absorbance (AU) 2024-11-16 09:37:05,Absorbance (AU) 2024-11-16 09:52:11,Absorbance (AU) 2024-11-16 10:07:17,Absorbance (AU) 2024-11-16 10:22:23,Absorbance (AU) 2024-11-16 10:37:29,Absorbance (AU) 2024-11-16 10:52:35,Absorbance (AU) 2024-11-16 11:07:41,Absorbance (AU) 2024-11-16 11:22:48,Absorbance (AU) 2024-11-16 11:37:54,Absorbance (AU) 2024-11-16 11:53:00,Absorbance (AU) 2024-11-16 12:08:06,Absorbance (AU) 2024-11-16 12:23:12,Absorbance (AU) 2024-11-16 12:38:18,Absorbance (AU) 2024-11-16 12:53:24,Absorbance (AU) 2024-11-16 13:08:29,Absorbance (AU) 2024-11-16 13:23:36,Absorbance (AU) 2024-11-16 13:38:42,Absorbance (AU) 2024-11-16 13:53:48,Absorbance (AU) 2024-11-16 14:08:54,Absorbance (AU) 2024-11-16 14:24:00,Absorbance (AU) 2024-11-16 14:39:06,Absorbance (AU) 2024-11-16 14:54:12,Absorbance (AU) 2024-11-16 15:09:18,Absorbance (AU) 2024-11-16 15:24:24,Absorbance (AU) 2024-11-16 15:39:30,Absorbance (AU) 2024-11-16 15:54:36,Absorbance (AU) 2024-11-16 16:09:42,Absorbance (AU) 2024-11-16 16:24:48,Absorbance (AU) 2024-11-16 16:39:54,Absorbance (AU) 2024-11-16 16:55:00,Absorbance (AU) 2024-11-16 17:10:06,Absorbance (AU) 2024-11-16 17:25:12,Absorbance (AU) 2024-11-16 17:40:18,Absorbance (AU) 2024-11-16 17:55:24
901.841506,0.029764885346762308,0.03821921673149887,0.03159178771301662,0.04115950512389777,0.04323110148930213,0.04516442263679699,0.0508651498860766,0.03522310518289032,0.03495368396827507,0.10235145338198005,0.1307289681098601,0.1533494995556889,0.14949746097457783,0.15346574764259432,0.150302213640648,0.1583455558392003,0.16421317428261673,0.1622942112026776,0.1607411414367662,0.16233566362175528,0.15980166205068624,0.16221179165449695,0.17257900579884614,0.1645503058255796,0.1538973140374012,0.16534606062365395,0.15304751689471852,0.15294299341228362,0.17927919954936525,0.16267436815112046,0.17726340102250415,0.1681921635230485,0.18039666886305192,0.17403076923622735,0.17360803095396235,0.1624470138691439,0.16932116082546575,0.1593111806608382,0.1682500078097572,0.1922850941259885,0.18994715089556677,0.18621285174965418,0.1761103209341183,0.17701370607037875,0.1810547535789138,0.18013185764707787,0.18058400964011662,0.19003347050201563,0.17824207110881823,0.1697068986719134,0.1716058784253366,0.17350398386919996,0.17888581166906975,0.1648809312524699,0.18663393857757146,0.19421077479067073,0.17577634673800596,0.17583226669866436,0.18427920646709256,0.18258143429059853,0.18588001922575234,0.17771619270776443,0.180451775486588,0.18550399923780547,0.1673410104029723,0.17760967198207636,0.20230902705413645,0.20274120213540262,0.180231246181218,0.17265984442538818,0.1963422676862339,0.18334037263307434,0.1707394203567466,0.18116914309381596,0.19717442104940738,0.19409009307845723,0.191999597923369,0.1914947869108021,0.19075289198444875,0.19473210077636605,0.1834409678296784,0.1763818959817809,0.17680651709794118,0.1799698651591822,0.17746023086306187,0.20254927587200536,0.19640194622023757,0.20523891682508372,0.1949178442847186,0.1571899622390972,0.15033437795970295,0.15137111093872857,0.1610222583620158,0.1447650822114492,0.17038606038316123,0.15946720566554742,0.1588041827893823,0.16281129840944777,0.1618187728528023,0.1526165393830816,0.15687445512317463,0.14892387481245495,0.15094049702499474,0.1666289263146444,0.15127526873128425,0.1517907667399383,0.16397714520218779,0.16287495746950278
904.394392,0.02584710657937396,0.02172312027861104,0.04777466449503843,0.03757412510284734,0.031495160964170335,0.03455676831791552,0.039231437857053866,0.029805558158692545,0.01923384009742112,0.07901479430300119,0.12423934908571697,0.1458044114243481,0.1465600823499234,0.14646002948654066,0.14076824181860081,0.1575253423407493,0.16147670114083346,0.15382256870609598,0.1619772941007422,0.14679201039499762,0.15627256848651355,0.1543248562571468,0.17184928524982093,0.14851027428056493,0.16514722059064244,0.16773052526248244,0.16548900360765606,0.15905238503284272,0.1619987511817969,0.16680701545921509,0.17314490845010058,0.16718555113796688,0.16326037362575718,0.16529758170069164,0.15462920654554121,0.15695200556558822,0.16313218728491138,0.16978351521655907,0.1809354380281603,0.1746135299121272,0.16995026034310548,0.16227938759512495,0.17502869092449747,0.18300096710405264,0.19011540465639618,0.18006962060346807,0.15961727535872927,0.18048456783589917,0.16902536006501656,0.1617843648329695,0.17149014918286795,0.17850775827607537,0.16945473190537205,0.17473351299119347,0.1670899026221188,0.17295031022798285,0.169055752413312,0.1707172576945403,0.1762240259901067,0.1564971159623926,0.1852708288548607,0.1743242518974761,0.17299715810794097,0.17194932786129422,0.1596756302905353,0.174125673573641,0.17478946204922888,0.1720066947875989,0.18023787961725418,0.19041076336402968,0.18475979222632402,0.1784319394135124,0.18620495432900336,0.18344383693556207,0.1753442104222717,0.18406212407164532,0.17633135239116776,0.17996469233058313,0.18822493831112908,0.18891791048223833,0.17712873441871976,0.17529269301634565,0.17767092336174875,0.185964769293875,0.194194666983333,0.2033957770332949,0.18500961769912222,0.1833807971486489,0.1870951152911138,0.15235103636879527,0.14214554844885707,0.14950385390907378,0.13976587227650902,0.13771618553477602,0.1434067296739896,0.13791437752100685,0.1532042119250168,0.15099437966081597,0.15362611494669534,0.1538860408506509,0.14124117336429978,0.15387143461237152,0.15430011578910804,0.15083771931854648,0.15110995113775333,0.14761810828571087,0.147186977819883,0.1519009076165277
905.670145,0.011940749701614774,0.03711644386055369,0.03547722167846135,0.031433914024359605,0.04272839200060044,0.033430095943893436,0.0186342972513103,0.02590501011955941,0.02546373116971772,0.11116141651617559,0.13147179586904514,0.14442407864639256,0.15219021968606442,0.15662814520255133,0.15132191164330244,0.16117136409171862,0.15081213350182335,0.1697440546194605,0.13685134827756226,0.15733854320288998,0.16061893915441292,0.1608812165220542,0.1665354067897281,0.16209577503388425,0.15790303401569145,0.1539300494741872,0.1514175988650169,0.16145284681449873,0.15094371448600163,0.1609294705042021,0.16955770461834815,0.1781097616204148,0.17282774082581764,0.1650733197005228,0.17244968502588326,0.16247817982560325,0.14657607509671627,0.17079484548673834,0.1625977581595068,0.1661086609352349,0.17717764959066648,0.17613771282170776,0.17336402673605186,0.17619842010119963,0.1780754157441682,0.159602622877262,0.16956382510890727,0.15578318110285239,0.16266941991143952,0.1498105517253754,0.17157671021746776,0.17899265020607846,0.17201084265007,0.16453951508018153,0.16032817019333442,0.1695479104705702,0.1839375160068263,0.17000517809123783,0.1674367376368792,0.1685681625846584,0.1656408419370683,0.1841663485063257,0.17601820787001066,0.16937832959802723,0.15491545403071694,0.1779190653094199,0.1726550943853764,0.17172970942225704,0.1836155795501554,0.18671328884342606,0.19524055907289706,0.17836159675152877,0.1750295624925365,0.17847352485632137,0.18421567126625618,0.17908724568102571,0.16517456286842255,0.1797085289071042,0.18194954181993483,0.1740373062181045,0.18809158839641052,0.1665270833345829,0.18370398375025904,0.1754784210946516,0.18332480928143544,0.19255141207450258,0.15665725163104702,0.17568616977146417,0.16673767865690667,0.14426666583849448,0.1372110648153379,0.15385722058000187,0.15090595222897418,0.14096535545471267,0.14538763500952515,0.1375962573722779,0.15545795071215077,0.15323316070814197,0.14167673864699706,0.14630871528833098,0.1542027043435879,0.1586386893997158,0.1503132386143701,0.14789634855488173,0.16093549173930516,0.14244579960117842,0.1541393888734083,0.1375437871630666
908.220269,0.01864240618087019,0.026237084238224524,0.032095356569506836,0.0306516112259084,0.029124924725527475,0.0317790349719193,0.023786268405489478,0.030796166859673332,0.022758162709834596,0.08807940608981335,0.1057700264967026,0.14492976580867753,0.15984777491826835,0.13354498178764007,0.13892259913507232,0.14312636689294012,0.14631715946620744,0.1513942053842866,0.15614235711464483,0.14620550797879667,0.1631887405639875,0.15405783382803137,0.14186312939510612,0.1562254131952097,0.1517423740749934,0.14173647047920188,0.1545523401381141,0.15727093183184968,0.1589174483395492,0.16250811463699152,0.15441401849806558,0.15074279915169175,0.15759485483539837,0.14835477593214105,0.15163345378947304,0.16099868302627104,0.17287327157865115,0.16929538035587915,0.17108104599931684,0.16573088632232583,0.15530966598640372,0.14818258743399837,0.1618481091994428,0.15664831516072486,0.16535573167357395,0.16530207441985187,0.1550172631361009,0.15049663618779013,0.1505290380920764,0.1594456932162931,0.16977024934389692,0.16415102606395401,0.1442993603148533,0.14463146468130209,0.18244125236990025,0.17202355781069273,0.16800941800632035,0.16055996111188167,0.1697117638585643,0.17777129177005957,0.17002680833616463,0.19226428625303008,0.15169008964101424,0.1742343249020787,0.16931058845085725,0.1790046354946326,0.1574413754260516,0.16277624564960744,0.15824223480511856,0.1717459155320684,0.1643135660395409,0.17587685329380617,0.17553248212551295,0.16691499535736004,0.16933734410532147,0.1679718889893435,0.16554117674765914,0.18023788509038158,0.1736881043910345,0.1677526281060772,0.17014103863237454,0.17011180459887473,0.1888292841144377,0.17819398480284596,0.16953129434796502,0.17622889097146316,0.19111534310771192,0.17341977870985684,0.17235138405809275,0.1390610900930383,0.1329081501575305,0.1509808093215181,0.14608137292884804,0.13593759126963484,0.14141395728148773,0.15349573455683627,0.15741285325636825,0.15011027411910544,0.12903684308804955,0.150317058603073,0.1456442960014729,0.13608311104057694,0.1503669968592812,0.14518415883137137,0.14638083126191542,0.14161789419760337,0.1435519192911868,0.15048093778261531
910.768552,0.0047204338122563035,0.015276284396254426,0.020696804684715835,0.022092249328301117,0.028080084206914553,0.015641652210342662,0.023191917551557556,0.02355396323178145,0.022134873378506427,0.07068200280958888,0.11039514974531765,0.1356233548259488,0.13163005834514643,0.1299105187155699,0.1344832928361253,0.14185429942226271,0.14060214469216703,0.1483563126832395,0.1396452729539723,0.15545243385060795,0.1522806781685065,0.15304743322022563,0.14560977009950582,0.1444755584563095,0.14525656060522713,0.1565594139023766,0.14652521762964624,0.13850720799992866,0.14042272039461828,0.15478694114573097,0.16614741715961565,0.159049515785568,0.1490572549530238,0.15588255199624318,0.14268750454203688,0.14801993438531857,0.15901507255641306,0.15290252199981114,0.16243989292230412,0.1504092568103657,0.16030029598703494,0.15258528456789508,0.16054013422540547,0.1434450025294535,0.1570855658462777,0.16381907173036514,0.15603746537928048,0.16412831254718113,0.15742251146387015,0.1574643907404222,0.16133507664887606,0.16960273625710096,0.16016609910608237,0.15487459495721576,0.16057455634550283,0.1864001308802201,0.1692577450782942,0.14953731151396457,0.1563927928862199,0.162395312553607,0.16267598156204974,0.16824719992239015,0.1633161117850065,0.16284932295123855,0.1647671021415597,0.16757275155466791,0.1651154670744603,0.1654836148846462,0.1774443769517474,0.16294139679529007,0.1667847826557295,0.15895758944374092,0.15693142306853688,0.15817008181227843,0.15470169503103995,0.15766804363976317,0.16475068382725291,0.16175246228886414,0.16193412422073097,0.17346275796239286,0.17423647896239303,0.16839897734233328,0.1719681552888226,0.17773164571850084,0.15625292218628092,0.1611089606875098,0.16924120412189564,0.17121394688636055,0.18326593561467866,0.1286939695885298,0.14199975263541145,0.14472244457479538,0.1325447781012184,0.14001146694427238,0.13615340190721015,0.1434240290676618,0.1473500092057124,0.14356990554469887,0.14723809668133966,0.1407462376127586,0.1430363718355481,0.1278120914291736,0.1539950849870992,0.13662247123808932,0.14384724327188056,0.14617651824134154,0.13159467144851988,0.1478472948831559
913.314994,0.008425905849798479,0.009915469060796244,0.01620511596730026,0.03664233217132618,0.021137109918077653,0.03022027122697656,0.021748457925769356,0.03431042563585885,0.018669674788080636,0.07890738204391474,0.11065280605433092,0.11933117181569555,0.14021218851444173,0.1397399147983634,0.1331499321461442,0.15714995640078838,0.12681735524689255,0.15102151036520806,0.1233882503419161,0.13817669632708765,0.15187612139530227,0.13833741882314168,0.1440767936020818,0.15899630147048777,0.1370517145756264,0.13962707445702807,0.15099743559335174,0.14937282597151738,0.13943241264504255,0.14332660508786726,0.16068543739295052,0.146177324222829,0.16809665795917333,0.14220103353873137,0.14559176333056392,0.1479814900419512,0.15196474738910443,0.15821501130969914,0.15623469890188846,0.15446187031332276,0.1607562918845697,0.14361732284214565,0.14562716787630506,0.13727349256852003,0.14453323383761446,0.15143155766899413,0.158241099679963,0.15494087926459485,0.1682309384121266,0.16046666521272296,0.16184366294927632,0.16280249275989284,0.15644084139723882,0.14801257007528398,0.15887036806138846,0.15299639498360162,0.1770405032155694,0.153770175977372,0.1622833478784213,0.15611420721928956,0.1464422192767989,0.17234010066527927,0.1685626459746654,0.17517581097125237,0.17613507518510305,0.16646513074541042,0.1587631958247525,0.15526467232589553,0.164954925364305,0.16593782801359958,0.1670877303769638,0.15234853393750078,0.17429596196009228,0.17454846388647136,0.16795208423806526,0.1530403893052578,0.16250473584411415,0.1778120769105383,0.1583267042950711,0.1618092377758317,0.15340961028847924,0.1502550528178194,0.1703801791702856,0.16198763354707288,0.17402450610262468,0.1743762414133746,0.17436073653339113,0.1643511635236921,0.16622884703521296,0.1361137666602817,0.13206878414305667,0.1338963513882569,0.13178947304131342,0.13962952882145968,0.14396322236392084,0.12545462192818316,0.1507728800439728,0.14541695541882294,0.1380657553933403,0.14904528285782573,0.1259172992738807,0.13246626540597706,0.14028155937136644,0.13445025512156067,0.1411800891605033,0.13197095200431122,0.13384958533770874,0.14135206090464633
915.859594,0.01793161642242589,0.016696163892124926,0.02046696486968364,0.020549255898855565,0.03243696499097482,0.02353689069713125,0.02685533710622811,0.028995662233057464,0.03521097385192799,0.08162857295333305,0.12453186476287184,0.1407273573904074,0.1368592099999779,0.14727789121837045,0.14226034192434464,0.13145603090644553,0.14849599990636111,0.15047577799561407,0.14174596545685889,0.14626137021365837,0.14337864125238264,0.1563705950898532,0.1441881612134378,0.15680151912662918,0.1585271734508276,0.14917291598482427,0.1568827479910367,0.14538005773071114,0.15798646592918475,0.1539707529726852,0.16267533069535883,0.15414678860912742,0.15695627960350664,0.1518830310016017,0.14638031032380908,0.15411210716732537,0.14338270619602855,0.1568036768235798,0.1672778787382876,0.1518456663441231,0.15954998155236919,0.15940262938603472,0.15890995701952018,0.1691602432336325,0.1657219419455323,0.16947561202951034,0.1625326060113986,0.1685042767024971,0.16445552667081859,0.15660236858321255,0.15402622477311267,0.15970443256737318,0.1550327688914241,0.15320792671874425,0.14353575410804062,0.1538610307392369,0.17486288345965445,0.1653116462947649,0.1752093627243558,0.15973458137237825,0.17725451820174012,0.15598512057833724,0.15277241131427985,0.17096871608588596,0.17484923043442752,0.17017225530425048,0.1759458179606897,0.17324213391563,0.15507822099092858,0.16510969417062402,0.16283485548511706,0.17501931363891826,0.16926694540918813,0.16189607212822096,0.16464548437766677,0.18089491238594888,0.17683564010900446,0.17509705391619548,0.17531643563314359,0.18681612523645152,0.17083633468058002,0.1650750423765239,0.1720205371207632,0.17444687598505665,0.1786941839547206,0.16531853001889124,0.17163114409093067,0.1916105502628325,0.16673126074256342,0.13875755804676085,0.13585769092329383,0.14582233168370484,0.1398840320897934,0.1360541245616893,0.1427087162753005,0.13966949010296592,0.13834057809443587,0.14044606745565016,0.13048891830553466,0.15313094448322712,0.13681211895737974,0.14197617107249422,0.1367022174527858,0.12236794595154211,0.13028008995731666,0.13615336326540597,0.14311539198786907,0.14514381545317478
918.402353,0.03429822030812878,0.032967700152911915,0.03748229388589845,0.03234779733308572,0.04230317322383532,0.03602414129554432,0.02240251023586721,0.028002485673216664,0.022747249959185263,0.08292607776887242,0.11649185827863817,0.13667162405801858,0.14695212988439818,0.14667870125636395,0.14809807076632187,0.1536145680799275,0.15287096882735351,0.1487494694705929,0.15472488065998485,0.14493123490854184,0.15551324077680295,0.16906380638258706,0.16356946794750968,0.14993747721564477,0.161958365057509,0.16583277534877106,0.159224051411739,0.16315155989076233,0.1560308687739461,0.15858343755605797,0.16282316679931752,0.1625239365550394,0.16398392185123548,0.1744739781864024,0.16223051600551594,0.15990774436564872,0.16151365213211538,0.16180315998769715,0.16703874504862987,0.16723562631461927,0.16494307858152935,0.1674530036683569,0.16387433666682988,0.15297412389002027,0.17198686832335666,0.16105698013734887,0.16407061366668507,0.16895973571995218,0.15318850335191336,0.16681721031857424,0.17275211428387843,0.16554268630505986,0.16879331791093047,0.1739361367465644,0.16431194098270857,0.16709054383026417,0.16288058841787273,0.15913205229909055,0.16438146988225258,0.1717214471837768,0.18165730933828714,0.16906012755076782,0.17476718820108897,0.17268477291935988,0.17282752614183847,0.17463276610640582,0.16437557230223585,0.18156116315779863,0.166351986069659,0.17373163612631198,0.17831993169761562,0.18385460310882443,0.17811624585483793,0.1708843244107817,0.172871632254959,0.16835861772593,0.18178476759902518,0.18010551959294935,0.18817139843350977,0.1790175882821227,0.18277508531844322,0.17997642662685157,0.1665888935173089,0.18079955005537837,0.17150077281258638,0.19029606443230657,0.1893908907666191,0.17452886627199404,0.19416513834115215,0.14828994056596653,0.13899749902013347,0.1524893117307274,0.15818029272759704,0.14508626690489337,0.14451347799998782,0.1514406680316885,0.15262304796664602,0.16215847638488876,0.13749175921034903,0.1597712334966487,0.1362919192318899,0.14754376119991255,0.15220125574853996,0.15863331174025797,0.15720914269959274,0.15268233808056753,0.14067804021656538,0.13863286769436842
920.943271,0.042774943793403165,0.04704837581589562,0.03784899611518053,0.043603846950771755,0.04922391237963627,0.050637325279314936,0.05163402880526209,0.04145425897568118,0.052100713543986994,0.11093982464467884,0.14297458850478942,0.1483635667727834,0.16539172544779718,0.15627347617825535,0.15767590017499922,0.1590577786645704,0.16126260169353498,0.16784032291468584,0.18413979903377595,0.1663516434771497,0.17494421130533802,0.1697380584268842,0.1734855552945221,0.16556980016017192,0.1875832423751585,0.16551380040290167,0.16317422621791258,0.1719166009839603,0.1754564642911618,0.16007117963958573,0.17626029202439417,0.1749622326167315,0.1786678183919212,0.16737713760343212,0.17833485737826113,0.1712884814565426,0.1830402849750071,0.17831013306414847,0.17690146283049463,0.16222720593262327,0.16089883294748727,0.17842767125979536,0.1719345635753772,0.17240281813215194,0.17171573541938104,0.17763040349663325,0.1729100788673098,0.18354608078762844,0.1683034507285534,0.17298816636843406,0.18063608130315983,0.1795862186668572,0.18186422329793292,0.1737075251622151,0.17551790147936572,0.16945096843964072,0.17920855063090613,0.18066204253072274,0.17555403865940838,0.17854006823824495,0.1813107016630505,0.18635887247958594,0.18776603272231726,0.19314461498475044,0.19545226919626296,0.18925543049420612,0.1741891110916725,0.1830108395562509,0.19451857038144324,0.19477762245792127,0.18802121475307843,0.19652229154356568,0.18779502044307758,0.17940369303597936,0.2034772708570453,0.19480986270149653,0.16835238716641363,0.18771349312185226,0.18105363407213337,0.18676326367246684,0.19951535766874517,0.1876048247506342,0.1971056764306269,0.19691161305475136,0.20017769979437672,0.17992478561771774,0.21388057182167733,0.1900164897912047,0.20061494849499353,0.15590161814053527,0.15398739644044318,0.17015430011205918,0.1465552887090418,0.14958834625942072,0.15544728892214707,0.16008223448109496,0.1588151277425146,0.14580561837970385,0.1625094922959024,0.17000194423470966,0.16080948871556802,0.153958380948463,0.15834938410058988,0.17487311975475942,0.15996510605781747,0.1688873860228403,0.16093233955906705,0.1699388374379263
923.482347,0.07016894743835381,0.07128429437129907,0.06858337356086107,0.07118853342777604,0.06374591375724604,0.07914221511946942,0.06438297434451173,0.06484714384187565,0.06077981237998108,0.13240639681332123,0.1505225840128857,0.17095515737243142,0.1710263181633263,0.18116388322572685,0.18193546190880489,0.17257411268143188,0.1923537702267453,0.18522495601947825,0.18153898543663613,0.18288699986021026,0.1864671186965068,0.19713606743072074,0.18425867537432367,0.1956910638249501,0.19387928168044538,0.18606526670549342,0.19077872798345177,0.19608115822295702,0.18990868761063023,0.18207625565875457,0.18486257477489185,0.20177573214763486,0.19334868274901643,0.18623110060537984,0.1922974806981799,0.20790830257782458,0.20006624881133778,0.18128741854220998,0.2076865520458907,0.20003224495938993,0.1932074056560697,0.20310648234155018,0.20300031139810193,0.20751993966424068,0.2099832637292837,0.20506670937924626,0.20647737240515807,0.21352676415009364,0.19396347820936097,0.19873082813073786,0.21061378974969172,0.19879968704196774,0.20746906275564259,0.18844369245107026,0.20351588510758128,0.21089752790843833,0.2063699901969059,0.1934586903767217,0.19911278887864037,0.2132236862336555,0.1924282050218432,0.18583947700933093,0.19921094611594406,0.21737870300509382,0.21181722727999955,0.21915650698354383,0.18740046792580867,0.194122927207591,0.20307421647249882,0.20129779299257575,0.20432960894157548,0.2144820945522603,0.21465285232911596,0.21249974719624998,0.20381175777997812,0.21105919986132599,0.20346300649885699,0.20592858444379927,0.21812123742118653,0.21083987154676337,0.22461502798464905,0.2033609816559317,0.2193815935445674,0.2095491380854329,0.22594750702368965,0.21688870881171562,0.2053957260037814,0.2061106470030026,0.2217005617220124,0.17496360647294604,0.18129897104657797,0.17228062307829534,0.18728755182152274,0.1790114094557351,0.1857778157106198,0.17913239281491516,0.1869856366794466,0.1802505797221811,0.17843892431345088,0.17073808935387297,0.16583296175316625,0.18012512881652354,0.17549224952721607,0.17036996994316952,0.18996521783474682,0.1854731028149266,0.18082011744760298,0.17868853453168432
