Wavelength (nm),Absorbance (AU) 2024-11-07 14:30:58,Absorbance (AU) 2024-11-07 14:46:04,Absorbance (AU) 2024-11-07 15:01:10,Absorbance (AU) 2024-11-07 15:16:16,Absorbance (AU) 2024-11-07 15:31:22,Absorbance (AU) 2024-11-07 15:46:28,Absorbance (AU) 2024-11-07 16:01:34,Absorbance (AU) 2024-11-07 16:16:40,Absorbance (AU) 2024-11-07 16:31:46,Absorbance (AU) 2024-11-07 16:46:52,Absorbance (AU) 2024-11-07 17:01:58,Absorbance (AU) 2024-11-07 17:17:04,Absorbance (AU) 2024-11-07 17:32:10,Absorbance (AU) 2024-11-07 17:47:16,Absorbance (AU) 2024-11-07 18:02:22,Absorbance (AU) 2024-11-07 18:17:28,Absorbance (AU) 2024-11-07 18:32:34,Absorbance (AU) 2024-11-07 18:47:40,Absorbance (AU) 2024-11-07 19:02:46,Absorbance (AU) 2024-11-07 19:17:52,Absorbance (AU) 2024-11-07 19:32:58,Absorbance (AU) 2024-11-07 19:48:04,Absorbance (AU) 2024-11-07 20:03:10,Absorbance (AU) 2024-11-07 20:18:16,Absorbance (AU) 2024-11-07 20:33:22,Absorbance (AU) 2024-11-07 20:48:28,Absorbance (AU) 2024-11-07 21:03:34,Absorbance (AU) 2024-11-07 21:18:40,Absorbance (AU) 2024-11-07 21:33:46,Absorbance (AU) 2024-11-07 21:48:51,Absorbance (AU) 2024-11-07 22:03:57,Absorbance (AU) 2024-11-07 22:19:03,Absorbance (AU) 2024-11-07 22:34:09,Absorbance (AU) 2024-11-07 22:49:15,Absorbance (AU) 2024-11-07 23:04:21,Absorbance (AU) 2024-11-07 23:19:27,Absorbance (AU) 2024-11-07 23:34:33,Absorbance (AU) 2024-11-07 23:49:39,Absorbance (AU) 2024-11-08 00:05:28,Absorbance (AU) 2024-11-08 00:20:34,Absorbance (AU) 2024-11-08 00:35:40,Absorbance (AU) 2024-11-08 00:50:46,Absorbance (AU) 2024-11-08 01:05:53,Absorbance (AU) 2024-11-08 01:20:59,Absorbance (AU) 2024-11-08 01:36:05,Absorbance (AU) 2024-11-08 01:51:10,Absorbance (AU) 2024-11-08 02:06:16,Absorbance (AU) 2024-11-08 02:21:22,Absorbance (AU) 2024-11-08 02:36:29,Absorbance (AU) 2024-11-08 02:51:35,Absorbance (AU) 2024-11-08 03:06:41,Absorbance (AU) 2024-11-08 03:21:47,Absorbance (AU) 2024-11-08 03:36:53,Absorbance (AU) 2024-11-08 03:51:59,Absorbance (AU) 2024-11-08 04:07:05,Absorbance (AU) 2024-11-08 04:22:11,Absorbance (AU) 2024-11-08 04:37:17,Absorbance (AU) 2024-11-08 04:52:23,Absorbance (AU) 2024-11-08 05:07:29,Absorbance (AU) 2024-11-08 05:22:35,Absorbance (AU) 2024-11-08 05:37:41,Absorbance (AU) 2024-11-08 05:52:47,Absorbance (AU) 2024-11-08 06:07:53,Absorbance (AU) 2024-11-08 06:22:59,Absorbance (AU) 2024-11-08 06:38:05,Absorbance (AU) 2024-11-08 06:53:11,Absorbance (AU) 2024-11-08 07:08:17,Absorbance (AU) 2024-11-08 07:23:23,Absorbance (AU) 2024-11-08 07:38:29,Absorbance (AU) 2024-11-08 07:53:35,Absorbance (AU) 2024-11-08 08:08:41,Absorbance (AU) 2024-11-08 08:23:47,Absorbance (AU) 2024-11-08 08:38:53,Absorbance (AU) 2024-11-08 08:53:59,Absorbance (AU) 2024-11-08 09:09:05,Absorbance (AU) 2024-11-08 09:24:11,Absorbance (AU) 2024-11-08 09:39:17,Absorbance (AU) 2024-11-08 09:54:23,Absorbance (AU) 2024-11-08 10:09:29,Absorbance (AU) 2024-11-08 10:24:35,Absorbance (AU) 2024-11-08 10:39:41,Absorbance (AU) 2024-11-08 10:54:48,Absorbance (AU) 2024-11-08 11:09:54,Absorbance (AU) 2024-11-08 11:24:59,Absorbance (AU) 2024-11-08 11:40:06,Absorbance (AU) 2024-11-08 11:55:11,Absorbance (AU) 2024-11-08 12:10:18,Absorbance (AU) 2024-11-08 12:25:24,Absorbance (AU) 2024-11-08 12:40:30,Absorbance (AU) 2024-11-08 12:55:46,Absorbance (AU) 2024-11-08 13:10:55,Absorbance (AU) 2024-11-08 13:26:01,Absorbance (AU) 2024-11-08 13:41:07,Absorbance (AU) 2024-11-08 13:56:13,Absorbance (AU) 2024-11-08 14:11:19,Absorbance (AU) 2024-11-08 14:26:25,Absorbance (AU) 2024-11-08 14:41:31,Absorbance (AU) 2024-11-08 14:56:37,Absorbance (AU) 2024-11-08 15:11:43,Absorbance (AU) 2024-11-08 15:26:49,Absorbance (AU) 2024-11-08 15:41:56,Absorbance (AU) 2024-11-08 15:57:02,Absorbance (AU) 2024-11-08 16:12:08
901.841506,0.04409796893824894,0.028494545477669282,0.028538182403781323,0.040188695097102926,0.03355326538112638,0.04883322414396582,0.039039461448895925,0.04193536881851323,0.037128598777794015,0.028412315619686292,0.05922268665188777,0.07734074279317117,0.07059912789627001,0.0701182403013495,0.0823521347153229,0.08834392762527898,0.0907767060292144,0.09164397015528855,0.08382319898977107,0.0918675013523616,0.09673026034792061,0.08459392219943783,0.09711912490815536,0.09940848817136003,0.09761806027505551,0.09743564166896874,0.10473266763304287,0.10011669938778803,0.10771277018429745,0.09890619900753737,0.1055996368878655,0.10911092066407697,0.10828307452299894,0.106506604781139,0.10863993231573064,0.10329772464576785,0.11289406633200377,0.10103573419986901,0.12469637354357714,0.10809339854615062,0.11283629344195711,0.12153962044441541,0.11740028040280917,0.09991975775158984,0.12363614776387591,0.11852411103166752,0.1250994589759863,0.12153705960849966,0.12224403307967874,0.11130351472807035,0.1146459040190987,0.11964676729355198,0.12773409910813893,0.13180210459319053,0.12326685716583752,0.12514693998325827,0.1271396729947549,0.126204053459108,0.12157507203509343,0.13548443364349838,0.12424368474532521,0.13369096377925568,0.12858416660787697,0.1335524761350276,0.11995469960222942,0.13010923565849603,0.12693538194665008,0.1401010030536269,0.12657139143811733,0.13207568880623136,0.13195346020127027,0.1503348201342461,0.13601404904924594,0.14202293657596698,0.14138542203375923,0.1282271967423553,0.13258365435276726,0.13608097203513264,0.1401182457819137,0.13463194622523034,0.13597590613033764,0.14361565266739498,0.13542632756981524,0.1447811803400228,0.13150860854804802,0.1377980016093627,0.14485205970951776,0.13501384005411965,0.14618433151586663,0.13916441754625442,0.13937450026080042,0.14483877175356405,0.14121133011716214,0.13828561678517184,0.1387011651279537,0.13184325816113987,0.14861062152825044,0.15047044864756945,0.15154992755790272,0.1392572945215403,0.1433990697306176,0.14683491378013064,0.13319997057439012
904.394392,0.03813385000583954,0.029998826643523394,0.03542966170099592,0.034727581829333776,0.03750632890639669,0.03421957344801017,0.02698233715102667,0.04717923945141309,0.026152188857875,0.028094151228315017,0.06011144850502856,0.07056194626807613,0.07072695745277546,0.0662937894366146,0.07931558727867728,0.08240299856204436,0.08826362542132081,0.07814199554681375,0.07473033333046347,0.08228667325037338,0.09183243549573189,0.08292007973828226,0.08308122002030822,0.09276183595660838,0.10106807216848095,0.09764896065737182,0.09759458625534408,0.10289997986251673,0.08852371363972916,0.09419659333029615,0.10774028977162996,0.10153852218651482,0.10493591019331568,0.10415876023022219,0.1191653621161052,0.10273817963246458,0.10332617790915455,0.10169208573800022,0.11768113545762454,0.11632846872724172,0.11138882307119088,0.11022246444666031,0.11698232645385606,0.10375855413375751,0.1221566688754624,0.12294880710227528,0.11486037166027606,0.09615978864035339,0.11270957056717,0.11709572388399524,0.1136546087848171,0.11893852951851831,0.11086064675545686,0.12086853367988218,0.12192844238891763,0.12141037198387326,0.11961728653234432,0.12347701461247355,0.12217216420922095,0.11779828902954989,0.11845478029889166,0.12443883403477457,0.11972684340573357,0.1245566890672171,0.12181315733090736,0.12804390391319595,0.12470755113264377,0.1270620663532809,0.1168195422601433,0.12722361991274403,0.1264787107594441,0.12473074318663377,0.13274232262515734,0.13004733417949224,0.12164538441634484,0.13142389943724417,0.1289245912801527,0.12807740205754597,0.13526681049288786,0.13524039350674485,0.13986095328530385,0.13091900796704034,0.1454531386394239,0.1365485584693353,0.12820560803194525,0.13034585281029373,0.13305270807023345,0.12099570062796373,0.1443882461030566,0.14198749696301022,0.14406427128462512,0.1354449078450191,0.13886918447623986,0.12949141526380548,0.13157793724437755,0.13079431863890711,0.12799634379408892,0.1346492287345827,0.14679739162780747,0.13115810190837668,0.12918882479643848,0.1253291874114623,0.13787172407372156
905.670145,0.04044663796370324,0.009099000924671839,0.028439770210719032,0.024190307198757973,0.027160382142712002,0.02998651131856935,0.039869371944262585,0.03217312852212909,0.03050341224110494,0.0408517754598714,0.06410737716611932,0.06282806001047561,0.07458769628528272,0.08208584641332536,0.06830389607762705,0.08269736971666428,0.07959118839573319,0.0885557058607497,0.08374886294072019,0.07725005518494302,0.07775858738520038,0.08631655235568063,0.08708921199879877,0.08985000872025761,0.0998283858890539,0.09890930631028891,0.08647755964618385,0.0997619972462122,0.0947523632648708,0.09908488626017235,0.09527150049344467,0.1023802329402303,0.1047877765312315,0.10585596734327862,0.10170825758092121,0.10647767274217926,0.11140844291689554,0.10114137461507887,0.10645062679525936,0.11117350976526501,0.10430943584903045,0.09952599880025795,0.11401969546804527,0.10823836317806707,0.12016207781922339,0.11269692390433717,0.11247406799306559,0.10346667240642966,0.11991977014732627,0.10508835097612593,0.11471637699164186,0.10871868826172203,0.11561901810193316,0.11733888551275744,0.11895549830173624,0.10933646451417882,0.11515109704604357,0.12293007061943513,0.11618926060525157,0.11334119610286071,0.12553279409650506,0.12314778661864163,0.12580888299924903,0.12762071067714,0.11452390395525146,0.13527968518165437,0.127206632541117,0.1206489040015095,0.1320354003529087,0.12527865424372972,0.13050614459259674,0.1321882275224561,0.13107103720928664,0.11566472929655933,0.11729746619662902,0.114672181502225,0.13386495346286684,0.13246354062501342,0.13091685682931992,0.12866686069589106,0.12922325449166744,0.1355961709580061,0.13165723045397296,0.12381450674772228,0.12015296674940774,0.12605014192981737,0.13667953727344637,0.13098290384702482,0.13935680871220227,0.13721559303908712,0.13490870978518632,0.131907008434994,0.1292266558363112,0.13776517499711124,0.1334666048789811,0.1350277558717409,0.1367139436530949,0.13846346274428256,0.13830895693792009,0.13000617160596217,0.13300096635029,0.13191285177291126,0.1321548864344845
908.220269,0.027300455553964806,0.028698082758446906,0.027777223485184525,0.03038451827484997,0.025283991125121925,0.020752709463793498,0.02407852423051226,0.028287318258544074,0.025519157620866453,0.029351387243363836,0.049210445166181734,0.06298583951413135,0.06950900525254959,0.0658535267660053,0.06131752726256359,0.06989066155199623,0.07314407199274153,0.07959397541222876,0.07698896030756211,0.07685464607486354,0.0711185091486385,0.09191548285463652,0.0804666857782844,0.08593204694926183,0.08230897473361456,0.0857537729914314,0.09373113847688087,0.08586501877424764,0.09547475750567042,0.09644441351308933,0.10195375923273921,0.09771207905981233,0.08215396035618074,0.09786800947189651,0.09992015720525893,0.09577428628421962,0.11337477533883239,0.09593804349946958,0.10780786211180855,0.11155700025482224,0.10426968848168514,0.1096034157732165,0.11151538529320716,0.10082787849731137,0.09875890762509497,0.10769345053234268,0.1127735612992294,0.10829855490592702,0.10844265825758326,0.11035965935077305,0.10214488924700443,0.11227504925497425,0.12032933742348056,0.10741528702132422,0.10320479681189047,0.10915394433349851,0.11454364311472945,0.11345013926344052,0.11171901327983433,0.11613697242479377,0.11575536311618288,0.11657304334981491,0.12980299821831753,0.11801214757130395,0.12007601469691491,0.12412642957235301,0.11483275163038485,0.1147319482785526,0.12541598007122726,0.1233048288476167,0.1197986673464525,0.12559172709310862,0.11444384369275003,0.13078790580147212,0.11696125483784973,0.11170269345126041,0.12545469308457854,0.12857713085760136,0.13676242452275283,0.12145879007169168,0.12556778586547113,0.12648721374572,0.11805242948789905,0.11345930543202086,0.1183351609715315,0.1292090211641058,0.1289573336235157,0.13017750247186544,0.12871476486515165,0.13141224146632224,0.13393351139389886,0.12922530069003837,0.12964512845620715,0.13249895192410965,0.1266772104675021,0.1362998736837575,0.1254201820192611,0.12053423210228618,0.12074282480749818,0.12157050888494371,0.1253009735741582,0.136122669727747,0.1264393829160694
910.768552,0.028031062457033015,0.014683278173125093,0.030749696482419302,0.020161813980075632,0.019991588020161183,0.019621349738094082,0.022936638413198998,0.028658990428292615,0.02358766654224366,0.014998619624795638,0.054253442347159675,0.037554962896471256,0.06816178822084104,0.06523900851327763,0.0671853133959662,0.06279874328379163,0.07731081889118861,0.07129248339354143,0.0737402052379499,0.0721565134673173,0.06349801230176999,0.0859603670129852,0.06857200143769356,0.09313901394365158,0.0854063670344897,0.08274927926733956,0.08851105631924201,0.08400074399468013,0.0884909198341025,0.08723547154939443,0.08287014505458566,0.09037878157222975,0.09717806446160496,0.09338962265389134,0.09910302636529864,0.09270201463551006,0.09719388597998184,0.09532194247916612,0.09176832704407185,0.10512675050727706,0.09936378605039924,0.09580149066318568,0.10334449077750885,0.09564015618696842,0.10283497085073122,0.1040577576028226,0.09549997260373537,0.10271080511537686,0.10526561105969673,0.10004123732546594,0.1120137518657844,0.11198862877393564,0.0976383744714235,0.10977705313156577,0.10461496771608052,0.10992068319813864,0.11345700118900807,0.10971288793105517,0.115401929281968,0.1129176872190523,0.10892223009423814,0.11452993246581827,0.11780237209118742,0.11194609599268802,0.11421607978366817,0.1109545024168944,0.114528227690692,0.10929867131910426,0.11286523081265579,0.11922792225566584,0.1174789261792637,0.10233524815415572,0.11957925734962921,0.11945963799272391,0.11974777807256749,0.11761364554084196,0.12711982491727833,0.11505309444502329,0.12105201566723235,0.12212617145552666,0.11923929274268216,0.11757438940153987,0.12217318075805868,0.12888214241891802,0.11751470636930711,0.12983952637653026,0.11811129756925892,0.12092862766669751,0.13044061536910495,0.13188130102240653,0.11907914165710962,0.13135190544154443,0.12255600482726317,0.13448823278087524,0.1233310317772499,0.1279629872718998,0.11742272728828668,0.12142350169496241,0.12647653948305707,0.11824034837492421,0.12340072770764693,0.11750013384972023,0.12174076812419157
913.314994,0.028904599442911443,0.014345663772612956,0.022071837607988254,0.023877396134526517,0.02409789815643246,0.024910678835832985,0.020553659210714427,0.031197915992579796,0.020798883015489385,0.02033366844433464,0.05577130956959247,0.05260437829359682,0.06365746114039171,0.05731482036152044,0.055301621082379064,0.06551600838591931,0.06987729132727259,0.06515298793779635,0.06327162340351836,0.06763520767380346,0.0740627040018978,0.07192547749888512,0.07734911590453969,0.08769685410208301,0.09128203024536782,0.07994231327927069,0.09142622361581249,0.08652853628076622,0.07490839251003534,0.09055890841550436,0.0955411836646803,0.09656857629749177,0.09935267842654708,0.09013826576600202,0.08524216745639908,0.10111058475312025,0.08560851366491767,0.08962830022305135,0.09814185772871321,0.09188276670431,0.09204684360130537,0.08753895033149069,0.10290650617604488,0.09805510568899875,0.09082772123944959,0.09924367837317931,0.10227274943689199,0.09633829712353632,0.10255227400399343,0.0999968563147827,0.10036700805282843,0.10389601174372202,0.10406370496340528,0.1095512803955918,0.10603300296068045,0.10331053616744865,0.1131291630189042,0.10419923008109855,0.10847555550130146,0.11355096127396953,0.10856451063980956,0.10465623451395116,0.10876911790962747,0.1146642854421571,0.10635614876961103,0.10666811181703634,0.10755101591347196,0.1197182192928212,0.12062684283084107,0.11920719488123581,0.11947264755086168,0.10934209016718857,0.11848095634030248,0.11636330274661316,0.1167338991334325,0.11605993209091661,0.11345220748563394,0.12262502461203503,0.12330066579379675,0.11360990517417052,0.11742172469986063,0.10890750148472618,0.12243169754725056,0.11293255790714944,0.12832286057833117,0.125931291422115,0.12042038333074954,0.115790723460986,0.11018497939886594,0.12376407174905399,0.12427461953670609,0.11142365216878759,0.11985574446809444,0.1326337118865189,0.12294894129719829,0.12219872563811734,0.1278556787903715,0.12135902282287947,0.1255131013760911,0.11722098051494513,0.12442007495875973,0.11941536365772099,0.12121224774857332
915.859594,0.01895559730561038,0.02608841171632363,0.016282408126311227,0.03142073838738827,0.02880575517272525,0.032329988911466274,0.02434646465825895,0.027201178941338017,0.030637157248734403,0.023159407968481174,0.045611261815409504,0.0641567270858919,0.06856454680739447,0.06316794128610942,0.07483231445684116,0.06376485124237562,0.06999419657796555,0.07371894983420323,0.083473569650619,0.08446867971410263,0.08517964619369596,0.08504886324886428,0.08204536561101308,0.08367815675412388,0.0940049450645117,0.09184185542710403,0.08787609519564563,0.08473062199707519,0.09470566086295103,0.10094450766332631,0.08055109604567601,0.09425905193173859,0.09841313228686427,0.09682358224157607,0.10394399221457282,0.10036999142991851,0.10276601971302474,0.09529123562266714,0.09506800892062776,0.1053788996658293,0.10081737806427901,0.10171207836288845,0.098454760943207,0.09881793784598264,0.10078214347995082,0.1024104952890885,0.10067348922597147,0.10696962350189615,0.11012701870334504,0.10298423566875806,0.10403369702881637,0.10521609448889631,0.10778173593101925,0.11600216002750126,0.11371676573790343,0.1143461386521686,0.10843915571447936,0.11081188043444495,0.11738471150087272,0.11135969019656702,0.1186353974085602,0.11727699726536586,0.11461079775766007,0.11112850216766391,0.1143529166042933,0.11168344433913811,0.10513533664034831,0.12102439260897466,0.11422948214378352,0.12115040742316643,0.11360966439070906,0.11936923750695505,0.12783325232673645,0.1211078258824687,0.12814866944260117,0.11707780049478139,0.11956591586091735,0.12325063518966589,0.12456837010012531,0.1256804196519406,0.12525481397535687,0.13244662395752047,0.12932847023533342,0.13607905957967842,0.12385158731616991,0.1220024265911339,0.12535226573266925,0.12772674139155818,0.12976807817901162,0.12221184639549734,0.12053767022959559,0.12359778405067129,0.13577513737257205,0.1275919853726603,0.12058111824154166,0.12187322356479564,0.12101533413032138,0.12913580099863048,0.13029984700439481,0.12542542453886257,0.1350916401587958,0.1387948598476069,0.1275669343058959
918.402353,0.03316212434801161,0.033305923311611,0.03526556860898893,0.03722879061149199,0.029232201191164615,0.035893570531314756,0.0398684986686831,0.03390372586003079,0.032403531919279194,0.030434540681048283,0.053437335581825306,0.06549146342614158,0.06847001211525836,0.07412660572882276,0.07326423992354165,0.07941399643422456,0.08042510301408402,0.08070844331888663,0.07774374637974735,0.08621439032002359,0.08124381866255233,0.09042953101338877,0.09430407388869624,0.09207408342243437,0.10695345232712374,0.08898904945037012,0.0903613098000348,0.0924765222932356,0.0910945700969957,0.10201876952831808,0.09942214325015453,0.1005219380045627,0.10187022318169675,0.10545646179870774,0.09730470906644369,0.09606261995517229,0.1089745226349508,0.10670037868677,0.10680713439551714,0.10764871354707425,0.1079009622929761,0.10105318510698054,0.10348803088351106,0.10673959520882674,0.12049382304833445,0.10908569237676831,0.10772240423777703,0.1114198679104613,0.11393665577295276,0.12612388496024182,0.11121863871604101,0.10734913118907287,0.11854486991271053,0.11053414584105815,0.1135444829571305,0.12028971434686181,0.13102335454989514,0.1160278180300536,0.12441379636695041,0.12023396807646625,0.12418006932188395,0.1155703662684359,0.12248442094093949,0.12662353279965993,0.11335315769475579,0.11602244859124747,0.12180187283756458,0.12706549988767543,0.12549579436285224,0.12351622237122417,0.12430584564953524,0.12923960005573892,0.12188969220569754,0.12860624620992475,0.12849149922930667,0.12699044473960586,0.13113942589614153,0.1304618737056823,0.1290947876327113,0.1338465623925301,0.1310271622371292,0.12415329190349399,0.13608798766777438,0.13213435579684626,0.13014058931694475,0.13757077714998245,0.1284257136815961,0.13109906647048009,0.13493263308502995,0.12542228369419992,0.1290564662954979,0.13565307609884014,0.13546975945700995,0.14270488523715133,0.13242919151133753,0.135246760329882,0.13007724157805262,0.13221753388300544,0.13356744705980536,0.1380026453045639,0.14535752311750572,0.13256126431684395,0.12635334131372564
920.943271,0.047316517350189886,0.04438429564272983,0.03743228429836016,0.04087131213388481,0.03716619001998284,0.04605828969837765,0.045149502653651176,0.0397209418354162,0.04763457743164586,0.031635735498914054,0.07227279924283792,0.0691977293328178,0.08045649319857663,0.08233835747827574,0.08152458536489138,0.0899629988263239,0.09265531569107659,0.09249575570930221,0.09525472010380423,0.08967446649544031,0.09479904665818052,0.09747946946356686,0.09846478134156803,0.09762715622407017,0.10343470881825041,0.10272735225960747,0.10265230927679284,0.10584725853605031,0.1050449933878054,0.10139422179539238,0.10359955843425613,0.1223181713287649,0.10972937914106351,0.10792560528954807,0.1159203534156706,0.11971000413272544,0.1174032838305964,0.11025220536329755,0.119103993085391,0.11238485005715208,0.12658073161447642,0.12130663750241433,0.11594492570845795,0.12646747964683977,0.12146984932158915,0.11479296706133998,0.12704886632697646,0.1228268644554223,0.11542414749619465,0.12317126032726908,0.1321986680048496,0.10853094096992831,0.12767991619900615,0.12829597940392787,0.12747446362885398,0.1275907512021932,0.1313579600585131,0.12568313279074977,0.13205814666886972,0.13029264026095308,0.1250831072682462,0.1315594481078739,0.13392446952146086,0.13419038569722894,0.13859829969358037,0.13700368345112332,0.1402010682215121,0.1399499178787846,0.13010192566793713,0.13852284405679713,0.1368037923185198,0.14292690515041145,0.13436391729834843,0.13198034572553857,0.141676692545415,0.13701654851474265,0.13964681206017523,0.1436412244459968,0.14694036562778012,0.13897940860086824,0.13719070820391932,0.1458792724338377,0.13763218442765557,0.13243324902578607,0.14680923321026645,0.1462084957836665,0.13866869849181296,0.14010678211261496,0.1477333103328181,0.14821708662729627,0.13898570777401756,0.13951016533657074,0.14733541677863984,0.14394207212795526,0.14239297342602666,0.14206541417199037,0.14534979248123817,0.14505069700914752,0.14433155734672498,0.14883950493318673,0.13852439683954246,0.13814605148996378,0.14550410201764027
923.482347,0.0656306359041666,0.061244608369464465,0.060965862209213295,0.0599741970392741,0.05660049828016381,0.06600788009269005,0.05343974248215878,0.06624946206182834,0.07135215613373748,0.06449516803818173,0.09293104341087373,0.09381132684492258,0.09667042743204932,0.10227743801531296,0.10240843122935696,0.10411570505738212,0.11149741230216306,0.1148179080557567,0.12030950285479679,0.10994841567988071,0.1157035838376625,0.11578239016826676,0.1216296758300813,0.13314391266759384,0.12411403426047343,0.12678833683773355,0.13144809459367837,0.12811404662005696,0.13431141866661908,0.12338843043612505,0.13575694520964143,0.12430648269175384,0.1299839298020922,0.1343917612946692,0.13117574458248385,0.14272620490399848,0.1267250970182547,0.1399344962692169,0.14556253784910153,0.1442650268893757,0.1412301754712811,0.12221574793298545,0.1357721771452697,0.1333564660475686,0.13408915897270265,0.1420632191173301,0.14936027855765477,0.14570487786486222,0.14378488937565145,0.15104530006075828,0.13975579335501828,0.14794475465451076,0.13731803549260618,0.149137137604885,0.13607818178187278,0.14270447879033996,0.1534066890819867,0.1545872911403823,0.1541435616772955,0.14201283101599327,0.14973752745705812,0.15378774326436384,0.14742710671132261,0.15002962524430039,0.1539985073246214,0.15662914252252888,0.14466412811186785,0.15604186738378611,0.15522502449789669,0.15606528840727474,0.15193048344957152,0.1582495753348688,0.1611719498604888,0.15992665432132042,0.1578074867006218,0.1673282381262727,0.15967457032371957,0.1691682215058415,0.15630050508665758,0.1600725254937375,0.16816016792741248,0.15756833669242395,0.1622816787977979,0.16451012861157235,0.1625986858132967,0.1685759482481626,0.17061913934478626,0.1595839393982289,0.15623817589957992,0.17006347078405,0.1671532846578965,0.1603609712567367,0.16567164623392355,0.16122888393905765,0.17090879359487413,0.17709607399593758,0.16669063128184766,0.168410086652648,0.16829174776002803,0.17462135513974833,0.16469265796329804,0.1648897277593734,0.16614735965899105
