Wavelength (nm),Absorbance (AU) 2024-11-25 10:52:47,Absorbance (AU) 2024-11-25 11:07:53,Absorbance (AU) 2024-11-25 11:22:59,Absorbance (AU) 2024-11-25 11:38:05,Absorbance (AU) 2024-11-25 11:53:11,Absorbance (AU) 2024-11-25 12:08:17,Absorbance (AU) 2024-11-25 12:23:23,Absorbance (AU) 2024-11-25 12:38:29,Absorbance (AU) 2024-11-25 12:53:35,Absorbance (AU) 2024-11-25 13:08:41,Absorbance (AU) 2024-11-25 13:23:47,Absorbance (AU) 2024-11-25 13:38:52,Absorbance (AU) 2024-11-25 13:53:58,Absorbance (AU) 2024-11-25 14:09:04,Absorbance (AU) 2024-11-25 14:24:10,Absorbance (AU) 2024-11-25 14:39:16,Absorbance (AU) 2024-11-25 14:54:22,Absorbance (AU) 2024-11-25 15:09:28,Absorbance (AU) 2024-11-25 15:24:34,Absorbance (AU) 2024-11-25 15:39:40,Absorbance (AU) 2024-11-25 15:54:46,Absorbance (AU) 2024-11-25 16:09:52,Absorbance (AU) 2024-11-25 16:24:58,Absorbance (AU) 2024-11-25 16:40:04,Absorbance (AU) 2024-11-25 16:55:10,Absorbance (AU) 2024-11-25 17:10:16,Absorbance (AU) 2024-11-25 17:25:22,Absorbance (AU) 2024-11-25 17:40:28,Absorbance (AU) 2024-11-25 17:55:34,Absorbance (AU) 2024-11-25 18:10:40,Absorbance (AU) 2024-11-25 18:25:46,Absorbance (AU) 2024-11-25 18:40:52,Absorbance (AU) 2024-11-25 18:55:58,Absorbance (AU) 2024-11-25 19:11:04,Absorbance (AU) 2024-11-25 19:26:10,Absorbance (AU) 2024-11-25 19:41:16,Absorbance (AU) 2024-11-25 19:56:22,Absorbance (AU) 2024-11-25 20:11:28,Absorbance (AU) 2024-11-25 20:26:33,Absorbance (AU) 2024-11-25 20:41:39,Absorbance (AU) 2024-11-25 20:56:45,Absorbance (AU) 2024-11-25 21:11:51,Absorbance (AU) 2024-11-25 21:26:57,Absorbance (AU) 2024-11-25 21:42:03,Absorbance (AU) 2024-11-25 21:57:09,Absorbance (AU) 2024-11-25 22:12:15,Absorbance (AU) 2024-11-25 22:27:21,Absorbance (AU) 2024-11-25 22:42:27,Absorbance (AU) 2024-11-25 22:57:33,Absorbance (AU) 2024-11-25 23:12:39,Absorbance (AU) 2024-11-25 23:27:45,Absorbance (AU) 2024-11-25 23:42:51,Absorbance (AU) 2024-11-25 23:57:57,Absorbance (AU) 2024-11-26 00:13:03,Absorbance (AU) 2024-11-26 00:28:09,Absorbance (AU) 2024-11-26 00:43:15,Absorbance (AU) 2024-11-26 00:58:21,Absorbance (AU) 2024-11-26 01:13:28,Absorbance (AU) 2024-11-26 01:28:34,Absorbance (AU) 2024-11-26 01:43:40,Absorbance (AU) 2024-11-26 01:58:46,Absorbance (AU) 2024-11-26 02:13:52,Absorbance (AU) 2024-11-26 02:28:58,Absorbance (AU) 2024-11-26 02:44:04,Absorbance (AU) 2024-11-26 02:59:10,Absorbance (AU) 2024-11-26 03:14:16,Absorbance (AU) 2024-11-26 03:29:22,Absorbance (AU) 2024-11-26 03:44:28,Absorbance (AU) 2024-11-26 03:59:34,Absorbance (AU) 2024-11-26 04:14:40,Absorbance (AU) 2024-11-26 04:29:45,Absorbance (AU) 2024-11-26 04:44:51,Absorbance (AU) 2024-11-26 04:59:57,Absorbance (AU) 2024-11-26 05:15:03,Absorbance (AU) 2024-11-26 05:30:09,Absorbance (AU) 2024-11-26 05:45:15,Absorbance (AU) 2024-11-26 06:00:21,Absorbance (AU) 2024-11-26 06:15:27,Absorbance (AU) 2024-11-26 06:30:33,Absorbance (AU) 2024-11-26 06:45:39,Absorbance (AU) 2024-11-26 07:00:45,Absorbance (AU) 2024-11-26 07:15:51,Absorbance (AU) 2024-11-26 07:30:57,Absorbance (AU) 2024-11-26 07:46:03,Absorbance (AU) 2024-11-26 08:01:09,Absorbance (AU) 2024-11-26 08:16:16,Absorbance (AU) 2024-11-26 08:31:21,Absorbance (AU) 2024-11-26 08:46:27,Absorbance (AU) 2024-11-26 09:01:33,Absorbance (AU) 2024-11-26 09:16:40,Absorbance (AU) 2024-11-26 09:31:46,Absorbance (AU) 2024-11-26 09:46:52,Absorbance (AU) 2024-11-26 10:01:58,Absorbance (AU) 2024-11-26 10:17:04,Absorbance (AU) 2024-11-26 10:32:10,Absorbance (AU) 2024-11-26 10:47:16,Absorbance (AU) 2024-11-26 11:02:22,Absorbance (AU) 2024-11-26 11:17:28,Absorbance (AU) 2024-11-26 11:32:34,Absorbance (AU) 2024-11-26 11:47:40,Absorbance (AU) 2024-11-26 12:02:46,Absorbance (AU) 2024-11-26 12:17:52,Absorbance (AU) 2024-11-26 12:32:58,Absorbance (AU) 2024-11-26 12:48:04
901.841506,0.03840863331522914,0.02130975578681416,0.08056091229185335,0.08707733893242542,0.08737838567946506,0.086719542962641,0.08930601957310973,0.09550757560888624,0.09359364031893294,0.15559808873777528,0.15051985850335603,0.16791905101029517,0.16188450358609432,0.14564393528397346,0.1550013012123393,0.14152161068084942,0.13860254527375077,0.13244172793004627,0.13444017383198675,0.11451638294437881,0.1301298248210424,0.1336659135040536,0.12950439304953187,0.12888326288186738,0.13260024385613803,0.1287159223721564,0.1413784228805317,0.13311665353331706,0.14064759102437863,0.14457925717093126,0.1419853052670642,0.15590676829796826,0.1465946185992447,0.155800953868251,0.15317015235286138,0.1573237895689117,0.14454129125517473,0.16193054074498514,0.16372733995903532,0.15803180847301165,0.1739174792698299,0.1553796965474195,0.1526686089662532,0.17042209654039314,0.1694552487122564,0.16315306956230702,0.15254347998362014,0.15974566907946347,0.1561259080931565,0.17137271333696558,0.15409581234028127,0.1563136524093117,0.17257968842100407,0.16880119154165643,0.16573081935002654,0.17119212597966554,0.18369220487441262,0.16982567546678765,0.1784757542673861,0.17157744497991803,0.1724599101303344,0.17225612743815372,0.17291954528616074,0.18169800272966657,0.19184866661871144,0.1771436674739575,0.17383917426762208,0.1817031499139043,0.16219424300982618,0.1776850790213278,0.1832914791806875,0.18111568263263803,0.18314971113260892,0.18684016729036776,0.18454882305246734,0.1790390730034922,0.18753831586568484,0.17266817500726053,0.18258528467378174,0.18860118789218133,0.18777035970687972,0.1917718273950335,0.18585497056868244,0.18596478543821376,0.1955905757151168,0.18859414919726575,0.1793880451784224,0.19043879261095134,0.18989470442513787,0.18591642808677838,0.18865840737861678,0.19364283617831193,0.18311827971287772,0.17855249764952746,0.18151665182135363,0.17967150753743208,0.17633005137576765,0.18829671778319035,0.17813736445541217,0.19488302986268632,0.18783646769239637,0.18682020908596592,0.19791645047449102,0.20478590350254347
904.394392,0.026516555994106426,0.020918468742219528,0.07644105492401476,0.07564672630717144,0.08228886769134872,0.0863082426841755,0.08675553217865524,0.09217996711968741,0.08757593214626444,0.14338150368472288,0.15074530650502285,0.1578837981195227,0.15751104792167342,0.13743681463509613,0.14494673594931715,0.14687513770431546,0.13660896313489174,0.13174428389935314,0.12600254841979985,0.12241647244859574,0.11907519403816773,0.12264165229002659,0.12283573293896954,0.12129191904602886,0.1287217762640149,0.14207486419947804,0.12926123803423423,0.1340994840513938,0.12696631327867047,0.13063390286633128,0.1401211792203765,0.13995594264855962,0.1486500285456658,0.14052107202567993,0.15283366446121238,0.14717432837132377,0.1589212044438546,0.15051869168971924,0.14848274631157887,0.1458492128370682,0.15824090143215888,0.14865197470348393,0.15654535801138675,0.1604835735443666,0.16037690413207767,0.1587210398004013,0.15580563107385278,0.16198593778082468,0.16519952538168894,0.15635462313250803,0.16529285825735282,0.15499740214614394,0.16191794998277384,0.16537615861801552,0.17132726876719806,0.15312757078672307,0.16875655707570456,0.16249769513686316,0.16930402096207037,0.17575684389514903,0.16457007256073966,0.16538081086266193,0.17869448686684644,0.1591271780353399,0.17603461432924816,0.17700955967579932,0.1759056184323797,0.17270209990797508,0.1671206110616063,0.1725906647313818,0.16855120465673637,0.17514055291776065,0.17801784797297018,0.16250821001981094,0.16741969944161178,0.17469070888709687,0.18601336584161135,0.17893715166009808,0.18636178762980798,0.16688092817472575,0.16925510053660042,0.185166108111468,0.1743503956437708,0.18523710228730914,0.1859252947647678,0.18368670605989743,0.18255281400293344,0.16652542159525988,0.17825393801254502,0.1586642566185551,0.17797265321635944,0.16939168713389627,0.1897830119779229,0.1795851061822174,0.18338807015877995,0.17368204425481312,0.18174894622069054,0.1688903249877797,0.1797962071494694,0.1827401007400014,0.18660889084632337,0.19163768100848186,0.19038684528916047,0.1926977341712977
905.670145,0.027415633746667542,0.025752881327815735,0.0804087341621559,0.07522452329281401,0.07134613326010489,0.08833072774191202,0.09734324261413109,0.08008643997318578,0.07613041918779385,0.13808380995445566,0.15147376345060753,0.16229114148855872,0.15426499802581364,0.13457673608846954,0.14492875716813808,0.14090788294240145,0.12947243543407472,0.1287981655512384,0.1222830210941527,0.11725235402857336,0.11578988999889368,0.12080169814294157,0.11510891519442176,0.1267846616269025,0.13201886416537587,0.12045278796574178,0.13086588850716033,0.13952675661540412,0.13397346079626896,0.1328100939799397,0.13871561790692383,0.1424685880555075,0.14195971770242619,0.14270619882306707,0.13961665551099722,0.14586204407613382,0.15234878709759817,0.14777100754466438,0.1445613181921806,0.14433003272504633,0.15706770721985536,0.15648909847885029,0.14351240885181243,0.1610736316206031,0.16019432808972278,0.1557995723508862,0.16177040244426308,0.14809079602195016,0.1501185889045543,0.1695953845608992,0.16911692637176493,0.16202219727752715,0.15728305425379258,0.1660349616075275,0.16950493644052667,0.17079547618382285,0.17707807900292796,0.17584188147843946,0.17034258379591988,0.1687336924831936,0.16544339023932028,0.16081951767774713,0.1709036686191454,0.15767742383352398,0.1718823756498545,0.18315299699575785,0.17837052835222686,0.17868091465254168,0.1751416192182805,0.17438252810474522,0.17611378176930384,0.16304173073196657,0.17738258274405572,0.17477002459168384,0.1694755919470696,0.17735254983090779,0.16490226518980916,0.16613825035247903,0.18146190575573054,0.17557510936009318,0.17132719504567637,0.18526536345343458,0.181134191223978,0.1740404842480027,0.18718963420188572,0.18050489559821709,0.17435365486495522,0.1687724175104227,0.18227282552639595,0.1784259187473731,0.16926137824036458,0.18388530633952588,0.17877884232638544,0.19222403154599713,0.17398874457763044,0.18021111841429088,0.18115556189177168,0.18117301000745709,0.18200634040729338,0.1839441846392909,0.17334174056026688,0.17994315791439952,0.19112455746063073,0.1809524360019086
908.220269,0.013624788966783088,0.011456427560482556,0.07554532290869355,0.07210342952092254,0.07433019504853026,0.08357348156382799,0.08340734896881204,0.06663725337776047,0.07889599335067661,0.12982263500475727,0.13797644089447417,0.1582322480859547,0.14812746919240066,0.13232815561520328,0.14062434626485365,0.13937049420087105,0.11726112594500004,0.12202525981875938,0.10625645506885216,0.10729887716797766,0.11196461087140508,0.119024856076281,0.11016811972613376,0.11315477142361344,0.12105129087209619,0.11351268079946511,0.11423688016838562,0.1263328678588527,0.1290831217464468,0.12408143615567754,0.1282978391755412,0.1401950717021308,0.1289149305177218,0.14365994916404845,0.1461828414369052,0.14960051111389697,0.1407220717809309,0.1405307691941654,0.1448293393228061,0.1458027384975966,0.1463720122608339,0.14857243843651194,0.14279010872729314,0.1459869869501208,0.15366773499834402,0.14840882708151348,0.15187088224284612,0.1628184408022456,0.15407412219400368,0.15974325330840441,0.16071024871880163,0.14190042439096837,0.1690182186183733,0.16415568847279646,0.1594261500410442,0.15239676531842317,0.15511801133856398,0.1755806964022204,0.15980609593700382,0.16585113411967511,0.16712393433130607,0.15990049903318268,0.1750755179595017,0.1690873165597874,0.15577127763433088,0.16570350797696856,0.15941926198927914,0.16717748018673131,0.16120067616087433,0.1647774817801969,0.16145043331289768,0.179281099780149,0.17774621653589182,0.17205793538212902,0.15649592195984927,0.16011055682817918,0.16220659883993366,0.1751455715998521,0.16097415223321396,0.15940267523637267,0.16902645082790732,0.1793419442138119,0.17487575039827027,0.17198049255899833,0.16264612232995015,0.17060117173295375,0.1719433979850711,0.17275520300360964,0.1726405886952349,0.17531272305149473,0.1711779257567996,0.16653450835638642,0.16974249909581487,0.17088923025910444,0.16991944424798017,0.16118310663261404,0.16910231937772938,0.1750986948608377,0.17495927457686083,0.1629962382622873,0.18596062125083576,0.17068055262346188,0.18736375864081953,0.18605417176464903
910.768552,0.010807191634371867,0.010145576341394789,0.06435534579259648,0.07453091894488069,0.06834402964533802,0.07168775756041039,0.07782861037424572,0.08160947860396807,0.08118557723288405,0.13327536181718236,0.14299237415537933,0.14316816693436785,0.14070762601899173,0.12852186960742606,0.12739400897415862,0.12173391496499009,0.11991660513111134,0.11676061405392339,0.11194571014163981,0.10473587631666068,0.11534022394185638,0.10216191203836647,0.10654777113460684,0.10952307253039559,0.11841362631226611,0.11096085116186168,0.1194569277924499,0.12362820332413671,0.12694921309386442,0.12202716150759796,0.12479993517988108,0.13715788470068718,0.12750089436188905,0.14045438300027233,0.12849104715560367,0.1343094040933352,0.14243598311366631,0.13855473370337773,0.14049655391805072,0.14175188375998102,0.1371871696697507,0.13159553226863255,0.15264446780905297,0.14167353830080934,0.14139178152944648,0.15360946995033617,0.15297405929281968,0.16268415012121562,0.14513871121238922,0.14132470015661336,0.15181924187691292,0.14792923355262946,0.1522750063855866,0.16453073145213332,0.152734741638498,0.16038690879534007,0.15608124556439623,0.16026092038716444,0.16086201572848774,0.16753997612399024,0.1656120827229061,0.15612106088677563,0.16942881265304813,0.1568357938904742,0.15377800776045433,0.16246774256801946,0.15135214321742943,0.16920830565902667,0.1683132808761092,0.16770868751899112,0.15768926793277685,0.14778656234542023,0.16041622079138187,0.1622318260212283,0.16585698568377208,0.172736118252611,0.16565315298208913,0.16590956017087174,0.16727465737783218,0.17056031968614074,0.16413478312058596,0.1630926164374923,0.16614754883839186,0.1664831626675434,0.15744587989496794,0.17152823076731777,0.1680417441295196,0.16023030390365267,0.16568407647078384,0.15980156447523675,0.15899480082154488,0.1634736636229964,0.16021844936008284,0.17081471890121802,0.16763141335938683,0.1589754672218852,0.16249377111470506,0.169022954416865,0.16398363531481913,0.16909099627709898,0.1728439901632413,0.17721269643075702,0.17416710425777115,0.17722029497410044
913.314994,0.004705990467890273,0.00442082074611062,0.06546927957170301,0.07918954618521606,0.07862361960862765,0.06417851060477722,0.0656922992990597,0.08493167913957585,0.07754693594793496,0.13569570644550213,0.14500654045739467,0.14642603272764312,0.13732517067565345,0.13022400947560428,0.12897867082526018,0.12106762754203679,0.11796183616880777,0.11422269114377537,0.1099534017337425,0.10469071922379568,0.10042436055745145,0.10735923508116987,0.10410637699045279,0.11866597264717599,0.10516362716574937,0.11491824834928668,0.11243168645875949,0.12646696974699884,0.12195819915134752,0.12262717088884358,0.12495200900758242,0.12053404498772377,0.1345590600465222,0.12755122543488873,0.13219645336672473,0.12707575971097268,0.12945375820050367,0.1365602609887517,0.1341258962898258,0.1406093401550372,0.13705331499756598,0.14058767715705323,0.14141863430146298,0.1400231084040457,0.14272700682929307,0.1383928116056507,0.14637239957356157,0.15032378613666353,0.15168195797940714,0.1480249224374909,0.14709393523677924,0.15295407655890503,0.15876986458471753,0.15231141558619488,0.14519206242208524,0.15945097089584956,0.15070210044992444,0.16064771654579618,0.16289953625010764,0.1525519784333393,0.1553208474893854,0.1598784388930182,0.1551537111387204,0.15728192165042382,0.1461342152983612,0.14891062620975598,0.16159950438567783,0.15126471979980066,0.17050090533417897,0.1650056552436442,0.16122353692879163,0.16317926158083793,0.1589620957405507,0.167067888790072,0.17372372088286567,0.16336268942795698,0.15281206329665178,0.15838758916233875,0.17547295614875288,0.17070902528610557,0.15296545730162486,0.17129485487445442,0.16286870844194817,0.1643483792066315,0.16600311855960634,0.17043065720505038,0.16915978466292056,0.17213791443295637,0.16592540654181753,0.16977832445827762,0.16174400508402434,0.17060262226522696,0.1655809163938789,0.15406606133192496,0.16393541326015904,0.17041587302942404,0.17007722524996408,0.169430576214977,0.17222261010988174,0.1662473436795854,0.16958902176207352,0.18186699357344865,0.16874701968103512,0.17503739344726582
915.859594,0.01505307136219895,0.014094271110020202,0.06126055744790742,0.07395180543006367,0.07347354634874807,0.07658006946190962,0.07985285246614383,0.08821109835503722,0.07883389135134036,0.12888654632351987,0.15198446601401508,0.14044452307283534,0.14946631477901234,0.1429796059508796,0.13395415122616366,0.1394682196430239,0.11512384520996854,0.11304087915236018,0.11066015596651547,0.10617023204099194,0.10661663917140993,0.11716270717843637,0.10792740251903461,0.10394542956245739,0.11255950428573153,0.11050122089374038,0.12578753990127506,0.12609254327924127,0.12027163759941473,0.1290341598470472,0.1254253452479858,0.12684570572789108,0.12954366953772092,0.13589434074439108,0.1266550535617577,0.1324887024501221,0.1419559910672229,0.14273635479127084,0.14908935752065428,0.14331274093356125,0.1446512436409983,0.14428047179267173,0.1429789514961365,0.14785139241790643,0.14451435443331534,0.14764959066562172,0.15174519526834615,0.1515284702733295,0.1472217799403152,0.14580237552507852,0.1554486610774265,0.1480149106289162,0.1539579099004146,0.15362360930492308,0.16468610167275236,0.150808350791956,0.15949593082832722,0.1646845047099628,0.15892978554397635,0.17166481826946253,0.15699287188069536,0.16426139585210037,0.16277546704366824,0.15857146202172234,0.15268422151238756,0.16137017395536957,0.1569669670300808,0.16705888255365628,0.15653750020937798,0.1590978300766523,0.16499451595170297,0.17365654644235726,0.1640246147119338,0.1669495375236982,0.16277973672477736,0.16705842624201092,0.1591237897035573,0.16268449135961405,0.17398283534106523,0.15932123818923968,0.16694411922376512,0.15352190634245236,0.16398798170986456,0.1676819632938225,0.1689453749372013,0.18021905530810045,0.16371086562925818,0.17757051048489708,0.16794023540994818,0.16964113122887248,0.16932628038094782,0.17828503971431925,0.16430115553508465,0.17019839642957849,0.17115712987490042,0.16863167847879604,0.16889263133057122,0.17635395535481643,0.16719272199066615,0.16868547704704553,0.17127693730868437,0.18139231717571516,0.1831212655482338,0.18103997044609224
918.402353,0.01499198185970286,0.014543325746812677,0.0784259583006725,0.08185605601873398,0.08522524269566052,0.08394981097714117,0.08655296873174255,0.08162703502423171,0.0795221991208302,0.142691864741862,0.14926609564329835,0.1590586772721903,0.150678774543413,0.14144008477987963,0.15090129110520392,0.1449029794754293,0.12824224255367875,0.12484673520064256,0.11416657276419723,0.1189143400867683,0.1256806067662361,0.11148377742053404,0.1159359376606641,0.12055481171038591,0.12161597364695224,0.12826645215450252,0.12892900223694262,0.127271405575414,0.1343012541544729,0.13173186863349914,0.12964899466822405,0.13679732136508024,0.1463046442849509,0.1328794012917864,0.14669450497346984,0.13472316818989014,0.15006036956747015,0.14660371937066544,0.15492264839161574,0.15002100638145227,0.1473939328866552,0.15061603626377587,0.1506189324286681,0.16006394513273545,0.1600180807040007,0.14741279612709418,0.1551354622807981,0.1640961965971348,0.16046704757691302,0.1576551714518571,0.1613766915710248,0.16475830179434794,0.16099523296112409,0.16599212971192914,0.16461595859888764,0.16013215887811222,0.16763540428599114,0.17043260510401814,0.16545338892547,0.15666709602655313,0.16132077811625567,0.16091879951074203,0.1615243273780286,0.16908407579799098,0.17063104788193445,0.16775914361034924,0.15930967310882396,0.16694043798098854,0.16763895088671252,0.16916774851079494,0.17536600861816445,0.1764726204645326,0.1643577537186126,0.1749168812292542,0.1653467392065945,0.16745606645172545,0.17601981381945853,0.1720285383008193,0.1768304088801666,0.1757478274341677,0.1775748783041769,0.1733831374952467,0.17704537855798005,0.16550509212390443,0.18492323898168497,0.17668563559476103,0.17521453341047868,0.16415106470026708,0.18113581246567775,0.17740891714401757,0.17859945632117347,0.17854493686642225,0.17968766861752677,0.1760611915955505,0.1761608052663882,0.17566863491015172,0.18377464937128188,0.17732902049419647,0.17843387253335427,0.1741205476342671,0.17808170885203353,0.18668697301022177,0.19197498438484897,0.1927956994609946
920.943271,0.028328342914201728,0.030784868854444997,0.09224533220681046,0.09384254827601259,0.0920790418573311,0.0966941000395972,0.10604038511825745,0.10307252544917747,0.09029125697970285,0.1484192596144144,0.1722428954521473,0.16383954375678497,0.159605973789291,0.15348294372460358,0.15097551092217426,0.15102028501790365,0.13106087213442905,0.14186893541518097,0.13365168623156273,0.1286856040473887,0.13143123226410836,0.1319082193341878,0.12817962837058774,0.12744160962051815,0.1321969871594084,0.1410345812311393,0.15114119412753318,0.1447996834655595,0.1497634400828889,0.13592082206958214,0.1426480390470973,0.14469015181053546,0.1489316847542368,0.14927750546097096,0.15054732482893052,0.163770067655661,0.16043028720305813,0.15466525220252714,0.1646161968663458,0.1700539672737013,0.16715832971889513,0.15836210070892232,0.1613300001104742,0.16302780367862962,0.1644199799868514,0.17160137405758102,0.16800776360527472,0.17132551368532428,0.16725690070694105,0.1747738342398723,0.1753075621630944,0.17366416314686378,0.17504516155886873,0.1781632681486923,0.16967771631884565,0.17351199477400192,0.16789596014944053,0.17161478929404564,0.18312703966209565,0.18488986993240167,0.17465278232111964,0.16909466532168482,0.1807986570915728,0.18047718177159905,0.18769185115414352,0.18012477963070536,0.17895510356102678,0.17189489465257785,0.17833452679466802,0.18206164373111736,0.17947916584095733,0.18541424738861023,0.18203744206010505,0.18802574255058224,0.17908476365451284,0.18336323072095814,0.18343475582607857,0.183616531254197,0.18802514090873204,0.17207683830212936,0.18937882926680277,0.19845252782533238,0.1756513224797495,0.18506710528711928,0.18054715206337094,0.18202428866229428,0.18423079726433597,0.1892182631113977,0.19411601979146187,0.18952387653379954,0.17839142315457507,0.19304174419641681,0.18846646320741917,0.18277456310971146,0.17787412307024464,0.1821038588612884,0.19226132851685931,0.1930376122167849,0.1778151797953659,0.18827741495059216,0.1858365229084507,0.18925716271131865,0.1935981111181312,0.18839228999541735
923.482347,0.04984013937980043,0.05726650745503513,0.10703825593793914,0.11890721708019593,0.11210494827498554,0.11484901930618663,0.11262314913557281,0.11967339551582017,0.10724497738533328,0.17674598392781485,0.18394633488232082,0.19050187830750256,0.18112725527813986,0.17319596535258427,0.17030361927615736,0.17139207464834436,0.16260723500444485,0.16450743398745138,0.14769325913474587,0.14301502852766587,0.14123003809716594,0.15497626120136798,0.1466142168142723,0.15425473025674183,0.14869631849388695,0.15964909286783555,0.15942971285400823,0.1613697677275473,0.15903764488591243,0.16669208215241066,0.17617161913355747,0.16675991844681637,0.1687855717768304,0.1667975474849525,0.1753450170010417,0.1706032557798806,0.17359768463092023,0.17528630535415782,0.18115152841695795,0.1819880545736349,0.17781353104427558,0.18343970671659743,0.19283004291293604,0.17987341178232302,0.19102935887895892,0.1838620470821871,0.19794209172228722,0.1870895103524099,0.19566310694046324,0.1917375277515563,0.19130522457074628,0.19427396718307427,0.19009330130301816,0.1953033906775411,0.19439951760727084,0.20286847007864198,0.19552584071746504,0.19948909563917616,0.19677490198376274,0.19862891928441836,0.2003880972206046,0.19949469728380884,0.19390048511462002,0.19217437503387266,0.20393858702067302,0.20423507553692533,0.1967130078419277,0.20094563651266592,0.20241079935818942,0.19867375499692194,0.19980756196601016,0.21101811766392606,0.19907363749195855,0.2087019147820724,0.20832933781927815,0.21010392432644964,0.21276131295949952,0.21269594203855277,0.20486569676463506,0.20775065978480758,0.20814051863203917,0.2082947903501143,0.20475037462590853,0.21116072152222917,0.20726590049138352,0.2015010323433768,0.20322270177075333,0.21120600551865953,0.20596489271040833,0.20389761108905297,0.19986678407235664,0.21068698821854934,0.2077109193267472,0.20909018517440905,0.206332631052408,0.21152043392273134,0.20112825184541355,0.20766065366478015,0.20064710398141183,0.21033974740328845,0.21710070584728813,0.21469872206044877,0.22419426363616687,0.20792475646152447
