Wavelength (nm),Absorbance (AU) 2024-10-03 15:55:35,Absorbance (AU) 2024-10-03 16:10:41,Absorbance (AU) 2024-10-03 16:25:47,Absorbance (AU) 2024-10-03 16:40:52,Absorbance (AU) 2024-10-03 16:55:58,Absorbance (AU) 2024-10-03 17:11:04,Absorbance (AU) 2024-10-03 17:26:10,Absorbance (AU) 2024-10-03 17:41:16,Absorbance (AU) 2024-10-03 17:56:22,Absorbance (AU) 2024-10-03 18:11:27,Absorbance (AU) 2024-10-03 18:26:33,Absorbance (AU) 2024-10-03 18:41:39,Absorbance (AU) 2024-10-03 18:56:45,Absorbance (AU) 2024-10-03 19:11:51,Absorbance (AU) 2024-10-03 19:26:56,Absorbance (AU) 2024-10-03 19:42:02,Absorbance (AU) 2024-10-03 19:57:08,Absorbance (AU) 2024-10-03 20:12:14,Absorbance (AU) 2024-10-03 20:27:20,Absorbance (AU) 2024-10-03 20:42:26,Absorbance (AU) 2024-10-03 20:57:31,Absorbance (AU) 2024-10-03 21:12:37,Absorbance (AU) 2024-10-03 21:27:43,Absorbance (AU) 2024-10-03 21:42:49,Absorbance (AU) 2024-10-03 21:57:55,Absorbance (AU) 2024-10-03 22:13:00,Absorbance (AU) 2024-10-03 22:28:06,Absorbance (AU) 2024-10-03 22:43:12,Absorbance (AU) 2024-10-03 22:58:18,Absorbance (AU) 2024-10-03 23:13:24,Absorbance (AU) 2024-10-03 23:28:29,Absorbance (AU) 2024-10-03 23:43:35,Absorbance (AU) 2024-10-03 23:58:41,Absorbance (AU) 2024-10-04 00:14:03,Absorbance (AU) 2024-10-04 00:29:08,Absorbance (AU) 2024-10-04 00:44:14,Absorbance (AU) 2024-10-04 00:59:20,Absorbance (AU) 2024-10-04 01:14:26,Absorbance (AU) 2024-10-04 01:29:32,Absorbance (AU) 2024-10-04 01:44:38,Absorbance (AU) 2024-10-04 01:59:43,Absorbance (AU) 2024-10-04 02:14:49,Absorbance (AU) 2024-10-04 02:29:55,Absorbance (AU) 2024-10-04 02:45:01,Absorbance (AU) 2024-10-04 03:00:07,Absorbance (AU) 2024-10-04 03:15:13,Absorbance (AU) 2024-10-04 03:30:19,Absorbance (AU) 2024-10-04 03:45:24,Absorbance (AU) 2024-10-04 04:00:30,Absorbance (AU) 2024-10-04 04:15:36,Absorbance (AU) 2024-10-04 04:30:42,Absorbance (AU) 2024-10-04 04:45:47,Absorbance (AU) 2024-10-04 05:00:53,Absorbance (AU) 2024-10-04 05:15:59,Absorbance (AU) 2024-10-04 05:31:05,Absorbance (AU) 2024-10-04 05:46:11,Absorbance (AU) 2024-10-04 06:01:17,Absorbance (AU) 2024-10-04 06:16:22,Absorbance (AU) 2024-10-04 06:31:28,Absorbance (AU) 2024-10-04 06:46:34,Absorbance (AU) 2024-10-04 07:01:40,Absorbance (AU) 2024-10-04 07:16:46,Absorbance (AU) 2024-10-04 07:31:51,Absorbance (AU) 2024-10-04 07:46:57,Absorbance (AU) 2024-10-04 08:02:03,Absorbance (AU) 2024-10-04 08:17:09,Absorbance (AU) 2024-10-04 08:32:15,Absorbance (AU) 2024-10-04 08:47:21,Absorbance (AU) 2024-10-04 09:02:27,Absorbance (AU) 2024-10-04 09:17:32,Absorbance (AU) 2024-10-04 09:32:38,Absorbance (AU) 2024-10-04 09:47:44,Absorbance (AU) 2024-10-04 10:02:50,Absorbance (AU) 2024-10-04 10:17:56,Absorbance (AU) 2024-10-04 10:33:02,Absorbance (AU) 2024-10-04 10:48:08,Absorbance (AU) 2024-10-04 11:03:13,Absorbance (AU) 2024-10-04 11:18:19,Absorbance (AU) 2024-10-04 11:33:25,Absorbance (AU) 2024-10-04 11:48:31,Absorbance (AU) 2024-10-04 12:03:37,Absorbance (AU) 2024-10-04 12:18:43,Absorbance (AU) 2024-10-04 12:33:48,Absorbance (AU) 2024-10-04 12:48:54,Absorbance (AU) 2024-10-04 13:04:00,Absorbance (AU) 2024-10-04 13:19:06,Absorbance (AU) 2024-10-04 13:34:12,Absorbance (AU) 2024-10-04 13:49:18,Absorbance (AU) 2024-10-04 14:04:24,Absorbance (AU) 2024-10-04 14:19:30,Absorbance (AU) 2024-10-04 14:34:35,Absorbance (AU) 2024-10-04 14:49:41,Absorbance (AU) 2024-10-04 15:04:47,Absorbance (AU) 2024-10-04 15:19:53,Absorbance (AU) 2024-10-04 15:34:59,Absorbance (AU) 2024-10-04 15:50:05,Absorbance (AU) 2024-10-04 16:05:10,Absorbance (AU) 2024-10-04 16:20:16,Absorbance (AU) 2024-10-04 16:35:22,Absorbance (AU) 2024-10-04 16:50:28
901.841506,0.1559615964265132,0.16760747631509457,0.15834092501248806,0.1585854145018786,0.1558637404370163,0.15194882429776302,0.1390621018804093,0.10510720270601902,0.09067834482145824,0.07088071222326557,0.030657051682159018,0.07822251695007568,0.09041326932297898,0.101806520383731,0.07276299293316163,0.045081666534801425,0.06756716555086191,0.07304658843470088,0.07572271911883609,0.08204672430794838,0.0769916855904643,0.09466154704326664,0.09141305364508268,0.08790861303840364,0.09724915099223314,0.09923230975277945,0.09902634541310328,0.10021617323064302,0.12061337903400907,0.10448225869207753,0.1118488509766801,0.11502411553310389,0.11833618208931695,0.12766628634921867,0.12630865753170128,0.12195813058225854,0.12428334889178799,0.12999309301338033,0.1297287944961533,0.11581911157289351,0.13518164530163942,0.12321953852656758,0.14320764292790653,0.147930659128545,0.1319833215092211,0.1428927143710988,0.13250067316649577,0.13430651574933733,0.12499689831612308,0.1333032810624255,0.14820930599469911,0.12730872957589076,0.13997668113171285,0.13598703926519168,0.13794348386564226,0.14331446113682228,0.1418823170433127,0.11997892818941423,0.12874177642504467,0.130615749145548,0.13180029328555193,0.14090965755241103,0.12922688694972,0.11905345335476716,0.1408672669459938,0.142056107021396,0.1369682458182606,0.13197102704553682,0.1138712526806098,0.11130402763778956,0.12521086439720777,0.12449828004240197,0.1297758151421566,0.12160112931205057,0.11765523490569182,0.12771620668060618,0.11966455146204581,0.11984035089710919,0.10885370530351317,0.12933634820406242,0.12903494789020925,0.12172035786616885,0.12699220603538186,0.12389449197533078,0.13671902802423264,0.13661923379479696,0.1320106773713073,0.13378017531565792,0.12538609316238863,0.12824604685313132,0.13463589553130467,0.12147443378030763,0.13763594104226004,0.13273815027705296,0.13502765107194933,0.13224107773683702,0.13628176470305303,0.1313094006567226,0.1491376051894658,0.14570147312672596
904.394392,0.1371284992582441,0.16362621097686184,0.1729356049819581,0.16050658888013944,0.14512656709315844,0.14348312877428712,0.1223671874360635,0.11962872477532677,0.09539637216114351,0.06344061126592958,0.028392161555682513,0.0809868655686751,0.08880493387292561,0.0930470804895817,0.08774975181490416,0.027614525870195892,0.051008262705427646,0.06846067038927674,0.06673720133777584,0.06899482810845176,0.0763716084931966,0.07515359405612539,0.09605397314298109,0.08557153297084484,0.08615014646195898,0.09153109827624098,0.0867182295068912,0.0998406588507122,0.1037256372253674,0.11851236733415703,0.10770364774013351,0.1084463729119008,0.1112855241780219,0.12009384066879264,0.10770732087550322,0.12461314966619585,0.11685185885570977,0.1250231293352267,0.10593804018610462,0.11183686565262732,0.13015515803541727,0.13232347125288568,0.11978487895531582,0.13456994401971886,0.1335928222971048,0.14913636034244915,0.13783995565839263,0.12919395465627573,0.12933713738722274,0.1322680928079178,0.12315678386905103,0.1371116416485439,0.1295564828487004,0.13474880262097638,0.13052548655547522,0.13196455371353585,0.13083362739642795,0.12193398715561758,0.12520697604897477,0.1223790579037666,0.1255485465964502,0.12240130122198233,0.12888080548091688,0.12373094788270257,0.14328001571642443,0.13338557233319287,0.13681649299829166,0.1202661417425119,0.12115040575479963,0.11580088616454663,0.12908655694605892,0.11981325407622911,0.12630091871798935,0.11526279318070257,0.11661516908912929,0.12191784199892797,0.1042234053422162,0.12274770987425836,0.10490703154338063,0.11181981961080824,0.11125869729189038,0.1258125466557853,0.11119335160257711,0.1245658693636356,0.13319818267481215,0.14203942221812696,0.12925579781123483,0.11929127050502833,0.13254136724591933,0.12651271387408766,0.13141355176075126,0.12307371848054956,0.12688614037116155,0.1252637660724891,0.14550207394024048,0.1171030037859601,0.1412214024391125,0.12055326235721703,0.13231096561588263,0.14518404692128775
905.670145,0.15114264772324035,0.17376449813104294,0.15959480103140686,0.14892343428738677,0.1477260412721558,0.13913427836991507,0.1167590467992009,0.12553843912891996,0.07575954301854497,0.04978920707000947,0.03383086905299609,0.06807688764664514,0.0883790936357494,0.09493252696523075,0.07307269206036496,0.04133043107649042,0.06908127793805191,0.06862611585782712,0.08518671819628365,0.08427750027599563,0.07905030346614796,0.076777534216283,0.08314860868880661,0.08804832506606826,0.09053502928263153,0.09107209698160523,0.08064401249773127,0.09582681884098739,0.09974300421957961,0.09975002917625643,0.10846152170877017,0.11133559103622534,0.1224262947180086,0.10935220560880361,0.12448579597085299,0.10153894535066114,0.12207282804395132,0.11363135010878388,0.11970804361392427,0.1290769235359723,0.10825577043021119,0.12124142438904566,0.12794488944793503,0.13673025328450172,0.1252138871770361,0.13736428587152616,0.1433040046098674,0.12875138936130023,0.1264728610912783,0.13772200716849892,0.1271420104662621,0.12639588541779787,0.13473194714866635,0.13503127454580036,0.13150943145451377,0.13367089574371843,0.13743846619939742,0.12772755014309756,0.1269727436290496,0.12599801213033174,0.11747954684632611,0.13011249014558382,0.11579399801869988,0.14183393397355495,0.12772605083382443,0.12824384473531833,0.12357728306120787,0.12576301048058738,0.13089817776544393,0.11715197120687186,0.10881492633625678,0.1221429143674735,0.11407119472405433,0.11978491582300925,0.11909480519156651,0.11255571206518984,0.1102277899492278,0.11757252425394389,0.10262136411018999,0.11134868014981658,0.1255289719112018,0.11295456671276079,0.12351455054998918,0.12603986537445339,0.11647370087268936,0.1302335784978788,0.11021254095955696,0.1342663797946833,0.12825934285081575,0.12355552574054061,0.12499097861763564,0.133038602110282,0.1284691781828038,0.13132534866194434,0.1361151154276296,0.14178291684689862,0.13290970489829548,0.1388178623555355,0.12844579718068527,0.1404802596147994
908.220269,0.14782622185934727,0.13389575676744359,0.14836145480143034,0.155807404591792,0.14722434676702342,0.13611278996757764,0.12687158361797038,0.09530069953778127,0.08753200862895759,0.0631953928364616,0.021976789832976268,0.0563181528409813,0.08449070944450318,0.07944287160711407,0.0514572590057219,0.02477670814803562,0.06741105726581513,0.06543787831450355,0.05938002652136385,0.07274431105765694,0.06756260675258322,0.06537170913927338,0.07290287136064266,0.08116339629835327,0.08493586026522612,0.08964434137262012,0.07927246040186438,0.10108482047198059,0.09761672348950554,0.10020235452926426,0.09441827881865623,0.0962483876328753,0.10072106527726118,0.11200667368607692,0.10163749826332147,0.11190977441319391,0.10894900425324362,0.10968405575511711,0.11442001584569707,0.11333144107948999,0.11624070041945923,0.12102128884803232,0.12708597220749485,0.13089549749483628,0.11085366252473479,0.11715296953639388,0.13157541555368393,0.12028568430077075,0.11637994685636971,0.11879312493830219,0.11654632882008018,0.11968496731368644,0.13098139894213903,0.12741106561955692,0.12431400187121709,0.12917130677337044,0.12669650797268242,0.11817339213289671,0.126670805733183,0.11660835207377336,0.12025765242777252,0.1286135287773084,0.11938352803658235,0.12496001565212325,0.12864980319951744,0.10133824912512619,0.10760675913331237,0.11614656968794089,0.10694539117176083,0.10763306753485068,0.11469783405396904,0.10976979007796357,0.12081034433060713,0.10633976725120704,0.11167823098626113,0.11310919674629638,0.11661459204314056,0.07869900453857934,0.10937444323644412,0.10823043369542452,0.10341798825788456,0.11450031212509183,0.10722998936815199,0.1118694740868351,0.11789558464020702,0.12168754383717346,0.11397216168191343,0.12581699290005596,0.12018109286476475,0.12235228821652266,0.11026390933736895,0.12209440658571928,0.11251622307764243,0.11853645861194884,0.10545315872781247,0.12343717089606947,0.12051604292048908,0.12597865439298822,0.13524493748170868,0.12898289837220672
910.768552,0.13563911670410536,0.1348621868640782,0.13970254855545053,0.1513229690128966,0.13671131488290503,0.1292973119196004,0.11728781710559856,0.08532220522209076,0.07676000997930019,0.03753230468527524,0.014207184806032024,0.06923511127408455,0.08624842023555833,0.08412705040521411,0.05728532430485205,0.018410839003792995,0.042118224864800866,0.054588738935784274,0.06451565504070741,0.0706272976699767,0.05809855323277158,0.06920928802951967,0.061147147667699166,0.07741397697369737,0.08071690255693713,0.07799159482267395,0.093712238363584,0.08077067810109975,0.07970901409055454,0.09273072145776741,0.08994677984241445,0.0890644811218298,0.09873088043912813,0.09634141450950748,0.10833805298749682,0.1077510692810948,0.10542790787364313,0.10807453503255914,0.10212033385353914,0.11492372985126441,0.11659347273841036,0.1066208528332882,0.11249174648601021,0.12298422934430825,0.11278576028224126,0.11375712167935878,0.1254760669483037,0.12776649191449033,0.12225054183609198,0.12546296560736517,0.11827688806817539,0.1116970117717968,0.11827010182530952,0.11012607811806319,0.10687137717286851,0.1144748664660024,0.11443470325773072,0.12768286148690933,0.11421223361985659,0.10835269112352389,0.1114378997829553,0.11429852089866749,0.1252476379106449,0.12017685386825189,0.10787565679045759,0.11179837726200417,0.10871943350168527,0.1016037932222367,0.10687309865849441,0.10198369542814419,0.10946400349240275,0.10715841961784424,0.11079326605081638,0.09774659298756329,0.11922475221018143,0.11372403565818234,0.1073105681571256,0.09629624644619152,0.10500809799983567,0.09577743831623067,0.09824908255959144,0.09429790154329117,0.10025377140167559,0.10441937820667001,0.1059510878091588,0.11429217260363973,0.1166468799205036,0.11595630949170767,0.10594407084586258,0.11114222164198787,0.10362326722874715,0.11197638404741654,0.11479103413616422,0.11885238892785305,0.11990948180415426,0.11936583579495673,0.1182814071325668,0.11716333577102464,0.12516737740917688,0.12739274749007673
913.314994,0.13359331735476795,0.14480778506012346,0.14341540621768462,0.13519880036418377,0.13214579819950395,0.12240057333473602,0.10679730906273299,0.08239937787615405,0.08523845308533326,0.039425132339588206,0.0034865173416662983,0.0481924286919088,0.08286551598399589,0.07958272394982449,0.057403905421922946,0.017580454154674605,0.04656895050835534,0.054936004088221475,0.05993965117152246,0.05400553227773804,0.05179444549283668,0.07622840781004804,0.06333026481876593,0.06719393531841428,0.06934268078866501,0.07537441264217144,0.0735284810069139,0.08061269268680371,0.08537733204152337,0.10227582533171291,0.08854828251807534,0.09097911368411987,0.09022321393561174,0.10736656957141212,0.09709751016477633,0.09712527564331704,0.09684014448882428,0.10112807637527065,0.10510995292695904,0.10114260843496038,0.11344331686775329,0.0946674085263428,0.11706473257603316,0.11509087887028598,0.10617788288567283,0.11074313930231242,0.12502095263372692,0.11379869300908729,0.11446782601719271,0.117907196551339,0.11515651939041956,0.11225744705450276,0.10520758669821254,0.11178595856448141,0.11924814810295203,0.12520627519330546,0.12220112423578364,0.10783486267400584,0.10925897782724008,0.12180325761325424,0.11753231218770464,0.10309684277983905,0.10804138928584428,0.10933189730691173,0.10401208297469722,0.11049447520820287,0.1109197566673854,0.10034578086031995,0.09806107834211078,0.08464645468217045,0.1012817793021888,0.12077879591142025,0.1121731227640828,0.09130697346747685,0.09590811491979084,0.10344622097680847,0.09937485439924096,0.10461317594584914,0.09485477262034425,0.09018060070397783,0.1040914926824919,0.09987379364196448,0.11083135433278707,0.10613028885371079,0.11020774328291864,0.1141142747617541,0.09688259938091714,0.1019473430647402,0.11504460392642761,0.11712661184079565,0.11489378905279699,0.10924414054394932,0.10928416126088913,0.10034831017115431,0.10337995198370568,0.1073585297232283,0.10922909930146199,0.11967146103495187,0.1315023749785649,0.11969325619185087
915.859594,0.14153258934430613,0.1442317528853917,0.16417030726785456,0.13327875428918248,0.14398400814615475,0.1264052409273479,0.1122181173167431,0.10156493453168985,0.07164560416588868,0.044439544518810284,0.005684432084547503,0.05230588651893795,0.08004359025815551,0.0891121073107025,0.06255813844792113,0.033387976096991456,0.04810232343609475,0.0703061423887644,0.06005379947264463,0.05796010451434994,0.06818806507031881,0.06246745737002051,0.07130530425507926,0.07881178484022772,0.08491144584773473,0.09206157629228671,0.08559483872272748,0.07476218105356354,0.081528813734205,0.09611054319035549,0.08609134788636855,0.08700109538577946,0.09567961922496541,0.09058590333523037,0.1040779092228384,0.09909683934560706,0.10279308197888933,0.10194403239084775,0.1124241138512386,0.09772600157827276,0.11882782794242074,0.11018971824308399,0.11432006426681857,0.11561981978455718,0.12115131835248799,0.1189021227216,0.12917018144182074,0.1187651441992256,0.11398412446167049,0.12549694372791692,0.12479883621222766,0.11894535077300357,0.11517307163319612,0.12012758528880138,0.11524313532937604,0.11834980298583456,0.11432206149374377,0.11228769571637855,0.11694264026102956,0.11874003940831646,0.11299434504174456,0.12179867275318794,0.11169585739710818,0.11544292687214588,0.12214836253628458,0.11404161919221016,0.10294840195106812,0.10899345990238585,0.09842268047971961,0.11085507179954876,0.12247304783999176,0.11693872540721838,0.10593243930725549,0.10340032189999467,0.10077985959087815,0.12490186828584379,0.1062323513088147,0.09543501500908085,0.10262768100422534,0.09707086218363563,0.10527069910883434,0.10417615938914902,0.10091854774214593,0.09392787261105001,0.11025167408634219,0.11098759497740905,0.11038167390325009,0.12328153621532384,0.12020005038042653,0.12504014523192936,0.1098361143874952,0.10733823825605127,0.11442493501054185,0.10783027197652109,0.13071352425801577,0.12164979779818849,0.1098552390039776,0.13121626464759115,0.12324992298459209,0.12566120009717183
918.402353,0.13856420902635233,0.1505609499777915,0.14081373748255557,0.15670894694204682,0.13359062868466284,0.12032953929859085,0.11193455133470892,0.10040978306796383,0.07465280816127574,0.05879361555786395,0.016697264718773044,0.07174495343909035,0.0716277806640576,0.09413150162210508,0.05472253603883584,0.02862870580223585,0.05377585351848209,0.0567327388701486,0.07291210824960168,0.06586171181602078,0.06233587231674368,0.07954670217431914,0.07975542127959802,0.07876692454984409,0.08313667425305711,0.08682992748586718,0.07965654464667488,0.09135149374566505,0.10114468313984004,0.09910185011514179,0.09140774860476995,0.10003522290390841,0.10942332768251056,0.10961457526699048,0.11247279716214913,0.10665584604548961,0.09879453994704006,0.10759699501967718,0.1182941188442887,0.11124008801070785,0.11669007254536462,0.11256307482403906,0.1234452912195373,0.12717864385757213,0.12522323818463388,0.11560625205829607,0.12332656877001828,0.12496559517995923,0.11909217112297411,0.12738614691591663,0.11838278159669377,0.12300280255978387,0.11796942880114371,0.11366052520943883,0.12200864417004247,0.13123859360351867,0.11780410460945258,0.12310178932837049,0.11257043905347322,0.11746355187084416,0.11518635828256496,0.12112963261075141,0.11662710092725713,0.11680882490451416,0.12676634764133055,0.11708949560135533,0.12809997066228013,0.1190336147924431,0.10866882179244845,0.10530270849876237,0.1186394549695851,0.10951576085230508,0.11239642610295673,0.10493170355346224,0.10904705340554835,0.09933058723133016,0.1045162256157615,0.10772611908301041,0.10386597034371614,0.10954784340589266,0.10379597534693522,0.1029480580783635,0.09983908545679465,0.11028749642791223,0.13440876793855128,0.1200397246497544,0.11802774501612914,0.12028626755174333,0.1322045173096667,0.11451345440847492,0.11390132013180827,0.10400588023972931,0.1102379783743095,0.11554165468389994,0.12815411626932316,0.12895484484282912,0.1285939607083218,0.13669624769362151,0.1407974511653012,0.12550690422931907
920.943271,0.1563880388024099,0.16026358988364894,0.1453384137309115,0.14957591503507262,0.1387349195017022,0.1362036405194549,0.11851355695872852,0.1098420782317856,0.09391410193924392,0.06011058261550916,0.032380239206615535,0.07253259773116183,0.08392022296768889,0.08792715242424354,0.07673579462526996,0.03880191159243313,0.06157520747874304,0.07901295171583254,0.08124790428435162,0.07638037928452564,0.07119001996482428,0.0928025672978188,0.07176323629206363,0.1005549412062539,0.09187288909558963,0.08950561208961715,0.10101900577281953,0.10202653914114182,0.09962903364902044,0.11160674216310881,0.1116615394719406,0.10883562143135993,0.10824281387110735,0.12100262587403804,0.13066018095848642,0.11496443494486225,0.11361255749987488,0.11241096895588801,0.1222821268016673,0.1229944839082421,0.11693110856639613,0.13304593638889925,0.1333878726591141,0.14115006497626406,0.13326415241893283,0.12833596257831542,0.13329625471816092,0.13233252298081966,0.1335039822174846,0.13079808797451778,0.14379532879413778,0.14452697366368372,0.13878813652100588,0.1289629911805662,0.12742905555038728,0.1362304249107387,0.14022271581005769,0.1264832025460678,0.13689916520974693,0.12658465526477838,0.1257421411766901,0.12337575718877805,0.1247265457435978,0.13290222021117823,0.12035373122036601,0.1350807130200695,0.12812276084280352,0.1221205179290536,0.11222458664763821,0.11990216738842567,0.1304358761385827,0.1283761888057399,0.1286884940030327,0.1256450347133884,0.11487871917905614,0.12445438442366497,0.12346390938136612,0.11397059943516293,0.11186460089058513,0.12765293747862919,0.12958389377152493,0.12625605559259304,0.12472961386271392,0.11946692988386168,0.12586640761107293,0.13171050685915656,0.12298250220103635,0.12016510324403303,0.12329345387238218,0.1326280421362318,0.12152911966509175,0.12749207844455812,0.13617414087047855,0.13958937828079399,0.13265690328691396,0.12892522410703136,0.13971050648362837,0.1377939939246059,0.13372686670956846,0.14249581301277597
923.482347,0.16926672148771085,0.1809373376438591,0.17520191994876017,0.15879105506215418,0.17599393291754317,0.16924400523661604,0.15178890912587142,0.1273192272799848,0.10440075947694163,0.07636473837956964,0.055569440069934535,0.09322083405145556,0.11347373650080791,0.1198591950995847,0.10953593116100038,0.06753915958216443,0.09074145371062993,0.08916875369887513,0.09221639152783323,0.10511689813409035,0.10100874847480046,0.1187851235864079,0.11499673842274669,0.11569847423999144,0.11412040105195485,0.10350926718070208,0.11437687392514077,0.12085923311849767,0.12473215504805113,0.13518901161254715,0.12224182135708186,0.1229037351535976,0.13706772500188485,0.14173200747245474,0.14847464228629786,0.1400049376001824,0.14755431980763908,0.13524679504047152,0.145701544326184,0.13167187776965375,0.1490741345307392,0.15382597413884846,0.16816831881101427,0.1470822711938837,0.1427530223618333,0.16030236791928892,0.1604524157678472,0.16042982326402777,0.1536420208942596,0.14026791580389494,0.15255651603434714,0.15153820601316523,0.15415455521092913,0.14466458905339505,0.15369223686200195,0.14912272862864545,0.1597501178309855,0.15412445601663047,0.14065969716772347,0.14120468865392702,0.14522728795025697,0.14509319691395478,0.14854821005659233,0.16743515779283108,0.15242412321492985,0.15530360050582845,0.1503036312467133,0.14205115412856473,0.14016152761847525,0.13738587411755,0.15070281839513572,0.1447450781010969,0.1400014994045905,0.14218749971487274,0.1374237561524648,0.15072308898208894,0.15064583210023474,0.12627893873257617,0.13910778921649575,0.13486328704434128,0.12593647366657132,0.14328206399529642,0.14943656042098666,0.14912458940691714,0.15140389700710613,0.15080510379461315,0.1435262217150565,0.146250177547948,0.14666670813011914,0.14432550828764568,0.13981075961621525,0.14358050052239524,0.1434615049018383,0.1531459816255007,0.15686564476706974,0.15146261519253484,0.15346706481958935,0.14944727420715043,0.15212178467025875,0.1646007024487426
