Wavelength (nm),Absorbance (AU) 2024-09-12 15:54:29,Absorbance (AU) 2024-09-12 16:09:43,Absorbance (AU) 2024-09-12 16:24:57,Absorbance (AU) 2024-09-12 16:40:12,Absorbance (AU) 2024-09-12 16:55:26,Absorbance (AU) 2024-09-12 17:10:40,Absorbance (AU) 2024-09-12 17:25:54,Absorbance (AU) 2024-09-12 17:41:08,Absorbance (AU) 2024-09-12 17:56:22,Absorbance (AU) 2024-09-12 18:11:37,Absorbance (AU) 2024-09-12 18:26:51,Absorbance (AU) 2024-09-12 18:42:05,Absorbance (AU) 2024-09-12 18:57:19,Absorbance (AU) 2024-09-12 19:12:33,Absorbance (AU) 2024-09-12 19:27:47,Absorbance (AU) 2024-09-12 19:43:02,Absorbance (AU) 2024-09-12 19:58:16,Absorbance (AU) 2024-09-12 20:13:30,Absorbance (AU) 2024-09-12 20:28:44,Absorbance (AU) 2024-09-12 20:43:58,Absorbance (AU) 2024-09-12 20:59:12,Absorbance (AU) 2024-09-12 21:14:27,Absorbance (AU) 2024-09-12 21:29:41,Absorbance (AU) 2024-09-12 21:44:55,Absorbance (AU) 2024-09-12 22:00:09,Absorbance (AU) 2024-09-12 22:15:23,Absorbance (AU) 2024-09-12 22:30:37,Absorbance (AU) 2024-09-12 22:45:52,Absorbance (AU) 2024-09-12 23:01:06,Absorbance (AU) 2024-09-12 23:16:20,Absorbance (AU) 2024-09-12 23:31:34,Absorbance (AU) 2024-09-12 23:46:48,Absorbance (AU) 2024-09-13 00:05:09,Absorbance (AU) 2024-09-13 00:20:23,Absorbance (AU) 2024-09-13 00:35:37,Absorbance (AU) 2024-09-13 00:50:52,Absorbance (AU) 2024-09-13 01:06:06,Absorbance (AU) 2024-09-13 01:21:20,Absorbance (AU) 2024-09-13 01:36:34,Absorbance (AU) 2024-09-13 01:51:48,Absorbance (AU) 2024-09-13 02:07:02,Absorbance (AU) 2024-09-13 02:22:17,Absorbance (AU) 2024-09-13 02:37:31,Absorbance (AU) 2024-09-13 02:52:45,Absorbance (AU) 2024-09-13 03:07:59,Absorbance (AU) 2024-09-13 03:23:13,Absorbance (AU) 2024-09-13 03:38:27,Absorbance (AU) 2024-09-13 03:53:42,Absorbance (AU) 2024-09-13 04:08:56,Absorbance (AU) 2024-09-13 04:24:10,Absorbance (AU) 2024-09-13 04:39:24,Absorbance (AU) 2024-09-13 04:54:38,Absorbance (AU) 2024-09-13 05:09:52,Absorbance (AU) 2024-09-13 05:25:06,Absorbance (AU) 2024-09-13 05:40:21,Absorbance (AU) 2024-09-13 05:55:35,Absorbance (AU) 2024-09-13 06:10:49,Absorbance (AU) 2024-09-13 06:26:03,Absorbance (AU) 2024-09-13 06:41:17,Absorbance (AU) 2024-09-13 06:56:31,Absorbance (AU) 2024-09-13 07:11:46,Absorbance (AU) 2024-09-13 07:27:00,Absorbance (AU) 2024-09-13 07:42:14,Absorbance (AU) 2024-09-13 07:57:28,Absorbance (AU) 2024-09-13 08:12:42,Absorbance (AU) 2024-09-13 08:27:56,Absorbance (AU) 2024-09-13 08:43:10,Absorbance (AU) 2024-09-13 08:58:24,Absorbance (AU) 2024-09-13 09:13:39,Absorbance (AU) 2024-09-13 09:28:53,Absorbance (AU) 2024-09-13 09:44:07,Absorbance (AU) 2024-09-13 09:59:21,Absorbance (AU) 2024-09-13 10:14:35,Absorbance (AU) 2024-09-13 10:29:49,Absorbance (AU) 2024-09-13 10:45:04,Absorbance (AU) 2024-09-13 11:00:18,Absorbance (AU) 2024-09-13 11:15:32,Absorbance (AU) 2024-09-13 11:30:46,Absorbance (AU) 2024-09-13 11:46:00,Absorbance (AU) 2024-09-13 12:01:14,Absorbance (AU) 2024-09-13 12:16:28,Absorbance (AU) 2024-09-13 12:31:43,Absorbance (AU) 2024-09-13 12:46:57,Absorbance (AU) 2024-09-13 13:02:11,Absorbance (AU) 2024-09-13 13:17:25,Absorbance (AU) 2024-09-13 13:32:39,Absorbance (AU) 2024-09-13 13:47:54,Absorbance (AU) 2024-09-13 14:03:08,Absorbance (AU) 2024-09-13 14:18:22,Absorbance (AU) 2024-09-13 14:33:36,Absorbance (AU) 2024-09-13 14:48:50,Absorbance (AU) 2024-09-13 15:04:04,Absorbance (AU) 2024-09-13 15:19:18,Absorbance (AU) 2024-09-13 15:34:32,Absorbance (AU) 2024-09-13 15:49:47
901.841506,0.036570477202940835,0.0,0.04815710685097889,0.05965766109789323,0.07287173972577952,0.06851745827816867,0.07839997348454952,0.09967993469162414,0.08828951864429879,0.11465794964998045,0.13816750974773098,0.14236627880065456,0.14007902174034254,0.14225169616187133,0.15389722832528993,0.1781828441456452,0.15956252639756727,0.1719544853713188,0.16654128895919398,0.16273715108803916,0.1837352809857447,0.15598712954659444,0.1724680248605656,0.1861852870701356,0.19011511044998086,0.2023286476846191,0.19207472828698494,0.18664511123849228,0.1928909537006154,0.17315867986627245,0.1724204802210529,0.18002665772237497,0.20677655418158852,0.18253495680130355,0.18718106595706016,0.20644083121911538,0.19143362000770625,0.19909985562888557,0.2014607994644451,0.22871947967127768,0.22323076145673273,0.22083246171226878,0.21966540347403757,0.2175076406826924,0.19048980832749912,0.20463706691067352,0.2302143023148597,0.1986649108920625,0.19410707053231124,0.2134118964897869,0.19180145556602937,0.20178493058518132,0.22051794015789647,0.22332335488042815,0.24733538982372025,0.22125608497116353,0.2238932153924689,0.23264232863154682,0.23266190077174265,0.21461806839204223,0.1979755820453114,0.23190761418030684,0.20140643276126133,0.22519662871702711,0.208233679505841,0.23383984675757,0.21734545250572537,0.23357475571215994,0.23172851665539723,0.16847977573276926,0.1817075893611098,0.19195144024778077,0.17161308775718465,0.18808915814249427,0.18158131473691178,0.1970817956467169,0.18524322350352274,0.1760269056606838,0.18102999202939646,0.18538059130918697,0.1849971101454219,0.18557944353527436,0.1728266965343361,0.18008873598008368,0.18794691061976246,0.18750565066662672,0.17574519753728216,0.1798629680121488,0.185861301129431,0.1897305784513653,0.18698865313453253,0.16709629553951555,0.17585070706585304,0.1834801271020262,0.20003651711852316
904.394392,0.03764843548527282,0.03468492238591248,0.0556043444648655,0.06283538401161444,0.0629881252831055,0.09311695924765132,0.09741361480410471,0.09527543623836927,0.11456269011295842,0.13255062622843083,0.1560506290526101,0.14177175586502544,0.15903262181513092,0.15904939231467313,0.17481114049782384,0.1632014754382744,0.17784912644747522,0.15257366193715302,0.16601534496709439,0.1499228035463811,0.17970415064482048,0.15831207948051246,0.19975509020842513,0.1891837566656087,0.19540877612345292,0.19467922691907286,0.1923344970270034,0.1937419354852609,0.20785081794443105,0.1922461035831404,0.19653175702628287,0.2044527411099166,0.227801265068597,0.2002872026691367,0.21356655364142887,0.21073377313937125,0.21016916061233382,0.20706829593725717,0.20661402439383394,0.22790696642544533,0.2318688600011254,0.1999951872525074,0.21070820422667286,0.23819459721945144,0.21133604905417652,0.22990828893189982,0.2279415310498473,0.21422254096187432,0.21898333765022499,0.23253138716047897,0.21004155247805997,0.2185587194738743,0.22171176719452632,0.24753160478905778,0.24388392598246367,0.22787401617309563,0.2343028160674838,0.24347810632311753,0.2279638736279102,0.24797895379886797,0.2045103032332164,0.23469885021073564,0.23026244141093966,0.22572886671091805,0.23431921145626816,0.23929229323405643,0.23470178817715667,0.21949669378450712,0.21364533262030141,0.18213659556404815,0.19173611359409992,0.18757902314504268,0.19544364563677563,0.18683804784074245,0.18965335887581244,0.2140452531892286,0.18148726315894587,0.19107591925906545,0.19223168859250045,0.19263103970782922,0.2018648148867763,0.18854286534375175,0.199571869019019,0.20413619492844348,0.20013144805989988,0.18374091310250334,0.19590024651612067,0.1922472038729583,0.19498067201995042,0.20008147936312418,0.1860427159034747,0.19496514275789695,0.20037782816616145,0.18818390091558315,0.20836846935841977
905.670145,0.05337161319874142,0.043525148503564454,0.038696841271659746,0.06359379230206713,0.07128628334335037,0.07531145977204817,0.09062237784485483,0.11465453748683743,0.11929641696353487,0.12547788830800263,0.13770713958253225,0.13227077237555954,0.13615981350797796,0.15430014886563312,0.1621136450343253,0.1653751862029708,0.1705903632916803,0.14746976763619105,0.16748134852588423,0.1652422905972014,0.1595038511572379,0.17225448335987578,0.19707746269590157,0.19597411979679494,0.2060566666582956,0.18389771626809612,0.1834736416008546,0.18619102952377928,0.1855360001121907,0.20749739364559308,0.1950395970323374,0.2060395201763047,0.20803353788096252,0.197094922553384,0.19266122163773564,0.20867025901871936,0.21859201058710998,0.21528633400792105,0.20814311250675566,0.23260335010800304,0.22482804262447895,0.2184748088873925,0.22991805027043094,0.22214303020080095,0.19199741778946966,0.23274251289883574,0.220105566744115,0.20861120112426904,0.21954393303949662,0.21438256899751656,0.21087726679104246,0.21623699192071327,0.2173162296358208,0.2364817192938803,0.222414850119254,0.22246338449245523,0.22804075138797497,0.2407502824238526,0.23034736644956,0.22799539104979394,0.22466059729182436,0.21688429596172398,0.21804107891228244,0.22576109401199182,0.2206443502922489,0.2279720994096254,0.22850023944881415,0.22060939984583028,0.2446934008183188,0.19856845473578186,0.18055431206066863,0.17859571997980958,0.19082867191998643,0.18427579109809988,0.19962091003385146,0.19376857662354965,0.19427245391395215,0.1954252130389376,0.1950842418405733,0.19861865978389642,0.19501452220336035,0.18665922506149085,0.21185435154317658,0.19152495108736994,0.20344521017394537,0.20858503945101095,0.1712771812451285,0.18003986762075275,0.18959532656689138,0.19501059438474733,0.19441070410684053,0.20431195246117695,0.19165795978552608,0.1819294986483592,0.17852206213129854
908.220269,0.07267926770062158,0.04971629397641142,0.04326740492607066,0.053111303502528746,0.08606769397901223,0.08626338836098989,0.09664739275704787,0.10651530180703786,0.11260764033024359,0.1425743287590664,0.15968032999309031,0.1679780984087868,0.1480583614651422,0.16237306330236165,0.17757167207579533,0.15743505229480778,0.1748305447037607,0.17776496884342105,0.17161062981120603,0.1621649041992688,0.17425277287266222,0.17228891241793112,0.18207035669364025,0.17666669676052044,0.20652253226740036,0.20104928878603773,0.19218232071697172,0.1799982425668169,0.19731974719530349,0.21020705364740572,0.18925588431787907,0.20898577827676834,0.2234653154676815,0.19344096623091053,0.19793759033630992,0.21190423631407876,0.22355275487849408,0.21937652868829619,0.23277105647310686,0.22191625590276198,0.22186669529227146,0.2271980938000512,0.2235048265205237,0.2492914946100398,0.20959012981144612,0.24363065123948774,0.22405616912162923,0.23011630652768106,0.21171291505620307,0.2280363899287953,0.21821122734344656,0.21467700970431974,0.2193929525777965,0.2283862213142232,0.24049198077009834,0.22268118912175847,0.23389659421231293,0.2460335160761427,0.230973647335702,0.24039722388778476,0.22320150694562835,0.24049808498449765,0.2321884663727118,0.22801232463202406,0.22506582762046895,0.2363595741332215,0.24370102662653934,0.21737332589980604,0.2389848449150954,0.21244301231592247,0.1823362542808075,0.192045487946031,0.19800767587571938,0.20648159409185096,0.20382735768295432,0.19507951306887672,0.19330801184880628,0.18834259890672336,0.19679858271535258,0.20247880489589384,0.20217619341597604,0.19286321348617153,0.20951395493246644,0.19703230851200673,0.20580551457247898,0.21878514409260705,0.20162395975976172,0.2059293336334519,0.18751429735669375,0.20529235133506163,0.1998587610259074,0.1910289423135298,0.20666957722744023,0.20374820740257607,0.20774625777286262
910.768552,0.06764941320222405,0.04834838803240871,0.06029306775072184,0.07434616413647802,0.08119980421564144,0.09067993460195503,0.09050390610891114,0.12145066487256259,0.10335031186702266,0.14648286224092505,0.1504357706341951,0.16017882613875667,0.15474453731422608,0.1547680149236421,0.18018885473683377,0.18996392901225842,0.1865773510200136,0.17042620030837516,0.18313863085133686,0.18647301324968432,0.18327369713996022,0.17816340787190346,0.20723827424417332,0.19531169059276005,0.20807692820098173,0.21628532548681606,0.21526722407372895,0.19368215552082155,0.2110712560885281,0.21875447830280909,0.20221524272033037,0.21981927111924143,0.2407630641940972,0.21186553737315705,0.20608002202415612,0.22356570755185126,0.22710129213425978,0.22556995489562773,0.217409398292704,0.2433328320546128,0.23417684855153276,0.22227531704701478,0.23214410792767032,0.25082248186444983,0.22042743259544062,0.24050845830415427,0.23680192480233825,0.20788008972942365,0.24399406949210414,0.24740832924902156,0.23707056304201687,0.2358624220841957,0.21697336102591194,0.2347040997005683,0.22912471195893042,0.2431448186341316,0.23693669050569097,0.25257583801141414,0.23530228180742419,0.2430757480299097,0.23003295927249579,0.23573343599920868,0.22632430497018505,0.24454252773651097,0.23089143501175163,0.25520986589214445,0.23601251086461905,0.23534610572184914,0.24557670119147537,0.1998215399640011,0.20483453482454686,0.204231027179611,0.20637807668521455,0.2005133756378714,0.19323930884166352,0.2141976374291185,0.22203463355167163,0.20511240401430536,0.20105147555334857,0.21316681390947076,0.20682172044991837,0.21579093826463952,0.20580686856366015,0.2042692961891361,0.2239181588666917,0.21532000806448803,0.1952755464273038,0.21984970917576407,0.22310627769747196,0.22039047073205514,0.20945683668408138,0.20996552306208674,0.2121358490727802,0.20426014699307782,0.21829146937037114
913.314994,0.08418383693914487,0.04267925958740382,0.05154302144408739,0.06604675360533135,0.09572839457086861,0.09484780493292846,0.09143762378083391,0.11670636768477857,0.11365095615634686,0.14054623946473785,0.14180413555896706,0.16070006995469555,0.1659538448960421,0.15409759455310587,0.1865770913591133,0.19895839791128514,0.1837532876589122,0.17141119792254542,0.1728604914611007,0.17964982166176277,0.18220946934066373,0.18753453625436017,0.19597920897739166,0.20376474653759274,0.2051758652927613,0.21371112147702873,0.21030479824967782,0.19725370044438958,0.21337218247256806,0.2240549061988503,0.1982807905606992,0.21321321865315526,0.2120509434508526,0.2102350213330288,0.2026680564078976,0.21913518224726616,0.20629990004627685,0.209831023312577,0.21808323480598613,0.21716252859626092,0.23410262147835123,0.22300546516527361,0.23164877448788268,0.24112274039787748,0.2182167107839606,0.2253664388559454,0.2304499312262888,0.19906387527630237,0.21828133508524536,0.21998367747574046,0.2030934584707842,0.22110480463711815,0.23740550259305981,0.23302116539893117,0.2505848677233002,0.25756223050576077,0.2443146153033594,0.24673494069628443,0.24867790910786408,0.25079319620386425,0.22315460749729857,0.2415190559079775,0.228431700095777,0.2152179716684679,0.22737770454897002,0.2218646263814682,0.22325784609524849,0.22682749821067352,0.23612789526359676,0.20154702867256924,0.19721608737026702,0.20223499048943144,0.20110256208567823,0.20288198858140538,0.18567477462832097,0.1991022455560359,0.204444808816333,0.2029963783970142,0.20917456070129611,0.20682905916405328,0.19592645086831423,0.2084450620188396,0.2125078964952648,0.2049302327711885,0.19989840534869105,0.20069243232064662,0.19159064178364618,0.21972394542104148,0.2054781633500631,0.21495319025971313,0.20665570605621342,0.20701434086813883,0.21787191461916358,0.21539758821023347,0.22589244258484756
915.859594,0.084255421614765,0.06278977681696393,0.07279100025577824,0.0870409171894233,0.09556827705964581,0.09448958674582611,0.11761165939865509,0.14060878910429123,0.14320446194509537,0.15737668085980858,0.17632304108295693,0.17675600518376572,0.1783830058708617,0.17024679461597336,0.17954199489528883,0.21163780260628975,0.19133027822437465,0.16862026366421026,0.20756994717630217,0.18790731842362046,0.1863694619099118,0.19142741052358445,0.20450296821168165,0.21540346462995966,0.22478469472252738,0.22593088148493964,0.20817386353435352,0.21221121853079208,0.21564891078411302,0.22884225109133982,0.22540087773531828,0.22253666897266097,0.23578354612401087,0.21887754919242788,0.21142589296269895,0.23754077097004528,0.23640777800590115,0.2266214864542165,0.22740699725760188,0.2544412205611133,0.24435105761985038,0.23373406071604122,0.26362103884923227,0.24634767600324978,0.2158580563528629,0.247995575464642,0.2408025509249802,0.2381184301173639,0.24092207668640037,0.24486634138698068,0.2403833473089104,0.2445396006167277,0.24834252397846024,0.2365506569618289,0.2542477538853252,0.25597146650623603,0.25232241189575727,0.24578267426383266,0.2539643032665397,0.24283319019842475,0.22694925187064416,0.2545914421229807,0.24722090856453252,0.2587386860743301,0.2371438970517746,0.2588484243560622,0.2458007813152623,0.23757178759773614,0.25400647397549464,0.2184918336741407,0.1972736284921232,0.20834979271279322,0.21321456317303747,0.22006183731762255,0.2237861677593587,0.21450053646241338,0.20774503214372494,0.21904153900713857,0.21100818311777478,0.21259848533651043,0.19695119128460817,0.2032821913047421,0.21630359560834148,0.20278259063136564,0.2243080154005761,0.22114912959226046,0.21321294179288755,0.21348606470472944,0.20957692333045905,0.22337985587559847,0.2183336950167858,0.2143674863865672,0.2351553399363959,0.2177885457556413,0.2069618384601966
918.402353,0.0755510822246099,0.05323728979174169,0.07782510770828772,0.07824186397865489,0.09172685937613233,0.08968138168550795,0.12446502802586694,0.13514355918508253,0.12613088429684569,0.14768065380226292,0.15844397520821477,0.16864114060464902,0.16202385445719814,0.1681018051533163,0.1788727808988154,0.21257720755869727,0.17068143757541412,0.1885103250554043,0.19494541651617914,0.18600824197384,0.2020022565374518,0.17925766116060154,0.20645069612273614,0.22832920071985818,0.22975913522142902,0.21757195608129867,0.19859506666982701,0.21798866593098026,0.2014259876715641,0.23035861365566251,0.20519605381332678,0.23636166547767345,0.23551512762761934,0.2181852756789577,0.21777383918120766,0.23823934953516,0.2283896318453232,0.22947519935259258,0.21928556160127297,0.24193545845235764,0.2619184901840311,0.2212547190081303,0.25184708838815395,0.24907997033223947,0.21776172592005877,0.24931248692575428,0.23219386053557017,0.23634313331293705,0.23544950494440936,0.2447768828516615,0.22268940665215722,0.23759818510319042,0.2387960600816564,0.2537018508744847,0.2547571432530728,0.25621209565980896,0.2379250481437208,0.26223458159449387,0.23897486371946297,0.25730253324560787,0.24040071238232957,0.24275825485913913,0.24467996161755876,0.24946179839468058,0.24662967372571631,0.2547479853375209,0.2298171111841199,0.2517581956250577,0.2591192275084808,0.21035322928613265,0.22502852229125136,0.2118323470996128,0.2166797101174142,0.2161610678258056,0.21710558971434352,0.207168212013959,0.21653398676823618,0.21572868467749884,0.2172024419520368,0.2162254513020688,0.20920873825630293,0.2247449584692734,0.22623373265226904,0.21766630002618031,0.22460281664499615,0.22155788381175412,0.22209454320571662,0.2052573775031853,0.20503807271540378,0.2134376935118825,0.20008875932840306,0.20398081586364417,0.22440895944228154,0.2215186470615976,0.2252228527672574
920.943271,0.1108953209979535,0.08296627210982795,0.09533960414724342,0.09687212115793194,0.12236123929399474,0.12199989617581018,0.12643762130652755,0.15260048734914092,0.16745025447239734,0.17456976294436044,0.19544729267901562,0.18448636529814194,0.1917022853859797,0.19545434603512654,0.21160523126166303,0.21024975126426565,0.2103808441974485,0.2125475915948887,0.22198670840353088,0.21411934232064317,0.22336672396766868,0.20912608448306777,0.23225746803887998,0.22799731665479103,0.2540184390685735,0.22903494830108057,0.23512584188551466,0.2375246502393098,0.2570040752202433,0.22322819080162795,0.22183478617738409,0.24102790861112383,0.2575165239443679,0.24146646840504243,0.24310827738658405,0.26306382983018856,0.24935049480444735,0.25126562505729116,0.2446192475548141,0.2540557428717974,0.2695334438803536,0.2432606017227094,0.2671358624084546,0.2655358745473153,0.24939022990889206,0.2644782055012467,0.24358633413217498,0.2590404731108434,0.25485847091105024,0.26414690183120587,0.2531681863947041,0.2426749253457883,0.26072831160155363,0.2697146385642747,0.2728947221409204,0.2858526318250645,0.26886277914349893,0.2751529703934928,0.2611794326973365,0.28405427147612067,0.26093326039047493,0.2718347084095956,0.2764284168128061,0.25479151755141966,0.2715028258900452,0.27157117853136403,0.25617132133753545,0.26221944610150266,0.2863199617849672,0.23503040176768694,0.21053177748149102,0.22171636053876184,0.22334003516659137,0.2357100372537945,0.24565728657459085,0.23303453777177355,0.2301544092392478,0.2415424625827474,0.23359054482512387,0.23402537556716543,0.23960589203822916,0.24336163344177414,0.2316300013673623,0.23324956235769223,0.21962367214448578,0.24864689681446578,0.23388888628268362,0.2398178926705474,0.23261454688381442,0.24703963321817501,0.2368983971699511,0.22396903777448335,0.22941970728187516,0.2494556777165735,0.22851632790377124
923.482347,0.11046012151022713,0.09081722556486334,0.10021643762280043,0.11218536318428743,0.12259508098273024,0.12457911132894846,0.1433981860287526,0.16502039462641074,0.16641258874493395,0.1772828426911257,0.19776126536796598,0.2140674312566244,0.21157127656450844,0.2074544901290369,0.23165305486703913,0.241860435074804,0.2310204887943236,0.2211847744796315,0.22327137202345293,0.22559324712928128,0.23202040007617633,0.2243509322943255,0.24165360788829132,0.24586972485217537,0.2551784382301018,0.2501923120366239,0.24407314865597396,0.2481964900459393,0.2555309685029951,0.24265171511961908,0.24688614972534878,0.2539790393958284,0.2637605818414291,0.24960072397501754,0.2465879852298627,0.2671315527989867,0.26650004050887666,0.2571676800631859,0.2612811120508064,0.2679018930902965,0.2810925567953967,0.26353076614189325,0.28843359185219747,0.282826548468089,0.2519071951665565,0.2731797613721631,0.2697577364902219,0.2583302325583939,0.26506032004374136,0.2743714100865532,0.26177496028716224,0.26715036921024127,0.2849336265424338,0.28422286330817403,0.2885191702169756,0.28152619882349583,0.28955303761480194,0.2800836897530062,0.28456467710311045,0.2940518549532233,0.271683445967503,0.29356428645284205,0.26825111830227016,0.27770496327220506,0.2842742470896472,0.28266134660514575,0.27788788199000847,0.2636529473342766,0.2879547373996643,0.24091363762652804,0.22471150882662594,0.25173085296475717,0.24772434417108724,0.22701171759294766,0.24044235614661374,0.2529715412447949,0.24438766071908719,0.242202696712709,0.25255969333899814,0.25297974571971504,0.24470891469472647,0.25492116626099065,0.26212723308333874,0.24364935077181543,0.2393029583637145,0.2568221210588992,0.25565970111905306,0.24777557886868973,0.26559620413858226,0.2409815914531913,0.2520093251563071,0.24892916229529952,0.2535695537670686,0.24551339390586188,0.24842154019741405
