Wavelength (nm),Absorbance (AU) 2024-09-12 23:57:03
901.841506,0.1799671530697289
904.394392,0.18076493530328738
905.670145,0.18717954322148866
908.220269,0.17586958308568648
910.768552,0.2264855058989489
913.314994,0.213567698967644
915.859594,0.22670749531606396
918.402353,0.22137876264120818
920.943271,0.24210555162527517
923.482347,0.2549937743207397
926.019582,0.24955230650521779
928.554976,0.27133423588934996
931.088528,0.28608972275691147
933.620239,0.2975775540294202
936.150109,0.3200704441652124
938.678137,0.34303085573839387
941.204324,0.345226931247411
943.72867,0.3907679160539269
946.251174,0.41040154497668246
948.771837,0.42806121763135224
951.290658,0.4347068467843222
953.807639,0.4480072077083918
956.322778,0.44889212092986225
958.836075,0.4637557634346224
961.347531,0.45977473480032305
963.857146,0.4671248898049481
966.36492,0.449668881003692
968.870852,0.46379115528805254
971.374943,0.47965067448661863
973.877192,0.46133591949250674
976.3776,0.4435672683414413
978.876167,0.44291534361071955
981.372892,0.440941770703947
983.867776,0.4260340104957906
986.360819,0.44071810735714956
987.60665,0.4408116690066535
990.096931,0.4114529672165089
992.58537,0.4117215683674116
995.071968,0.4026716144592933
997.556725,0.3838257114418316
1000.03964,0.37146084118362716
1002.520714,0.35371392174613286
1004.999947,0.3520031806304757
1007.477338,0.33621613153391644
1009.952888,0.3337149554001676
1012.426597,0.32081043959192757
1014.898464,0.31016587244012356
1017.36849,0.28972401059986913
1019.836674,0.29730250489617865
1022.303017,0.2747023157283403
1024.767519,0.2812996460398382
1027.23018,0.2697717703437756
1029.690999,0.26611384296053014
1032.149977,0.2628738397667483
1034.607113,0.24570772912058667
1037.062409,0.24019179565057738
1039.515862,0.24941611904838848
1041.967475,0.21557009514196895
1044.417246,0.22251731737540192
1046.865176,0.2256451796374793
1049.311264,0.23363969446227034
1051.755511,0.19920490934056115
1054.197917,0.22457527611869033
1056.638481,0.22352947570762016
1059.077204,0.22750361467656888
1061.514086,0.23388320760602735
1063.949127,0.2185516322733642
1066.382326,0.21620457032971763
1067.598235,0.23672902142464922
1070.028672,0.22410877633149134
1072.457267,0.20237856621233072
1074.884022,0.24444100602147137
1077.308934,0.24795982885756163
1079.732006,0.23725690938687252
1082.153236,0.25426071146669843
1084.572625,0.25069730864348977
1086.990173,0.24449229382826798
1089.405879,0.26726794420799316
1091.819744,0.26759701140138037
1094.231768,0.27584617209445517
1096.64195,0.2718228522308654
1099.050291,0.29357456523925923
1101.45679,0.29539442320146925
1103.861448,0.2995225599051789
1106.264265,0.3110337059253119
1108.665241,0.32771581827224205
1111.064375,0.3347589488732568
1113.461668,0.3524151648001527
1115.857119,0.3756814855045982
1118.250729,0.38876516019869956
1120.642498,0.42655059723784944
1123.032425,0.48002928345528467
1125.420511,0.5114373294865533
1127.806756,0.5534023546502187
1130.191159,0.589204920924498
1132.573721,0.6299127842751061
1134.954442,0.65293330851796
1137.333321,0.6981890130305027
1139.710359,0.7286895275733777
1142.085556,0.725889338008034
1144.458911,0.7442269206633787
1145.644899,0.7468935845241277
1148.015492,0.7629218572949971
1150.384244,0.7683158404573955
1152.751154,0.7658931621395926
1155.116224,0.7572085479707825
1157.479452,0.7562154519614392
1159.840838,0.7643793931333025
1162.200383,0.7676632074841739
1164.558087,0.7688726249020391
1166.91395,0.7581039925192126
1169.267971,0.774706858059899
1171.620151,0.7638244414037564
1173.970489,0.7960579114313275
1176.318986,0.7738450441313524
1178.665642,0.7781000475611755
1181.010457,0.7845315615237226
1183.35343,0.7924725785082997
1185.694562,0.799346978582842
1188.033852,0.7750851147019956
1190.371301,0.7721797546683857
1192.706909,0.8076653205703983
1195.040675,0.7830544485504536
1197.3726,0.7599250900591016
1199.702684,0.7751245578502293
