Wavelength (nm),Absorbance (AU) 2024-09-24 15:10:01,Absorbance (AU) 2024-09-24 15:25:11,Absorbance (AU) 2024-09-24 15:40:21,Absorbance (AU) 2024-09-24 15:55:30,Absorbance (AU) 2024-09-24 16:10:40,Absorbance (AU) 2024-09-24 16:25:49,Absorbance (AU) 2024-09-24 16:40:59,Absorbance (AU) 2024-09-24 16:56:08,Absorbance (AU) 2024-09-24 17:11:18,Absorbance (AU) 2024-09-24 17:26:27,Absorbance (AU) 2024-09-24 17:41:37,Absorbance (AU) 2024-09-24 17:56:47,Absorbance (AU) 2024-09-24 18:11:56,Absorbance (AU) 2024-09-24 18:27:06,Absorbance (AU) 2024-09-24 18:42:15,Absorbance (AU) 2024-09-24 18:57:25,Absorbance (AU) 2024-09-24 19:12:34,Absorbance (AU) 2024-09-24 19:27:44,Absorbance (AU) 2024-09-24 19:42:53,Absorbance (AU) 2024-09-24 19:58:03,Absorbance (AU) 2024-09-24 20:13:12,Absorbance (AU) 2024-09-24 20:28:22,Absorbance (AU) 2024-09-24 20:43:32,Absorbance (AU) 2024-09-24 20:58:41,Absorbance (AU) 2024-09-24 21:13:51,Absorbance (AU) 2024-09-24 21:29:00,Absorbance (AU) 2024-09-24 21:44:10,Absorbance (AU) 2024-09-24 21:59:19,Absorbance (AU) 2024-09-24 22:14:29,Absorbance (AU) 2024-09-24 22:29:39,Absorbance (AU) 2024-09-24 22:44:48,Absorbance (AU) 2024-09-24 22:59:58,Absorbance (AU) 2024-09-24 23:15:07,Absorbance (AU) 2024-09-24 23:30:17,Absorbance (AU) 2024-09-24 23:45:27,Absorbance (AU) 2024-09-25 00:01:10,Absorbance (AU) 2024-09-25 00:16:19,Absorbance (AU) 2024-09-25 00:31:29,Absorbance (AU) 2024-09-25 00:46:39,Absorbance (AU) 2024-09-25 01:01:48,Absorbance (AU) 2024-09-25 01:16:58,Absorbance (AU) 2024-09-25 01:32:07,Absorbance (AU) 2024-09-25 01:47:17,Absorbance (AU) 2024-09-25 02:02:26,Absorbance (AU) 2024-09-25 02:17:36,Absorbance (AU) 2024-09-25 02:32:46,Absorbance (AU) 2024-09-25 02:47:55,Absorbance (AU) 2024-09-25 03:03:05,Absorbance (AU) 2024-09-25 03:18:14,Absorbance (AU) 2024-09-25 03:33:24,Absorbance (AU) 2024-09-25 03:48:33,Absorbance (AU) 2024-09-25 04:03:43,Absorbance (AU) 2024-09-25 04:18:53,Absorbance (AU) 2024-09-25 04:34:02,Absorbance (AU) 2024-09-25 04:49:12,Absorbance (AU) 2024-09-25 05:04:22,Absorbance (AU) 2024-09-25 05:19:31,Absorbance (AU) 2024-09-25 05:34:41,Absorbance (AU) 2024-09-25 05:49:50,Absorbance (AU) 2024-09-25 06:05:00,Absorbance (AU) 2024-09-25 06:20:09,Absorbance (AU) 2024-09-25 06:35:19,Absorbance (AU) 2024-09-25 06:50:29,Absorbance (AU) 2024-09-25 07:05:38,Absorbance (AU) 2024-09-25 07:20:48,Absorbance (AU) 2024-09-25 07:35:58,Absorbance (AU) 2024-09-25 07:51:07,Absorbance (AU) 2024-09-25 08:06:17,Absorbance (AU) 2024-09-25 08:21:26,Absorbance (AU) 2024-09-25 08:36:36,Absorbance (AU) 2024-09-25 08:51:46,Absorbance (AU) 2024-09-25 09:06:55,Absorbance (AU) 2024-09-25 09:22:05,Absorbance (AU) 2024-09-25 09:37:14,Absorbance (AU) 2024-09-25 09:52:24,Absorbance (AU) 2024-09-25 10:07:34,Absorbance (AU) 2024-09-25 10:22:43,Absorbance (AU) 2024-09-25 10:37:53,Absorbance (AU) 2024-09-25 10:53:03,Absorbance (AU) 2024-09-25 11:08:12,Absorbance (AU) 2024-09-25 11:23:22,Absorbance (AU) 2024-09-25 11:38:32,Absorbance (AU) 2024-09-25 11:53:41,Absorbance (AU) 2024-09-25 12:08:51,Absorbance (AU) 2024-09-25 12:24:00,Absorbance (AU) 2024-09-25 12:39:10,Absorbance (AU) 2024-09-25 12:54:16,Absorbance (AU) 2024-09-25 13:09:25,Absorbance (AU) 2024-09-25 13:24:35,Absorbance (AU) 2024-09-25 13:39:45,Absorbance (AU) 2024-09-25 13:54:54,Absorbance (AU) 2024-09-25 14:10:04,Absorbance (AU) 2024-09-25 14:25:13,Absorbance (AU) 2024-09-25 14:40:23,Absorbance (AU) 2024-09-25 14:55:33,Absorbance (AU) 2024-09-25 15:10:42,Absorbance (AU) 2024-09-25 15:25:52,Absorbance (AU) 2024-09-25 15:41:02,Absorbance (AU) 2024-09-25 15:56:11,Absorbance (AU) 2024-09-25 16:11:21,Absorbance (AU) 2024-09-25 16:26:31,Absorbance (AU) 2024-09-25 16:41:41
901.841506,0.03962022540787494,0.03653095269536017,0.047304639845318366,0.046337879208225435,0.03676719119690535,0.04537354153012278,0.06028443115586041,0.04948651441600025,0.06677069237264628,0.09912325228939338,0.10665138587196836,0.10448889497320815,0.11842575508488229,0.10800703142698963,0.12511433337735053,0.11981168762728109,0.11953425882290226,0.13788817317372493,0.13673969061236657,0.14570463887613483,0.14163770221107128,0.13160422903262142,0.13359590132257232,0.15009746352538111,0.14687250510941485,0.13616666081118253,0.14804279430168515,0.13047028422520446,0.15039185304269134,0.14687250510941485,0.14541267231781463,0.1313207428307673,0.14541267231781463,0.13760105253338525,0.1364537814515222,0.1483359723395001,0.15098063207731177,0.1486291503773153,0.13445120584611545,0.14134815861174135,0.1445391956018448,0.15186501210873768,0.15068624256000154,0.14687250510941485,0.14163770221107128,0.17355170655059085,0.14250633300906082,0.15690597828786446,0.15660795433206895,0.14745764970555,0.15245621410234814,0.15334301709276432,0.15068624256000154,0.15275060361965834,0.14366693036537026,0.15989348672279052,0.15127502159462197,0.16622346708470795,0.1486291503773153,0.15334301709276432,0.1445391956018448,0.158696544981628,0.15690597828786446,0.16531485746338007,0.16835082507811008,0.1750914969888678,0.16652633695848373,0.17201676203029417,0.17201676203029417,0.17725519936712328,0.18005008256232757,0.1704866634279783,0.17694627209587166,0.1659205972109319,0.19745783142747425,0.19265310374989264,0.17942738210184433,0.17293748644657317,0.17293748644657317,0.1750914969888678,0.16531485746338007,0.18852317015108352,0.18757579318591253,0.18285950351147323,0.18631343155201438,0.1387507465742389,0.18348583841044203,0.1977788734936767,0.18694340088946818,0.19297172285710484,0.20036174777723803,0.19553036755076394,0.18067278302281106,0.17416713813410353,0.17140375340577177,0.16987486628295065,0.18348583841044203,0.19393000313773193,0.18789077785463942,0.19939135270165984,0.1856834622145603,0.20654635059974286
904.394392,0.031803759705465035,0.024887423267917454,0.029115486705829727,0.03926647339530468,0.03135430081278165,0.030457805986404875,0.03835665229448152,0.037446831193658624,0.06829594505698185,0.08591691431326674,0.08616526760976304,0.10906707598520542,0.10776836996645418,0.10492260463245542,0.11560906525876605,0.12544385580001882,0.12383743398951098,0.13192284813983388,0.1354664256630126,0.13110873391912412,0.1354664256630126,0.1297542998435981,0.12463943341526991,0.12116854466179736,0.14124033693667712,0.13301075672643717,0.13410108827203046,0.13192284813983388,0.12759544338332318,0.13110873391912412,0.1354664256630126,0.12383743398951098,0.13601280291530438,0.13355592249923368,0.12840350020655739,0.13519263129711906,0.1429024868039597,0.13355592249923368,0.14179398306593974,0.14317991560833854,0.1384830096058209,0.13986046179175388,0.1384830096058209,0.14512555167747523,0.14207020039082327,0.15128955934856336,0.13710919185837322,0.14151655426156093,0.13656160312658644,0.15241744675850505,0.13492004841072078,0.14819786367705834,0.14317991560833854,0.13765799206965532,0.1440122020214747,0.14707845662358252,0.14875877868329151,0.15581685822176614,0.1479180119136895,0.15128955934856336,0.13710919185837322,0.16124549783932626,0.15128955934856336,0.16009822675746319,0.15781095347070706,0.16528214751701226,0.16964105074039576,0.1690583291032509,0.1693490841820758,0.1737431203108171,0.17198041764544109,0.16789288582896086,0.167311375671311,0.1667310769931564,0.1690583291032509,0.17081012845317078,0.17876591429751773,0.16993301729871568,0.1681836409077858,0.16528214751701226,0.16644153339382645,0.17051695041535583,0.18624195426180323,0.19504941019120775,0.18563984895273666,0.10854735128180587,0.19199527038405106,0.18234099028756898,0.18775024623320738,0.188656432895545,0.18895930276932105,0.19781279491953951,0.16470306031835266,0.1681836409077858,0.17256798520056651,0.17669186140189982,0.17787668834811152,0.17936075072961344,0.1953559145034691,0.18624195426180323,0.19321523023562057,0.1947429058789467
905.670145,0.031780741595058074,0.03442540133286974,0.03200123086316712,0.03134097453833552,0.029587963708920348,0.03112169674972175,0.04221279152739712,0.03266027570850344,0.06652839647362555,0.08177365444001175,0.08638575687787207,0.09697529914457431,0.10702088711797503,0.10097075851942669,0.1292927261559636,0.10854492832281559,0.11933557618570519,0.1266541238156275,0.1266541238156275,0.13220996878017352,0.1292927261559636,0.12481388646256476,0.12982093121582872,0.13167812928182285,0.12797100202680514,0.1292927261559636,0.1300862452252564,0.13648285695940446,0.12797100202680514,0.13594738302256876,0.1287633096166032,0.13594738302256876,0.123242597557415,0.13487643514889688,0.13061687324411209,0.14431749485424075,0.12955682868589602,0.13567964605415078,0.1303515592346841,0.13061687324411209,0.14160256930571322,0.13836428461530081,0.13487643514889688,0.1263900212856948,0.13487643514889688,0.1300862452252564,0.14978974773362477,0.13701954237573566,0.14841714146567211,0.12797100202680514,0.1375574392715616,0.14106224945089696,0.14268684345383123,0.14187394071261647,0.15116719991955774,0.15227085773959742,0.15034097090389711,0.13541190908573283,0.14595420365212614,0.1567109300891529,0.1470469581567097,0.14160256930571322,0.14896594167695418,0.16006551681109538,0.1508909825946742,0.14650058090441792,0.15532015162877355,0.14869093583156565,0.16203295951114377,0.1567109300891529,0.16655662394586154,0.16203295951114377,0.17803781512096026,0.1711190557244224,0.16769299171226876,0.1731276887273044,0.16797768939361815,0.15894489827812427,0.16911769159851092,0.16598844006265778,0.16315963544159043,0.17284056808696477,0.17370314148747873,0.1716920855256064,0.1818249000226547,0.1100726039661417,0.18094900034769462,0.17370314148747873,0.18416790136618558,0.18065703378937467,0.1891834264759151,0.18770299853289846,0.16968950992019996,0.1771679728434757,0.17456692636748772,0.16797768939361815,0.17255344744662537,0.18328836725274023,0.18416790136618558,0.19484588163603037,0.2002672523766199,0.18534424795593119
908.220269,0.02878232984467615,0.01680564355608012,0.021111241681678848,0.021111241681678848,0.024207783271164178,0.03614449073642211,0.027322497053076183,0.04103886789664154,0.051837996115996696,0.07298921662101418,0.07823976875279415,0.09242619364045958,0.10338281419417845,0.09906873571211362,0.11285416088689987,0.1140813896154402,0.11432731995294622,0.11605004379498388,0.11531104130297055,0.12776747347162776,0.12075543015396704,0.11089762150230731,0.13004142048393777,0.1290298351055259,0.11777882503449681,0.12575399455076516,0.1180259668514981,0.11951366367148558,0.12726349800166462,0.13461839001643974,0.1167902577664922,0.12374899598636842,0.1175316832174958,0.13080101812736777,0.13257947002618017,0.12150291300244594,0.11777882503449681,0.1172845414004945,0.13080101812736777,0.1165431159494909,0.12877663589104935,0.12274952540290796,0.12625675854123333,0.12399977224185499,0.12600598228574675,0.13410835714900105,0.1402675189021089,0.13283388072015204,0.1265087462762149,0.13334270210809546,0.1220008310749338,0.13846362593389924,0.1410428657789753,0.13257947002618017,0.13512963436337372,0.14754608770869257,0.1290298351055259,0.13512963436337372,0.1313086280358162,0.13589771236326956,0.13846362593389924,0.1397514286371946,0.14780897875913,0.15360227370471646,0.15096003692589507,0.14754608770869257,0.15386637623464916,0.16160651872886733,0.15043425482501996,0.15705499026576233,0.15785577821202598,0.15705499026576233,0.15945977706354328,0.15865656615828963,0.16403190067806522,0.155990099789566,0.16322142089584074,0.152279338096063,0.1602641994482922,0.15972751403196125,0.15999525100037923,0.16619681453581572,0.16403190067806522,0.17164847226378277,0.1711008835319957,0.11065411412379131,0.18244638900364293,0.17605220022848517,0.1774357098118937,0.1860953652428956,0.1866587032081188,0.17522354825383402,0.15201523556613059,0.14911979957283233,0.16701092875652548,0.16241336407260654,0.1774357098118937,0.17384609606790105,0.19547221653499916,0.18300609253038086,0.18976978255154553,0.1816080451930312
910.768552,0.02308474177920307,0.017204220309969303,0.01661907571383415,0.018765817379157956,0.019157125256076574,0.017009172111257496,0.024465828403621312,0.027042645289707092,0.04666982458988401,0.06491955170412769,0.07613664034929372,0.08983241604144239,0.09095303457441321,0.09005653974803644,0.10320472670839805,0.10758422508319848,0.1025166063551792,0.1106020205055021,0.11083462456856198,0.12308752818204183,0.12261141674046593,0.10990420831632214,0.11036941644244193,0.11786847451713466,0.11763344749508448,0.11692594346994396,0.1136367766407371,0.12499803134582045,0.11316914555562703,0.11999825546952705,0.11504451581404758,0.10967160425326225,0.1136367766407371,0.11763344749508448,0.11527954283609776,0.12070939393315312,0.12404217402418363,0.11574838540070283,0.11083462456856198,0.13077194261948524,0.12023449397107223,0.11786847451713466,0.11434064622739235,0.11786847451713466,0.11810471301867984,0.12404217402418363,0.1266759304465392,0.12237275527993047,0.12643605750650871,0.12571643868641708,0.12451949694525453,0.12956409756286685,0.1266759304465392,0.13053085819995952,0.11976080548848687,0.1322257180136099,0.13417014260325136,0.13271152129114638,0.13857023612946848,0.12499803134582045,0.13125653441752672,0.1390620968044805,0.14424844052301988,0.13538889097532586,0.13881616646697448,0.1487345490933893,0.13661006230639036,0.14648604315047678,0.14177217643502776,0.14898411386938085,0.14923489012486715,0.16371328157085277,0.15225026258818047,0.15528259576442546,0.15960878904144116,0.1527542380581439,0.1482342080619114,0.1467356079264681,0.1469851727024594,0.16012003338837485,0.14201931825202907,0.16629494437491912,0.17437914704574672,0.16785048404663222,0.15782306826565817,0.11130104417417677,0.16837020875003175,0.17201918498928445,0.17833705055625076,0.17648590988773216,0.17464203809618414,0.16940965815683084,0.16088811138827072,0.15629781558132233,0.14848377283790298,0.1497364426358403,0.16707271421077552,0.17228086456022687,0.1733300058029868,0.17228086456022687,0.17860115308618343,0.17543192272699196
913.314994,0.02277581450795146,0.009248434465622353,0.014210654477567662,0.016803220597089844,0.019594469353809114,0.014026509594311969,0.021276002893013127,0.02333915247317492,0.037817543919160555,0.054097405374365304,0.0744066476302855,0.07213391209747078,0.08212377201409674,0.092094248258801,0.09617814563679594,0.09187981638816778,0.10269227088196933,0.10334889276831538,0.1020380719546133,0.11017436824373039,0.11574475096221754,0.10378623686604792,0.11061776973893822,0.10488262580911678,0.10620071549978996,0.10378623686604792,0.12455341837111734,0.11709070468127797,0.11641712208200025,0.11619299837540593,0.10116580671813849,0.10796341816516598,0.10072967409990095,0.11261792238535469,0.11821374617323908,0.11039606899133445,0.11484946761533604,0.11574475096221754,0.10641999328840374,0.10598022623168092,0.11731482838787204,0.11776428728055569,0.12205413617271828,0.11596887466881187,0.11821374617323908,0.11731482838787204,0.12455341837111734,0.11641712208200025,0.12114794951038067,0.10906707598520542,0.11574475096221754,0.12069485617921173,0.10906707598520542,0.1197923039553594,0.1252366928063559,0.11195039718355253,0.13004868936090833,0.12432566022603801,0.13583350395002897,0.11484946761533604,0.12592117872108946,0.13073923267311743,0.13513569176084902,0.1386332330632138,0.14121368438778487,0.14546234297711408,0.13096941377718707,0.15382276297282524,0.1426262694790759,0.14074363034368478,0.14309753500267125,0.14688583138386097,0.14475120451348802,0.14688583138386097,0.1521400179541262,0.15166027207406504,0.1509418647334684,0.14807550424805296,0.1471232813649014,0.1547871006509279,0.14380625050730705,0.15914721535380666,0.1569629178241345,0.16452618431206753,0.15914721535380666,0.10995266749612634,0.15841790469775416,0.1635448859210335,0.16305423672551647,0.16134120471943963,0.1662489081541052,0.17145221258557597,0.1543049318118767,0.14522489299607363,0.14807550424805296,0.1572052137231552,0.15817560879873344,0.16872032632411674,0.16134120471943963,0.17195134213755855,0.1667431917881075,0.1731979545380206
915.859594,0.020371027710170523,0.014050739184213935,0.01632347471702866,0.0091866490113723,0.017551914925064006,0.01632347471702866,0.02249353978559236,0.020546692236960647,0.03833484566356983,0.06456337673256715,0.07582407863955709,0.0847308758875603,0.09257278265936718,0.09034850630635666,0.09439969373798379,0.09889064822633349,0.10094531745002945,0.10053341442169414,0.1096631238967964,0.10945353794414348,0.11703861106298849,0.1011512689641971,0.1011512689641971,0.11619057541641592,0.11154939747067306,0.11407654369745965,0.11302255653671943,0.1144981385617558,0.10300846703019124,0.11916596905639089,0.11323214248937236,0.10362874453168447,0.10259535252236093,0.11070984218056634,0.12151502779739706,0.11597856650477271,0.12215832340929725,0.11852751936247098,0.1096631238967964,0.10840803113986909,0.11852751936247098,0.11260096167242328,0.10945353794414348,0.11980563022980552,0.12087294366499214,0.1253820703457685,0.11831429897133276,0.12344491463309737,0.11831429897133276,0.12108737553562536,0.1193791894475291,0.11661459323970207,0.12602900039615372,0.13036488550913022,0.12108737553562536,0.125597713695897,0.12602900039615372,0.12151502779739706,0.12581335704602548,0.12323048276246415,0.13014803067950673,0.13101908443648652,0.1369371617700684,0.13386000385250474,0.14515583866485277,0.13892398814203874,0.13210941598207984,0.14493171495825843,0.1391456888896428,0.15350535534510806,0.1429218704758814,0.1505566142540256,0.14920096869900434,0.144261766797466,0.1528232923893648,0.15146280091636322,0.15305105053444412,0.15010473240235167,0.15078316091960994,0.14537996237144682,0.15441638792542622,0.16060462518641633,0.15922353856199808,0.15146280091636322,0.16152777256168563,0.09930133977517379,0.1601442629782771,0.17296898491344598,0.166634158633548,0.1687372870370484,0.17202524238676,0.17747326567624178,0.1521424409131165,0.1433676949300795,0.14537996237144682,0.15555760160981402,0.15624208752454757,0.16803584040938319,0.17723460421570633,0.17415017742117211,0.16640034309099308,0.1633789132302042
918.402353,0.03094360926394135,0.019498762473695717,0.0253586887915128,0.022504443101048204,0.021332942429282898,0.021332942429282898,0.02620066704061008,0.022838811441697054,0.05425489770872875,0.06358571278001839,0.08652992293778941,0.08918427451156191,0.08615072985582191,0.08994508363448692,0.09549365972206238,0.10716505317789235,0.10246572421638472,0.11091579369473399,0.11309887974491087,0.11809502118271899,0.11569144586443306,0.10814877452791669,0.12071302837163841,0.11910054916365528,0.11349745649880005,0.12172219079105971,0.11051963989983482,0.11950276035602975,0.12456068724808791,0.12476421580326555,0.11729302175696034,0.10893865915872449,0.11309887974491087,0.12192450786674208,0.1278244130078978,0.1278244130078978,0.12456068724808791,0.1225326705732842,0.11950276035602975,0.1146931867604676,0.1146931867604676,0.11889944356746791,0.12905285321593288,0.1144932926437755,0.1201072886240863,0.12905285321593288,0.12232914201810682,0.1261901271690027,0.1263936557241801,0.12680192431403012,0.1263936557241801,0.1288481131812605,0.1257818585791527,0.1339969010354515,0.1263936557241801,0.12761967297322516,0.13378973804178884,0.1284386331119152,0.1302849278624535,0.13378973804178884,0.13048966789712615,0.13503271600376532,0.1480512746581507,0.14339434747897176,0.14783805426701252,0.1465647893176585,0.14024328931220664,0.14192118841292567,0.14571796515058094,0.14571796515058094,0.15727184509538583,0.15360711962269674,0.16314630916714432,0.15900547225287934,0.15039427600168162,0.15575991868549638,0.15210488504876815,0.15253374879003484,0.15403719484345874,0.15274818066066834,0.15683934691563384,0.16555836484189582,0.15944039339162158,0.16511859778517327,0.16183548835344197,0.10441862916249227,0.1633643754762628,0.17352989991967888,0.17554216736104647,0.17041518613776716,0.17419984808047131,0.16930789387924217,0.15403719484345874,0.14571796515058094,0.15900547225287934,0.1640222088421044,0.1635836532648766,0.17486979624126375,0.1746468840141647,0.17958850887469305,0.18207809923713128,0.18004039072636674
920.943271,0.03570835811818484,0.02656653384813146,0.034254582724060165,0.032161146156520846,0.029116698185325,0.032161146156520846,0.03684230292560179,0.03312669531411851,0.06276432968233805,0.08432018433872,0.08467514783078554,0.08859670695643648,0.09725393942844812,0.09852962733679266,0.1135071483347609,0.1144460449434663,0.11163541251482563,0.12087415514448714,0.12469152703355911,0.13182956421871075,0.13377520028784745,0.1262264715538558,0.12469152703355911,0.130665332423916,0.1273810115126897,0.12661172203329885,0.13260733405456743,0.13299621897249578,0.13416529668527108,0.13749201937882602,0.12853797443051387,0.12392587199265355,0.1308591691431328,0.13124684258156588,0.12873059967023542,0.13729575970061922,0.13299621897249578,0.13572810523395498,0.12815272395107083,0.12699576103324664,0.12718838627296816,0.12565101879368148,0.13788453873523965,0.12450011327333287,0.13319126717120758,0.13105300586234933,0.13749201937882602,0.13358015208913593,0.14341494263038843,0.1359243649121618,0.1345553930826944,0.1412354910186968,0.1369032403442056,0.1426214235610956,0.14301757735599452,0.141038019860995,0.1359243649121618,0.14163164481359572,0.14242274092389853,0.1422252697661967,0.13202340093792755,0.1438123079047826,0.14341494263038843,0.1538421466447469,0.14740071016927997,0.16262295002525948,0.1422252697661967,0.15607490335422328,0.15587137479904592,0.16138845241974858,0.166550566548386,0.15709254613011042,0.1677959674693527,0.16365391907559274,0.16904621430829975,0.16592786608790247,0.16675772954204862,0.16634219207522805,0.16613502908156538,0.17092521900520585,0.16159440393391622,0.17914753033847525,0.17787426538912124,0.18298670885845916,0.18191818394377782,0.1135071483347609,0.1719719372889755,0.17766225647747802,0.18170375207314432,0.1892306741762243,0.17386184530133747,0.18470216382352625,0.16842109088882623,0.16282890153942714,0.15445030935128903,0.1732318759638834,0.1677959674693527,0.18191818394377782,0.18858132116684856,0.1872850381070876,0.18966438383547157,0.1877175362868396
923.482347,0.05576682411861847,0.0540477347150661,0.04861667213851572,0.06143049075822874,0.049852381223521626,0.05373638448482448,0.06795673079835299,0.05811951729810993,0.07651462195176621,0.09913294412535423,0.11099211690292543,0.12615620574313963,0.12437048496735666,0.12490595890419261,0.13336208578001715,0.1386477708171552,0.14029901736898168,0.13956486079494865,0.14621224878458325,0.1436172597060708,0.15144220576494627,0.1506922999574771,0.15388818286556086,0.15351141274258362,0.1506922999574771,0.15294565181837014,0.15976749285529962,0.14454283004033008,0.15615607248039529,0.15144220576494627,0.15294565181837014,0.1458415360590816,0.14994239415000793,0.15502091619348307,0.15596708167915904,0.15862385621192182,0.15672425636359905,0.15464293459101056,0.14844742845304962,0.15729365172629778,0.15539889779595528,0.1531346426196064,0.15426616446803335,0.15881405849265307,0.14900834345928282,0.16263506482021034,0.15881405849265307,0.15294565181837014,0.15672425636359905,0.16436384605972354,0.16340314282010618,0.15615607248039529,0.1620608235395313,0.1616779960190785,0.16340314282010618,0.15539889779595528,0.16745069581324803,0.16900138956698083,0.15824345165045905,0.1659048479774955,0.16455647129944506,0.16861371612854778,0.174463950610404,0.17564150867964487,0.1823664313569662,0.17879498980539998,0.17741269170148674,0.1742676909321972,0.1766252300296692,0.18176917196587994,0.18616199661512622,0.18176917196587994,0.18978432030548667,0.18356216161863348,0.18817184109750354,0.19261797084453458,0.19018774297735638,0.1823664313569662,0.18216774871976912,0.1827650081108554,0.18576220838174204,0.19200980813799245,0.1954673706170186,0.1997717572631226,0.19915390272061964,0.14380261606882178,0.20059435184029795,0.19526384206184125,0.20059435184029795,0.20785838289294048,0.20203964687795678,0.21184293895233675,0.18877515788606536,0.1827650081108554,0.18436052660590685,0.1936344021409267,0.1849614204354784,0.2030742503667756,0.20162653237012648,0.20514830326239322,0.2099518194604798,0.20806675736609814
