Wavelength (nm),Absorbance (AU) 2024-09-12 23:57:14
901.841506,0.19127523241320257
904.394392,0.18710667451095
905.670145,0.20232944911833006
908.220269,0.20558487936343492
910.768552,0.1824770266749225
913.314994,0.21099808079110308
915.859594,0.2056525939731408
918.402353,0.19843843225082944
920.943271,0.225651079424387
923.482347,0.24496239039153125
926.019582,0.26722659570019763
928.554976,0.2639207781634087
931.088528,0.2979768648499906
933.620239,0.3117405480089311
936.150109,0.32405969911240473
938.678137,0.35051117387430986
941.204324,0.39207271893717716
943.72867,0.40147135709729964
946.251174,0.4148094421165631
948.771837,0.4306789791178934
951.290658,0.4380672070459225
953.807639,0.474851969675651
956.322778,0.45854035592589726
958.836075,0.44980249674775874
961.347531,0.48359368201257863
963.857146,0.474581047432662
966.36492,0.4530622435410185
968.870852,0.4723566419629788
971.374943,0.4578871282933928
973.877192,0.45719588894630947
976.3776,0.4678418583274375
978.876167,0.4607865993541326
981.372892,0.4431543498000828
983.867776,0.45831464669273536
986.360819,0.44053202693352256
987.60665,0.42476265869902075
990.096931,0.4237753154135313
992.58537,0.4134880857444029
995.071968,0.37292415458344613
997.556725,0.38882526158996694
1000.03964,0.3852927905876931
1002.520714,0.36471336234983665
1004.999947,0.3381064912040433
1007.477338,0.3373847978129437
1009.952888,0.35695005859144513
1012.426597,0.3357394168832081
1014.898464,0.32389765664548253
1017.36849,0.29610471517789916
1019.836674,0.30732845325054187
1022.303017,0.2782941283386236
1024.767519,0.2840999750531966
1027.23018,0.29071074668765345
1029.690999,0.2593113537354793
1032.149977,0.26695537573287065
1034.607113,0.24051053808696043
1037.062409,0.2636322487825218
1039.515862,0.23820962259472486
1041.967475,0.23363663502539422
1044.417246,0.24181827152519328
1046.865176,0.23342404028179972
1049.311264,0.21944509128301146
1051.755511,0.2132993157028008
1054.197917,0.23377932870951262
1056.638481,0.22916022507004666
1059.077204,0.2260769425488202
1061.514086,0.23032493148733205
1063.949127,0.2274688917183957
1066.382326,0.2310453780536994
1067.598235,0.2405107277569821
1070.028672,0.22280442435572734
1072.457267,0.228484925802827
1074.884022,0.24864821606742213
1077.308934,0.24020227565664581
1079.732006,0.2379892597461573
1082.153236,0.25599931723037406
1084.572625,0.2561112988227477
1086.990173,0.2530472228888935
1089.405879,0.25612030475190556
1091.819744,0.2671453388020986
1094.231768,0.28723804132585834
1096.64195,0.2864229534167571
1099.050291,0.2869020630722023
1101.45679,0.2900237127455335
1103.861448,0.3004688317922622
1106.264265,0.32513930713482664
1108.665241,0.32738082142035885
1111.064375,0.3229416873930943
1113.461668,0.34475943520019375
1115.857119,0.3925843383969123
1118.250729,0.40256984882206726
1120.642498,0.42337160177190925
1123.032425,0.45844396120591796
1125.420511,0.5000126057263338
1127.806756,0.5566749907607186
1130.191159,0.5892709840719568
1132.573721,0.6253898611568637
1134.954442,0.6541537076407132
