Wavelength (nm),Absorbance (AU) 2024-10-03 15:53:26,Absorbance (AU) 2024-10-03 16:08:31,Absorbance (AU) 2024-10-03 16:23:37,Absorbance (AU) 2024-10-03 16:38:43,Absorbance (AU) 2024-10-03 16:53:49,Absorbance (AU) 2024-10-03 17:08:55,Absorbance (AU) 2024-10-03 17:24:01,Absorbance (AU) 2024-10-03 17:39:06,Absorbance (AU) 2024-10-03 17:54:12,Absorbance (AU) 2024-10-03 18:09:18,Absorbance (AU) 2024-10-03 18:24:24,Absorbance (AU) 2024-10-03 18:39:30,Absorbance (AU) 2024-10-03 18:54:35,Absorbance (AU) 2024-10-03 19:09:41,Absorbance (AU) 2024-10-03 19:24:47,Absorbance (AU) 2024-10-03 19:39:53,Absorbance (AU) 2024-10-03 19:54:59,Absorbance (AU) 2024-10-03 20:10:04,Absorbance (AU) 2024-10-03 20:25:10,Absorbance (AU) 2024-10-03 20:40:16,Absorbance (AU) 2024-10-03 20:55:22,Absorbance (AU) 2024-10-03 21:10:28,Absorbance (AU) 2024-10-03 21:25:34,Absorbance (AU) 2024-10-03 21:40:39,Absorbance (AU) 2024-10-03 21:55:45,Absorbance (AU) 2024-10-03 22:10:51,Absorbance (AU) 2024-10-03 22:25:57,Absorbance (AU) 2024-10-03 22:41:03,Absorbance (AU) 2024-10-03 22:56:08,Absorbance (AU) 2024-10-03 23:11:14,Absorbance (AU) 2024-10-03 23:26:20,Absorbance (AU) 2024-10-03 23:41:26,Absorbance (AU) 2024-10-03 23:56:32,Absorbance (AU) 2024-10-04 00:11:53,Absorbance (AU) 2024-10-04 00:26:59,Absorbance (AU) 2024-10-04 00:42:05,Absorbance (AU) 2024-10-04 00:57:11,Absorbance (AU) 2024-10-04 01:12:16,Absorbance (AU) 2024-10-04 01:27:22,Absorbance (AU) 2024-10-04 01:42:28,Absorbance (AU) 2024-10-04 01:57:34,Absorbance (AU) 2024-10-04 02:12:40,Absorbance (AU) 2024-10-04 02:27:46,Absorbance (AU) 2024-10-04 02:42:52,Absorbance (AU) 2024-10-04 02:57:58,Absorbance (AU) 2024-10-04 03:13:03,Absorbance (AU) 2024-10-04 03:28:09,Absorbance (AU) 2024-10-04 03:43:15,Absorbance (AU) 2024-10-04 03:58:21,Absorbance (AU) 2024-10-04 04:13:27,Absorbance (AU) 2024-10-04 04:28:32,Absorbance (AU) 2024-10-04 04:43:38,Absorbance (AU) 2024-10-04 04:58:44,Absorbance (AU) 2024-10-04 05:13:50,Absorbance (AU) 2024-10-04 05:28:56,Absorbance (AU) 2024-10-04 05:44:01,Absorbance (AU) 2024-10-04 05:59:07,Absorbance (AU) 2024-10-04 06:14:13,Absorbance (AU) 2024-10-04 06:29:19,Absorbance (AU) 2024-10-04 06:44:24,Absorbance (AU) 2024-10-04 06:59:30,Absorbance (AU) 2024-10-04 07:14:36,Absorbance (AU) 2024-10-04 07:29:42,Absorbance (AU) 2024-10-04 07:44:48,Absorbance (AU) 2024-10-04 07:59:54,Absorbance (AU) 2024-10-04 08:15:00,Absorbance (AU) 2024-10-04 08:30:05,Absorbance (AU) 2024-10-04 08:45:11,Absorbance (AU) 2024-10-04 09:00:17,Absorbance (AU) 2024-10-04 09:15:23,Absorbance (AU) 2024-10-04 09:30:29,Absorbance (AU) 2024-10-04 09:45:35,Absorbance (AU) 2024-10-04 10:00:41,Absorbance (AU) 2024-10-04 10:15:46,Absorbance (AU) 2024-10-04 10:30:52,Absorbance (AU) 2024-10-04 10:45:58,Absorbance (AU) 2024-10-04 11:01:04,Absorbance (AU) 2024-10-04 11:16:10,Absorbance (AU) 2024-10-04 11:31:15,Absorbance (AU) 2024-10-04 11:46:21,Absorbance (AU) 2024-10-04 12:01:27,Absorbance (AU) 2024-10-04 12:16:33,Absorbance (AU) 2024-10-04 12:31:39,Absorbance (AU) 2024-10-04 12:46:45,Absorbance (AU) 2024-10-04 13:01:51,Absorbance (AU) 2024-10-04 13:16:57,Absorbance (AU) 2024-10-04 13:32:02,Absorbance (AU) 2024-10-04 13:47:08,Absorbance (AU) 2024-10-04 14:02:14,Absorbance (AU) 2024-10-04 14:17:20,Absorbance (AU) 2024-10-04 14:32:26,Absorbance (AU) 2024-10-04 14:47:32,Absorbance (AU) 2024-10-04 15:02:38,Absorbance (AU) 2024-10-04 15:17:43,Absorbance (AU) 2024-10-04 15:32:49,Absorbance (AU) 2024-10-04 15:47:55,Absorbance (AU) 2024-10-04 16:03:01,Absorbance (AU) 2024-10-04 16:18:07,Absorbance (AU) 2024-10-04 16:33:13,Absorbance (AU) 2024-10-04 16:48:19,Absorbance (AU) 2024-10-04 17:03:25
901.841506,0.1593534237874541,0.17296264292610633,0.16943256069515894,0.15433497370117671,0.15591918895269413,0.14636477093151046,0.13686850646218382,0.11502311996420095,0.08596481723122344,0.07282007643213988,0.032310234911096254,0.0685992732724265,0.0923309415402352,0.09846152540618447,0.08288410672252339,0.042049857787378374,0.0621205696487744,0.07966379224991747,0.08448805458627529,0.07652710057118366,0.0784648538784176,0.09461482639929904,0.09465071298832281,0.09712045925348095,0.10153696567737956,0.0966293546482477,0.08934662586099389,0.08891030594825632,0.10494860816486822,0.09518106064798157,0.10623781586343785,0.11372605162974056,0.12126071130309682,0.12313925706832063,0.11537628187128364,0.12467502112183276,0.11947996273833235,0.12721455369785659,0.13122110877310655,0.12941447761522562,0.13310598706875928,0.1423926742199094,0.1283354708147344,0.1469733879237967,0.1393302179776721,0.13462949797786036,0.145598528816006,0.14688206618589328,0.13033741224106554,0.1355893212242354,0.15041628653235015,0.14368696802763994,0.1352791236397318,0.13524956204978805,0.13877095296896164,0.13612871476870275,0.12810592302169532,0.13307227370562352,0.13685720044397592,0.12265656046245253,0.134502790449623,0.13454125533364464,0.13697522609109192,0.13131490921050226,0.13011589032618395,0.13564483739807437,0.12195332451537136,0.11800288432014525,0.13414701438231663,0.11444379027698122,0.1292019489241496,0.11590283145613753,0.1223111087611171,0.13238231911793039,0.125805773814668,0.13807288883638266,0.11568988913784542,0.12191504642511644,0.11879074220289022,0.12484109200689754,0.11181983191125192,0.12479139411948596,0.12656173288943903,0.128754922708655,0.12309643672849846,0.13173115274893527,0.1404101780461817,0.1326250150667602,0.1496608214641668,0.1420994385078382,0.1328415027024547,0.13454118359656833,0.1342434374690186,0.13343560450175143,0.12963647089067998,0.12872606492063016,0.1279692160088684,0.1476469257948355,0.14473236966785225,0.136450253267804,0.14310653287993652
904.394392,0.14977701023824597,0.16186052742850573,0.15867157535895365,0.1622773474803312,0.1554216249834318,0.13737737713097123,0.12952727988692833,0.12936267773082627,0.08901598522170386,0.06373140431287377,0.02608554844905445,0.07004818603376305,0.08450441415734913,0.08081930941706067,0.06943366653045056,0.036246244064801134,0.05316845936347056,0.07171282549116581,0.07822987094334,0.07466993550059517,0.0775356173905918,0.08604235149969346,0.08286463994108591,0.09438086433207055,0.09565412216585255,0.08876941310393864,0.09343238047871776,0.10282948051613242,0.10495323730722075,0.099580167416087,0.10824530420910744,0.11873246675398581,0.11457794465275091,0.10654393894873435,0.1226043617392437,0.12753364200825038,0.11461017362963916,0.12028390491116209,0.1301052230453711,0.11462191469209446,0.1357969819149993,0.125090948847346,0.13165393015012844,0.1397911467185775,0.14044579898524776,0.12395464363891971,0.1288896186703618,0.12664368791939137,0.12325217000015619,0.12966270872524582,0.14508079593740336,0.12504356282760087,0.13829918245084985,0.12877402484373804,0.1366654453092234,0.14340401169470385,0.12335056821205317,0.14128924419361938,0.12674909217352237,0.11005079827908143,0.12254391921619343,0.11648444744021486,0.1253416111380741,0.12509815764810117,0.1307446000275472,0.12047229360241993,0.1270033192997167,0.12474010423913702,0.11536937137827023,0.12802231050375878,0.13261650508711648,0.12534005606887708,0.12781587697007263,0.11520509189033037,0.11654860761119763,0.10748205017786891,0.10183516605906079,0.10928678187180296,0.10966804279765645,0.11235584905416357,0.11596027891890609,0.10767434357388697,0.11829155540654158,0.11676000345288287,0.10775211576868192,0.12483145593977707,0.13830469083492217,0.1367015826918597,0.12744786544996206,0.12857026487612466,0.1384419315525357,0.1507436082197947,0.12590854954686598,0.1297510487895013,0.1327939556584076,0.12622622907087164,0.13424812193841,0.1430994124099159,0.13679545391459344,0.14263187631996987,0.13160910358395886
905.670145,0.15156172762394035,0.15966376881056124,0.15601956844752018,0.15384445709845965,0.15106136382612154,0.1423100229959483,0.12816664814824189,0.10898486785191865,0.08341923087226184,0.06779728827877674,0.03219268239966242,0.06133242181681346,0.08506940176569014,0.09638023037092382,0.06831081336688218,0.028271568609912243,0.05930497275065913,0.07124764405955787,0.07843307436353983,0.07777297056531238,0.07211693403314798,0.0818605901153777,0.08289620593087439,0.08467001899470623,0.08970263061767246,0.090626976272586,0.09493137685611054,0.10519917024140561,0.09556454658076703,0.10163693605677719,0.09425955694341424,0.11320230106536336,0.11490262521003085,0.11678292574222435,0.12832099286341137,0.11540153775525808,0.12129328360357818,0.1110085644857329,0.11190332928913249,0.11209166961831668,0.11990206914360506,0.12957905646233614,0.11965537966839257,0.1310287395289398,0.13646078992836333,0.1341650339791423,0.12361765179443357,0.13264683864378377,0.13792002027755582,0.14138134292190113,0.13159467434631575,0.130201193994872,0.12029285309056681,0.1219875400773143,0.12532184896474272,0.12683547578124602,0.13285079975038758,0.1234192927689301,0.13000521696411785,0.12081084613556116,0.12239250122577111,0.10940212064855864,0.12484692203166416,0.14022027617463975,0.1290194491183578,0.12799530245307547,0.11942911122536809,0.1249884001817208,0.12520542005105295,0.13180421401860618,0.11690109222432006,0.12954042286769238,0.11186537255260522,0.11787871710002654,0.12118896660368264,0.1123793879156751,0.12301482390051303,0.13105852899411655,0.11143446610836896,0.10914847954964005,0.10237776685627875,0.12185118468694116,0.11669993243833968,0.11456491861119242,0.11527557264640967,0.13088837256895028,0.12684581943673293,0.12960243404095678,0.1249209320779202,0.1282809296761675,0.12335558435972127,0.12373928473890909,0.1192150357030206,0.13862485312891093,0.1279176438223709,0.13117576389954202,0.13778489074845443,0.12809255149682122,0.13178355459485155,0.1339944453151833,0.14994498361442424
908.220269,0.1402243374558656,0.16645433539380844,0.15138701318691475,0.1532655758825265,0.1507960312581694,0.1458442931839111,0.12368579966612919,0.10312213548369854,0.07073310395369486,0.05928503331625929,0.021157849805527353,0.05136508088175565,0.07448339263809736,0.07851629186395463,0.06450933671588245,0.02119657443902605,0.05355819151412791,0.06522441825917948,0.06751229102566109,0.07811846953379216,0.06464739294240913,0.0639265500792827,0.08029181368559535,0.07663237505239899,0.08369259506670124,0.07995885975989887,0.09470593155410927,0.0883146603599254,0.09251517368972242,0.09802905621787432,0.09741347546782295,0.09682641251221616,0.09672006493376813,0.11622443073926171,0.1039107802531545,0.10505176857010874,0.1050327442806662,0.10360164693059658,0.10812816910376781,0.11348362707368921,0.11005015079375183,0.10327962279796382,0.12460907193346511,0.12706423697785624,0.12860822242608433,0.12807266235120163,0.12418489142716502,0.1148863318818213,0.12846623207423094,0.11921998604118855,0.12970637481169414,0.13203142131869108,0.1245464484617205,0.11308411139568456,0.1264278155540129,0.14090274936016606,0.12926848562667098,0.11725011373112984,0.11795931323078562,0.12080628738145133,0.12234225731061153,0.10809541630356898,0.11345074310631587,0.12819109373854157,0.10853876415288856,0.11725304145085269,0.11822730470170795,0.12240099164876092,0.11387993998412556,0.09912043699859213,0.12167304521741257,0.10682479328404013,0.10260958339344092,0.11198280557730393,0.11172123767357743,0.12561615920593158,0.09651246221177921,0.10109941502729161,0.09158631898560762,0.12188476351536237,0.10807982174915544,0.11778865958924745,0.11125970063454274,0.10580339860229517,0.10254408128179146,0.11749488223042773,0.11224401290020226,0.1264247653747993,0.1238130808340725,0.11784666758891071,0.11449755496014846,0.13036852637683716,0.11794807047397374,0.1331178813285107,0.12832034393464475,0.12853563884551897,0.1263547014913378,0.12906688499878607,0.12829348757535633,0.1402314654509324,0.13361486709420767
910.768552,0.13732734537437224,0.15739866968175095,0.1486654867332392,0.14994235479863713,0.13542895031758026,0.13202394026145833,0.12635802080852063,0.10305453123950797,0.08439569895416509,0.049584949254014674,0.009918373110901975,0.05484841608844083,0.07465936253161139,0.07697493861770593,0.05477656748445509,0.030207570910831674,0.048967084101718475,0.05059131905866371,0.0727138906530961,0.0643788964467995,0.06195742211077073,0.07516043502602446,0.08079816997645133,0.07244052902338798,0.08446826472056694,0.080446238038034,0.07877250877430982,0.08015463104692495,0.08701063248334819,0.09223588711699897,0.09284722529605141,0.08917504100955473,0.10353908718762092,0.09488809822436123,0.1086339366656074,0.10427400811906887,0.0974577984255296,0.10311827943520961,0.11413268379599673,0.11142677197453833,0.10143460699426952,0.11212839688604417,0.11076535642526998,0.12094475845083993,0.1203309330933729,0.11564372212636748,0.11856702835652126,0.1285501456651287,0.10901021318103446,0.12397051089053271,0.118109648944097,0.1112683742893176,0.11050771247981786,0.1281629201556672,0.11162993282946213,0.11581296127274548,0.12103237677683715,0.11385827531654838,0.11740758332006274,0.10483809269584743,0.11814074845870574,0.11187472635070896,0.10275858252877978,0.11412345912639411,0.10970494029139495,0.11052280467798566,0.10993326942125774,0.10875267466173942,0.10353373537018873,0.10829130477338753,0.10830141645905515,0.10901225983427042,0.10356229279053157,0.11631510670655451,0.10558746144303136,0.10487846677756446,0.09674041012573667,0.10441976506796793,0.10867583050180951,0.10254214004898941,0.10378952664678451,0.0968981847775843,0.10108478276388191,0.1134681806552356,0.09982291355307626,0.1043480492309282,0.12068529656667086,0.11125913201725035,0.12321249840616877,0.11490791687603888,0.11224222668159546,0.11853333812985462,0.1160462449283798,0.10489637922946565,0.12144751187605778,0.11996889715074334,0.11544665804340147,0.126905420314901,0.12947012876542377,0.11914366011195873,0.12127782019092148
913.314994,0.1494599115129508,0.14520306357765145,0.14282584173454732,0.14380689207716604,0.13304563621811663,0.12141044699399033,0.10635312867740351,0.0997721446092349,0.06713629902361251,0.04992386297780324,0.007309870646194281,0.045474695256702224,0.07976213984470913,0.08557606992362114,0.056809036088518665,0.01686185327489249,0.03624693692143994,0.05728423762367507,0.05755356922810846,0.0616586845076023,0.058689491993376044,0.06971277372317722,0.065191801146591,0.06866465245773835,0.07394980526450692,0.0715638271062309,0.09624948451833847,0.08597265244566203,0.08531891290752541,0.08824912452213464,0.08985713026923557,0.10401825094562997,0.09254007725956226,0.099136982365794,0.10024385118126934,0.10161167599666349,0.09705989269675483,0.10356606980976282,0.10388709048472156,0.11242072496274674,0.10529025225845874,0.10837610227665948,0.10523414108981143,0.1186142921658332,0.11817670189267196,0.12762663289400863,0.11729848401263496,0.12485520192902268,0.11335402556817213,0.1130181848979616,0.11186907816628029,0.11145004028572413,0.11643379880270795,0.11234537114174756,0.10248926525237366,0.1128494768731091,0.11334520611417756,0.10859764128807191,0.10684472363385401,0.11133019891169994,0.1091332752069518,0.11043702177217204,0.10319898571174291,0.11760991828119097,0.10349671634519679,0.11043552541074497,0.10189331715956487,0.11300372083167819,0.10443637053722911,0.11251544535262205,0.09915973545541121,0.10802773281365255,0.101946968921998,0.10458993311768071,0.11245667508483857,0.10581748602701879,0.09261911201357842,0.10363846264190031,0.11025720789788006,0.09781286598300813,0.10516588077609892,0.10437341112244823,0.10340279661978354,0.10537764318354272,0.1036767366742818,0.11503936220946219,0.10770182202084444,0.10755068686673491,0.12717797068831338,0.11903697275784719,0.11095299632491479,0.11263744140489644,0.10930824083133382,0.11557540252543451,0.12710823057129836,0.11566253426469253,0.1203383192332533,0.11090364014988993,0.1330712392081796,0.13139984013352557,0.11166808698945378
915.859594,0.12170207841743198,0.1391860848956304,0.14839228502214322,0.12896245796622086,0.14087755333491828,0.12644609939012963,0.11536710523218804,0.09484052026149987,0.07221865791086753,0.04865579911895696,0.01475324545610293,0.054338421278578894,0.07648103640661652,0.07664397483512508,0.06073354814529484,0.029519283157137477,0.04730889419657421,0.05170165133337575,0.05479939560275129,0.057190433534655936,0.05967192414492074,0.07091386946730932,0.07757272428910983,0.075234572662291,0.08006084628552027,0.07958431850612642,0.07475007181339151,0.0888425916047189,0.0961480608051725,0.08739444106758071,0.077762166952807,0.0965072621222093,0.09272097985470568,0.11602853440784018,0.10819906849770203,0.10620415877646512,0.0977817965194433,0.10985756479011065,0.10237119794975293,0.10512098579722129,0.113080118571213,0.09530719588870573,0.11300466496544612,0.11753187675268727,0.11124797808928487,0.1176886724300194,0.12224830515166091,0.12883825153605963,0.11151812701279207,0.11671868161771541,0.11708055420327222,0.1199268244819358,0.11790419111390271,0.11805119526635979,0.12129878530480716,0.11947459807527229,0.10873344894014207,0.11553152108846791,0.10444532918935029,0.1093267678543071,0.11542863164463629,0.10502002572790511,0.10836774853716105,0.11054853086429861,0.10754797538035538,0.11101232874264959,0.10317541269524798,0.11973748288176944,0.09918314438482267,0.10504578484967526,0.10043769330468294,0.10940838478016551,0.10755879753877004,0.09106459744861288,0.10655625901041291,0.10260823190746826,0.09111038465252079,0.10369270693214554,0.1047548662078738,0.10706940494254075,0.11179433303554444,0.09765037368508153,0.10208745325820813,0.1028921143353119,0.1174744068136741,0.11695706317619543,0.12567899019972562,0.12320573767769714,0.1144314138094121,0.11753204264410316,0.10777549382704056,0.11337784468775582,0.11267947718995465,0.12258673287293977,0.12680160997771386,0.11680648702499406,0.11533858455443693,0.13066054502292868,0.13636114003554844,0.12072768425656231,0.127891053145435
918.402353,0.12543373429771398,0.1527133413977557,0.14757708955369878,0.1417383859352364,0.13802500110979346,0.13426032055178316,0.1236456940241872,0.1062594150818421,0.07438175297434052,0.06639948765939013,0.018854575312597408,0.06254719724703885,0.07795924609971226,0.07733194126870642,0.06541813941204139,0.03316908557441854,0.057376940870852815,0.06746616309309215,0.07322946346430932,0.07079756399225451,0.06327699301030949,0.0797075381970506,0.07432895027101558,0.08010666100047248,0.0827059124604307,0.07355216933751627,0.08543567292816602,0.09178150470747566,0.1021698174511829,0.0996106154048515,0.10984005943660334,0.10266271495312922,0.09981414879133216,0.10769347577337497,0.11103322655623113,0.1038035311950251,0.11206198924571116,0.11291652357796732,0.11429605034638689,0.11981313858934127,0.11927065749606064,0.12721900827411325,0.12612100884380711,0.12668359482153047,0.1256548247763819,0.12120028126005075,0.127295802010688,0.1297138209393859,0.11804170622246934,0.12634269478132634,0.12012089539476369,0.11525025934091339,0.12318946639670299,0.11097234324106328,0.1328654834203459,0.12423252527517548,0.12257008091390227,0.11625941909195901,0.13534670459620135,0.12475142893881348,0.11633890829640513,0.12635290340415684,0.11253530884559197,0.11836389093986506,0.11003609395717769,0.11746171821708344,0.1176684748622663,0.11995433460371069,0.11222463662719205,0.11564140596509599,0.11279436941837256,0.11079941573878561,0.10360509689175018,0.10857327766132863,0.11425267489327887,0.11269978857954904,0.09919416942350459,0.10607083448908991,0.11976321043907086,0.11183631509889781,0.11797215530661466,0.11575444666098235,0.10701662849966809,0.11315530097261631,0.10848207008894833,0.12139561594191939,0.11978748912050384,0.11840563384805773,0.11246655493843515,0.11399405983176286,0.12406631615071266,0.12348966270679497,0.1269838591074438,0.1258842761406134,0.12597522807599612,0.12331291589513813,0.12361850343816895,0.1259825071181172,0.1390245339013209,0.1336303246952275,0.1298869828596033
920.943271,0.1428719730943192,0.15150475312783632,0.15998159385132968,0.15786513571675642,0.143996607715129,0.14168665667161723,0.1307874442315054,0.10292882017807624,0.08511438523721009,0.062012443739807944,0.03414555034654204,0.07258621311605498,0.08894739871478408,0.09871610330592136,0.06311781119186441,0.03582782874196623,0.06495407792229904,0.07168562809457615,0.07876050145279107,0.07681425602162903,0.07518955071699548,0.0890899468102364,0.08979565169268311,0.08691045843414677,0.09340511748588641,0.0944153134917251,0.10022199846743096,0.09475890366159988,0.09881139261177165,0.10956232177083639,0.10588814277726591,0.11886836448920671,0.11111320719113624,0.10956865731731603,0.1104253604168967,0.1198321053149704,0.12131321815475707,0.115578568508248,0.11891976942595892,0.1210817300900726,0.11253549670585213,0.13259975729813697,0.12682017571780063,0.13234619647080845,0.134096601157153,0.12994665140152276,0.1364698651063934,0.13561805818273034,0.1330196930470793,0.1248277603414887,0.13343980717556686,0.13749775656160412,0.1318068587902023,0.1261200451236669,0.13709870397907306,0.14069297020198193,0.1345341392238858,0.12819531327873696,0.1272274771269341,0.13871130217725589,0.13114132782425356,0.12830862248922018,0.11980036226522775,0.1282058907221583,0.13165484153604212,0.12222694260449936,0.12355662013433116,0.12680126198906908,0.11934599100611369,0.12575322291803925,0.11938965754040845,0.11607017252234231,0.11987989242505498,0.12592544715659015,0.13816829216407034,0.12188171130239296,0.11751593751358659,0.11742037470506043,0.11745594666239828,0.12869480654187018,0.11920988791152509,0.1265771567764442,0.1251893969293092,0.11324583698686831,0.12311586989462506,0.12471366921368374,0.14178534824779646,0.14075749223316325,0.13333969892126527,0.12136796387830676,0.1257204400979187,0.13269315527312586,0.13081904485041101,0.1280738361367241,0.13294294591149147,0.13805328531701624,0.1346587478926007,0.14205802049833108,0.13468328280206412,0.14101430255142008,0.15150860233487035
923.482347,0.16400674505848822,0.17425663098352578,0.174686444222963,0.1781794778892788,0.17498031685988985,0.14771026957498526,0.15871303125293507,0.12738627866154087,0.10875629424489644,0.09906757282001423,0.047610969549832474,0.08957175434746271,0.11188836029895476,0.12431663539179463,0.10148562504183856,0.05726791717839501,0.08744003481131751,0.09957781661087471,0.10585118479857515,0.10770950864340724,0.09395232039456282,0.10168779737254298,0.09720782519066776,0.09838352897794099,0.1197617831669653,0.11007214994445377,0.1149995302229621,0.12403896099627829,0.13326452350538123,0.11866851459092319,0.13216748732199726,0.1280369983840749,0.12831633827766087,0.13870759623884124,0.1363330521022481,0.14008542500162352,0.13471348818446094,0.14369368313667036,0.14078929575551347,0.14196681423816193,0.14777586481748267,0.1424849983507763,0.1533060188548848,0.1637877914497113,0.14690306526682617,0.15719587757978412,0.1537537254340443,0.1498947977728385,0.14735824382155507,0.15659952997180446,0.1623205321922943,0.14619689015369994,0.15339628943666342,0.1545157332028309,0.15000298979394203,0.15797030090516287,0.151305263421479,0.1504837705653454,0.1535360067199076,0.15275911844530293,0.1430649257745134,0.14208471434428893,0.13463977281252884,0.1333360596511595,0.1464795879215418,0.13960818921756699,0.1533242984323738,0.14655563073247468,0.1407780915611218,0.13248176336949785,0.14569829760981545,0.14792116860614035,0.14303588473731293,0.13430030646513622,0.14930956619598323,0.1510391872023754,0.1336398093240128,0.1389863024560621,0.13603542782058217,0.13455211262106595,0.13558270667317338,0.14413605932885806,0.1463094550413161,0.13695043128774115,0.1563053608433911,0.14330011002312218,0.16514380368432027,0.1461701556635019,0.15218240735304886,0.14299211351319763,0.15153572959515269,0.13617453136597485,0.14764726985172755,0.1522144506023347,0.15618285430712955,0.15880515711684307,0.1620683015053672,0.15452491943049512,0.15899853290263252,0.1734998087767087,0.16166718051187018
