Wavelength (nm),Absorbance (AU) 2024-10-02 00:01:07,Absorbance (AU) 2024-10-02 00:16:18,Absorbance (AU) 2024-10-02 00:31:29,Absorbance (AU) 2024-10-02 00:46:40,Absorbance (AU) 2024-10-02 01:01:51,Absorbance (AU) 2024-10-02 01:17:02,Absorbance (AU) 2024-10-02 01:32:14,Absorbance (AU) 2024-10-02 01:47:25,Absorbance (AU) 2024-10-02 02:02:37,Absorbance (AU) 2024-10-02 02:17:49,Absorbance (AU) 2024-10-02 02:33:01,Absorbance (AU) 2024-10-02 02:48:13,Absorbance (AU) 2024-10-02 03:03:25,Absorbance (AU) 2024-10-02 03:18:37,Absorbance (AU) 2024-10-02 03:33:49,Absorbance (AU) 2024-10-02 03:49:02,Absorbance (AU) 2024-10-02 04:04:14,Absorbance (AU) 2024-10-02 04:19:27,Absorbance (AU) 2024-10-02 04:34:40,Absorbance (AU) 2024-10-02 04:49:53,Absorbance (AU) 2024-10-02 05:05:06,Absorbance (AU) 2024-10-02 05:20:19,Absorbance (AU) 2024-10-02 05:35:32,Absorbance (AU) 2024-10-02 05:50:45,Absorbance (AU) 2024-10-02 06:05:59,Absorbance (AU) 2024-10-02 06:21:13,Absorbance (AU) 2024-10-02 06:36:26,Absorbance (AU) 2024-10-02 06:51:40,Absorbance (AU) 2024-10-02 07:06:54,Absorbance (AU) 2024-10-02 07:22:08,Absorbance (AU) 2024-10-02 07:37:23,Absorbance (AU) 2024-10-02 07:52:37,Absorbance (AU) 2024-10-02 08:07:51,Absorbance (AU) 2024-10-02 08:23:06,Absorbance (AU) 2024-10-02 08:38:21,Absorbance (AU) 2024-10-02 08:53:36,Absorbance (AU) 2024-10-02 09:08:51,Absorbance (AU) 2024-10-02 09:24:06,Absorbance (AU) 2024-10-02 09:39:21,Absorbance (AU) 2024-10-02 09:54:36,Absorbance (AU) 2024-10-02 10:09:51,Absorbance (AU) 2024-10-02 10:25:07,Absorbance (AU) 2024-10-02 10:40:22,Absorbance (AU) 2024-10-02 10:55:38,Absorbance (AU) 2024-10-02 11:10:54,Absorbance (AU) 2024-10-02 11:26:09,Absorbance (AU) 2024-10-02 11:41:25,Absorbance (AU) 2024-10-02 11:56:41,Absorbance (AU) 2024-10-02 12:11:58,Absorbance (AU) 2024-10-02 12:27:14,Absorbance (AU) 2024-10-02 12:42:30,Absorbance (AU) 2024-10-02 12:57:47,Absorbance (AU) 2024-10-02 13:13:04,Absorbance (AU) 2024-10-02 13:28:21,Absorbance (AU) 2024-10-02 13:43:38,Absorbance (AU) 2024-10-02 13:58:55,Absorbance (AU) 2024-10-02 14:14:12,Absorbance (AU) 2024-10-02 14:29:30,Absorbance (AU) 2024-10-02 14:44:48,Absorbance (AU) 2024-10-02 15:00:06,Absorbance (AU) 2024-10-02 15:15:24,Absorbance (AU) 2024-10-02 15:30:41,Absorbance (AU) 2024-10-02 15:46:00
901.841506,1.700894,1.706616,1.708876,1.715217,1.706616,1.706616,1.703373,1.704867,1.702876,1.70938,1.718036,1.711148,1.707871,1.705116,1.714706,1.710895,1.710642,1.719323,1.708625,1.706867,1.710642,1.708876,1.707871,1.717009,1.713432,1.707118,1.712162,1.708373,1.705366,1.71984,1.707619,1.717522,1.715984,1.710895,1.704617,1.720874,1.707368,1.722689,1.722689,1.715217,1.705116,1.709885,1.704368,1.714706,1.716752,1.701141,1.701388,1.70938,1.709885,1.705616,1.748937,1.742633,1.748385,1.737762,1.725819,1.714961,1.724773,1.726605,1.713686,1.724512,1.725819,1.725819,1.737493
904.394392,1.694271,1.702495,1.694039,1.699658,1.706306,1.708946,1.70202,1.694504,1.706067,1.713788,1.718684,1.715251,1.705828,1.709187,1.705111,1.696137,1.70392,1.713301,1.707504,1.713058,1.711845,1.699422,1.709187,1.712573,1.70202,1.70991,1.713788,1.689872,1.713301,1.716474,1.700837,1.704396,1.706067,1.721153,1.716229,1.711118,1.710635,1.715495,1.705828,1.709428,1.705111,1.705111,1.704635,1.703207,1.707984,1.698011,1.701784,1.710152,1.705828,1.702969,1.729654,1.737039,1.74586,1.737039,1.726635,1.717701,1.71233,1.714275,1.707984,1.718931,1.727388,1.727137,1.737039
905.670145,1.690763,1.687835,1.70221,1.698054,1.70407,1.69371,1.69622,1.702675,1.704537,1.71564,1.716118,1.707814,1.691441,1.700358,1.705938,1.698514,1.70477,1.705704,1.707579,1.713491,1.71088,1.711591,1.711117,1.705003,1.694166,1.706407,1.704303,1.699205,1.706875,1.698284,1.705938,1.702907,1.707579,1.702443,1.708049,1.70711,1.709935,1.724585,1.713253,1.704303,1.70407,1.697136,1.698514,1.708049,1.705003,1.702675,1.705003,1.701747,1.695991,1.697366,1.735217,1.739999,1.741266,1.72728,1.728757,1.722878,1.712778,1.711591,1.710644,1.714922,1.722149,1.714684,1.716838
908.220269,1.689655,1.688364,1.691166,1.696823,1.693767,1.693333,1.688794,1.695074,1.698139,1.699018,1.704111,1.70012,1.689009,1.693985,1.700341,1.692248,1.700783,1.699239,1.703666,1.703443,1.696166,1.70612,1.703666,1.706792,1.695292,1.69442,1.702999,1.705003,1.695511,1.708813,1.701447,1.707914,1.692248,1.707016,1.705226,1.701447,1.702777,1.704111,1.711523,1.702111,1.702333,1.696385,1.698139,1.700562,1.699018,1.698578,1.694203,1.695511,1.695948,1.69355,1.73122,1.729328,1.740081,1.728385,1.717684,1.717224,1.70994,1.709715,1.705673,1.709264,1.718374,1.714935,1.719757
910.768552,1.677503,1.678303,1.681115,1.69255,1.689047,1.694209,1.676704,1.687817,1.682933,1.69629,1.689458,1.692136,1.695665,1.695248,1.688842,1.694416,1.692136,1.697754,1.692757,1.700274,1.691517,1.689869,1.688227,1.69193,1.686999,1.687408,1.699432,1.702597,1.692757,1.686387,1.697544,1.692343,1.697963,1.694001,1.693793,1.695456,1.702597,1.70728,1.694209,1.692136,1.688637,1.688842,1.692757,1.695665,1.692343,1.686387,1.689252,1.688022,1.687817,1.687204,1.711583,1.725866,1.724305,1.722972,1.708996,1.704507,1.699432,1.701751,1.690486,1.705358,1.706425,1.712882,1.715928
913.314994,1.682628,1.675936,1.683399,1.677647,1.68514,1.678219,1.683399,1.679556,1.685528,1.696926,1.689033,1.688642,1.677647,1.685334,1.688642,1.682243,1.686888,1.689425,1.690993,1.693752,1.689425,1.688252,1.690012,1.695138,1.681666,1.686888,1.693752,1.686304,1.68611,1.685916,1.693752,1.688447,1.684365,1.696528,1.703548,1.695138,1.688057,1.696329,1.69119,1.686304,1.684753,1.687082,1.687862,1.678791,1.6906,1.682821,1.690404,1.683592,1.674043,1.687667,1.714605,1.719192,1.732602,1.716684,1.716476,1.705168,1.699923,1.695534,1.688057,1.701329,1.698322,1.700726,1.705371
915.859594,1.676408,1.678207,1.681828,1.683832,1.683832,1.6912,1.685296,1.695868,1.68292,1.689531,1.696808,1.694556,1.691757,1.683467,1.690457,1.685479,1.688238,1.699072,1.6875,1.687684,1.693995,1.694931,1.697185,1.6912,1.689531,1.699261,1.689901,1.683832,1.6912,1.702109,1.694369,1.697185,1.693621,1.698694,1.688607,1.697939,1.689716,1.695493,1.697185,1.682374,1.691385,1.682374,1.689716,1.688607,1.690828,1.683467,1.685479,1.684746,1.684015,1.690086,1.716635,1.722984,1.730646,1.715259,1.709021,1.699261,1.708828,1.705359,1.698505,1.699451,1.707862,1.70249,1.721787
918.402353,1.687174,1.682679,1.692068,1.68944,1.68944,1.695243,1.689789,1.689964,1.684921,1.694359,1.698977,1.693829,1.689265,1.692772,1.6933,1.6933,1.697907,1.696662,1.702924,1.693829,1.701125,1.698085,1.689614,1.696662,1.686653,1.694536,1.696307,1.695066,1.694359,1.70005,1.698442,1.697551,1.693653,1.700946,1.703284,1.70005,1.699513,1.695952,1.696484,1.690489,1.697551,1.695243,1.695775,1.69862,1.691541,1.688567,1.688916,1.690139,1.694182,1.701125,1.72378,1.728915,1.737221,1.724726,1.711293,1.704368,1.70491,1.704368,1.70618,1.705454,1.714983,1.715725,1.719079
920.943271,1.690499,1.694644,1.699334,1.695144,1.704074,1.697989,1.697318,1.701528,1.69648,1.704586,1.702036,1.711457,1.700345,1.704415,1.697989,1.695144,1.703224,1.703394,1.703734,1.709902,1.705097,1.706122,1.71354,1.711457,1.701867,1.698997,1.706293,1.705097,1.706636,1.709557,1.707664,1.712151,1.711284,1.715633,1.704074,1.712498,1.713714,1.713366,1.712845,1.708352,1.695812,1.708008,1.693646,1.709729,1.702206,1.702206,1.699165,1.702375,1.700514,1.700008,1.73622,1.743429,1.744549,1.739532,1.729309,1.719321,1.715284,1.713192,1.713366,1.721264,1.733114,1.716508,1.73622
923.482347,1.712844,1.711875,1.718706,1.722659,1.719363,1.721502,1.718379,1.721502,1.719363,1.722163,1.72299,1.720514,1.71707,1.717397,1.722659,1.722659,1.722494,1.72002,1.721337,1.728489,1.729328,1.723487,1.724649,1.727651,1.717397,1.726815,1.722163,1.727818,1.727818,1.721502,1.725148,1.725481,1.729832,1.729328,1.730169,1.733379,1.725148,1.736271,1.732701,1.723487,1.715928,1.72299,1.720184,1.721998,1.722824,1.721008,1.717724,1.723156,1.725981,1.719363,1.750853,1.755468,1.760132,1.752445,1.750853,1.737297,1.734227,1.73304,1.732532,1.743154,1.747687,1.743327,1.743848
