Wavelength (nm),Absorbance (AU) 2024-09-25 00:01:10,Absorbance (AU) 2024-09-25 00:16:19,Absorbance (AU) 2024-09-25 00:31:29,Absorbance (AU) 2024-09-25 00:46:39,Absorbance (AU) 2024-09-25 01:01:48,Absorbance (AU) 2024-09-25 01:16:58,Absorbance (AU) 2024-09-25 01:32:07,Absorbance (AU) 2024-09-25 01:47:17,Absorbance (AU) 2024-09-25 02:02:26,Absorbance (AU) 2024-09-25 02:17:36,Absorbance (AU) 2024-09-25 02:32:46,Absorbance (AU) 2024-09-25 02:47:55,Absorbance (AU) 2024-09-25 03:03:05,Absorbance (AU) 2024-09-25 03:18:14,Absorbance (AU) 2024-09-25 03:33:24,Absorbance (AU) 2024-09-25 03:48:33,Absorbance (AU) 2024-09-25 04:03:43,Absorbance (AU) 2024-09-25 04:18:53,Absorbance (AU) 2024-09-25 04:34:02,Absorbance (AU) 2024-09-25 04:49:12,Absorbance (AU) 2024-09-25 05:04:22,Absorbance (AU) 2024-09-25 05:19:31,Absorbance (AU) 2024-09-25 05:34:41,Absorbance (AU) 2024-09-25 05:49:50,Absorbance (AU) 2024-09-25 06:05:00,Absorbance (AU) 2024-09-25 06:20:09,Absorbance (AU) 2024-09-25 06:35:19,Absorbance (AU) 2024-09-25 06:50:29,Absorbance (AU) 2024-09-25 07:05:38,Absorbance (AU) 2024-09-25 07:20:48,Absorbance (AU) 2024-09-25 07:35:58,Absorbance (AU) 2024-09-25 07:51:07,Absorbance (AU) 2024-09-25 08:06:17,Absorbance (AU) 2024-09-25 08:21:26,Absorbance (AU) 2024-09-25 08:36:36,Absorbance (AU) 2024-09-25 08:51:46,Absorbance (AU) 2024-09-25 09:06:55,Absorbance (AU) 2024-09-25 09:22:05,Absorbance (AU) 2024-09-25 09:37:14,Absorbance (AU) 2024-09-25 09:52:24,Absorbance (AU) 2024-09-25 10:07:34,Absorbance (AU) 2024-09-25 10:22:43,Absorbance (AU) 2024-09-25 10:37:53,Absorbance (AU) 2024-09-25 10:53:03,Absorbance (AU) 2024-09-25 11:08:12,Absorbance (AU) 2024-09-25 11:23:22,Absorbance (AU) 2024-09-25 11:38:32,Absorbance (AU) 2024-09-25 11:53:41,Absorbance (AU) 2024-09-25 12:08:51,Absorbance (AU) 2024-09-25 12:24:00,Absorbance (AU) 2024-09-25 12:39:10,Absorbance (AU) 2024-09-25 12:54:16,Absorbance (AU) 2024-09-25 13:09:25,Absorbance (AU) 2024-09-25 13:24:35,Absorbance (AU) 2024-09-25 13:39:45,Absorbance (AU) 2024-09-25 13:54:54,Absorbance (AU) 2024-09-25 14:10:04,Absorbance (AU) 2024-09-25 14:25:13,Absorbance (AU) 2024-09-25 14:40:23,Absorbance (AU) 2024-09-25 14:55:33,Absorbance (AU) 2024-09-25 15:10:42,Absorbance (AU) 2024-09-25 15:25:52,Absorbance (AU) 2024-09-25 15:41:02,Absorbance (AU) 2024-09-25 15:56:11,Absorbance (AU) 2024-09-25 16:11:21,Absorbance (AU) 2024-09-25 16:26:31,Absorbance (AU) 2024-09-25 16:41:41
926.019582,1.71586,1.720454,1.717998,1.709058,1.72107,1.717233,1.720608,1.718764,1.716012,1.712068,1.717845,1.716012,1.726812,1.72432,1.715707,1.720454,1.720916,1.721687,1.71861,1.720146,1.723389,1.719531,1.72432,1.724942,1.719685,1.725876,1.725564,1.735331,1.731998,1.729791,1.735013,1.733741,1.745975,1.73869,1.736608,1.745323,1.746139,1.744183,1.739493,1.747283,1.74712,1.746629,1.744346,1.740782,1.741913,1.741105,1.749253,1.751232,1.757557,1.750901,1.698832,1.751232,1.759069,1.750571,1.75672,1.758396,1.760248,1.739654,1.745975,1.744834,1.747775,1.753219,1.755049,1.761939,1.762108,1.760924,1.758901
928.554976,1.739653,1.740107,1.734392,1.738143,1.736789,1.739955,1.738294,1.735739,1.738897,1.742535,1.742079,1.741775,1.73724,1.745131,1.736489,1.744213,1.741319,1.741471,1.748513,1.74805,1.741927,1.750834,1.747742,1.743297,1.745131,1.746973,1.748359,1.757243,1.753012,1.760721,1.75882,1.755357,1.758347,1.757558,1.767762,1.763748,1.769055,1.761516,1.764067,1.77214,1.768731,1.768731,1.760087,1.770189,1.76263,1.766634,1.770189,1.774919,1.771977,1.771163,1.724935,1.777386,1.775904,1.770189,1.783198,1.780698,1.782196,1.770513,1.761675,1.764387,1.766956,1.767117,1.78103,1.780033,1.782864,1.784705,1.787229
931.088528,1.764859,1.758992,1.763649,1.760639,1.760939,1.763347,1.76169,1.757351,1.75542,1.759889,1.764103,1.7638,1.765921,1.769734,1.761389,1.764859,1.761089,1.769734,1.760339,1.766833,1.768816,1.766529,1.769887,1.768663,1.770654,1.768816,1.767442,1.776683,1.785171,1.780906,1.782323,1.776839,1.788198,1.779651,1.785806,1.786284,1.780592,1.782639,1.78327,1.784378,1.789318,1.789318,1.782954,1.783587,1.784537,1.783429,1.792051,1.79855,1.79189,1.793505,1.744298,1.798223,1.792051,1.80815,1.80382,1.806813,1.804649,1.794314,1.787878,1.787718,1.795613,1.792373,1.796264,1.803158,1.801012,1.804318,1.808987
933.620239,1.783171,1.780776,1.781822,1.781523,1.779285,1.783321,1.785731,1.779434,1.782421,1.784374,1.79304,1.787092,1.786335,1.790132,1.783471,1.787395,1.792426,1.785731,1.791967,1.791354,1.786789,1.795195,1.79212,1.791201,1.795813,1.793347,1.796122,1.80424,1.801413,1.802982,1.806928,1.80424,1.806294,1.808675,1.808516,1.807403,1.808198,1.812995,1.808834,1.805187,1.804556,1.809631,1.807562,1.8138,1.814606,1.812031,1.816223,1.821766,1.823245,1.818334,1.771179,1.817683,1.825556,1.822422,1.819638,1.82988,1.83122,1.81075,1.81011,1.807086,1.815899,1.813639,1.824234,1.823574,1.831052,1.821602,1.835432
936.150109,1.810882,1.810269,1.802086,1.804344,1.805704,1.808742,1.807221,1.805704,1.804193,1.806159,1.807221,1.809505,1.81334,1.810729,1.810729,1.805704,1.807677,1.812109,1.812109,1.811342,1.81257,1.82174,1.811648,1.810882,1.818142,1.817519,1.81442,1.820642,1.827909,1.824734,1.823629,1.823471,1.830305,1.825843,1.834814,1.836273,1.831589,1.83191,1.832876,1.836761,1.831428,1.837412,1.83175,1.832715,1.834491,1.832554,1.835624,1.841995,1.83937,1.841173,1.790532,1.835138,1.84216,1.852826,1.842325,1.844471,1.854178,1.837575,1.825843,1.829825,1.833683,1.835462,1.855025,1.843975,1.858259,1.84913,1.846295
938.678137,1.836488,1.829045,1.824762,1.829045,1.824458,1.834148,1.834459,1.830894,1.829969,1.829199,1.836019,1.836175,1.835238,1.837741,1.828584,1.832441,1.837898,1.839155,1.840573,1.841047,1.834148,1.841205,1.833837,1.839312,1.83727,1.841047,1.84263,1.847094,1.847255,1.850311,1.847575,1.843106,1.854692,1.85339,1.848861,1.851281,1.849666,1.859118,1.85015,1.855345,1.853878,1.860934,1.846614,1.858789,1.859778,1.854366,1.863756,1.861431,1.859778,1.864589,1.814532,1.867603,1.863423,1.874035,1.871824,1.871993,1.875572,1.85274,1.853552,1.859943,1.860273,1.866094,1.870976,1.870131,1.873864,1.870131,1.87918
941.204324,1.852855,1.848467,1.855541,1.85254,1.850185,1.852068,1.85317,1.855541,1.854433,1.856176,1.852855,1.858563,1.853328,1.856493,1.852855,1.857766,1.858883,1.853328,1.854275,1.859522,1.852068,1.851597,1.861125,1.856811,1.852855,1.852383,1.857288,1.866618,1.867758,1.871523,1.868084,1.867595,1.869064,1.873501,1.875322,1.88016,1.870374,1.875654,1.877151,1.880663,1.877317,1.884374,1.875488,1.877484,1.874163,1.877317,1.890343,1.887775,1.885052,1.889314,1.843197,1.887945,1.886581,1.889485,1.886752,1.890343,1.894657,1.881167,1.876818,1.875156,1.880831,1.885561,1.894311,1.89657,1.886581,1.896744,1.899541
943.72867,1.870425,1.870266,1.868988,1.865495,1.86692,1.87251,1.873637,1.873798,1.872671,1.87251,1.877684,1.869307,1.876872,1.878661,1.870425,1.878172,1.869467,1.876872,1.876872,1.871547,1.877521,1.87964,1.88358,1.872028,1.880294,1.883415,1.883744,1.881605,1.886392,1.883415,1.885728,1.887388,1.898337,1.891567,1.894769,1.888554,1.892576,1.891903,1.892576,1.897144,1.897144,1.906082,1.897485,1.893081,1.895277,1.895786,1.902278,1.909394,1.903657,1.913967,1.85103,1.903485,1.91326,1.908869,1.91185,1.912907,1.91185,1.896804,1.892407,1.896634,1.902622,1.902106,1.912731,1.904003,1.916628,1.913967,1.915916
946.251174,1.891562,1.886339,1.885367,1.889269,1.882945,1.891069,1.883751,1.889106,1.886664,1.886988,1.894362,1.89025,1.892877,1.89025,1.897513,1.894858,1.895852,1.894032,1.892877,1.892383,1.892055,1.893207,1.889923,1.893867,1.895024,1.898847,1.893537,1.899181,1.903716,1.909154,1.907618,1.908129,1.899181,1.902031,1.908812,1.91518,1.901023,1.91121,1.910524,1.912242,1.908812,1.912587,1.919186,1.906937,1.916569,1.91207,1.921466,1.92217,1.926598,1.920412,1.871821,1.920763,1.93107,1.921466,1.929993,1.929097,1.92731,1.907958,1.914141,1.912242,1.9157,1.910524,1.923759,1.929993,1.93107,1.934682,1.93143
948.771837,1.900472,1.895735,1.898669,1.903936,1.898669,1.900966,1.90377,1.903274,1.903109,1.903109,1.902448,1.903274,1.908597,1.911957,1.902613,1.905927,1.905096,1.904764,1.903439,1.90726,1.90377,1.904101,1.907427,1.908597,1.906926,1.911788,1.907761,1.917729,1.916705,1.916023,1.922369,1.914494,1.916364,1.918071,1.920645,1.927582,1.931093,1.928107,1.933568,1.923926,1.933036,1.932506,1.92951,1.92462,1.925142,1.922369,1.92636,1.937485,1.931799,1.939278,1.886094,1.936592,1.93481,1.936592,1.935344,1.942704,1.942885,1.918756,1.924968,1.929685,1.923406,1.936592,1.932859,1.941619,1.939997,1.946888,1.948536
951.290658,1.910894,1.904832,1.904669,1.905809,1.906299,1.908919,1.916374,1.908919,1.913875,1.910894,1.908426,1.90859,1.908426,1.912051,1.908426,1.913875,1.911224,1.915539,1.919729,1.91604,1.912382,1.915039,1.917713,1.918048,1.916374,1.917713,1.920234,1.929435,1.933414,1.930642,1.931161,1.925322,1.93168,1.926346,1.926346,1.934284,1.926005,1.932893,1.931853,1.934806,1.931161,1.936378,1.935679,1.937079,1.93324,1.934458,1.93411,1.943079,1.940245,1.939363,1.896771,1.945932,1.947185,1.940422,1.948083,1.947904,1.958636,1.944147,1.937254,1.933414,1.941837,1.941306,1.953874,1.943435,1.948623,1.954421,1.954968
953.807639,1.922371,1.919223,1.913321,1.91528,1.916426,1.912508,1.908302,1.913321,1.916754,1.919719,1.915934,1.918728,1.916754,1.916754,1.920546,1.920711,1.918399,1.915934,1.915934,1.918399,1.922371,1.918893,1.92038,1.925207,1.920049,1.919388,1.921209,1.930257,1.929749,1.931104,1.936911,1.931274,1.933315,1.936567,1.94123,1.938461,1.938461,1.936911,1.941926,1.937944,1.941404,1.945243,1.938461,1.936739,1.944717,1.94071,1.937944,1.950178,1.950355,1.951776,1.897649,1.948056,1.953024,1.948762,1.952845,1.953202,1.955529,1.942274,1.935709,1.945068,1.939843,1.953738,1.960946,1.954991,1.962402,1.957507,1.958229
956.322778,1.919094,1.921371,1.920231,1.917636,1.92186,1.919418,1.922187,1.916828,1.916667,1.919906,1.925961,1.923332,1.925961,1.92186,1.931936,1.920394,1.922351,1.925303,1.921045,1.923005,1.919094,1.927117,1.924974,1.926952,1.928275,1.926952,1.928607,1.929104,1.93664,1.939011,1.934954,1.937147,1.936809,1.939011,1.938163,1.936978,1.940713,1.945342,1.943793,1.945686,1.935965,1.954749,1.940884,1.938163,1.947588,1.951591,1.947934,1.953518,1.951241,1.9606,1.8985,1.954397,1.956691,1.959887,1.958108,1.960422,1.959174,1.954573,1.941567,1.940032,1.941225,1.949672,1.954397,1.963645,1.957931,1.96635,1.965266
958.836075,1.922884,1.914913,1.917925,1.923045,1.922402,1.922241,1.919199,1.917766,1.917289,1.926115,1.91904,1.928879,1.921439,1.925629,1.922241,1.92482,1.929206,1.92839,1.926439,1.925629,1.924496,1.928227,1.926277,1.929042,1.932154,1.930023,1.929696,1.934132,1.941627,1.937613,1.941795,1.934132,1.942131,1.943479,1.942973,1.939281,1.942468,1.94331,1.941123,1.949425,1.944661,1.947717,1.945508,1.949254,1.94857,1.952514,1.953895,1.957539,1.954241,1.953895,1.898025,1.9558,1.953377,1.9558,1.964036,1.959461,1.96227,1.949938,1.949254,1.942636,1.946017,1.948741,1.960512,1.966697,1.962094,1.961566,1.966164
961.347531,1.92573,1.920666,1.920823,1.920508,1.923191,1.920351,1.9224,1.923666,1.921611,1.924618,1.925412,1.922242,1.927166,1.925253,1.922558,1.920508,1.927645,1.926687,1.931984,1.927805,1.924141,1.92573,1.930372,1.929729,1.932954,1.931984,1.929729,1.937183,1.940794,1.943937,1.945934,1.936041,1.938821,1.939642,1.940465,1.953674,1.945434,1.946602,1.944602,1.948275,1.945434,1.946101,1.939971,1.946101,1.942942,1.948778,1.95198,1.954524,1.956741,1.952996,1.911172,1.957083,1.951304,1.959486,1.963288,1.961382,1.969758,1.945934,1.94195,1.949955,1.944934,1.944768,1.961901,1.964504,1.97064,1.961728,1.965027
963.857146,1.922154,1.920449,1.922931,1.917982,1.915375,1.917367,1.921223,1.918443,1.925583,1.921688,1.923865,1.918135,1.925427,1.922309,1.931413,1.926994,1.932684,1.927151,1.932048,1.923865,1.933321,1.937965,1.929672,1.931413,1.932048,1.935237,1.931572,1.939256,1.937322,1.944455,1.941036,1.935557,1.945273,1.94136,1.943149,1.940712,1.941198,1.94136,1.946257,1.948066,1.951541,1.947901,1.944945,1.946257,1.946914,1.952539,1.958913,1.950379,1.958575,1.956386,1.900351,1.960267,1.957395,1.954374,1.96504,1.960267,1.959928,1.951043,1.945928,1.944455,1.947078,1.950214,1.95959,1.958744,1.969346,1.962306,1.965211
966.36492,1.927853,1.915047,1.925538,1.915648,1.920945,1.924616,1.920641,1.922013,1.925384,1.922165,1.924769,1.924155,1.925692,1.924155,1.931738,1.925692,1.931114,1.926308,1.92293,1.934086,1.920793,1.936131,1.933929,1.928782,1.920185,1.936604,1.930335,1.931582,1.940888,1.941207,1.947312,1.941686,1.945697,1.94457,1.946827,1.941686,1.947474,1.945859,1.943446,1.95203,1.949746,1.953177,1.941686,1.949584,1.944249,1.952685,1.956635,1.961623,1.955974,1.95647,1.906126,1.954162,1.957131,1.958125,1.953669,1.961456,1.961289,1.945859,1.950398,1.943286,1.945053,1.954162,1.959454,1.96246,1.966669,1.966162,1.968534
968.870852,1.920628,1.924234,1.922578,1.923782,1.920927,1.922427,1.922277,1.925595,1.926959,1.918091,1.924838,1.924234,1.927111,1.930007,1.925897,1.926807,1.926656,1.926504,1.928328,1.932153,1.930466,1.932922,1.934155,1.92848,1.93431,1.92499,1.933384,1.93246,1.941787,1.93741,1.939906,1.943992,1.945099,1.940689,1.940845,1.94163,1.944783,1.947003,1.938188,1.944941,1.945733,1.946844,1.949236,1.946368,1.948756,1.945258,1.953411,1.953573,1.955677,1.95325,1.898314,1.956326,1.955352,1.959588,1.961721,1.96238,1.965521,1.947322,1.944467,1.947163,1.943204,1.952283,1.96403,1.955515,1.972042,1.967184,1.959424
971.374943,1.922382,1.927291,1.925798,1.921348,1.920022,1.916797,1.918553,1.917382,1.923271,1.9255,1.9187,1.92253,1.926544,1.921053,1.921348,1.924904,1.929842,1.92879,1.925351,1.920758,1.929691,1.931803,1.926992,1.92804,1.933165,1.929691,1.923715,1.934836,1.93912,1.943135,1.941432,1.938045,1.939427,1.942515,1.943601,1.94298,1.947815,1.950174,1.949386,1.94625,1.949544,1.947815,1.941741,1.941432,1.943912,1.949229,1.949701,1.95334,1.95525,1.960547,1.906123,1.955091,1.956528,1.951754,1.960709,1.960871,1.962165,1.949229,1.937738,1.9486,1.950174,1.950963,1.955729,1.958131,1.962977,1.964278,1.961356
973.877192,1.924527,1.923211,1.924234,1.917557,1.918422,1.921318,1.922774,1.919578,1.918422,1.920302,1.919723,1.922045,1.927759,1.928202,1.922628,1.919,1.922628,1.926287,1.926434,1.92292,1.92438,1.924966,1.925406,1.927611,1.926728,1.927464,1.92968,1.933698,1.936849,1.936247,1.943067,1.934296,1.943067,1.938357,1.945518,1.945518,1.951551,1.940782,1.940023,1.944598,1.949531,1.950773,1.938357,1.942762,1.948138,1.940326,1.952643,1.948757,1.952019,1.949841,1.908435,1.951707,1.95846,1.953894,1.960205,1.959411,1.963074,1.940782,1.942152,1.94139,1.945058,1.944138,1.956093,1.952956,1.962116,1.960046,1.96532
976.3776,1.920191,1.911289,1.917771,1.914236,1.919621,1.913673,1.913955,1.919906,1.920763,1.918481,1.918481,1.918339,1.920906,1.925651,1.917629,1.918908,1.925651,1.920334,1.922195,1.920049,1.920763,1.929134,1.918908,1.925073,1.920763,1.92594,1.928697,1.934413,1.930156,1.93456,1.93767,1.933234,1.941552,1.937968,1.945923,1.936187,1.939457,1.943506,1.942753,1.936928,1.947744,1.945923,1.942753,1.945469,1.942002,1.938265,1.948506,1.945771,1.950185,1.947897,1.899288,1.946226,1.950797,1.951257,1.958369,1.956503,1.953564,1.942302,1.937373,1.941852,1.944562,1.949116,1.958214,1.952947,1.958993,1.951871,1.959931
978.876167,1.91263,1.910836,1.911249,1.911387,1.920586,1.912353,1.918618,1.916659,1.909598,1.913876,1.914432,1.91946,1.914848,1.912353,1.918759,1.920868,1.92228,1.916659,1.91638,1.923554,1.919039,1.919601,1.925117,1.922704,1.92526,1.927974,1.926115,1.931426,1.933163,1.932583,1.935781,1.937974,1.938268,1.929265,1.936803,1.941508,1.93447,1.939149,1.944921,1.942544,1.940474,1.939737,1.934906,1.937535,1.942099,1.934324,1.943582,1.946563,1.943137,1.946413,1.899819,1.941951,1.93959,1.949414,1.95062,1.954258,1.953345,1.939885,1.936365,1.937535,1.941951,1.940179,1.947911,1.948662,1.955783,1.958849,1.957006
981.372892,1.911785,1.916027,1.906102,1.913695,1.906237,1.912875,1.908528,1.910153,1.908934,1.916302,1.911376,1.914106,1.914106,1.916165,1.908123,1.915615,1.916302,1.914517,1.914106,1.913285,1.915203,1.916991,1.91589,1.911648,1.919756,1.918648,1.919756,1.924358,1.931282,1.924358,1.930997,1.929718,1.935001,1.93057,1.929292,1.937739,1.929718,1.933997,1.934714,1.936584,1.936584,1.938318,1.936584,1.931567,1.933997,1.937306,1.942975,1.943707,1.939478,1.95095,1.895218,1.938752,1.944441,1.946796,1.948572,1.943707,1.954692,1.939478,1.928442,1.935001,1.937884,1.94064,1.948423,1.947092,1.947831,1.944882,1.954692
983.867776,1.91168,1.905009,1.909133,1.905141,1.906335,1.909936,1.908866,1.905804,1.908866,1.902369,1.907,1.905141,1.912892,1.912084,1.912353,1.913027,1.910204,1.912622,1.909802,1.910338,1.912622,1.916412,1.913702,1.913567,1.911949,1.91614,1.91614,1.924091,1.919139,1.922572,1.923953,1.920784,1.927285,1.929381,1.937724,1.933038,1.927704,1.927285,1.929241,1.931346,1.929801,1.935303,1.927983,1.933462,1.934169,1.932896,1.935729,1.938724,1.938867,1.935303,1.887619,1.940014,1.939154,1.949738,1.942028,1.945502,1.948565,1.928961,1.927007,1.935445,1.935587,1.936725,1.944486,1.946375,1.94798,1.942749,1.949885
986.360819,1.903797,1.90003,1.900289,1.901585,1.906808,1.896681,1.901715,1.908256,1.904058,1.902104,1.900418,1.903406,1.904581,1.906021,1.908387,1.908387,1.90984,1.906677,1.9109,1.910502,1.911032,1.911829,1.914228,1.916102,1.91356,1.912893,1.917312,1.917177,1.918525,1.919877,1.917177,1.926974,1.924094,1.924094,1.923274,1.925463,1.92069,1.924778,1.926012,1.929043,1.930289,1.934749,1.924915,1.931539,1.924094,1.923957,1.924367,1.935591,1.930289,1.930428,1.892085,1.939964,1.940106,1.9314,1.942524,1.939822,1.934049,1.92932,1.926149,1.921504,1.923411,1.930151,1.941954,1.948556,1.939822,1.947978,1.945099
987.60665,1.89971,1.897148,1.898684,1.894982,1.900868,1.903453,1.901255,1.903194,1.900482,1.905141,1.904231,1.904231,1.903842,1.908537,1.906966,1.906835,1.906835,1.902676,1.907489,1.905011,1.90985,1.908668,1.917279,1.907882,1.906183,1.91196,1.905922,1.91661,1.919694,1.91661,1.917814,1.920502,1.925791,1.925927,1.926747,1.923885,1.921041,1.921311,1.926747,1.920232,1.922799,1.925927,1.926337,1.922257,1.925109,1.925381,1.931145,1.931006,1.925927,1.933777,1.878154,1.931145,1.93336,1.93336,1.934751,1.934751,1.936146,1.930179,1.925381,1.919694,1.92307,1.926473,1.937546,1.937966,1.942906,1.938669,1.94504
990.096931,1.895882,1.892992,1.894874,1.898409,1.895882,1.900442,1.898156,1.898156,1.898917,1.899044,1.899806,1.90108,1.902613,1.903253,1.905438,1.899171,1.902101,1.90159,1.906728,1.906599,1.90945,1.904152,1.902997,1.902101,1.905954,1.912582,1.90958,1.913106,1.915341,1.915869,1.914683,1.917985,1.919979,1.92118,1.915341,1.921982,1.917588,1.926016,1.920379,1.922652,1.919048,1.918118,1.923323,1.914814,1.924667,1.92225,1.925206,1.926151,1.926286,1.925881,1.879556,1.924129,1.931043,1.931316,1.934197,1.93077,1.93118,1.925746,1.916397,1.918782,1.916661,1.926556,1.93296,1.933785,1.940436,1.942256,1.944646
992.58537,1.895096,1.892858,1.888295,1.891497,1.89125,1.892735,1.893231,1.895345,1.894349,1.894722,1.899102,1.894722,1.898976,1.897972,1.894349,1.895595,1.899102,1.898222,1.895969,1.898725,1.896969,1.904162,1.900866,1.903019,1.905054,1.906843,1.902258,1.905564,1.910443,1.911347,1.904035,1.906075,1.916553,1.913162,1.914724,1.916553,1.914203,1.913032,1.915246,1.920763,1.910443,1.916161,1.917471,1.914594,1.917733,1.916161,1.922353,1.919575,1.92222,1.921557,1.868393,1.926754,1.924748,1.930794,1.927156,1.927962,1.927022,1.917602,1.914333,1.916161,1.913682,1.923282,1.924348,1.932556,1.936788,1.932556,1.934735
995.071968,1.891322,1.884991,1.887536,1.885838,1.881739,1.884991,1.891567,1.889364,1.885959,1.886807,1.890342,1.889486,1.892796,1.887658,1.891813,1.890097,1.888998,1.893289,1.891322,1.89169,1.892058,1.896008,1.89576,1.894522,1.898744,1.898494,1.892796,1.903889,1.902125,1.900619,1.905787,1.903889,1.90528,1.907439,1.91256,1.908841,1.911917,1.907057,1.911274,1.916961,1.912303,1.912303,1.905534,1.912431,1.910376,1.90948,1.917092,1.916701,1.913592,1.91931,1.869205,1.917222,1.916831,1.924442,1.920882,1.928297,1.922988,1.912689,1.909608,1.904648,1.911403,1.917352,1.920095,1.924177,1.920751,1.924045,1.926565
997.556725,1.884986,1.881519,1.882592,1.877845,1.876666,1.879027,1.885346,1.8814,1.885827,1.884147,1.885586,1.882473,1.887392,1.882115,1.88957,1.884266,1.887996,1.887875,1.887875,1.885827,1.885346,1.888238,1.889813,1.889449,1.887392,1.89042,1.890663,1.898515,1.899879,1.903245,1.900624,1.902495,1.904373,1.90337,1.901621,1.90212,1.90237,1.907395,1.905001,1.908534,1.907521,1.906637,1.903245,1.90212,1.90828,1.900873,1.908787,1.912095,1.912223,1.911202,1.863676,1.915301,1.917623,1.920088,1.920609,1.91646,1.919568,1.908914,1.909294,1.896908,1.904749,1.912351,1.91853,1.920348,1.919048,1.919438,1.92506
1000.03964,1.879236,1.877358,1.872349,1.872117,1.876421,1.875021,1.877475,1.876305,1.873857,1.87316,1.875137,1.881596,1.880532,1.881359,1.878413,1.883731,1.880296,1.879001,1.881005,1.880769,1.885518,1.881951,1.883018,1.88065,1.886474,1.883731,1.884564,1.893226,1.894443,1.897009,1.897745,1.896397,1.900826,1.896764,1.902064,1.899714,1.901444,1.904177,1.897745,1.904302,1.901692,1.905801,1.900826,1.898606,1.899468,1.900826,1.903182,1.906051,1.9053,1.909569,1.85968,1.90743,1.911466,1.907179,1.908687,1.914774,1.919524,1.897009,1.898852,1.900826,1.904053,1.905425,1.908813,1.909569,1.917464,1.912608,1.924066
1002.520714,1.870899,1.8669,1.869524,1.867469,1.874124,1.871358,1.874587,1.865651,1.866332,1.875514,1.870211,1.873893,1.871473,1.873662,1.874471,1.871473,1.876095,1.877141,1.875746,1.878307,1.87505,1.879476,1.878307,1.877258,1.878074,1.877141,1.883475,1.886557,1.890381,1.891584,1.890982,1.88525,1.892427,1.891945,1.898744,1.890141,1.891945,1.894482,1.89679,1.894724,1.89606,1.897644,1.894846,1.887987,1.891223,1.89521,1.899479,1.897156,1.901568,1.902307,1.857451,1.897766,1.905154,1.907146,1.906647,1.908145,1.908646,1.899601,1.893272,1.894361,1.900583,1.89679,1.899601,1.909021,1.911787,1.908521,1.910276
1004.999947,1.868246,1.863841,1.863617,1.864741,1.8616,1.865869,1.864291,1.86553,1.862831,1.87018,1.865192,1.869269,1.873154,1.868586,1.867792,1.875572,1.86666,1.865981,1.870864,1.873729,1.873154,1.872352,1.870636,1.873499,1.874649,1.875687,1.878003,1.877075,1.881617,1.880798,1.88668,1.881734,1.883729,1.885261,1.886206,1.889412,1.891683,1.888222,1.889532,1.886917,1.886443,1.887154,1.888341,1.888817,1.886443,1.890606,1.892162,1.888222,1.893003,1.893845,1.847522,1.894688,1.899419,1.895292,1.899419,1.899175,1.900396,1.886088,1.88597,1.884907,1.887272,1.889651,1.90113,1.901742,1.903832,1.90556,1.906799
1007.477338,1.860733,1.859402,1.856971,1.853897,1.857964,1.85918,1.855432,1.855432,1.851389,1.857964,1.861178,1.86352,1.863856,1.861957,1.857081,1.866776,1.859956,1.865314,1.860178,1.86734,1.865876,1.867792,1.866326,1.870284,1.867453,1.866551,1.870284,1.880514,1.878078,1.877847,1.878425,1.872562,1.880514,1.875886,1.880863,1.883314,1.880165,1.88625,1.882378,1.884486,1.882612,1.880863,1.881911,1.883197,1.880397,1.883314,1.885661,1.886486,1.886604,1.886604,1.84459,1.890038,1.887903,1.894339,1.891109,1.88897,1.89506,1.882028,1.877269,1.882028,1.884956,1.888259,1.896385,1.892183,1.897956,1.899048,1.901604
1009.952888,1.853099,1.846723,1.851469,1.854626,1.848766,1.851144,1.855392,1.851361,1.853535,1.853099,1.853971,1.854408,1.85561,1.859239,1.856487,1.856378,1.857036,1.854517,1.85408,1.86446,1.857036,1.862899,1.862009,1.863902,1.862342,1.858908,1.864572,1.867488,1.86839,1.872696,1.873152,1.869519,1.872924,1.870198,1.876471,1.872469,1.873723,1.876012,1.871673,1.873609,1.877276,1.875209,1.876357,1.875897,1.881208,1.875897,1.879816,1.880048,1.881789,1.881208,1.832579,1.879816,1.882022,1.883304,1.890126,1.892147,1.889297,1.878314,1.871786,1.871105,1.875897,1.878775,1.892623,1.892266,1.895255,1.890245,1.892862
1012.426597,1.852001,1.840662,1.845974,1.845867,1.847044,1.845119,1.848977,1.847365,1.846508,1.846723,1.850919,1.848439,1.852326,1.850378,1.848439,1.848224,1.858884,1.856687,1.848332,1.853848,1.854065,1.855156,1.855156,1.858773,1.853739,1.856468,1.859655,1.862533,1.865206,1.862977,1.863979,1.864425,1.872189,1.866773,1.868121,1.871508,1.874808,1.868796,1.866549,1.875609,1.874124,1.874466,1.86409,1.870942,1.868796,1.863756,1.871508,1.869585,1.875151,1.877788,1.831675,1.877673,1.874808,1.881253,1.880326,1.880673,1.882297,1.873326,1.862422,1.865094,1.871282,1.872303,1.879286,1.884394,1.885096,1.884161,1.884511
