Wavelength (nm),Absorbance (AU) 2024-10-04 00:01:06,Absorbance (AU) 2024-10-04 00:16:12,Absorbance (AU) 2024-10-04 00:31:18,Absorbance (AU) 2024-10-04 00:46:24,Absorbance (AU) 2024-10-04 01:01:30,Absorbance (AU) 2024-10-04 01:16:35,Absorbance (AU) 2024-10-04 01:31:41,Absorbance (AU) 2024-10-04 01:46:47,Absorbance (AU) 2024-10-04 02:01:53,Absorbance (AU) 2024-10-04 02:16:59,Absorbance (AU) 2024-10-04 02:32:05,Absorbance (AU) 2024-10-04 02:47:10,Absorbance (AU) 2024-10-04 03:02:16,Absorbance (AU) 2024-10-04 03:17:22,Absorbance (AU) 2024-10-04 03:32:28,Absorbance (AU) 2024-10-04 03:47:34,Absorbance (AU) 2024-10-04 04:02:40,Absorbance (AU) 2024-10-04 04:17:45,Absorbance (AU) 2024-10-04 04:32:51,Absorbance (AU) 2024-10-04 04:47:57,Absorbance (AU) 2024-10-04 05:03:03,Absorbance (AU) 2024-10-04 05:18:09,Absorbance (AU) 2024-10-04 05:33:14,Absorbance (AU) 2024-10-04 05:48:20,Absorbance (AU) 2024-10-04 06:03:26,Absorbance (AU) 2024-10-04 06:18:32,Absorbance (AU) 2024-10-04 06:33:37,Absorbance (AU) 2024-10-04 06:48:43,Absorbance (AU) 2024-10-04 07:03:49,Absorbance (AU) 2024-10-04 07:18:55,Absorbance (AU) 2024-10-04 07:34:01,Absorbance (AU) 2024-10-04 07:49:07,Absorbance (AU) 2024-10-04 08:04:13,Absorbance (AU) 2024-10-04 08:19:18,Absorbance (AU) 2024-10-04 08:34:24,Absorbance (AU) 2024-10-04 08:49:30,Absorbance (AU) 2024-10-04 09:04:36,Absorbance (AU) 2024-10-04 09:19:42,Absorbance (AU) 2024-10-04 09:34:48,Absorbance (AU) 2024-10-04 09:49:54,Absorbance (AU) 2024-10-04 10:04:59,Absorbance (AU) 2024-10-04 10:20:05,Absorbance (AU) 2024-10-04 10:35:11,Absorbance (AU) 2024-10-04 10:50:17,Absorbance (AU) 2024-10-04 11:05:23,Absorbance (AU) 2024-10-04 11:20:28,Absorbance (AU) 2024-10-04 11:35:34,Absorbance (AU) 2024-10-04 11:50:40,Absorbance (AU) 2024-10-04 12:05:46,Absorbance (AU) 2024-10-04 12:20:52,Absorbance (AU) 2024-10-04 12:35:58,Absorbance (AU) 2024-10-04 12:51:04,Absorbance (AU) 2024-10-04 13:06:10,Absorbance (AU) 2024-10-04 13:21:15,Absorbance (AU) 2024-10-04 13:36:21,Absorbance (AU) 2024-10-04 13:51:27,Absorbance (AU) 2024-10-04 14:06:33,Absorbance (AU) 2024-10-04 14:21:39,Absorbance (AU) 2024-10-04 14:36:45,Absorbance (AU) 2024-10-04 14:51:51,Absorbance (AU) 2024-10-04 15:06:56,Absorbance (AU) 2024-10-04 15:22:02,Absorbance (AU) 2024-10-04 15:37:08,Absorbance (AU) 2024-10-04 15:52:14,Absorbance (AU) 2024-10-04 16:07:20,Absorbance (AU) 2024-10-04 16:22:26,Absorbance (AU) 2024-10-04 16:37:31,Absorbance (AU) 2024-10-04 16:52:37
926.019582,1.697808,1.699565,1.702362,1.709208,1.706367,1.706069,1.710711,1.712219,1.715251,1.714339,1.711314,1.718304,1.715251,1.717998,1.72246,1.71237,1.712673,1.717998,1.714036,1.713429,1.719685,1.714339,1.715403,1.71861,1.724631,1.71586,1.711615,1.703693,1.705028,1.717386,1.71237,1.706367,1.714491,1.711314,1.713429,1.707113,1.707711,1.708459,1.703693,1.712219,1.703989,1.702214,1.712975,1.70801,1.703249,1.690563,1.699419,1.700888,1.698979,1.698979,1.706218,1.705772,1.714947,1.71041,1.702362,1.710561,1.712068,1.71041,1.715707,1.702214,1.715403,1.722615,1.717692,1.713581,1.714947,1.717845,1.722305,1.720146
928.554976,1.718262,1.726986,1.720716,1.727133,1.72831,1.73186,1.729047,1.733348,1.739199,1.736789,1.737541,1.736489,1.738143,1.739804,1.742535,1.739653,1.737541,1.743602,1.741016,1.74041,1.741775,1.738596,1.74406,1.744672,1.73709,1.738445,1.734243,1.740107,1.733199,1.744366,1.736489,1.729933,1.732752,1.73514,1.733795,1.73186,1.736039,1.726692,1.72728,1.727133,1.730377,1.725227,1.73097,1.734542,1.728162,1.723913,1.715107,1.729195,1.727574,1.725666,1.730377,1.723621,1.733348,1.735739,1.73499,1.740713,1.740258,1.734093,1.740561,1.728899,1.738143,1.742231,1.743908,1.738897,1.746511,1.741016,1.752077,1.752389
931.088528,1.749092,1.747197,1.749385,1.759889,1.747343,1.75276,1.760489,1.756756,1.759889,1.765163,1.768969,1.767747,1.758693,1.767747,1.766681,1.770194,1.766073,1.771884,1.768205,1.764708,1.763649,1.765769,1.763347,1.768205,1.764405,1.763347,1.766225,1.767138,1.758394,1.760489,1.764405,1.757798,1.7638,1.760189,1.762443,1.753497,1.752907,1.748071,1.750409,1.762443,1.750995,1.753054,1.758842,1.759291,1.753497,1.741705,1.744876,1.749238,1.752318,1.749823,1.752465,1.753644,1.761089,1.76169,1.760039,1.766377,1.760789,1.764103,1.761389,1.75631,1.766529,1.75959,1.758245,1.7679,1.764254,1.766073,1.774664,1.774045
933.620239,1.776616,1.772202,1.778691,1.781972,1.777504,1.774698,1.788305,1.785127,1.783922,1.787243,1.791813,1.793347,1.786486,1.799071,1.797982,1.79212,1.788913,1.796587,1.787395,1.794887,1.790285,1.788154,1.803139,1.792273,1.795041,1.789522,1.787698,1.787547,1.781373,1.79535,1.79304,1.781972,1.788761,1.788761,1.791201,1.784374,1.781373,1.780925,1.780776,1.784524,1.776025,1.772495,1.787092,1.785278,1.778988,1.768994,1.770741,1.773375,1.774109,1.777652,1.780179,1.780179,1.788761,1.789675,1.785127,1.79304,1.78558,1.785278,1.784826,1.783171,1.787698,1.791813,1.79059,1.795813,1.790895,1.797517,1.803296,1.798604
936.150109,1.807069,1.801936,1.805856,1.810422,1.800588,1.802387,1.809964,1.808133,1.81257,1.819703,1.823944,1.818298,1.815657,1.823471,1.830305,1.813956,1.818766,1.817208,1.817208,1.816587,1.818298,1.814574,1.820015,1.820955,1.818298,1.821897,1.813032,1.810729,1.814265,1.819234,1.821583,1.809505,1.810882,1.807829,1.815967,1.808285,1.80525,1.810576,1.805553,1.813186,1.801187,1.801636,1.811955,1.80859,1.811802,1.793907,1.797606,1.801636,1.804948,1.804193,1.808285,1.807525,1.813032,1.816587,1.811802,1.812724,1.812878,1.816742,1.812724,1.810729,1.816587,1.813802,1.820172,1.817831,1.817053,1.822368,1.82426,1.823629
938.678137,1.830894,1.827511,1.830894,1.826745,1.835863,1.831048,1.841521,1.830894,1.836175,1.838054,1.84168,1.837584,1.84406,1.841363,1.847575,1.842155,1.841996,1.850796,1.849022,1.84406,1.845016,1.846294,1.847896,1.835394,1.843742,1.840731,1.843265,1.836801,1.838211,1.848057,1.842155,1.835863,1.838211,1.839155,1.838369,1.839155,1.835083,1.836331,1.833216,1.834459,1.829661,1.827817,1.839155,1.836488,1.833526,1.818265,1.82461,1.822636,1.832906,1.829507,1.836957,1.836801,1.843424,1.839627,1.835394,1.838526,1.841996,1.846454,1.839312,1.830123,1.843106,1.841047,1.847736,1.846614,1.845974,1.845495,1.853878,1.845814
941.204324,1.85697,1.854117,1.864348,1.855541,1.853328,1.857447,1.86354,1.860002,1.859042,1.861446,1.869391,1.871852,1.868084,1.869555,1.875986,1.868084,1.862894,1.870046,1.869555,1.865643,1.871359,1.865968,1.871195,1.872676,1.864348,1.872182,1.866618,1.867595,1.862411,1.868737,1.866618,1.861285,1.867269,1.862894,1.863217,1.862089,1.859842,1.860643,1.858404,1.854433,1.856017,1.853486,1.859842,1.862411,1.860323,1.845669,1.849403,1.8557,1.857447,1.853013,1.865157,1.855541,1.864186,1.864348,1.861767,1.864024,1.860643,1.865968,1.860323,1.857447,1.863217,1.86354,1.872511,1.866293,1.865806,1.875322,1.874328,1.879489
943.72867,1.878335,1.880131,1.879967,1.880294,1.880131,1.885894,1.883744,1.883085,1.889222,1.886724,1.888054,1.892407,1.893081,1.889891,1.902622,1.894093,1.889556,1.892071,1.899533,1.891903,1.893249,1.895447,1.893081,1.895108,1.889556,1.889055,1.884901,1.88606,1.888221,1.897315,1.890896,1.879804,1.887555,1.890393,1.889891,1.88424,1.881113,1.877847,1.878335,1.881605,1.882427,1.877196,1.875251,1.879804,1.882921,1.860776,1.873959,1.877359,1.881441,1.874928,1.880131,1.880786,1.879967,1.886724,1.880294,1.883415,1.895108,1.882756,1.879804,1.879804,1.889222,1.885397,1.891735,1.887555,1.890225,1.891735,1.898678,1.892407
946.251174,1.889432,1.894527,1.892877,1.910867,1.901863,1.893372,1.897513,1.905239,1.910181,1.909667,1.904562,1.913449,1.908983,1.915006,1.91207,1.907958,1.905408,1.910867,1.90847,1.906087,1.911726,1.90847,1.917439,1.913449,1.911382,1.905239,1.907277,1.903716,1.901527,1.908983,1.908983,1.900855,1.909838,1.905917,1.902031,1.906766,1.902536,1.898513,1.900352,1.902031,1.894693,1.896682,1.902199,1.900352,1.891069,1.888453,1.890741,1.88829,1.89868,1.893372,1.89985,1.901191,1.903885,1.912415,1.898847,1.90847,1.902873,1.904562,1.894693,1.893207,1.908641,1.911726,1.91121,1.906427,1.914833,1.910867,1.915006,1.911382
948.771837,1.907594,1.907761,1.907594,1.913647,1.909099,1.909099,1.918413,1.914324,1.916705,1.923233,1.923233,1.922714,1.917388,1.931446,1.921506,1.920301,1.922887,1.920989,1.925663,1.922541,1.923926,1.926012,1.929334,1.930917,1.920473,1.921678,1.918927,1.922714,1.917558,1.923406,1.922714,1.916535,1.917217,1.919613,1.921161,1.917046,1.912801,1.912632,1.910105,1.917558,1.912632,1.905761,1.911788,1.918585,1.91162,1.89916,1.897037,1.903439,1.908262,1.910105,1.911957,1.913647,1.917217,1.920301,1.909938,1.921333,1.922541,1.922369,1.916876,1.911283,1.921678,1.917558,1.922196,1.921333,1.92358,1.925315,1.933391,1.931622
951.290658,1.921924,1.924981,1.920403,1.927202,1.922093,1.921585,1.927374,1.928919,1.928403,1.926689,1.924129,1.93411,1.934632,1.928747,1.941306,1.92978,1.927374,1.931506,1.934981,1.931853,1.936029,1.93533,1.933762,1.930815,1.93533,1.933936,1.937254,1.935504,1.921585,1.930297,1.928919,1.923959,1.93168,1.926346,1.930642,1.922432,1.925663,1.91721,1.911885,1.928575,1.913211,1.915206,1.926346,1.925492,1.923789,1.911885,1.913376,1.9104,1.920572,1.922432,1.922432,1.92294,1.927888,1.932719,1.925151,1.929263,1.927031,1.929952,1.926346,1.921247,1.925663,1.929607,1.93533,1.92978,1.93324,1.931161,1.936553,1.937956
953.807639,1.92387,1.931783,1.930765,1.941578,1.926884,1.933315,1.932293,1.932974,1.927893,1.936567,1.94019,1.942448,1.943843,1.941404,1.941404,1.942274,1.942622,1.941752,1.94071,1.940017,1.94071,1.946647,1.936052,1.941057,1.937427,1.938461,1.938633,1.938116,1.934681,1.937944,1.936395,1.933656,1.937944,1.935195,1.932634,1.932974,1.931274,1.927052,1.932804,1.931444,1.926212,1.928567,1.932293,1.933827,1.925877,1.91774,1.91659,1.924037,1.926044,1.92287,1.925877,1.926548,1.93588,1.937771,1.932463,1.942448,1.932293,1.932804,1.930765,1.930087,1.93588,1.936739,1.943319,1.936739,1.936739,1.938806,1.941926,1.934852
956.322778,1.926952,1.93361,1.928607,1.933275,1.934282,1.935796,1.930102,1.936978,1.943622,1.942079,1.942764,1.951416,1.946377,1.946377,1.948802,1.945169,1.939011,1.950543,1.949324,1.945169,1.941054,1.940372,1.946895,1.951765,1.936809,1.937993,1.944653,1.943278,1.933275,1.937824,1.943107,1.940032,1.94345,1.93664,1.934618,1.940372,1.938333,1.929935,1.930768,1.934954,1.930268,1.927613,1.931936,1.933946,1.930435,1.925632,1.922841,1.927447,1.927613,1.926621,1.936978,1.92927,1.941737,1.939691,1.931936,1.938672,1.937824,1.943278,1.937485,1.929104,1.934618,1.942593,1.941737,1.950543,1.937655,1.941054,1.948802,1.948455
958.836075,1.929369,1.934627,1.932648,1.934297,1.92839,1.940452,1.939114,1.935289,1.935123,1.93778,1.943141,1.945678,1.944661,1.951482,1.95528,1.943985,1.946526,1.947888,1.945,1.943479,1.950281,1.945,1.947547,1.949083,1.944492,1.946187,1.937114,1.941627,1.93645,1.949083,1.93878,1.935786,1.93828,1.942804,1.942468,1.938446,1.933472,1.936616,1.932977,1.935123,1.935952,1.926277,1.93645,1.927576,1.935786,1.914123,1.927413,1.930678,1.929369,1.924658,1.932977,1.932483,1.938446,1.941963,1.930514,1.939114,1.936118,1.944154,1.934132,1.929206,1.941459,1.941963,1.948058,1.946017,1.941963,1.942636,1.943479,1.950281
961.347531,1.938165,1.940959,1.9315,1.936693,1.938985,1.933116,1.940465,1.94228,1.941289,1.944768,1.9456,1.953505,1.947605,1.948107,1.958626,1.942446,1.95046,1.948275,1.946936,1.943108,1.944435,1.946101,1.943937,1.952826,1.942115,1.939313,1.944602,1.938329,1.940135,1.943108,1.946101,1.938001,1.947103,1.936041,1.945101,1.94228,1.941124,1.936204,1.932792,1.939149,1.936041,1.939971,1.938001,1.933926,1.932631,1.919252,1.928606,1.928926,1.932469,1.927805,1.932954,1.928445,1.940794,1.941124,1.935715,1.940629,1.943771,1.948778,1.94228,1.927325,1.942611,1.942611,1.938821,1.942942,1.942777,1.946769,1.946936,1.954354
963.857146,1.933002,1.935237,1.933958,1.94055,1.933161,1.936358,1.944291,1.937161,1.938126,1.947078,1.946749,1.950711,1.943149,1.950545,1.946257,1.950711,1.949386,1.950214,1.945437,1.948891,1.94201,1.941685,1.947078,1.95605,1.943149,1.94136,1.940226,1.943149,1.941036,1.947407,1.943149,1.937643,1.944782,1.944291,1.949883,1.940712,1.942498,1.935237,1.929198,1.937965,1.936679,1.933002,1.934917,1.94055,1.932048,1.923087,1.92778,1.927308,1.940388,1.928567,1.934437,1.930779,1.936679,1.940226,1.933639,1.944782,1.935877,1.946092,1.928725,1.93173,1.941036,1.942172,1.948066,1.947736,1.944455,1.947078,1.945273,1.953039
966.36492,1.932675,1.933615,1.934871,1.936604,1.941526,1.935816,1.942965,1.938662,1.93882,1.947636,1.946666,1.953341,1.94796,1.948609,1.954656,1.945859,1.942165,1.948447,1.944731,1.949096,1.950887,1.945697,1.941366,1.950235,1.946181,1.940091,1.945859,1.941526,1.939773,1.953177,1.944892,1.933302,1.940888,1.94457,1.944088,1.93692,1.939296,1.935343,1.9344,1.93205,1.935029,1.929558,1.937869,1.935186,1.9344,1.925538,1.920185,1.929869,1.932988,1.924002,1.935501,1.935501,1.942325,1.939455,1.937711,1.945214,1.941526,1.937553,1.933615,1.938028,1.938028,1.938503,1.948122,1.940888,1.938979,1.945214,1.946343,1.947474
968.870852,1.926352,1.938812,1.932614,1.938344,1.925897,1.930772,1.931846,1.929854,1.936012,1.947799,1.940062,1.957791,1.946844,1.953089,1.950997,1.942888,1.938344,1.948118,1.949555,1.940845,1.949715,1.944467,1.948916,1.947481,1.942101,1.94163,1.939593,1.937877,1.94163,1.945733,1.946209,1.935083,1.943992,1.944308,1.937721,1.934001,1.935702,1.937099,1.932307,1.935237,1.929396,1.928176,1.93323,1.934464,1.928938,1.926201,1.923179,1.928176,1.928938,1.925595,1.924838,1.928328,1.942888,1.940845,1.93246,1.942416,1.942573,1.943835,1.93246,1.927111,1.936477,1.943835,1.943204,1.942101,1.945733,1.945258,1.948756,1.947322
971.374943,1.929541,1.926096,1.934836,1.935751,1.925798,1.93362,1.937279,1.93362,1.937585,1.94236,1.948286,1.940814,1.943756,1.944534,1.943756,1.941896,1.940043,1.943601,1.950017,1.947815,1.944845,1.941741,1.939427,1.9486,1.945625,1.939889,1.94066,1.933317,1.938812,1.947345,1.942205,1.937892,1.942205,1.937892,1.94469,1.938352,1.933772,1.935751,1.92864,1.933014,1.926544,1.927291,1.931349,1.933317,1.931651,1.917674,1.920611,1.917674,1.92819,1.922382,1.925351,1.929391,1.932862,1.940968,1.934076,1.944067,1.934532,1.937892,1.933317,1.926992,1.938966,1.934228,1.93912,1.935293,1.942051,1.940506,1.950805,1.945781
973.877192,1.931461,1.923211,1.925406,1.92968,1.929532,1.927906,1.931461,1.929384,1.935196,1.937452,1.938962,1.943373,1.9331,1.940023,1.947829,1.941695,1.936698,1.940478,1.950307,1.939417,1.943832,1.940175,1.942152,1.945826,1.942915,1.935346,1.939417,1.937301,1.938962,1.946595,1.938357,1.931164,1.937301,1.9331,1.940782,1.927906,1.935646,1.933698,1.931461,1.933399,1.928792,1.924966,1.93325,1.936097,1.928497,1.916693,1.916119,1.919434,1.925552,1.919868,1.931015,1.925259,1.929384,1.935046,1.927611,1.932206,1.930867,1.93866,1.932355,1.923795,1.933399,1.932802,1.934746,1.939114,1.936698,1.941999,1.940934,1.949221
976.3776,1.921765,1.926519,1.922338,1.924784,1.921908,1.929426,1.932646,1.929426,1.929718,1.923775,1.934118,1.940653,1.936631,1.942002,1.943657,1.932646,1.932646,1.933676,1.941402,1.935742,1.941552,1.939607,1.936038,1.938116,1.938712,1.938861,1.928406,1.932059,1.925506,1.934855,1.93589,1.93901,1.936187,1.927534,1.934413,1.929718,1.920906,1.924784,1.92594,1.926954,1.922769,1.924928,1.928552,1.928552,1.927679,1.911429,1.910869,1.917629,1.921908,1.923344,1.917203,1.925795,1.929134,1.927825,1.923631,1.932059,1.927534,1.92928,1.927825,1.923775,1.932059,1.937225,1.937968,1.93397,1.931179,1.941702,1.93901,1.937968
