Wavelength (nm),Absorbance (AU) 2024-09-13 00:05:09,Absorbance (AU) 2024-09-13 00:20:23,Absorbance (AU) 2024-09-13 00:35:37,Absorbance (AU) 2024-09-13 00:50:52,Absorbance (AU) 2024-09-13 01:06:06,Absorbance (AU) 2024-09-13 01:21:20,Absorbance (AU) 2024-09-13 01:36:34,Absorbance (AU) 2024-09-13 01:51:48,Absorbance (AU) 2024-09-13 02:07:02,Absorbance (AU) 2024-09-13 02:22:17,Absorbance (AU) 2024-09-13 02:37:31,Absorbance (AU) 2024-09-13 02:52:45,Absorbance (AU) 2024-09-13 03:07:59,Absorbance (AU) 2024-09-13 03:23:13,Absorbance (AU) 2024-09-13 03:38:27,Absorbance (AU) 2024-09-13 03:53:42,Absorbance (AU) 2024-09-13 04:08:56,Absorbance (AU) 2024-09-13 04:24:10,Absorbance (AU) 2024-09-13 04:39:24,Absorbance (AU) 2024-09-13 04:54:38,Absorbance (AU) 2024-09-13 05:09:52,Absorbance (AU) 2024-09-13 05:25:06,Absorbance (AU) 2024-09-13 05:40:21,Absorbance (AU) 2024-09-13 05:55:35,Absorbance (AU) 2024-09-13 06:10:49,Absorbance (AU) 2024-09-13 06:26:03,Absorbance (AU) 2024-09-13 06:41:17,Absorbance (AU) 2024-09-13 06:56:31,Absorbance (AU) 2024-09-13 07:11:46,Absorbance (AU) 2024-09-13 07:27:00,Absorbance (AU) 2024-09-13 07:42:14,Absorbance (AU) 2024-09-13 07:57:28,Absorbance (AU) 2024-09-13 08:12:42,Absorbance (AU) 2024-09-13 08:27:56,Absorbance (AU) 2024-09-13 08:43:10,Absorbance (AU) 2024-09-13 08:58:24,Absorbance (AU) 2024-09-13 09:13:39,Absorbance (AU) 2024-09-13 09:28:53,Absorbance (AU) 2024-09-13 09:44:07,Absorbance (AU) 2024-09-13 09:59:21,Absorbance (AU) 2024-09-13 10:14:35,Absorbance (AU) 2024-09-13 10:29:49,Absorbance (AU) 2024-09-13 10:45:04,Absorbance (AU) 2024-09-13 11:00:18,Absorbance (AU) 2024-09-13 11:15:32,Absorbance (AU) 2024-09-13 11:30:46,Absorbance (AU) 2024-09-13 11:46:00,Absorbance (AU) 2024-09-13 12:01:14,Absorbance (AU) 2024-09-13 12:16:28,Absorbance (AU) 2024-09-13 12:31:43,Absorbance (AU) 2024-09-13 12:46:57,Absorbance (AU) 2024-09-13 13:02:11,Absorbance (AU) 2024-09-13 13:17:25,Absorbance (AU) 2024-09-13 13:32:39,Absorbance (AU) 2024-09-13 13:47:54,Absorbance (AU) 2024-09-13 14:03:08,Absorbance (AU) 2024-09-13 14:18:22,Absorbance (AU) 2024-09-13 14:33:36,Absorbance (AU) 2024-09-13 14:48:50,Absorbance (AU) 2024-09-13 15:04:04,Absorbance (AU) 2024-09-13 15:19:18,Absorbance (AU) 2024-09-13 15:34:32,Absorbance (AU) 2024-09-13 15:49:47
901.841506,-0.11889,-0.135272,-0.132875,-0.115947,-0.126272,-0.117308,-0.12114,-0.102803,-0.106533,-0.110921,-0.10746,-0.105836,-0.130246,-0.117534,-0.100455,-0.118664,-0.121364,-0.107923,-0.120241,-0.119341,-0.108386,-0.101865,-0.095484,-0.108386,-0.103972,-0.094053,-0.103738,-0.103505,-0.114126,-0.091657,-0.110231,-0.105371,-0.106997,-0.098568,-0.101396,-0.096673,-0.101631,-0.140025,-0.142169,-0.13614,-0.142383,-0.130026,-0.132438,-0.124716,-0.134619,-0.13614,-0.130685,-0.129586,-0.129806,-0.128042,-0.137871,-0.128925,-0.134402,-0.129806,-0.13679,-0.129146,-0.128705,-0.133748,-0.127821,-0.139165,-0.130246,-0.130905,-0.125383
904.394392,-0.10696,-0.123694,-0.109972,-0.117204,-0.119308,-0.114028,-0.117836,-0.097131,-0.092913,-0.115936,-0.108038,-0.089555,-0.115936,-0.095582,-0.101745,-0.109114,-0.107391,-0.096025,-0.119728,-0.10696,-0.102182,-0.091349,-0.09202,-0.098454,-0.09202,-0.089779,-0.101308,-0.090228,-0.112752,-0.098675,-0.098234,-0.094916,-0.102837,-0.088654,-0.095138,-0.106527,-0.100651,-0.12783,-0.120566,-0.125767,-0.122862,-0.125974,-0.129063,-0.112325,-0.125974,-0.132945,-0.121611,-0.124109,-0.118678,-0.125146,-0.123486,-0.119098,-0.124524,-0.124317,-0.122445,-0.129883,-0.119518,-0.124524,-0.130497,-0.121402,-0.116782,-0.123486,-0.119937
905.670145,-0.11413,-0.122568,-0.12884,-0.107007,-0.109954,-0.113715,-0.111421,-0.100838,-0.095448,-0.107429,-0.097612,-0.096964,-0.121752,-0.095448,-0.100838,-0.115375,-0.10489,-0.108904,-0.119089,-0.112465,-0.109114,-0.098044,-0.100195,-0.096748,-0.102549,-0.092182,-0.097828,-0.09458,-0.11163,-0.104465,-0.106373,-0.09869,-0.09955,-0.101266,-0.102335,-0.106161,-0.09043,-0.125209,-0.126221,-0.134825,-0.127834,-0.130844,-0.126018,-0.127834,-0.124804,-0.124398,-0.12723,-0.12723,-0.127633,-0.132042,-0.119294,-0.127431,-0.126221,-0.125209,-0.130444,-0.133038,-0.123789,-0.126221,-0.124195,-0.119705,-0.122975,-0.130244,-0.126625
908.220269,-0.105041,-0.127949,-0.120955,-0.11171,-0.108977,-0.111321,-0.09927,-0.097061,-0.103655,-0.109368,-0.095851,-0.086257,-0.11171,-0.088932,-0.106225,-0.101269,-0.103853,-0.100071,-0.106225,-0.1078,-0.103258,-0.093015,-0.089137,-0.101069,-0.094841,-0.091591,-0.093015,-0.090161,-0.103655,-0.093828,-0.095447,-0.094841,-0.09927,-0.08543,-0.096658,-0.102265,-0.090161,-0.117895,-0.123426,-0.125316,-0.120574,-0.123236,-0.118471,-0.124939,-0.124183,-0.124183,-0.119237,-0.123236,-0.123804,-0.123046,-0.121336,-0.120955,-0.120001,-0.112877,-0.124372,-0.122097,-0.122287,-0.118471,-0.119428,-0.117127,-0.118471,-0.113459,-0.119619
910.768552,-0.095973,-0.111452,-0.111452,-0.103413,-0.103413,-0.101565,-0.10507,-0.092772,-0.090118,-0.103228,-0.092961,-0.092015,-0.106903,-0.092772,-0.099895,-0.100638,-0.092961,-0.087257,-0.100081,-0.096535,-0.094846,-0.093339,-0.086874,-0.081476,-0.083605,-0.078947,-0.088021,-0.088212,-0.099709,-0.088403,-0.089738,-0.091826,-0.095034,-0.085723,-0.088021,-0.094658,-0.08553,-0.11899,-0.118099,-0.123063,-0.111452,-0.115775,-0.120942,-0.116313,-0.111814,-0.114159,-0.119523,-0.107816,-0.116313,-0.113079,-0.116134,-0.117207,-0.10672,-0.111995,-0.117028,-0.113439,-0.112537,-0.107268,-0.115955,-0.107268,-0.115955,-0.114159,-0.110002
913.314994,-0.1051,-0.115956,-0.117993,-0.104577,-0.108057,-0.110648,-0.1023,-0.099127,-0.095753,-0.104751,-0.093429,-0.091092,-0.111509,-0.094682,-0.095218,-0.112024,-0.104052,-0.096287,-0.110131,-0.097354,-0.094324,-0.088381,-0.08309,-0.086199,-0.086564,-0.081435,-0.087473,-0.088381,-0.105972,-0.086017,-0.095753,-0.093429,-0.100011,-0.099657,-0.093787,-0.096821,-0.090912,-0.118332,-0.120358,-0.114593,-0.121032,-0.122543,-0.119515,-0.124716,-0.113053,-0.116466,-0.110993,-0.116466,-0.119515,-0.119178,-0.11408,-0.115616,-0.111681,-0.116296,-0.1212,-0.113225,-0.112196,-0.113738,-0.110648,-0.117824,-0.113396,-0.112368,-0.110821
915.859594,-0.088145,-0.101268,-0.10534,-0.096993,-0.095171,-0.10615,-0.0993,-0.082884,-0.086116,-0.0873,-0.074438,-0.084248,-0.102902,-0.087131,-0.089492,-0.090499,-0.090667,-0.083567,-0.094174,-0.096,-0.085438,-0.081002,-0.077387,-0.083396,-0.084418,-0.079457,-0.078595,-0.079629,-0.095337,-0.076695,-0.085438,-0.078595,-0.086962,-0.08203,-0.080144,-0.08865,-0.076868,-0.112734,-0.119533,-0.109053,-0.111137,-0.106312,-0.101105,-0.107281,-0.10615,-0.106635,-0.109213,-0.102249,-0.112734,-0.108731,-0.104204,-0.109695,-0.101759,-0.103716,-0.110337,-0.110176,-0.111297,-0.10615,-0.103716,-0.106312,-0.098642,-0.101595,-0.106473
918.402353,-0.097663,-0.102077,-0.109849,-0.090796,-0.10567,-0.100191,-0.094323,-0.094004,-0.083655,-0.101606,-0.083655,-0.086428,-0.104111,-0.089507,-0.094163,-0.098455,-0.096235,-0.091279,-0.097663,-0.087727,-0.090957,-0.08594,-0.081029,-0.083328,-0.082344,-0.078056,-0.083328,-0.077724,-0.09956,-0.082672,-0.087565,-0.083819,-0.081194,-0.083982,-0.084799,-0.087078,-0.077558,-0.109541,-0.110003,-0.112614,-0.109849,-0.115512,-0.111541,-0.117333,-0.109387,-0.113837,-0.104735,-0.109078,-0.11108,-0.109078,-0.109387,-0.109849,-0.102861,-0.105047,-0.108151,-0.109387,-0.112154,-0.110619,-0.113225,-0.109233,-0.109233,-0.105203,-0.109387
920.943271,-0.079884,-0.089993,-0.089844,-0.080951,-0.080951,-0.081864,-0.082471,-0.070471,-0.069534,-0.083078,-0.071873,-0.070003,-0.078048,-0.069534,-0.079731,-0.074971,-0.077895,-0.071717,-0.075743,-0.083229,-0.076666,-0.064818,-0.06734,-0.06466,-0.063711,-0.063552,-0.064502,-0.06053,-0.082775,-0.067183,-0.072649,-0.070003,-0.072339,-0.064502,-0.06969,-0.074663,-0.0626,-0.095624,-0.100309,-0.096212,-0.093854,-0.092224,-0.091185,-0.098704,-0.089396,-0.092224,-0.089247,-0.091185,-0.09341,-0.08805,-0.093114,-0.091631,-0.090738,-0.093262,-0.089247,-0.093706,-0.091928,-0.083381,-0.09044,-0.095771,-0.095034,-0.088499,-0.086549
923.482347,-0.070756,-0.07886,-0.083218,-0.067621,-0.073129,-0.073425,-0.072981,-0.067022,-0.058997,-0.073277,-0.054543,-0.054543,-0.08538,-0.066572,-0.064313,-0.071053,-0.069266,-0.06597,-0.072389,-0.068968,-0.060979,-0.057466,-0.055468,-0.064464,-0.054543,-0.054852,-0.055468,-0.051755,-0.068071,-0.051133,-0.064766,-0.05593,-0.064011,-0.058079,-0.063104,-0.069714,-0.05516,-0.087818,-0.088675,-0.081915,-0.089673,-0.092512,-0.088961,-0.085811,-0.087389,-0.080608,-0.080026,-0.07886,-0.083362,-0.082929,-0.075784,-0.087532,-0.086816,-0.08538,-0.080608,-0.076812,-0.076958,-0.088247,-0.079298,-0.082929,-0.082639,-0.080172,-0.080026
