Wavelength (nm),Absorbance (AU) 2024-09-25 00:02:15,Absorbance (AU) 2024-09-25 00:17:24,Absorbance (AU) 2024-09-25 00:32:34,Absorbance (AU) 2024-09-25 00:47:43,Absorbance (AU) 2024-09-25 01:02:53,Absorbance (AU) 2024-09-25 01:18:03,Absorbance (AU) 2024-09-25 01:33:12,Absorbance (AU) 2024-09-25 01:48:22,Absorbance (AU) 2024-09-25 02:03:31,Absorbance (AU) 2024-09-25 02:18:41,Absorbance (AU) 2024-09-25 02:33:50,Absorbance (AU) 2024-09-25 02:49:00,Absorbance (AU) 2024-09-25 03:04:10,Absorbance (AU) 2024-09-25 03:19:19,Absorbance (AU) 2024-09-25 03:34:29,Absorbance (AU) 2024-09-25 03:49:38,Absorbance (AU) 2024-09-25 04:04:48,Absorbance (AU) 2024-09-25 04:19:58,Absorbance (AU) 2024-09-25 04:35:07,Absorbance (AU) 2024-09-25 04:50:17,Absorbance (AU) 2024-09-25 05:05:27,Absorbance (AU) 2024-09-25 05:20:36,Absorbance (AU) 2024-09-25 05:35:46,Absorbance (AU) 2024-09-25 05:50:55,Absorbance (AU) 2024-09-25 06:06:05,Absorbance (AU) 2024-09-25 06:21:14,Absorbance (AU) 2024-09-25 06:36:24,Absorbance (AU) 2024-09-25 06:51:34,Absorbance (AU) 2024-09-25 07:06:43,Absorbance (AU) 2024-09-25 07:21:53,Absorbance (AU) 2024-09-25 07:37:03,Absorbance (AU) 2024-09-25 07:52:12,Absorbance (AU) 2024-09-25 08:07:22,Absorbance (AU) 2024-09-25 08:22:31,Absorbance (AU) 2024-09-25 08:37:41,Absorbance (AU) 2024-09-25 08:52:51,Absorbance (AU) 2024-09-25 09:08:00,Absorbance (AU) 2024-09-25 09:23:10,Absorbance (AU) 2024-09-25 09:38:19,Absorbance (AU) 2024-09-25 09:53:29,Absorbance (AU) 2024-09-25 10:08:39,Absorbance (AU) 2024-09-25 10:23:48,Absorbance (AU) 2024-09-25 10:38:58,Absorbance (AU) 2024-09-25 10:54:08,Absorbance (AU) 2024-09-25 11:09:17,Absorbance (AU) 2024-09-25 11:24:27,Absorbance (AU) 2024-09-25 11:39:37,Absorbance (AU) 2024-09-25 11:54:46,Absorbance (AU) 2024-09-25 12:09:56,Absorbance (AU) 2024-09-25 12:25:05,Absorbance (AU) 2024-09-25 12:40:15,Absorbance (AU) 2024-09-25 12:55:21,Absorbance (AU) 2024-09-25 13:10:30,Absorbance (AU) 2024-09-25 13:25:40,Absorbance (AU) 2024-09-25 13:40:50,Absorbance (AU) 2024-09-25 13:55:59,Absorbance (AU) 2024-09-25 14:11:09,Absorbance (AU) 2024-09-25 14:26:18,Absorbance (AU) 2024-09-25 14:41:28,Absorbance (AU) 2024-09-25 14:56:38,Absorbance (AU) 2024-09-25 15:11:47,Absorbance (AU) 2024-09-25 15:26:57,Absorbance (AU) 2024-09-25 15:42:07,Absorbance (AU) 2024-09-25 15:57:16,Absorbance (AU) 2024-09-25 16:12:26,Absorbance (AU) 2024-09-25 16:27:36,Absorbance (AU) 2024-09-25 16:42:47
926.019582,1.716927,1.714947,1.714339,1.717233,1.715099,1.71041,1.713732,1.719531,1.712673,1.722151,1.714491,1.721842,1.718764,1.714339,1.721379,1.725876,1.728691,1.727281,1.718457,1.723389,1.716622,1.72432,1.726812,1.728064,1.717539,1.719224,1.734217,1.731682,1.73279,1.736288,1.735172,1.734853,1.7339,1.737407,1.740782,1.740459,1.734217,1.73885,1.749582,1.742398,1.750241,1.749253,1.735969,1.750406,1.748267,1.746465,1.754383,1.75405,1.749253,1.750901,1.738369,1.756051,1.758228,1.76177,1.759911,1.752721,1.757893,1.743858,1.743046,1.743533,1.747611,1.756385,1.753551,1.762108,1.757893,1.757893,1.759406
928.554976,1.740107,1.732752,1.742231,1.733944,1.738445,1.73935,1.741623,1.735739,1.738143,1.741471,1.73724,1.735289,1.746511,1.740713,1.742383,1.741927,1.739048,1.738143,1.743755,1.74406,1.74944,1.74284,1.74345,1.742992,1.747434,1.744213,1.748359,1.759295,1.756142,1.753949,1.756771,1.753168,1.76088,1.759928,1.765349,1.764387,1.767601,1.769055,1.75977,1.764548,1.763588,1.76744,1.761516,1.763588,1.765831,1.764067,1.770027,1.773119,1.770838,1.769378,1.755828,1.776727,1.776233,1.777057,1.779205,1.782697,1.78103,1.768731,1.762311,1.765189,1.768085,1.773119,1.780532,1.78103,1.784202,1.785041,1.783867
931.088528,1.763952,1.762292,1.758543,1.757798,1.759291,1.766529,1.758693,1.763046,1.763347,1.757649,1.766073,1.761991,1.770194,1.765769,1.766833,1.765011,1.766833,1.765314,1.770961,1.7679,1.766681,1.767747,1.7638,1.763347,1.770961,1.768816,1.769734,1.776527,1.776372,1.774974,1.781693,1.7725,1.786602,1.786125,1.790763,1.792051,1.779337,1.791406,1.786602,1.785806,1.79189,1.788997,1.78422,1.786443,1.789799,1.787559,1.79189,1.801836,1.794152,1.801836,1.782954,1.796427,1.800519,1.803986,1.804152,1.804152,1.804483,1.788517,1.789158,1.782481,1.790602,1.796916,1.797079,1.809827,1.801671,1.804152,1.812016
933.620239,1.790895,1.782571,1.788761,1.783171,1.786033,1.783471,1.784675,1.785278,1.785882,1.780627,1.789218,1.788305,1.79258,1.789827,1.793809,1.785731,1.786033,1.786486,1.792733,1.786638,1.795041,1.79304,1.795041,1.796122,1.792273,1.79166,1.798293,1.798138,1.800631,1.804398,1.805187,1.802982,1.812031,1.806294,1.812352,1.807721,1.816709,1.812192,1.809631,1.81027,1.813156,1.812513,1.809951,1.81123,1.809472,1.81059,1.821274,1.817358,1.818497,1.819475,1.797827,1.81509,1.825225,1.822422,1.828045,1.823574,1.82988,1.81107,1.808039,1.807403,1.814929,1.820291,1.824069,1.828712,1.824729,1.827214,1.829379
936.150109,1.806007,1.805553,1.807069,1.806462,1.810117,1.803892,1.801187,1.805099,1.811648,1.807069,1.814574,1.806917,1.807981,1.808133,1.813648,1.814729,1.811955,1.811035,1.802537,1.804948,1.817208,1.815502,1.811955,1.813186,1.817519,1.815657,1.814883,1.827113,1.822526,1.824102,1.827909,1.820328,1.828228,1.824418,1.829825,1.829185,1.829665,1.832876,1.840189,1.840189,1.831428,1.832554,1.825684,1.832071,1.835462,1.830305,1.835786,1.845963,1.836761,1.840517,1.829505,1.840681,1.842984,1.846628,1.848128,1.844968,1.84216,1.829345,1.829185,1.836761,1.834491,1.846794,1.845797,1.849967,1.848796,1.86083,1.852826
938.678137,1.832441,1.832441,1.825371,1.83074,1.824914,1.828431,1.82797,1.827051,1.831667,1.834304,1.834927,1.833526,1.826745,1.832906,1.831976,1.835083,1.831821,1.835863,1.826898,1.834615,1.834459,1.840573,1.840415,1.839942,1.837114,1.833682,1.841363,1.848057,1.845495,1.849666,1.849183,1.848539,1.854529,1.845016,1.855019,1.854692,1.860108,1.858954,1.859943,1.858624,1.859118,1.860108,1.855836,1.85731,1.847255,1.860769,1.859118,1.868444,1.861928,1.865926,1.845974,1.868612,1.8703,1.870469,1.870638,1.876772,1.867099,1.858295,1.85274,1.85274,1.862094,1.8611,1.864589,1.874376,1.873353,1.8703,1.873183
941.204324,1.857129,1.847532,1.854275,1.850655,1.854433,1.849247,1.849091,1.852698,1.85697,1.848311,1.85144,1.857288,1.863701,1.854117,1.860162,1.860964,1.857129,1.859682,1.853486,1.859682,1.852855,1.855858,1.852068,1.859522,1.858883,1.86225,1.859042,1.861928,1.867758,1.867432,1.87021,1.867595,1.868737,1.868737,1.874991,1.87582,1.87103,1.877317,1.87882,1.884204,1.88016,1.878987,1.873501,1.878486,1.886071,1.877818,1.884035,1.883021,1.889314,1.882009,1.870538,1.892754,1.889143,1.884713,1.892236,1.895352,1.886922,1.877484,1.879154,1.874328,1.881336,1.890858,1.890858,1.888116,1.890687,1.896047,1.899015
943.72867,1.876547,1.868192,1.872832,1.873153,1.868829,1.870266,1.869786,1.869148,1.872832,1.869946,1.878009,1.872028,1.873798,1.877034,1.872028,1.879804,1.875898,1.871868,1.875737,1.878661,1.874766,1.884901,1.877684,1.885231,1.881441,1.880786,1.883909,1.889556,1.885894,1.891567,1.897825,1.88606,1.896804,1.893756,1.899704,1.888388,1.896465,1.891735,1.897996,1.888888,1.898337,1.894431,1.894769,1.900217,1.896465,1.896804,1.904003,1.905908,1.905561,1.916272,1.888554,1.907996,1.90817,1.912026,1.915916,1.907647,1.906429,1.900217,1.892407,1.897315,1.901418,1.903485,1.910971,1.910445,1.916628,1.910796,1.914675
946.251174,1.890414,1.884881,1.888616,1.885529,1.881018,1.885691,1.890741,1.888453,1.883106,1.893701,1.889106,1.889596,1.893042,1.890414,1.888942,1.888779,1.895355,1.89025,1.896516,1.893207,1.891398,1.896184,1.894693,1.887476,1.889269,1.890578,1.899181,1.900688,1.896018,1.905069,1.907958,1.903885,1.909325,1.905917,1.913622,1.911554,1.910867,1.907958,1.916221,1.907618,1.91466,1.914487,1.908812,1.915353,1.918137,1.902368,1.918137,1.925886,1.92429,1.917614,1.911898,1.924999,1.92642,1.932151,1.93107,1.929455,1.927488,1.911726,1.912587,1.909325,1.918836,1.923229,1.923405,1.933234,1.938873,1.93089,1.932151
948.771837,1.901295,1.89916,1.898997,1.901789,1.903439,1.902613,1.900308,1.893628,1.903936,1.908764,1.908597,1.90493,1.89998,1.90676,1.898016,1.904433,1.90676,1.903936,1.902448,1.902943,1.911451,1.909938,1.901459,1.89998,1.907427,1.904764,1.913816,1.920645,1.919957,1.924794,1.922023,1.909602,1.919442,1.919957,1.922887,1.922714,1.91927,1.92358,1.9241,1.921851,1.926012,1.92951,1.919785,1.930037,1.928808,1.928282,1.937843,1.933923,1.935878,1.939997,1.909938,1.934633,1.931622,1.934455,1.936592,1.937843,1.939817,1.922369,1.927582,1.926884,1.92636,1.930917,1.932682,1.946705,1.940897,1.950743,1.948903
951.290658,1.914373,1.913376,1.913376,1.91139,1.904344,1.910729,1.911555,1.912051,1.905972,1.914373,1.90859,1.90532,1.91454,1.912382,1.904506,1.909412,1.913875,1.913709,1.914706,1.915206,1.909905,1.920909,1.917043,1.922262,1.918888,1.918888,1.91604,1.912051,1.923789,1.92806,1.93324,1.922093,1.929263,1.92806,1.933067,1.928575,1.929263,1.93047,1.931506,1.933762,1.934806,1.933936,1.929435,1.929435,1.931161,1.936729,1.941129,1.948443,1.947365,1.941837,1.926518,1.94379,1.940952,1.952419,1.947006,1.946289,1.950065,1.942546,1.928747,1.932893,1.934632,1.938659,1.945217,1.942901,1.948983,1.950246,1.954238
953.807639,1.919058,1.922537,1.913321,1.914953,1.91381,1.911534,1.919058,1.918234,1.91774,1.915116,1.914462,1.922039,1.918728,1.920049,1.914953,1.919223,1.916754,1.91528,1.923037,1.918069,1.916754,1.923536,1.919388,1.917905,1.921706,1.921374,1.927052,1.92287,1.935709,1.928398,1.933827,1.930257,1.941578,1.936567,1.932123,1.938288,1.931783,1.945593,1.941926,1.943843,1.951243,1.94788,1.935195,1.93967,1.941578,1.942796,1.950355,1.943494,1.953738,1.945769,1.928061,1.951954,1.955888,1.95517,1.953381,1.952845,1.955888,1.945769,1.936395,1.936739,1.948232,1.951954,1.961128,1.951421,1.958771,1.957327,1.961856
956.322778,1.918607,1.923005,1.922841,1.919256,1.922678,1.916506,1.91699,1.913613,1.919581,1.928441,1.922024,1.922187,1.920394,1.926291,1.918445,1.922187,1.926291,1.919581,1.923496,1.923169,1.922351,1.928938,1.923169,1.924809,1.924152,1.928772,1.93227,1.935291,1.930934,1.940202,1.940372,1.937824,1.939521,1.939521,1.944997,1.936978,1.940884,1.942422,1.946895,1.95002,1.942422,1.947588,1.938333,1.939521,1.950368,1.942935,1.95194,1.946204,1.948802,1.952641,1.935459,1.955101,1.952816,1.955101,1.958996,1.96203,1.961493,1.935291,1.936302,1.942764,1.944137,1.953518,1.960957,1.961136,1.958641,1.959708,1.959887
958.836075,1.923367,1.923045,1.924335,1.918402,1.922563,1.921439,1.920798,1.92176,1.919518,1.921118,1.925467,1.919678,1.924496,1.923206,1.924496,1.92482,1.924496,1.92369,1.929859,1.927576,1.92176,1.924012,1.922884,1.927739,1.924658,1.925629,1.929042,1.931005,1.93878,1.932813,1.942299,1.930841,1.936284,1.942636,1.93995,1.948229,1.942804,1.946866,1.948741,1.946866,1.945,1.945339,1.943985,1.946696,1.946526,1.945339,1.960512,1.955453,1.950795,1.946526,1.940788,1.959111,1.949938,1.955106,1.958237,1.96227,1.96227,1.946357,1.946017,1.946017,1.950109,1.952514,1.955974,1.954933,1.963682,1.964921,1.96866
961.347531,1.928445,1.916438,1.926208,1.912714,1.9224,1.922084,1.923191,1.921138,1.916282,1.925571,1.926208,1.926527,1.926368,1.927485,1.926049,1.92573,1.926368,1.92989,1.93005,1.929408,1.931016,1.928606,1.929247,1.927166,1.925253,1.925094,1.938493,1.935389,1.936204,1.938493,1.947772,1.941124,1.939806,1.939806,1.947103,1.944103,1.942777,1.95046,1.946435,1.948778,1.94945,1.947772,1.944768,1.941454,1.946101,1.948946,1.956741,1.953844,1.954184,1.953165,1.940629,1.957597,1.953844,1.967123,1.959658,1.963461,1.960692,1.947605,1.940794,1.947437,1.945934,1.950798,1.96555,1.969054,1.967474,1.96121,1.96555
963.857146,1.928882,1.924021,1.921843,1.917367,1.924333,1.918289,1.922309,1.91614,1.92014,1.925114,1.92621,1.923709,1.921378,1.931096,1.922154,1.929198,1.933799,1.931413,1.92574,1.926837,1.926523,1.927151,1.931096,1.92983,1.929988,1.931096,1.932843,1.932684,1.940388,1.941847,1.937804,1.932684,1.94856,1.940226,1.943801,1.942986,1.945109,1.949717,1.94856,1.945109,1.952872,1.951375,1.945273,1.952206,1.9456,1.947736,1.952372,1.954207,1.952372,1.955379,1.939902,1.956386,1.953873,1.9635,1.962988,1.964868,1.969519,1.946585,1.948891,1.948066,1.949386,1.95605,1.963842,1.958069,1.96504,1.967101,1.965211
966.36492,1.929558,1.924002,1.92523,1.918364,1.925692,1.919274,1.922624,1.922471,1.92523,1.925384,1.927543,1.930024,1.924155,1.931894,1.92293,1.926462,1.923848,1.929092,1.931894,1.923848,1.931738,1.928937,1.929092,1.933302,1.934714,1.927698,1.935658,1.938186,1.942965,1.941526,1.943607,1.935816,1.944088,1.943928,1.945859,1.940569,1.950724,1.946666,1.950724,1.941207,1.945859,1.953998,1.946343,1.947474,1.943928,1.949584,1.956966,1.953998,1.951703,1.95154,1.941366,1.960788,1.95203,1.96179,1.953998,1.96179,1.966331,1.940569,1.950398,1.942485,1.951377,1.947636,1.962628,1.962963,1.958623,1.962795,1.970066
968.870852,1.927111,1.925595,1.919432,1.924838,1.92499,1.915273,1.91824,1.921077,1.921077,1.924838,1.921527,1.923782,1.923029,1.926959,1.931232,1.919731,1.926959,1.930772,1.931539,1.928938,1.924234,1.930007,1.92909,1.930313,1.931539,1.929243,1.929548,1.937877,1.936943,1.947163,1.942888,1.936633,1.943046,1.941159,1.949395,1.951479,1.943361,1.940845,1.948597,1.949236,1.95164,1.950516,1.947959,1.946844,1.952283,1.947481,1.952444,1.95519,1.952283,1.950997,1.934928,1.954381,1.957791,1.963369,1.958117,1.967351,1.96205,1.947481,1.940689,1.944625,1.948597,1.955515,1.95828,1.962874,1.961557,1.960079,1.966851
971.374943,1.927441,1.923715,1.917967,1.923864,1.920169,1.919728,1.923271,1.919728,1.921939,1.919287,1.923271,1.921643,1.925351,1.922826,1.925947,1.92924,1.92864,1.924012,1.929842,1.926843,1.92879,1.923122,1.930595,1.925202,1.930595,1.929842,1.932559,1.935446,1.937585,1.945157,1.941741,1.943756,1.944067,1.945001,1.94298,1.946562,1.947188,1.952388,1.942515,1.940043,1.946875,1.947815,1.938045,1.942825,1.948286,1.950963,1.959096,1.948286,1.953022,1.953816,1.933772,1.959741,1.951121,1.950963,1.950648,1.954612,1.967877,1.945937,1.943912,1.946406,1.953022,1.956528,1.95525,1.96542,1.963302,1.962814,1.968041
973.877192,1.922337,1.922337,1.920447,1.915688,1.918278,1.918422,1.914114,1.914686,1.926434,1.924088,1.919868,1.924966,1.925113,1.927906,1.924673,1.920592,1.923065,1.926434,1.921173,1.926581,1.930421,1.926287,1.928054,1.927906,1.923649,1.923211,1.930125,1.936849,1.932802,1.942152,1.940326,1.932802,1.943985,1.939265,1.943373,1.943526,1.951084,1.943832,1.944138,1.946287,1.944138,1.945518,1.943985,1.938962,1.941238,1.941695,1.945826,1.956565,1.946441,1.946287,1.935346,1.950618,1.951396,1.961318,1.95846,1.957038,1.963234,1.943985,1.942609,1.945365,1.940326,1.947829,1.959887,1.963234,1.964516,1.957669,1.963555
976.3776,1.92062,1.919051,1.915929,1.915647,1.918766,1.911849,1.915364,1.919193,1.918339,1.917062,1.918766,1.917771,1.924496,1.922625,1.917487,1.922625,1.921621,1.921765,1.920477,1.919051,1.924496,1.925651,1.922912,1.923487,1.926374,1.923344,1.92797,1.930302,1.932646,1.930594,1.943958,1.938712,1.934855,1.936187,1.938116,1.939607,1.940055,1.939607,1.934855,1.941552,1.941852,1.944411,1.94426,1.942753,1.941252,1.939607,1.945923,1.949116,1.942453,1.950032,1.928406,1.953409,1.953564,1.953718,1.949879,1.954026,1.957746,1.941252,1.930887,1.942753,1.941702,1.941852,1.960871,1.959306,1.954799,1.952793,1.960087
978.876167,1.915405,1.922421,1.913322,1.917918,1.913876,1.917218,1.912077,1.908363,1.913738,1.923554,1.915127,1.913183,1.917218,1.913599,1.915544,1.922846,1.917358,1.91918,1.920023,1.914015,1.920868,1.916939,1.924264,1.925687,1.921291,1.920868,1.921009,1.929553,1.934324,1.929984,1.93056,1.934179,1.935052,1.937242,1.938121,1.934906,1.937096,1.940917,1.943731,1.931715,1.940769,1.942099,1.932149,1.937535,1.940327,1.938855,1.937242,1.940032,1.945517,1.941803,1.929696,1.94507,1.950318,1.949866,1.951224,1.953801,1.955325,1.938415,1.92984,1.933598,1.945667,1.947611,1.951829,1.949263,1.95502,1.953193,1.960544
