Wavelength (nm),Absorbance (AU) 2024-10-02 00:02:13,Absorbance (AU) 2024-10-02 00:17:23,Absorbance (AU) 2024-10-02 00:32:34,Absorbance (AU) 2024-10-02 00:47:45,Absorbance (AU) 2024-10-02 01:02:56,Absorbance (AU) 2024-10-02 01:18:07,Absorbance (AU) 2024-10-02 01:33:19,Absorbance (AU) 2024-10-02 01:48:30,Absorbance (AU) 2024-10-02 02:03:42,Absorbance (AU) 2024-10-02 02:18:54,Absorbance (AU) 2024-10-02 02:34:06,Absorbance (AU) 2024-10-02 02:49:18,Absorbance (AU) 2024-10-02 03:04:30,Absorbance (AU) 2024-10-02 03:19:42,Absorbance (AU) 2024-10-02 03:34:55,Absorbance (AU) 2024-10-02 03:50:07,Absorbance (AU) 2024-10-02 04:05:20,Absorbance (AU) 2024-10-02 04:20:32,Absorbance (AU) 2024-10-02 04:35:45,Absorbance (AU) 2024-10-02 04:50:58,Absorbance (AU) 2024-10-02 05:06:11,Absorbance (AU) 2024-10-02 05:21:24,Absorbance (AU) 2024-10-02 05:36:37,Absorbance (AU) 2024-10-02 05:51:51,Absorbance (AU) 2024-10-02 06:07:04,Absorbance (AU) 2024-10-02 06:22:18,Absorbance (AU) 2024-10-02 06:37:32,Absorbance (AU) 2024-10-02 06:52:45,Absorbance (AU) 2024-10-02 07:07:59,Absorbance (AU) 2024-10-02 07:23:14,Absorbance (AU) 2024-10-02 07:38:28,Absorbance (AU) 2024-10-02 07:53:42,Absorbance (AU) 2024-10-02 08:08:57,Absorbance (AU) 2024-10-02 08:24:12,Absorbance (AU) 2024-10-02 08:39:26,Absorbance (AU) 2024-10-02 08:54:41,Absorbance (AU) 2024-10-02 09:09:56,Absorbance (AU) 2024-10-02 09:25:11,Absorbance (AU) 2024-10-02 09:40:26,Absorbance (AU) 2024-10-02 09:55:41,Absorbance (AU) 2024-10-02 10:10:57,Absorbance (AU) 2024-10-02 10:26:12,Absorbance (AU) 2024-10-02 10:41:28,Absorbance (AU) 2024-10-02 10:56:43,Absorbance (AU) 2024-10-02 11:11:59,Absorbance (AU) 2024-10-02 11:27:15,Absorbance (AU) 2024-10-02 11:42:31,Absorbance (AU) 2024-10-02 11:57:47,Absorbance (AU) 2024-10-02 12:13:03,Absorbance (AU) 2024-10-02 12:28:19,Absorbance (AU) 2024-10-02 12:43:36,Absorbance (AU) 2024-10-02 12:58:52,Absorbance (AU) 2024-10-02 13:14:09,Absorbance (AU) 2024-10-02 13:29:26,Absorbance (AU) 2024-10-02 13:44:43,Absorbance (AU) 2024-10-02 14:00:00,Absorbance (AU) 2024-10-02 14:15:18,Absorbance (AU) 2024-10-02 14:30:36,Absorbance (AU) 2024-10-02 14:45:53,Absorbance (AU) 2024-10-02 15:01:11,Absorbance (AU) 2024-10-02 15:16:29,Absorbance (AU) 2024-10-02 15:31:47,Absorbance (AU) 2024-10-02 15:47:05
926.019582,1.734535,1.731366,1.740943,1.73885,1.736767,1.737247,1.741589,1.736927,1.738369,1.743371,1.746302,1.743046,1.736927,1.739493,1.742236,1.739493,1.746792,1.746792,1.744834,1.744508,1.745975,1.749582,1.745486,1.745812,1.742074,1.742398,1.737727,1.745486,1.749253,1.751066,1.749418,1.74876,1.741428,1.749582,1.752224,1.750241,1.748924,1.747611,1.745649,1.748431,1.74516,1.739011,1.74516,1.743533,1.740137,1.736288,1.739654,1.741751,1.739011,1.745812,1.76534,1.781159,1.780982,1.777282,1.766708,1.764317,1.758228,1.757222,1.75555,1.758901,1.761093,1.768596,1.770665
928.554976,1.754105,1.755828,1.758347,1.760562,1.76279,1.757558,1.759611,1.758979,1.756771,1.761834,1.769864,1.76567,1.760087,1.763588,1.760562,1.765349,1.75882,1.765831,1.763109,1.763109,1.767117,1.762949,1.76954,1.767117,1.765509,1.768085,1.767762,1.766313,1.763907,1.76744,1.765831,1.767601,1.76857,1.778377,1.772792,1.767601,1.776398,1.775576,1.778377,1.769378,1.769378,1.761516,1.75882,1.76263,1.764708,1.767117,1.76744,1.765189,1.772466,1.765509,1.794545,1.809558,1.798337,1.800593,1.787904,1.786554,1.774427,1.772956,1.785545,1.785377,1.78253,1.796437,1.792833
931.088528,1.773735,1.776527,1.781378,1.788357,1.786602,1.78533,1.788677,1.782481,1.786921,1.792535,1.789959,1.788677,1.783903,1.785489,1.785012,1.786284,1.787559,1.793181,1.792696,1.785648,1.788997,1.791084,1.791728,1.795126,1.788677,1.789639,1.794477,1.790923,1.791245,1.795776,1.798223,1.795451,1.794314,1.793828,1.795939,1.795613,1.79399,1.79189,1.797242,1.785806,1.788997,1.785648,1.786761,1.792212,1.788677,1.795126,1.795126,1.784695,1.793343,1.788198,1.814217,1.824173,1.823133,1.823133,1.808987,1.80815,1.799205,1.805813,1.80598,1.808317,1.809827,1.817283,1.812861
933.620239,1.799071,1.803768,1.807562,1.807562,1.813478,1.798915,1.806452,1.81043,1.805661,1.809951,1.813317,1.816223,1.808357,1.812513,1.808516,1.812031,1.815414,1.812674,1.813317,1.812031,1.81123,1.81011,1.8138,1.811871,1.813639,1.815737,1.814283,1.815414,1.81043,1.81027,1.812995,1.818985,1.813961,1.820291,1.816871,1.822422,1.817196,1.818659,1.820128,1.816709,1.81075,1.814122,1.809472,1.816061,1.818822,1.817846,1.815899,1.81123,1.817846,1.809153,1.835771,1.853938,1.852526,1.844327,1.841742,1.827713,1.824234,1.831052,1.836959,1.831555,1.831555,1.849018,1.841227
936.150109,1.824734,1.822998,1.825526,1.830947,1.834167,1.823629,1.829345,1.83839,1.834976,1.835138,1.837901,1.838227,1.831268,1.834814,1.829825,1.841666,1.837575,1.838064,1.83839,1.834652,1.841338,1.841338,1.838064,1.844968,1.835138,1.838064,1.844471,1.83191,1.832715,1.839698,1.846462,1.83839,1.842489,1.840845,1.845797,1.84746,1.844637,1.843644,1.842654,1.841009,1.833037,1.836436,1.833037,1.837901,1.846961,1.840517,1.839043,1.841173,1.837738,1.837901,1.867061,1.879081,1.876758,1.87303,1.863242,1.850303,1.851647,1.855365,1.865495,1.850471,1.863242,1.864801,1.862724
938.678137,1.848539,1.848539,1.858131,1.849827,1.849183,1.854529,1.856982,1.856818,1.861265,1.858789,1.862094,1.870131,1.86226,1.852415,1.853227,1.856326,1.863257,1.860438,1.855182,1.8611,1.862592,1.860438,1.867603,1.867771,1.865257,1.855509,1.868107,1.854041,1.8611,1.864923,1.873013,1.863423,1.86359,1.865592,1.866932,1.867603,1.873523,1.868276,1.871485,1.864256,1.860934,1.865592,1.860108,1.863257,1.864756,1.865592,1.85339,1.859448,1.863756,1.86359,1.881256,1.902575,1.898227,1.899491,1.878146,1.875572,1.873694,1.880736,1.878663,1.877287,1.881256,1.884213,1.890898
941.204324,1.868573,1.875156,1.877818,1.874163,1.876984,1.869391,1.877651,1.874659,1.874659,1.885391,1.886922,1.88184,1.880328,1.878151,1.886922,1.878987,1.889657,1.88184,1.889314,1.887945,1.884035,1.890171,1.886581,1.891547,1.875322,1.884713,1.884035,1.883359,1.884035,1.889485,1.887945,1.887945,1.884882,1.890171,1.890343,1.887263,1.886752,1.894137,1.891375,1.882515,1.877151,1.881504,1.879154,1.883697,1.886411,1.884204,1.883866,1.882009,1.883528,1.880495,1.907328,1.921117,1.922409,1.908401,1.901475,1.895699,1.892927,1.901651,1.899015,1.896744,1.898665,1.908222,1.908938
943.72867,1.892912,1.89056,1.897144,1.891735,1.902278,1.896804,1.903657,1.899875,1.895616,1.904522,1.902795,1.899191,1.897144,1.901246,1.904868,1.903657,1.90314,1.90245,1.902622,1.905734,1.90314,1.901934,1.906951,1.91062,1.897655,1.904695,1.903657,1.910796,1.907822,1.907647,1.903312,1.906603,1.912555,1.915384,1.907473,1.907822,1.911674,1.913437,1.916805,1.906777,1.904349,1.904176,1.900217,1.907996,1.903312,1.894769,1.902967,1.897655,1.902278,1.906603,1.926161,1.945499,1.928715,1.930548,1.929447,1.923442,1.912731,1.912202,1.922358,1.916272,1.919305,1.930548,1.926707
946.251174,1.901695,1.906427,1.917788,1.910352,1.914487,1.914141,1.916047,1.91466,1.913622,1.917962,1.916569,1.923229,1.907277,1.923052,1.919711,1.920412,1.918312,1.920237,1.924113,1.913795,1.913449,1.918312,1.92217,1.923405,1.917091,1.921818,1.925531,1.917439,1.917439,1.920237,1.921466,1.920763,1.93089,1.921466,1.920412,1.92856,1.927845,1.929276,1.925176,1.915006,1.911554,1.923759,1.919886,1.919886,1.91518,1.921994,1.910695,1.919536,1.916221,1.923759,1.938141,1.953015,1.946631,1.951128,1.936135,1.93741,1.93089,1.926598,1.937593,1.935953,1.939239,1.942365,1.944772
948.771837,1.920989,1.927233,1.921678,1.924447,1.926709,1.922196,1.928282,1.928107,1.931093,1.935878,1.932506,1.932329,1.92636,1.926709,1.932682,1.930565,1.9357,1.935878,1.931622,1.928107,1.937485,1.936592,1.932506,1.934988,1.932329,1.934988,1.934633,1.932682,1.931622,1.933213,1.934277,1.932329,1.9341,1.942342,1.943247,1.943791,1.938739,1.934988,1.942342,1.929159,1.9341,1.936592,1.932682,1.935344,1.935344,1.934455,1.929861,1.929685,1.932682,1.933036,1.955938,1.959498,1.967858,1.955192,1.955378,1.948169,1.936057,1.942161,1.950559,1.939098,1.944882,1.956872,1.953889
951.290658,1.921078,1.940245,1.936378,1.929263,1.930815,1.933762,1.93743,1.936378,1.93411,1.944325,1.946289,1.941837,1.931506,1.942901,1.936553,1.946468,1.937956,1.944681,1.945038,1.942014,1.934981,1.945574,1.941837,1.942369,1.940245,1.933588,1.938659,1.939011,1.937079,1.946468,1.939011,1.945932,1.94379,1.944147,1.945574,1.945217,1.948623,1.946827,1.942369,1.943612,1.943079,1.935854,1.948803,1.936203,1.947365,1.946827,1.94379,1.941837,1.94486,1.936378,1.972484,1.977264,1.972865,1.957349,1.960852,1.954056,1.954056,1.952964,1.9579,1.952782,1.960482,1.960852,1.960667
953.807639,1.94019,1.936739,1.943319,1.939324,1.949647,1.943494,1.940017,1.947527,1.940536,1.945769,1.950178,1.945068,1.937599,1.943319,1.943145,1.944542,1.948409,1.952845,1.947527,1.947175,1.945068,1.948232,1.948056,1.950533,1.943843,1.945769,1.94947,1.945944,1.941404,1.947527,1.954811,1.951776,1.952667,1.955529,1.954274,1.953559,1.957868,1.95841,1.948762,1.949647,1.948409,1.948939,1.943668,1.945593,1.945593,1.94947,1.954095,1.948762,1.949824,1.950355,1.972548,1.982745,1.977805,1.97592,1.968276,1.969386,1.949116,1.960401,1.955708,1.956247,1.968461,1.965513,1.96368
956.322778,1.944137,1.948108,1.950368,1.954397,1.949324,1.948628,1.947415,1.946895,1.950368,1.95563,1.949324,1.948802,1.94225,1.948628,1.955984,1.951241,1.952641,1.952115,1.949324,1.956868,1.95616,1.953167,1.956868,1.95229,1.949846,1.950717,1.945514,1.948802,1.949324,1.957753,1.952816,1.947588,1.954573,1.967981,1.95616,1.955278,1.962209,1.954045,1.959174,1.95194,1.952466,1.944997,1.943793,1.950717,1.94915,1.946031,1.949846,1.952641,1.951241,1.952466,1.97512,1.988236,1.985014,1.984637,1.971811,1.966712,1.950194,1.963465,1.963465,1.955454,1.965988,1.976784,1.9698
958.836075,1.943479,1.941963,1.954414,1.947717,1.951826,1.942973,1.949254,1.943816,1.946866,1.95217,1.955626,1.95217,1.956843,1.953895,1.94857,1.949254,1.957888,1.955453,1.957365,1.957017,1.953895,1.958412,1.958412,1.960863,1.947036,1.952859,1.95476,1.960863,1.952687,1.961215,1.956843,1.958586,1.958761,1.960863,1.955453,1.952859,1.959461,1.963152,1.957017,1.9558,1.952859,1.952342,1.951998,1.956669,1.959811,1.957191,1.95131,1.958761,1.949083,1.955974,1.976235,1.978973,1.98265,1.974963,1.976963,1.96741,1.957539,1.963152,1.966342,1.96439,1.969197,1.972792,1.970811
961.347531,1.945934,1.951135,1.94195,1.955716,1.952149,1.950124,1.946936,1.955716,1.948275,1.954354,1.960864,1.952657,1.958283,1.95046,1.94945,1.951135,1.958626,1.95794,1.958283,1.957597,1.952996,1.956229,1.957254,1.956058,1.949619,1.954184,1.952657,1.955546,1.953844,1.962594,1.953674,1.956741,1.957597,1.963809,1.958798,1.968351,1.961037,1.962074,1.963982,1.9456,1.950292,1.95198,1.954864,1.949282,1.961037,1.947605,1.951473,1.955546,1.948946,1.953674,1.971523,1.992359,1.985728,1.975076,1.967824,1.962941,1.95983,1.960002,1.972232,1.966248,1.974898,1.975611,1.973474
963.857146,1.948231,1.949552,1.953039,1.951707,1.950711,1.953873,1.94856,1.963842,1.947242,1.957395,1.955714,1.954709,1.952539,1.946914,1.949221,1.955211,1.955211,1.952039,1.956722,1.957901,1.957058,1.961116,1.963671,1.9635,1.957395,1.95605,1.960437,1.950877,1.957395,1.952872,1.962136,1.954876,1.961796,1.961966,1.955044,1.961455,1.964184,1.962647,1.963671,1.95689,1.949552,1.951209,1.959759,1.961625,1.958407,1.954542,1.953706,1.952206,1.956554,1.960098,1.975271,1.987731,1.988454,1.97195,1.971776,1.970212,1.959928,1.963842,1.971254,1.956386,1.971602,1.977911,1.975622
966.36492,1.949096,1.94441,1.946989,1.945375,1.949421,1.949421,1.952849,1.94796,1.954656,1.952685,1.9568,1.953998,1.953505,1.952194,1.950561,1.948771,1.955479,1.960287,1.959288,1.950887,1.953177,1.966838,1.961456,1.956635,1.952521,1.954491,1.963634,1.964981,1.955314,1.968704,1.962628,1.957959,1.965149,1.959954,1.957462,1.963802,1.959454,1.963299,1.963131,1.94602,1.951213,1.956966,1.953998,1.958956,1.950887,1.953834,1.949746,1.951703,1.952521,1.954327,1.98252,1.989418,1.979024,1.979024,1.971946,1.963131,1.971774,1.9665,1.967008,1.964812,1.964981,1.970919,1.976594
968.870852,1.946209,1.943992,1.945416,1.950196,1.951961,1.950516,1.948437,1.948118,1.951801,1.953896,1.956164,1.948278,1.953896,1.948597,1.956489,1.948437,1.959097,1.955515,1.953411,1.954219,1.956489,1.950997,1.954381,1.96205,1.955839,1.957791,1.95325,1.960243,1.952766,1.952283,1.958607,1.957954,1.958117,1.962709,1.961886,1.968853,1.959097,1.959915,1.966352,1.951158,1.950997,1.949875,1.953411,1.957465,1.956164,1.951158,1.950196,1.953896,1.956326,1.949236,1.975764,1.987475,1.990101,1.973054,1.972042,1.974069,1.959915,1.967851,1.965356,1.962874,1.968352,1.971201,1.973561
971.374943,1.948443,1.947972,1.954294,1.949544,1.944845,1.946719,1.950174,1.945937,1.95049,1.946875,1.948443,1.954772,1.939273,1.954453,1.953816,1.957009,1.951596,1.954931,1.956049,1.948286,1.954135,1.955889,1.950648,1.95525,1.947815,1.949072,1.957009,1.954772,1.952071,1.95525,1.951438,1.958774,1.956848,1.96591,1.959902,1.961194,1.960386,1.957009,1.964278,1.951438,1.947188,1.949386,1.954294,1.952546,1.95525,1.942825,1.951754,1.953976,1.958292,1.950017,1.973331,1.982238,1.980712,1.973331,1.968534,1.968205,1.960871,1.957329,1.968041,1.960386,1.965583,1.973664,1.970678
973.877192,1.941695,1.934746,1.948602,1.949841,1.940782,1.950929,1.951551,1.952331,1.944444,1.954992,1.956093,1.948292,1.948911,1.949221,1.956093,1.949376,1.95124,1.953112,1.953112,1.944444,1.953425,1.952331,1.954208,1.953112,1.94752,1.954051,1.951707,1.955463,1.952799,1.953894,1.952799,1.953738,1.958618,1.955935,1.957354,1.948757,1.955935,1.957354,1.959728,1.945826,1.948138,1.94752,1.950462,1.946903,1.954051,1.953112,1.951084,1.949221,1.953894,1.949686,1.969683,1.987757,1.975569,1.978543,1.9679,1.957827,1.956093,1.964838,1.966447,1.958618,1.964677,1.970333,1.973107
976.3776,1.933676,1.940503,1.943657,1.945469,1.946074,1.943054,1.941102,1.944864,1.941702,1.946529,1.95264,1.953872,1.946074,1.940653,1.952332,1.943205,1.951564,1.944864,1.950797,1.950951,1.945771,1.951411,1.954335,1.954644,1.945469,1.946984,1.950644,1.949726,1.945923,1.955727,1.955108,1.954181,1.949879,1.956658,1.948963,1.953255,1.953718,1.955263,1.954799,1.952025,1.949574,1.949421,1.950338,1.953101,1.950032,1.949116,1.949116,1.950797,1.948201,1.944411,1.978469,1.977165,1.978469,1.975054,1.963544,1.958525,1.951257,1.957124,1.964018,1.956037,1.965283,1.961028,1.967029
978.876167,1.935781,1.941212,1.941951,1.945368,1.942544,1.938121,1.942099,1.946563,1.944028,1.947911,1.945368,1.942988,1.944772,1.937096,1.946264,1.946712,1.952738,1.949263,1.941803,1.946413,1.943879,1.943137,1.950318,1.940622,1.941951,1.947611,1.945517,1.949113,1.951526,1.942099,1.951224,1.945667,1.946264,1.953801,1.951375,1.948511,1.957006,1.953345,1.95441,1.949866,1.939296,1.945517,1.945219,1.944474,1.935198,1.942247,1.942692,1.948662,1.946264,1.941508,1.970069,1.977232,1.97643,1.968965,1.964423,1.956547,1.950771,1.955172,1.954258,1.951829,1.963333,1.967707,1.959002
981.372892,1.928867,1.930144,1.936728,1.938318,1.935288,1.94064,1.942975,1.938897,1.936152,1.942536,1.943707,1.941952,1.934427,1.939332,1.942098,1.945323,1.942244,1.940786,1.944588,1.943122,1.939042,1.947387,1.947979,1.949759,1.938608,1.945323,1.948572,1.937017,1.947683,1.945323,1.94724,1.940931,1.946796,1.95095,1.943561,1.946944,1.946501,1.947535,1.950205,1.941223,1.938028,1.939332,1.940059,1.941514,1.946649,1.941369,1.937739,1.939768,1.940349,1.937884,1.963346,1.969368,1.969213,1.960899,1.963039,1.954541,1.950652,1.956801,1.955143,1.951695,1.96519,1.960747,1.964421
983.867776,1.931628,1.928122,1.928542,1.93701,1.930924,1.931487,1.932896,1.934594,1.931346,1.935729,1.942749,1.936298,1.937295,1.934311,1.935587,1.942749,1.93944,1.938867,1.941164,1.93944,1.940014,1.945793,1.942749,1.939297,1.944051,1.939154,1.93901,1.935019,1.938009,1.940588,1.938724,1.944486,1.943762,1.945938,1.941307,1.944051,1.942749,1.947542,1.942172,1.943327,1.935729,1.930924,1.94174,1.939584,1.932614,1.940014,1.933886,1.938438,1.935161,1.938724,1.959835,1.970326,1.965125,1.961943,1.952535,1.944341,1.944196,1.945502,1.950619,1.943038,1.952683,1.961792,1.956244
