Wavelength (nm),Absorbance (AU) 2024-10-30 00:01:11,Absorbance (AU) 2024-10-30 00:17:21,Absorbance (AU) 2024-10-30 00:32:27,Absorbance (AU) 2024-10-30 00:47:33,Absorbance (AU) 2024-10-30 01:02:39,Absorbance (AU) 2024-10-30 01:17:45,Absorbance (AU) 2024-10-30 01:32:52,Absorbance (AU) 2024-10-30 01:47:57,Absorbance (AU) 2024-10-30 02:03:03,Absorbance (AU) 2024-10-30 02:18:09,Absorbance (AU) 2024-10-30 02:33:15,Absorbance (AU) 2024-10-30 02:48:21,Absorbance (AU) 2024-10-30 03:03:27,Absorbance (AU) 2024-10-30 03:18:33,Absorbance (AU) 2024-10-30 03:33:39,Absorbance (AU) 2024-10-30 03:48:45,Absorbance (AU) 2024-10-30 04:03:51,Absorbance (AU) 2024-10-30 04:18:57,Absorbance (AU) 2024-10-30 04:34:03,Absorbance (AU) 2024-10-30 04:49:09,Absorbance (AU) 2024-10-30 05:04:15,Absorbance (AU) 2024-10-30 05:19:21,Absorbance (AU) 2024-10-30 05:34:27,Absorbance (AU) 2024-10-30 05:49:33,Absorbance (AU) 2024-10-30 06:04:39,Absorbance (AU) 2024-10-30 06:19:45,Absorbance (AU) 2024-10-30 06:34:51,Absorbance (AU) 2024-10-30 06:49:57,Absorbance (AU) 2024-10-30 07:05:03,Absorbance (AU) 2024-10-30 07:20:09,Absorbance (AU) 2024-10-30 07:35:15,Absorbance (AU) 2024-10-30 07:50:21,Absorbance (AU) 2024-10-30 08:05:27,Absorbance (AU) 2024-10-30 08:20:33,Absorbance (AU) 2024-10-30 08:35:39,Absorbance (AU) 2024-10-30 08:50:45,Absorbance (AU) 2024-10-30 09:05:51,Absorbance (AU) 2024-10-30 09:20:57,Absorbance (AU) 2024-10-30 09:36:03,Absorbance (AU) 2024-10-30 09:51:09,Absorbance (AU) 2024-10-30 10:06:15,Absorbance (AU) 2024-10-30 10:21:21,Absorbance (AU) 2024-10-30 10:36:27,Absorbance (AU) 2024-10-30 10:51:33,Absorbance (AU) 2024-10-30 11:06:39,Absorbance (AU) 2024-10-30 11:21:45,Absorbance (AU) 2024-10-30 11:36:51,Absorbance (AU) 2024-10-30 11:51:57,Absorbance (AU) 2024-10-30 12:07:03,Absorbance (AU) 2024-10-30 12:22:09,Absorbance (AU) 2024-10-30 12:37:15,Absorbance (AU) 2024-10-30 12:52:21,Absorbance (AU) 2024-10-30 13:07:27,Absorbance (AU) 2024-10-30 13:22:33,Absorbance (AU) 2024-10-30 13:37:39,Absorbance (AU) 2024-10-30 13:52:45,Absorbance (AU) 2024-10-30 14:07:51,Absorbance (AU) 2024-10-30 14:22:57,Absorbance (AU) 2024-10-30 14:38:03,Absorbance (AU) 2024-10-30 14:53:09,Absorbance (AU) 2024-10-30 15:08:15,Absorbance (AU) 2024-10-30 15:23:21,Absorbance (AU) 2024-10-30 15:38:27,Absorbance (AU) 2024-10-30 15:53:33,Absorbance (AU) 2024-10-30 16:08:38,Absorbance (AU) 2024-10-30 16:23:45,Absorbance (AU) 2024-10-30 16:38:50,Absorbance (AU) 2024-10-30 16:53:57,Absorbance (AU) 2024-10-30 17:09:03
926.019582,1.74516,1.744021,1.747447,1.747611,1.746302,1.75672,1.754883,1.752887,1.756218,1.752887,1.75672,1.758733,1.759406,1.758228,1.755884,1.764828,1.758733,1.758396,1.763296,1.764487,1.763126,1.76534,1.771356,1.763806,1.766194,1.766194,1.768768,1.766365,1.771183,1.762447,1.771356,1.770492,1.763976,1.76705,1.772049,1.77257,1.773438,1.77816,1.770319,1.775531,1.771876,1.770146,1.774309,1.772743,1.768252,1.774483,1.779216,1.778512,1.77816,1.774832,1.773091,1.776405,1.774832,1.779569,1.769456,1.772917,1.776931,1.772396,1.774483,1.772396,1.768596,1.777633,1.77257,1.768596,1.764147,1.770492,1.772396,1.77101,1.766879
928.554976,1.76857,1.773609,1.766313,1.773446,1.773773,1.775412,1.778047,1.775247,1.779536,1.785041,1.780199,1.779205,1.784705,1.786891,1.787904,1.791467,1.785881,1.785545,1.785209,1.795576,1.782864,1.789597,1.795576,1.788411,1.792833,1.793003,1.789937,1.795576,1.790616,1.795748,1.795232,1.79506,1.792491,1.798683,1.79851,1.799376,1.796954,1.799724,1.795404,1.795576,1.796954,1.796264,1.791297,1.801115,1.799029,1.801987,1.801638,1.804789,1.799897,1.798337,1.800071,1.796954,1.79955,1.806726,1.800071,1.802336,1.794888,1.801289,1.800941,1.800767,1.796954,1.794717,1.803386,1.79851,1.791127,1.797472,1.801115,1.79851,1.789937
931.088528,1.801671,1.804815,1.800026,1.798059,1.806146,1.807481,1.807648,1.814217,1.811679,1.815747,1.808485,1.815406,1.816088,1.818481,1.818823,1.821059,1.823653,1.813878,1.814726,1.814896,1.815577,1.816429,1.828537,1.821231,1.820887,1.814387,1.818652,1.819854,1.81951,1.821231,1.821404,1.819854,1.824,1.824869,1.830118,1.817624,1.830646,1.82244,1.826262,1.824173,1.825913,1.82037,1.824,1.824869,1.827136,1.83259,1.834364,1.825043,1.821231,1.831352,1.825739,1.827835,1.827485,1.821577,1.824695,1.828186,1.832944,1.821922,1.828887,1.826088,1.823479,1.822095,1.825217,1.825391,1.818995,1.829766,1.819682,1.816599,1.824521
933.620239,1.83055,1.834586,1.83408,1.836619,1.833574,1.835602,1.834586,1.836959,1.833911,1.839515,1.839002,1.840028,1.832059,1.846232,1.838491,1.848669,1.846406,1.841399,1.846927,1.83832,1.847449,1.847972,1.852703,1.851295,1.84832,1.850769,1.848669,1.852703,1.847101,1.851295,1.849018,1.854468,1.852703,1.854114,1.856596,1.850944,1.854291,1.85112,1.848844,1.855531,1.853232,1.854114,1.854114,1.850418,1.858735,1.855886,1.855353,1.855886,1.857842,1.851998,1.857308,1.856774,1.849543,1.859271,1.856596,1.855886,1.862683,1.852526,1.856418,1.856596,1.851295,1.858913,1.850243,1.854645,1.861063,1.850594,1.849718,1.851823,1.849543
936.150109,1.86169,1.861862,1.863761,1.856895,1.859114,1.86619,1.871266,1.866887,1.862552,1.868283,1.867934,1.866016,1.872147,1.868633,1.866713,1.86619,1.874092,1.863242,1.872323,1.880698,1.877293,1.87765,1.866887,1.876401,1.876758,1.870738,1.876936,1.877114,1.87356,1.881598,1.8825,1.878186,1.885764,1.879261,1.879979,1.879261,1.873737,1.880518,1.881418,1.884311,1.883767,1.883586,1.881959,1.879799,1.881598,1.885037,1.878007,1.882862,1.887588,1.883767,1.883767,1.881238,1.886675,1.890707,1.8825,1.891075,1.877114,1.8825,1.879799,1.878723,1.878365,1.879979,1.884855,1.881598,1.884492,1.881058,1.881598,1.879081,1.879979
938.678137,1.882471,1.89214,1.883341,1.886138,1.891962,1.893922,1.899671,1.892318,1.883864,1.89143,1.898768,1.898047,1.901302,1.894457,1.905682,1.899129,1.897147,1.899491,1.898588,1.898768,1.902211,1.898949,1.90752,1.900214,1.902211,1.918336,1.903487,1.907336,1.910477,1.905132,1.905499,1.908073,1.914389,1.911405,1.908811,1.911591,1.916828,1.907888,1.916076,1.914763,1.9066,1.91495,1.914201,1.903304,1.912708,1.914763,1.912335,1.91777,1.917204,1.918336,1.909921,1.910291,1.913267,1.923655,1.919849,1.911405,1.91664,1.912708,1.90752,1.920039,1.910477,1.911963,1.910662,1.905499,1.913454,1.909551,1.908442,1.908811,1.910848
941.204324,1.917994,1.9129,1.917445,1.910735,1.914894,1.915076,1.919644,1.921117,1.916532,1.919644,1.925563,1.924447,1.928553,1.925191,1.92389,1.926682,1.934596,1.931753,1.930056,1.929116,1.930244,1.929868,1.930998,1.927617,1.929304,1.933077,1.926869,1.930056,1.93631,1.93612,1.934596,1.939376,1.934026,1.935547,1.932509,1.940338,1.928553,1.943044,1.938991,1.942269,1.946352,1.942656,1.938991,1.939953,1.940145,1.946157,1.940723,1.946157,1.941882,1.941689,1.942075,1.935547,1.932888,1.943238,1.945182,1.939183,1.9489,1.940145,1.938032,1.939953,1.938224,1.938991,1.934976,1.938799,1.941689,1.933836,1.934786,1.940723,1.933456
943.72867,1.931836,1.941524,1.943791,1.946451,1.941148,1.94417,1.941524,1.943981,1.943413,1.938895,1.950471,1.945689,1.947023,1.948361,1.950279,1.949511,1.954141,1.96,1.957451,1.95589,1.95843,1.958234,1.957842,1.950087,1.955307,1.954723,1.965739,1.960787,1.95589,1.954141,1.962168,1.96,1.955307,1.96395,1.95941,1.964545,1.965341,1.973579,1.961181,1.962761,1.966137,1.967535,1.964545,1.972161,1.957647,1.973173,1.964943,1.965739,1.966736,1.971353,1.960196,1.964148,1.968938,1.966337,1.965341,1.966536,1.96554,1.964148,1.964347,1.963751,1.963751,1.959214,1.966337,1.961378,1.966536,1.955696,1.956865,1.963157,1.952013
946.251174,1.960456,1.964321,1.961419,1.959303,1.961226,1.959879,1.969595,1.967634,1.966072,1.970185,1.973742,1.965683,1.970579,1.972949,1.972157,1.973345,1.973345,1.970579,1.978329,1.983777,1.97394,1.979333,1.979735,1.97196,1.979534,1.977128,1.980339,1.98054,1.984386,1.984997,1.976928,1.981953,1.982965,1.98256,1.978529,1.980742,1.980339,1.98054,1.987652,1.98398,1.979534,1.986424,1.982155,1.992803,1.98398,1.982965,1.98054,1.982763,1.9852,1.977128,1.984997,1.990735,1.983574,1.990323,1.991561,1.983168,1.988061,1.97873,1.989088,1.985608,1.987856,1.986833,1.990942,1.989499,1.977928,1.982358,1.990117,1.987652,1.97394
948.771837,1.971131,1.973845,1.976185,1.978342,1.979719,1.977164,1.985874,1.986274,1.984277,1.983282,1.987477,1.990094,1.988682,1.989892,1.990295,1.989892,1.996603,1.992117,1.990902,1.987276,1.995989,1.976772,1.984277,2.001343,1.990295,1.99232,1.999688,1.995171,1.992929,1.985275,1.992929,1.992726,2.000101,1.999276,1.991307,2.005297,1.993743,1.993947,2.004045,2.0095,2.00155,1.991712,1.997013,2.005297,1.998451,2.003836,2.005297,2.003003,2.006344,1.99804,1.999688,2.002172,2.000722,2.004671,2.003003,1.995375,2.001136,1.998863,2.011616,1.995375,2.005297,1.998657,1.991307,2.001343,1.996193,1.997013,2.000722,1.991307,1.997629
951.290658,1.998136,1.992724,1.985023,1.99153,2.000564,1.998944,1.984241,1.993721,1.995923,1.997129,1.993122,1.998136,1.995722,1.997129,1.999753,1.995121,2.008341,2.000766,2.003209,2.000564,1.996124,2.000969,1.997935,2.006898,2.006898,1.995722,2.001986,2.009375,2.006898,2.001782,2.010619,2.011242,2.007516,2.003617,2.008548,2.010411,2.006898,2.006075,2.012074,2.013117,2.006281,2.01479,2.01626,2.005459,2.018368,2.013117,2.01985,2.023257,2.012908,2.012699,2.012908,2.016471,2.01479,2.013326,2.009375,2.009375,2.016892,2.020062,2.017946,2.023043,2.01563,2.021124,2.013117,2.010826,2.008134,2.008754,2.006075,2.001986,2.009996
953.807639,1.996724,1.998702,1.999297,2.002284,1.993187,1.985044,1.994559,2.001087,1.999495,2.00489,2.008525,1.997712,2.002884,2.010557,2.005293,2.008727,2.015473,2.011781,2.011168,2.008322,2.004087,2.012394,2.005897,2.012599,2.009133,2.012803,2.007714,2.008525,2.015886,2.015062,2.015473,2.017332,2.005293,2.016711,2.024214,2.017125,2.023584,2.019614,2.016711,2.013008,2.009743,2.014856,2.023584,2.019198,2.026955,2.019614,2.020655,2.023794,2.018575,2.026321,2.018575,2.024214,2.020655,2.024845,2.024424,2.02149,2.019198,2.019406,2.019614,2.016505,2.023164,2.016918,2.016918,2.017125,2.017746,2.013828,2.017746,2.017953,2.010964
956.322778,2.004714,2.000976,1.995139,2.001761,2.008286,2.000389,2.003728,2.009882,2.012288,2.004714,2.016938,2.013295,2.017751,2.005505,2.012892,2.014708,2.018975,2.0139,2.015923,2.010683,2.015923,2.017955,2.021637,2.01877,2.015112,2.019383,2.023078,2.015923,2.020406,2.017548,2.018566,2.021021,2.019792,2.025351,2.019792,2.017955,2.018362,2.019179,2.025144,2.02618,2.031402,2.014708,2.028053,2.025973,2.033297,2.024316,2.024937,2.032243,2.022048,2.019997,2.025973,2.022871,2.02722,2.020816,2.027012,2.035412,2.025765,2.028053,2.019997,2.02847,2.026804,2.028888,2.02246,2.018975,2.023078,2.026596,2.020406,2.021843,2.023903
958.836075,2.008322,2.002678,1.995962,2.000748,2.006367,2.005977,2.008518,2.002291,2.008518,2.012455,2.009106,2.009106,2.015432,2.009892,2.018028,2.023065,2.015233,2.010482,2.017227,2.019634,2.01883,2.015034,2.022053,2.014835,2.023065,2.020439,2.031661,2.01883,2.009302,2.029393,2.01883,2.021851,2.01883,2.02266,2.025708,2.01583,2.025708,2.021649,2.024689,2.029393,2.027547,2.0253,2.029805,2.023877,2.019031,2.028161,2.027956,2.030011,2.035607,2.025096,2.033733,2.028982,2.029393,2.031661,2.029393,2.025504,2.027137,2.028777,2.028982,2.027137,2.024689,2.025504,2.028161,2.028982,2.021649,2.022458,2.021649,2.01883,2.01883
961.347531,2.005549,2.008621,2.004975,2.001171,2.007274,2.009006,2.011133,2.01405,2.007274,2.011521,2.01405,2.017773,2.009585,2.008236,2.017379,2.011909,2.01935,2.017576,2.010746,2.016201,2.019943,2.022919,2.025516,2.016593,2.022521,2.011133,2.020734,2.023517,2.020338,2.02014,2.021329,2.019745,2.016397,2.033807,2.021329,2.030148,2.022919,2.034829,2.020734,2.025516,2.028733,2.029338,2.030148,2.026117,2.039356,2.03442,2.027725,2.030553,2.026117,2.027523,2.028733,2.033399,2.032788,2.031974,2.032584,2.026117,2.029945,2.031161,2.024915,2.024915,2.018955,2.028733,2.031567,2.031974,2.019152,2.023517,2.024515,2.024116,2.017773
963.857146,1.996118,2.006741,2.009201,2.002984,2.010912,2.013203,2.011483,2.00939,2.00996,2.018211,2.011674,2.012821,2.020542,2.01493,2.01763,2.016857,2.017824,2.018986,2.023277,2.026424,2.022493,2.024454,2.024258,2.026819,2.022885,2.020931,2.028402,2.021516,2.024651,2.023081,2.025241,2.027214,2.024454,2.032187,2.029196,2.028799,2.022885,2.023277,2.035601,2.034393,2.029196,2.031587,2.028799,2.026819,2.033991,2.03039,2.034795,2.039245,2.03379,2.031587,2.036206,2.030191,2.024454,2.032787,2.032587,2.02761,2.024651,2.025832,2.029395,2.036408,2.023865,2.025438,2.032387,2.02761,2.033589,2.023865,2.035399,2.028006,2.021321
966.36492,1.998971,2.005582,2.010233,2.011169,2.007065,2.007994,2.011732,2.00725,2.005582,2.009672,2.013801,2.014367,2.009485,2.014367,2.020643,2.020835,2.029351,2.022563,2.029742,2.021027,2.02026,2.016449,2.020835,2.025072,2.020452,2.021219,2.025266,2.02779,2.024492,2.024685,2.028765,2.021027,2.023141,2.01797,2.026041,2.03131,2.029546,2.028375,2.02141,2.022948,2.022371,2.026429,2.029155,2.030133,2.028375,2.035254,2.036842,2.031899,2.031506,2.026623,2.026623,2.033672,2.029351,2.037838,2.036246,2.025847,2.025072,2.029742,2.023334,2.031506,2.024685,2.030133,2.027206,2.028375,2.029938,2.025266,2.030133,2.019114,2.021219
968.870852,2.001308,2.000049,2.003295,2.004927,2.010413,2.006383,2.009127,2.01541,2.011888,2.008577,2.00931,2.009678,2.014109,2.016715,2.021409,2.016342,2.016156,2.023111,2.017837,2.018212,2.021031,2.022164,2.020278,2.01915,2.020843,2.021409,2.026917,2.018399,2.016715,2.015224,2.027299,2.022542,2.0252,2.026535,2.021975,2.02539,2.0233,2.022732,2.028065,2.025962,2.021975,2.034242,2.024249,2.021975,2.029794,2.02539,2.027682,2.024059,2.027491,2.028833,2.024439,2.024249,2.029986,2.026344,2.024819,2.028065,2.022542,2.024819,2.032496,2.027682,2.021975,2.024439,2.022921,2.025962,2.01765,2.024629,2.021786,2.025581,2.021597
971.374943,1.999556,2.003461,1.998674,2.003104,2.003461,2.003283,2.009927,2.008843,2.008482,2.009565,2.011922,2.005426,2.008121,2.015573,2.013379,2.020366,2.008121,2.013744,2.012468,2.007761,2.020737,2.014657,2.025212,2.016123,2.02241,2.022037,2.018147,2.027279,2.01907,2.022037,2.025025,2.026526,2.020181,2.024276,2.027844,2.018332,2.027091,2.023715,2.028977,2.029734,2.020551,2.02465,2.025025,2.034687,2.023528,2.030872,2.02465,2.029734,2.026526,2.020551,2.025025,2.031442,2.028977,2.032775,2.024276,2.02465,2.027844,2.027844,2.024463,2.023342,2.027279,2.017226,2.024276,2.020366,2.033157,2.021479,2.022969,2.01594,2.024276
973.877192,1.995788,1.997863,2.001168,1.996997,2.004499,2.005556,2.006793,2.005556,1.999774,2.004147,2.006616,2.008565,2.011238,2.01609,2.011417,2.007855,2.010167,2.012849,2.012132,2.011059,2.009811,2.009276,2.010881,2.010345,2.016452,2.01772,2.018265,2.023932,2.013568,2.020815,2.016633,2.015007,2.020815,2.013388,2.023197,2.017176,2.018628,2.018628,2.019902,2.012132,2.027814,2.018628,2.031731,2.023564,2.023748,2.021913,2.017357,2.024485,2.019902,2.027072,2.026701,2.018446,2.026146,2.027257,2.02338,2.023748,2.024116,2.019902,2.015729,2.024853,2.016814,2.019902,2.02045,2.024669,2.020632,2.025407,2.020085,2.019174,2.018265
