Wavelength (nm),Absorbance (AU) 2024-09-12 23:57:08
901.841506,0.1815893075815842
904.394392,0.20140395729048058
905.670145,0.1927836380432681
908.220269,0.18960002792876018
910.768552,0.20528310095172622
913.314994,0.2078638258104711
915.859594,0.215916170752143
918.402353,0.2188245214514362
920.943271,0.23652303048531592
923.482347,0.2526492040303349
926.019582,0.26631415558467786
928.554976,0.2745356843620427
931.088528,0.29448863514297374
933.620239,0.30791726641888845
936.150109,0.33445764496100716
938.678137,0.3637371903667261
941.204324,0.3754645841837283
943.72867,0.41840773841493545
946.251174,0.4273811953509356
948.771837,0.4471904741444132
951.290658,0.45228613014802244
953.807639,0.4676845446537908
956.322778,0.46231765742153097
958.836075,0.4633394740799622
961.347531,0.47165230841944705
963.857146,0.4729681826970589
966.36492,0.47274394697832295
968.870852,0.4693763830107204
971.374943,0.46829011536726317
973.877192,0.4637396072786646
976.3776,0.46570804777966357
978.876167,0.45744086622123875
981.372892,0.45386786473886603
983.867776,0.43480648591745974
986.360819,0.43315090123960726
987.60665,0.4245977184351301
990.096931,0.4218491524695469
992.58537,0.41318183771241973
995.071968,0.40398817324424774
997.556725,0.37731755000322253
1000.03964,0.38479654972393496
1002.520714,0.36106113175929705
1004.999947,0.3531215760414205
1007.477338,0.3380413882742175
1009.952888,0.3406073431155606
1012.426597,0.3221475068210626
1014.898464,0.30925999527359443
1017.36849,0.3118608610651599
1019.836674,0.3006262487378349
1022.303017,0.28925736352503917
1024.767519,0.2813500332996756
1027.23018,0.27103653296667884
1029.690999,0.27175892109051064
1032.149977,0.26586971233377016
1034.607113,0.2505626033901218
1037.062409,0.24951661761230584
1039.515862,0.24453777901905602
1041.967475,0.2334092422712527
1044.417246,0.23604099082647648
1046.865176,0.23081509012396073
1049.311264,0.2340819494274604
1051.755511,0.2182928008249726
1054.197917,0.23555895116763703
1056.638481,0.22148715277031816
1059.077204,0.22188460051131112
1061.514086,0.23067544632307133
1063.949127,0.22860630115796937
1066.382326,0.22003969106494511
1067.598235,0.2349614368272928
1070.028672,0.2222068554364406
1072.457267,0.23115077233763723
1074.884022,0.24037934775603154
1077.308934,0.24354684512428298
1079.732006,0.24626855651277202
1082.153236,0.2512527660214407
1084.572625,0.2507586418029089
1086.990173,0.2642866350140718
1089.405879,0.2671882720690914
1091.819744,0.27292306700754076
1094.231768,0.28118890583711087
1096.64195,0.2856225965153501
1099.050291,0.2949545620555567
1101.45679,0.2971808064966593
1103.861448,0.3049296947171676
1106.264265,0.31170778997572346
1108.665241,0.32880609921154963
1111.064375,0.3402340644939524
1113.461668,0.3535673620211829
1115.857119,0.3846219949728232
1118.250729,0.40270586718800355
1120.642498,0.43731336068919585
1123.032425,0.47151937826283113
1125.420511,0.5112695232775475
1127.806756,0.5537454078673169
1130.191159,0.5859843276688079
1132.573721,0.6365676090832921
1134.954442,0.6645863320944422
1137.333321,0.6859773454787634
1139.710359,0.710147807592326
1142.085556,0.739395127505532
1144.458911,0.7416858229316605
1145.644899,0.7523390336648978
1148.015492,0.7544967989344104
1150.384244,0.7529566889380627
1152.751154,0.7699475798655123
1155.116224,0.7665437622188326
1157.479452,0.779631340365652
1159.840838,0.7783691752422283
1162.200383,0.7790996197391884
1164.558087,0.7817783638043267
1166.91395,0.7840462328399253
1169.267971,0.7802557092830902
1171.620151,0.7813540614862396
1173.970489,0.7788901540378541
1176.318986,0.787971029282231
1178.665642,0.7912217758394742
1181.010457,0.7872607257180915
1183.35343,0.7874325950114938
1185.694562,0.795679635637098
1188.033852,0.7861784862611982
1190.371301,0.7906994543149936
1192.706909,0.8045940125034912
1195.040675,0.7826524802887405
1197.3726,0.781521902593078
1199.702684,0.7790553096869831
1202.030926,0.7862227963134036
1204.357327,0.791638021784433
1206.681887,0.7795843448557372
1209.004605,0.772478623756633
1211.325482,0.7638542763228565
1213.644518,0.7811043139192644
1215.961712,0.7712272004640471
1218.277065,0.7649888822050831
1220.590577,0.7503611940619158
1221.746642,0.7643551141856619
1224.057392,0.7605337078651685
1226.3663,0.7578576492577396
1228.673367,0.7612507250735815
1230.978592,0.7489311878316541
1233.281976,0.7504954669473866
1235.583519,0.7521765634734784
1237.883221,0.7491540808215351
1240.181081,0.7509963048101919
1242.4771,0.7508016091262595
1244.771277,0.7515105699615443
1247.063613,0.7434689668507101
1249.354108,0.7531393000623027
1251.642762,0.7452574816851784
