Wavelength (nm),Absorbance (AU) 2024-10-30 00:00:06,Absorbance (AU) 2024-10-30 00:16:17,Absorbance (AU) 2024-10-30 00:31:23,Absorbance (AU) 2024-10-30 00:46:29,Absorbance (AU) 2024-10-30 01:01:35,Absorbance (AU) 2024-10-30 01:16:41,Absorbance (AU) 2024-10-30 01:31:47,Absorbance (AU) 2024-10-30 01:46:53,Absorbance (AU) 2024-10-30 02:01:59,Absorbance (AU) 2024-10-30 02:17:04,Absorbance (AU) 2024-10-30 02:32:10,Absorbance (AU) 2024-10-30 02:47:16,Absorbance (AU) 2024-10-30 03:02:23,Absorbance (AU) 2024-10-30 03:17:29,Absorbance (AU) 2024-10-30 03:32:35,Absorbance (AU) 2024-10-30 03:47:40,Absorbance (AU) 2024-10-30 04:02:47,Absorbance (AU) 2024-10-30 04:17:52,Absorbance (AU) 2024-10-30 04:32:58,Absorbance (AU) 2024-10-30 04:48:04,Absorbance (AU) 2024-10-30 05:03:10,Absorbance (AU) 2024-10-30 05:18:17,Absorbance (AU) 2024-10-30 05:33:23,Absorbance (AU) 2024-10-30 05:48:29,Absorbance (AU) 2024-10-30 06:03:35,Absorbance (AU) 2024-10-30 06:18:40,Absorbance (AU) 2024-10-30 06:33:47,Absorbance (AU) 2024-10-30 06:48:52,Absorbance (AU) 2024-10-30 07:03:59,Absorbance (AU) 2024-10-30 07:19:05,Absorbance (AU) 2024-10-30 07:34:10,Absorbance (AU) 2024-10-30 07:49:16,Absorbance (AU) 2024-10-30 08:04:22,Absorbance (AU) 2024-10-30 08:19:28,Absorbance (AU) 2024-10-30 08:34:34,Absorbance (AU) 2024-10-30 08:49:40,Absorbance (AU) 2024-10-30 09:04:46,Absorbance (AU) 2024-10-30 09:19:52,Absorbance (AU) 2024-10-30 09:34:58,Absorbance (AU) 2024-10-30 09:50:04,Absorbance (AU) 2024-10-30 10:05:10,Absorbance (AU) 2024-10-30 10:20:16,Absorbance (AU) 2024-10-30 10:35:22,Absorbance (AU) 2024-10-30 10:50:28,Absorbance (AU) 2024-10-30 11:05:34,Absorbance (AU) 2024-10-30 11:20:40,Absorbance (AU) 2024-10-30 11:35:46,Absorbance (AU) 2024-10-30 11:50:52,Absorbance (AU) 2024-10-30 12:05:58,Absorbance (AU) 2024-10-30 12:21:04,Absorbance (AU) 2024-10-30 12:36:10,Absorbance (AU) 2024-10-30 12:51:16,Absorbance (AU) 2024-10-30 13:06:22,Absorbance (AU) 2024-10-30 13:21:28,Absorbance (AU) 2024-10-30 13:36:34,Absorbance (AU) 2024-10-30 13:51:40,Absorbance (AU) 2024-10-30 14:06:46,Absorbance (AU) 2024-10-30 14:21:52,Absorbance (AU) 2024-10-30 14:36:58,Absorbance (AU) 2024-10-30 14:52:04,Absorbance (AU) 2024-10-30 15:07:10,Absorbance (AU) 2024-10-30 15:22:16,Absorbance (AU) 2024-10-30 15:37:22,Absorbance (AU) 2024-10-30 15:52:28,Absorbance (AU) 2024-10-30 16:07:34,Absorbance (AU) 2024-10-30 16:22:40,Absorbance (AU) 2024-10-30 16:37:46,Absorbance (AU) 2024-10-30 16:52:52,Absorbance (AU) 2024-10-30 17:07:58
926.019582,1.746302,1.745649,1.744997,1.747939,1.74876,1.75672,1.759406,1.755216,1.750901,1.758564,1.763296,1.76008,1.763296,1.750241,1.764487,1.757054,1.763976,1.759069,1.761262,1.753884,1.764999,1.765169,1.763806,1.773612,1.759069,1.769112,1.769974,1.776405,1.766194,1.767222,1.766537,1.767908,1.77257,1.773438,1.771356,1.774483,1.765681,1.768768,1.772049,1.771356,1.770837,1.778512,1.778336,1.777106,1.777106,1.775007,1.775181,1.775181,1.777633,1.77658,1.769456,1.77588,1.769456,1.783111,1.776756,1.775007,1.769629,1.778688,1.769284,1.769629,1.775356,1.773438,1.774135,1.773438,1.776931,1.766194,1.777633,1.773091,1.776405
928.554976,1.779039,1.777221,1.777551,1.780698,1.778542,1.773773,1.780199,1.781863,1.785713,1.778212,1.780366,1.783533,1.78706,1.790786,1.78875,1.787904,1.78875,1.786049,1.786891,1.783365,1.790786,1.793688,1.791638,1.78706,1.790616,1.801638,1.798337,1.796609,1.793688,1.791297,1.793175,1.793859,1.79592,1.791127,1.790786,1.792662,1.801115,1.79799,1.800593,1.800419,1.798163,1.799203,1.805316,1.806196,1.807079,1.806196,1.804262,1.793859,1.797472,1.804789,1.797818,1.799897,1.799203,1.801987,1.803386,1.794031,1.804262,1.804613,1.798856,1.797645,1.801638,1.802161,1.796092,1.800941,1.789258,1.796954,1.794031,1.799897,1.794717
931.088528,1.803654,1.799861,1.797896,1.804982,1.795776,1.800354,1.802992,1.806313,1.807147,1.814387,1.810163,1.812016,1.811341,1.805314,1.814217,1.818309,1.812861,1.81151,1.808485,1.822095,1.816258,1.818138,1.819854,1.82037,1.816941,1.815066,1.824347,1.818995,1.819854,1.821059,1.815917,1.827136,1.823826,1.83047,1.820198,1.823133,1.823306,1.822787,1.831352,1.825043,1.828011,1.828186,1.820198,1.826961,1.829239,1.831705,1.824173,1.822095,1.828361,1.833653,1.828712,1.828361,1.828011,1.833121,1.829063,1.830294,1.833653,1.830294,1.830646,1.827835,1.828361,1.830294,1.835788,1.824869,1.821749,1.830118,1.82244,1.82766,1.818481
933.620239,1.831723,1.821602,1.839686,1.836959,1.840199,1.829546,1.837809,1.835263,1.832732,1.835094,1.844327,1.843464,1.844154,1.837469,1.841914,1.841227,1.841399,1.843982,1.841056,1.837979,1.847449,1.84658,1.850769,1.842086,1.850418,1.846753,1.849718,1.853938,1.852879,1.847797,1.851823,1.849543,1.847101,1.857308,1.854114,1.855531,1.851295,1.852174,1.852526,1.856774,1.851998,1.857486,1.854468,1.851471,1.855531,1.856952,1.860345,1.865577,1.853584,1.855353,1.856596,1.853584,1.859629,1.861962,1.851295,1.851471,1.86467,1.856418,1.85713,1.855886,1.849193,1.861063,1.853232,1.855708,1.855176,1.853584,1.846059,1.850769,1.849018
936.150109,1.86169,1.863761,1.857406,1.858088,1.865669,1.862207,1.864454,1.862897,1.857406,1.870211,1.867759,1.871266,1.869158,1.8725,1.875689,1.868283,1.865148,1.8725,1.870211,1.870035,1.877114,1.8725,1.874623,1.873383,1.870914,1.879799,1.878723,1.880878,1.881238,1.876579,1.8825,1.879619,1.878902,1.88232,1.883224,1.883948,1.878723,1.881598,1.880338,1.886311,1.878723,1.885946,1.883586,1.88832,1.886311,1.877114,1.884311,1.880878,1.886129,1.889971,1.881418,1.885401,1.881238,1.887588,1.885401,1.884129,1.878365,1.880698,1.884311,1.880698,1.886311,1.88704,1.877114,1.885946,1.890155,1.884311,1.873737,1.879081,1.878544
938.678137,1.889305,1.884039,1.886488,1.897686,1.893386,1.891607,1.896428,1.89072,1.901302,1.903669,1.895531,1.89589,1.896248,1.89931,1.894994,1.901484,1.901666,1.899491,1.907152,1.903304,1.902393,1.909551,1.898588,1.89931,1.898227,1.910291,1.911033,1.910477,1.898588,1.904949,1.907336,1.910291,1.904034,1.910106,1.910662,1.906049,1.908257,1.912708,1.916264,1.907888,1.908257,1.913641,1.908626,1.9157,1.910848,1.914576,1.912894,1.915513,1.911591,1.914576,1.912708,1.910106,1.90752,1.917204,1.912335,1.908996,1.910106,1.916076,1.917204,1.907336,1.908442,1.912149,1.911219,1.906416,1.907888,1.909736,1.912149,1.907888,1.910477
941.204324,1.914894,1.915803,1.913081,1.9129,1.919461,1.915986,1.913624,1.91635,1.917263,1.919644,1.927617,1.91635,1.928928,1.920012,1.92575,1.927243,1.934406,1.930056,1.926309,1.928178,1.927804,1.931753,1.934216,1.932131,1.924633,1.933077,1.938224,1.937266,1.92575,1.93612,1.93784,1.932888,1.934406,1.934976,1.930998,1.938224,1.93612,1.939568,1.939183,1.942463,1.942075,1.939376,1.935738,1.944792,1.940723,1.936883,1.945767,1.939376,1.940723,1.941882,1.934406,1.942075,1.940338,1.940145,1.940338,1.938224,1.927804,1.937266,1.939376,1.929304,1.934216,1.944014,1.935547,1.942075,1.933646,1.935738,1.930998,1.934596,1.937266
943.72867,1.948935,1.938895,1.935165,1.940959,1.94436,1.950087,1.943602,1.947405,1.953753,1.943602,1.947214,1.949895,1.952979,1.947405,1.951241,1.958038,1.953366,1.949895,1.952979,1.952979,1.959018,1.954335,1.952979,1.952979,1.952206,1.952979,1.96197,1.952206,1.957451,1.962959,1.954918,1.957451,1.96059,1.968336,1.959018,1.952979,1.96395,1.961181,1.959607,1.967936,1.963751,1.956475,1.965739,1.969742,1.964943,1.966936,1.959607,1.967136,1.96197,1.96554,1.972971,1.964545,1.966536,1.961181,1.967736,1.970144,1.965142,1.968938,1.965341,1.961181,1.965739,1.955112,1.966536,1.968938,1.964943,1.966536,1.953947,1.955696,1.954918
946.251174,1.960263,1.965877,1.960648,1.965099,1.954342,1.966657,1.962965,1.97573,1.968418,1.970973,1.967048,1.967243,1.967243,1.970382,1.973345,1.969006,1.976728,1.976328,1.976328,1.973742,1.977928,1.97394,1.97394,1.980137,1.974337,1.980943,1.973543,1.97873,1.983168,1.974536,1.977728,1.987242,1.980742,1.981751,1.982358,1.977328,1.984183,1.984997,1.984793,1.988267,1.980742,1.998017,1.980339,1.98256,1.987447,1.995715,1.995507,1.984183,1.987856,1.990117,1.981751,1.986016,1.986628,1.979735,1.987856,1.987037,1.988472,1.979132,1.981347,1.982155,1.980137,1.996969,1.992803,1.984589,1.982763,1.986628,1.987037,1.988472,1.98054
948.771837,1.981695,1.967858,1.96978,1.977753,1.979719,1.985674,1.976185,1.987677,1.979917,1.977949,1.985275,1.988682,1.981102,1.989892,1.985474,1.991914,1.983084,1.986474,1.990902,1.985075,1.99415,1.9907,1.994558,1.995989,1.994558,1.999069,1.991509,1.992726,1.991104,1.993336,1.99804,1.994966,1.992523,1.999069,1.997218,1.997834,1.997834,1.999069,2.004253,1.992726,2.000928,1.998863,1.993947,2.00155,1.992929,2.006973,2.000101,2.000308,2.007604,2.016523,2.008445,2.003003,2.003211,1.997218,2.005716,2.002172,2.00342,1.998246,1.987878,2.010133,2.004253,2.00342,1.99804,2.001343,2.000928,1.998246,1.99232,2.000928,1.990295
951.290658,1.990142,1.996726,1.986003,1.98856,1.99432,1.987575,1.99034,1.998944,1.987181,1.993921,1.998136,1.991928,2.001173,2.001579,1.997129,2.000766,2.006281,2.001986,2.000969,2.010619,2.011034,2.003005,2.007722,2.006898,2.000158,2.006075,2.012074,2.004844,2.009168,2.002597,2.010411,2.009996,2.009375,2.01479,2.005459,2.010411,2.010204,2.01479,2.007516,2.002801,2.013744,2.019215,2.006486,2.013326,2.010204,2.009582,2.016681,2.014371,2.012074,2.012699,2.017946,2.01605,2.01605,2.01626,2.016681,2.019215,2.012699,2.008961,2.013744,2.013953,2.010826,2.009582,2.010826,2.014581,2.009375,1.99854,2.010619,2.00587,2.001376
953.807639,1.999495,1.99791,1.996724,1.997712,1.997514,1.99065,1.997316,1.994363,2.004087,2.007512,2.01015,2.006098,2.008322,2.002085,2.004087,2.008322,2.010557,2.011372,2.008727,2.013418,2.007714,2.010761,2.011781,2.016298,2.007512,2.010557,2.016711,2.013828,2.015062,2.011168,2.015062,2.015268,2.016505,2.013008,2.021908,2.018782,2.019406,2.020655,2.022745,2.013213,2.024634,2.022326,2.019614,2.011577,2.026532,2.024845,2.02149,2.021699,2.023794,2.017125,2.014445,2.018575,2.01899,2.016298,2.025477,2.021908,2.019614,2.023374,2.023584,2.01816,2.024634,2.021699,2.028014,2.02003,2.014856,2.014856,2.016505,2.015886,2.014445
956.322778,2.005505,2.005308,1.994946,2.004517,1.999803,1.999217,2.006496,2.003925,2.012288,2.00294,2.014304,2.005308,2.01572,2.002153,2.003925,2.009283,2.019179,2.009682,2.01572,2.017344,2.020406,2.013496,2.01877,2.021432,2.02246,2.025973,2.020406,2.022666,2.008884,2.017955,2.024937,2.017548,2.0139,2.011485,2.021021,2.01572,2.025558,2.022254,2.030772,2.026804,2.019383,2.024937,2.01877,2.022666,2.019997,2.022871,2.028053,2.029724,2.02473,2.028888,2.032032,2.028261,2.026388,2.014102,2.028053,2.031402,2.029306,2.024937,2.027844,2.027844,2.024523,2.024109,2.021432,2.023696,2.032453,2.016328,2.021226,2.024523,2.020406
958.836075,1.995581,2.001905,2.001905,2.006367,2.007148,2.008322,2.006172,2.007148,2.006172,2.000363,2.009106,2.00891,2.009695,2.01206,2.019031,2.010876,2.016229,2.015034,2.020439,2.012455,2.021447,2.013643,2.021043,2.018028,2.021245,2.023877,2.031868,2.017028,2.019433,2.028366,2.029805,2.01583,2.017628,2.026524,2.020439,2.028572,2.022053,2.025504,2.025912,2.031042,2.031042,2.023065,2.028161,2.030629,2.025912,2.029599,2.032282,2.035815,2.030629,2.027547,2.028366,2.032489,2.020439,2.030217,2.020842,2.021851,2.032075,2.025912,2.023877,2.024689,2.025096,2.027137,2.034149,2.029393,2.023065,2.029188,2.025096,2.026116,2.027137
961.347531,2.006315,2.002499,2.009779,2.003259,2.009972,2.005932,2.009585,2.012103,2.011521,2.018363,2.011715,2.016201,2.014831,2.01327,2.010939,2.01679,2.016397,2.013075,2.02014,2.017576,2.024315,2.016005,2.021726,2.025716,2.009972,2.016397,2.018363,2.023318,2.027523,2.022919,2.021528,2.024315,2.023517,2.019152,2.027926,2.026117,2.028934,2.024116,2.02692,2.027121,2.032991,2.022123,2.022322,2.02692,2.03238,2.029743,2.036881,2.038942,2.028531,2.028934,2.02692,2.029945,2.030148,2.026518,2.028934,2.023716,2.031161,2.024915,2.029136,2.021528,2.024315,2.03647,2.018955,2.027523,2.030755,2.03177,2.028934,2.025916,2.023517
963.857146,2.007119,2.003733,2.006364,2.010721,2.007874,2.00693,2.00205,2.01397,2.018986,2.013203,2.014354,2.022298,2.015892,2.011865,2.019375,2.017243,2.014354,2.011293,2.016857,2.020736,2.018598,2.0157,2.020931,2.018211,2.020542,2.029992,2.023865,2.027412,2.023669,2.026226,2.034594,2.029196,2.027214,2.031187,2.028402,2.028601,2.021712,2.033589,2.031187,2.022689,2.030191,2.024454,2.025241,2.022885,2.024061,2.028799,2.040875,2.025241,2.035399,2.036004,2.025635,2.028601,2.024454,2.033388,2.032787,2.029395,2.032387,2.028006,2.018405,2.033388,2.027016,2.026226,2.029594,2.028601,2.022885,2.026621,2.025635,2.022689,2.019958
966.36492,1.999701,2.005952,2.004473,2.007622,2.011544,2.000614,2.005952,2.013424,2.017589,2.007994,2.009859,2.011919,2.009112,2.016639,2.012107,2.019304,2.022179,2.020069,2.025266,2.020069,2.025072,2.02141,2.020069,2.027401,2.021602,2.014178,2.017589,2.015312,2.020452,2.029155,2.019878,2.025072,2.025266,2.022948,2.023141,2.030917,2.037838,2.026817,2.024299,2.029155,2.032883,2.032293,2.032489,2.022371,2.035849,2.032096,2.032096,2.032883,2.025266,2.03131,2.029351,2.026817,2.03387,2.026235,2.031114,2.033672,2.022563,2.032096,2.033278,2.03308,2.021987,2.037638,2.028375,2.035453,2.024879,2.027012,2.028375,2.021027,2.021987
968.870852,2.00402,2.006019,2.001488,2.004201,2.004382,2.003657,2.00931,2.014109,2.008027,2.010966,2.007113,2.017463,2.015783,2.021786,2.023869,2.011888,2.018212,2.018587,2.015783,2.011334,2.018774,2.016529,2.01541,2.017463,2.018399,2.023111,2.02501,2.022732,2.018399,2.02122,2.026726,2.024439,2.023869,2.0233,2.020278,2.027682,2.032883,2.029986,2.02349,2.029025,2.022732,2.022164,2.029217,2.028257,2.028065,2.026153,2.020466,2.034826,2.026917,2.033271,2.028449,2.024819,2.026535,2.024249,2.026344,2.029025,2.024059,2.033077,2.027874,2.0252,2.029986,2.028065,2.026344,2.026344,2.024819,2.029794,2.0233,2.028257,2.025581
971.374943,2.000795,1.993939,2.00257,2.007761,2.002037,2.001504,2.004175,2.008662,2.01265,2.005964,2.011195,2.004532,2.009023,2.013926,2.016674,2.014475,2.014109,2.01741,2.01907,2.015756,2.022782,2.007401,2.017226,2.027279,2.020366,2.023528,2.016307,2.016858,2.01944,2.018701,2.021108,2.014109,2.021851,2.01981,2.0254,2.025212,2.024463,2.028788,2.02241,2.020737,2.018332,2.023528,2.034687,2.02465,2.021294,2.018332,2.023155,2.030682,2.028033,2.022782,2.023715,2.021108,2.027467,2.028788,2.022969,2.031062,2.0254,2.025025,2.025775,2.032394,2.016123,2.026526,2.022596,2.02841,2.01981,2.024276,2.027279,2.020181,2.019995
973.877192,2.000819,1.998904,2.000296,2.000645,2.002217,2.001168,2.003094,2.00538,2.009099,2.006262,2.009276,2.005027,2.002042,2.009454,2.013388,2.015368,2.017176,2.009811,2.019174,2.016271,2.008388,2.012849,2.009276,2.011953,2.005733,2.02045,2.010345,2.013388,2.019174,2.020632,2.025038,2.01591,2.020632,2.018083,2.024669,2.01881,2.016271,2.018446,2.021546,2.028371,2.022463,2.016995,2.021913,2.027072,2.028371,2.029302,2.024116,2.027443,2.020632,2.01881,2.018992,2.024853,2.026331,2.020998,2.018265,2.022463,2.020632,2.021546,2.01881,2.024669,2.023932,2.022463,2.025776,2.019174,2.017357,2.022279,2.015729,2.023748,2.01881
976.3776,1.99613,1.992236,1.998688,1.994263,2.000058,1.99579,2.003677,2.002295,2.002812,1.997663,2.002467,2.002985,2.005932,2.006977,2.001261,2.008549,2.005584,2.006977,2.004196,2.006802,2.008724,2.009951,2.004543,2.013122,2.014007,2.006628,2.01846,2.008199,2.008024,2.009775,2.011534,2.013653,2.012592,2.011534,2.01703,2.012062,2.018997,2.014184,2.022055,2.018281,2.025862,2.019356,2.017208,2.019715,2.013122,2.020973,2.024408,2.016139,2.026226,2.019176,2.021514,2.02332,2.015249,2.020254,2.019535,2.021153,2.013653,2.018639,2.013476,2.019715,2.015072,2.020433,2.014717,2.024045,2.011005,2.017566,2.016673,2.014717,2.009074
978.876167,1.992753,1.990596,1.983536,1.988944,1.990596,1.992586,1.995925,1.99492,1.99242,1.993752,1.999964,1.998951,2.000134,1.992919,1.999457,2.008504,2.013186,2.005924,2.011619,2.008159,2.004213,2.01336,2.004042,2.010925,2.002509,2.007298,2.013884,2.014758,2.010405,2.007642,2.002849,2.009367,2.013535,1.999964,2.007987,2.014233,2.009886,2.014583,2.015283,2.009886,2.015809,2.011619,2.014058,2.007126,2.014408,2.019685,2.016511,2.014583,2.014233,2.007987,2.01739,2.014933,2.016863,2.017214,2.010059,2.011446,2.015283,2.009194,2.009367,2.022526,2.008504,2.018801,2.009022,2.010752,2.003019,2.006267,2.008159,2.010578,2.010405
981.372892,1.991211,1.983111,1.990068,1.985848,1.991211,1.989579,1.995153,1.992357,1.994164,1.994329,1.991048,1.992357,1.993342,1.997138,1.997138,1.997801,1.998799,1.997801,1.999465,2.005844,2.002139,1.998134,1.997967,2.003147,1.99631,2.01335,2.004831,2.006691,2.004156,2.002475,2.007539,1.997635,1.999465,2.003315,2.004493,2.001804,2.007708,2.008729,2.005337,2.00924,2.004662,2.009581,2.009069,2.005337,2.010093,2.010948,2.01335,2.014211,2.01249,2.01249,2.008388,2.000967,2.009581,2.003988,2.008729,2.011633,2.007539,2.003988,2.010264,2.006691,2.008218,2.006182,2.002307,2.003651,2.004662,2.005168,2.005675,2.000466,2.001804
983.867776,1.982815,1.978717,1.978874,1.979031,1.981234,1.98234,1.986633,1.980919,1.981234,1.989841,1.992748,1.991292,1.993721,1.992586,1.990646,1.991131,1.995838,1.991777,1.996164,1.994697,1.993397,1.994209,1.995349,1.990002,1.99895,2.00225,2.000102,1.995023,2.008927,1.997965,2.003577,1.996982,1.998786,2.001919,1.999443,2.004409,2.008927,2.00391,1.998129,2.002582,2.002747,2.004242,2.001753,2.007583,2.003245,2.004742,2.004409,2.00859,2.00225,2.006913,2.004908,1.996491,2.005075,2.006745,1.999608,2.004242,2.001257,2.000432,2.005909,2.000432,2.001753,1.998621,2.001919,2.000597,1.990646,1.994697,1.997965,1.999279,2.004409
986.360819,1.974478,1.975862,1.974171,1.978178,1.978178,1.973711,1.981754,1.977869,1.979108,1.980507,1.983788,1.983318,1.980507,1.982379,1.98191,1.981598,1.988995,1.982379,1.986463,1.988836,1.990107,1.991861,1.98836,1.989471,1.992341,1.988677,1.986463,1.990107,1.988836,1.994586,1.995875,1.993944,1.997005,1.991223,1.992181,1.995069,1.991223,1.994908,1.994265,1.99652,1.996359,1.993142,2.001229,1.992661,1.99895,1.994426,1.997814,1.995069,1.995713,1.995552,1.991223,1.996843,1.993302,2.001066,1.9996,1.989789,1.999112,1.990267,1.995713,1.993783,1.993944,1.9996,1.9983,1.994104,1.98963,1.988202,2.000577,1.998138,1.990744
987.60665,1.973021,1.973935,1.972261,1.969235,1.975462,1.971048,1.980539,1.969989,1.974698,1.986775,1.983179,1.978532,1.981935,1.984114,1.985521,1.988663,1.989137,1.987403,1.976994,1.987718,1.986304,1.982867,1.984582,1.990243,1.988033,1.989452,1.989294,1.988348,1.987718,1.992146,1.989927,1.987246,1.991988,1.986618,1.99056,1.994058,1.995818,1.99358,1.98961,1.999521,1.990718,1.998391,1.993739,1.988979,1.995017,1.993739,1.990243,1.989768,1.995017,1.992465,1.993261,1.992146,1.989452,1.997585,1.997424,1.988821,1.994857,1.991511,1.993899,1.995177,1.991035,1.994218,1.984114,1.993899,1.990718,1.995658,1.988979,1.988348,1.986932
990.096931,1.967368,1.966626,1.966774,1.971398,1.967814,1.971999,1.971698,1.968856,1.971398,1.971548,1.979267,1.972449,1.971098,1.977135,1.976831,1.980337,1.980491,1.975921,1.979267,1.974559,1.983873,1.986194,1.974861,1.98141,1.987593,1.982178,1.988216,1.982948,1.981564,1.989152,1.981871,1.98697,1.991659,1.98095,1.98884,1.98806,1.992288,1.979267,1.988684,1.984181,1.985729,1.988216,1.988996,1.983256,1.991031,1.982332,1.988372,1.978809,1.983564,1.986194,1.991345,1.990717,1.984027,1.988684,1.983873,1.986039,1.986039,1.988216,1.990874,1.982025,1.982332,1.985419,1.986349,1.986039,1.980797,1.986039,1.984954,1.985419,1.984954
992.58537,1.957723,1.95686,1.959888,1.961627,1.954425,1.961337,1.964981,1.963666,1.968213,1.96969,1.966447,1.963228,1.971916,1.972809,1.968361,1.960612,1.972958,1.967182,1.963812,1.972362,1.973256,1.9758,1.9761,1.971916,1.974601,1.980477,1.979114,1.974601,1.97147,1.97851,1.976701,1.979265,1.976701,1.979719,1.978057,1.98154,1.983216,1.980781,1.983064,1.981692,1.980781,1.980629,1.977906,1.979719,1.981236,1.983369,1.987512,1.982759,1.978661,1.985666,1.977303,1.987512,1.976852,1.981084,1.98398,1.982759,1.97535,1.977303,1.980022,1.96969,1.980477,1.9761,1.984439,1.977755,1.978661,1.970283,1.979568,1.979114,1.977605
995.071968,1.949647,1.94699,1.951756,1.947967,1.951474,1.953168,1.955437,1.953027,1.959866,1.956006,1.96001,1.956575,1.958003,1.962026,1.959149,1.961593,1.955721,1.958575,1.963182,1.966377,1.965213,1.966669,1.961016,1.969156,1.969743,1.966377,1.967253,1.971068,1.969596,1.969009,1.970037,1.971805,1.971953,1.970184,1.973136,1.971215,1.970184,1.968716,1.971068,1.970479,1.976555,1.971068,1.972396,1.969009,1.975065,1.977601,1.972692,1.975065,1.97805,1.975958,1.9721,1.97358,1.978799,1.97284,1.974916,1.975214,1.969303,1.971215,1.974173,1.972544,1.968716,1.97447,1.966377,1.965649,1.97447,1.970184,1.967838,1.969156,1.964051
997.556725,1.943475,1.943887,1.944575,1.9443,1.940465,1.944437,1.94803,1.94706,1.950814,1.949141,1.951093,1.952213,1.954742,1.950116,1.953335,1.953616,1.960558,1.960844,1.954178,1.959417,1.960701,1.957995,1.957711,1.955588,1.961702,1.961273,1.959417,1.963136,1.964431,1.960415,1.961559,1.96328,1.964864,1.963999,1.962562,1.966453,1.968485,1.965008,1.967758,1.963711,1.967613,1.974194,1.966019,1.96573,1.968048,1.966308,1.96113,1.963424,1.967758,1.961273,1.964143,1.966888,1.966308,1.967177,1.961845,1.966164,1.960987,1.964575,1.969067,1.966019,1.961416,1.96113,1.960844,1.963711,1.961845,1.968339,1.962132,1.956577,1.957002
1000.03964,1.933963,1.93263,1.933029,1.93812,1.941095,1.93974,1.936238,1.93974,1.939875,1.940417,1.940959,1.945869,1.94409,1.945458,1.946144,1.945184,1.947106,1.94491,1.950281,1.95042,1.94807,1.94876,1.949866,1.953341,1.953341,1.952365,1.957266,1.949451,1.957407,1.951808,1.957125,1.959383,1.957548,1.960233,1.952365,1.949589,1.956422,1.959525,1.961085,1.956703,1.955579,1.961227,1.958959,1.957125,1.9591,1.961511,1.957266,1.958676,1.956703,1.955439,1.963935,1.956562,1.95042,1.960659,1.95995,1.961653,1.95783,1.956984,1.961369,1.956281,1.954738,1.949036,1.955019,1.956141,1.951808,1.950975,1.95995,1.953062,1.949451
1002.520714,1.926015,1.926536,1.926797,1.924194,1.929153,1.930731,1.93205,1.930468,1.933771,1.933506,1.931786,1.936833,1.940724,1.934037,1.939513,1.943564,1.939782,1.943972,1.943429,1.941534,1.945877,1.942345,1.944651,1.941264,1.941399,1.944787,1.942616,1.945059,1.947928,1.944651,1.943022,1.946286,1.943836,1.9493,1.94656,1.950402,1.946696,1.94656,1.945877,1.948065,1.946013,1.948614,1.95192,1.94738,1.949163,1.948476,1.94656,1.950264,1.948614,1.950264,1.950126,1.9493,1.951782,1.952197,1.948751,1.943972,1.950126,1.947791,1.945604,1.948339,1.946696,1.943836,1.947106,1.94248,1.939513,1.942616,1.946286,1.943836,1.944651
1004.999947,1.919129,1.914938,1.916584,1.922974,1.924264,1.924393,1.925428,1.922203,1.927374,1.921689,1.924522,1.926725,1.935117,1.931032,1.935779,1.931688,1.936045,1.935117,1.932082,1.92933,1.928416,1.935249,1.939642,1.936975,1.934588,1.941654,1.936045,1.940446,1.942461,1.937773,1.936975,1.940446,1.940312,1.945163,1.938306,1.934588,1.941654,1.940312,1.944892,1.940446,1.945434,1.943945,1.941519,1.939642,1.941251,1.938306,1.943945,1.944756,1.944486,1.93991,1.942865,1.940312,1.93991,1.940044,1.934191,1.936842,1.940178,1.939241,1.943,1.945027,1.935912,1.942057,1.938573,1.938306,1.934985,1.931425,1.936576,1.938173,1.937241
1007.477338,1.907381,1.91036,1.912734,1.910984,1.912233,1.908,1.915625,1.921464,1.918027,1.917647,1.917267,1.919297,1.920316,1.924028,1.922104,1.92609,1.925058,1.925703,1.927254,1.924672,1.928811,1.927384,1.921081,1.932991,1.928422,1.928422,1.928681,1.924543,1.929592,1.930635,1.92609,1.928162,1.925058,1.93947,1.929071,1.929722,1.933911,1.934964,1.935888,1.932598,1.927902,1.926737,1.929332,1.934701,1.934569,1.936814,1.935756,1.940671,1.933648,1.93155,1.936814,1.93536,1.933254,1.930766,1.929202,1.929332,1.930505,1.932598,1.935492,1.927254,1.932991,1.925832,1.929462,1.924929,1.929462,1.929202,1.930505,1.930244,1.928292
1009.952888,1.903124,1.901782,1.90008,1.904592,1.902269,1.909771,1.903857,1.905328,1.906804,1.907051,1.909647,1.913509,1.91201,1.913884,1.910019,1.913884,1.917784,1.914636,1.915641,1.908532,1.917784,1.918922,1.918289,1.921591,1.925561,1.921464,1.92274,1.920191,1.925432,1.925175,1.932041,1.922101,1.922868,1.927107,1.925818,1.919429,1.925561,1.92672,1.926076,1.926076,1.923379,1.926333,1.925175,1.929307,1.92672,1.924276,1.927624,1.929178,1.927107,1.929827,1.925689,1.926591,1.925561,1.927236,1.92274,1.920827,1.923251,1.920318,1.921209,1.922101,1.923123,1.91627,1.925304,1.919683,1.923763,1.923379,1.922868,1.919176,1.916774
