Wavelength (nm),Absorbance (AU) 2024-10-04 00:00:02,Absorbance (AU) 2024-10-04 00:15:07,Absorbance (AU) 2024-10-04 00:30:13,Absorbance (AU) 2024-10-04 00:45:19,Absorbance (AU) 2024-10-04 01:00:25,Absorbance (AU) 2024-10-04 01:15:31,Absorbance (AU) 2024-10-04 01:30:36,Absorbance (AU) 2024-10-04 01:45:42,Absorbance (AU) 2024-10-04 02:00:48,Absorbance (AU) 2024-10-04 02:15:54,Absorbance (AU) 2024-10-04 02:31:00,Absorbance (AU) 2024-10-04 02:46:06,Absorbance (AU) 2024-10-04 03:01:12,Absorbance (AU) 2024-10-04 03:16:17,Absorbance (AU) 2024-10-04 03:31:23,Absorbance (AU) 2024-10-04 03:46:29,Absorbance (AU) 2024-10-04 04:01:35,Absorbance (AU) 2024-10-04 04:16:41,Absorbance (AU) 2024-10-04 04:31:46,Absorbance (AU) 2024-10-04 04:46:52,Absorbance (AU) 2024-10-04 05:01:58,Absorbance (AU) 2024-10-04 05:17:04,Absorbance (AU) 2024-10-04 05:32:10,Absorbance (AU) 2024-10-04 05:47:15,Absorbance (AU) 2024-10-04 06:02:21,Absorbance (AU) 2024-10-04 06:17:27,Absorbance (AU) 2024-10-04 06:32:33,Absorbance (AU) 2024-10-04 06:47:39,Absorbance (AU) 2024-10-04 07:02:44,Absorbance (AU) 2024-10-04 07:17:50,Absorbance (AU) 2024-10-04 07:32:56,Absorbance (AU) 2024-10-04 07:48:02,Absorbance (AU) 2024-10-04 08:03:08,Absorbance (AU) 2024-10-04 08:18:14,Absorbance (AU) 2024-10-04 08:33:20,Absorbance (AU) 2024-10-04 08:48:26,Absorbance (AU) 2024-10-04 09:03:31,Absorbance (AU) 2024-10-04 09:18:37,Absorbance (AU) 2024-10-04 09:33:43,Absorbance (AU) 2024-10-04 09:48:49,Absorbance (AU) 2024-10-04 10:03:55,Absorbance (AU) 2024-10-04 10:19:01,Absorbance (AU) 2024-10-04 10:34:06,Absorbance (AU) 2024-10-04 10:49:12,Absorbance (AU) 2024-10-04 11:04:18,Absorbance (AU) 2024-10-04 11:19:24,Absorbance (AU) 2024-10-04 11:34:30,Absorbance (AU) 2024-10-04 11:49:35,Absorbance (AU) 2024-10-04 12:04:41,Absorbance (AU) 2024-10-04 12:19:47,Absorbance (AU) 2024-10-04 12:34:53,Absorbance (AU) 2024-10-04 12:49:59,Absorbance (AU) 2024-10-04 13:05:05,Absorbance (AU) 2024-10-04 13:20:11,Absorbance (AU) 2024-10-04 13:35:17,Absorbance (AU) 2024-10-04 13:50:23,Absorbance (AU) 2024-10-04 14:05:28,Absorbance (AU) 2024-10-04 14:20:34,Absorbance (AU) 2024-10-04 14:35:40,Absorbance (AU) 2024-10-04 14:50:46,Absorbance (AU) 2024-10-04 15:05:52,Absorbance (AU) 2024-10-04 15:20:58,Absorbance (AU) 2024-10-04 15:36:03,Absorbance (AU) 2024-10-04 15:51:09,Absorbance (AU) 2024-10-04 16:06:15,Absorbance (AU) 2024-10-04 16:21:21,Absorbance (AU) 2024-10-04 16:36:27,Absorbance (AU) 2024-10-04 16:51:33
926.019582,1.700888,1.695622,1.705474,1.705474,1.705772,1.702953,1.708759,1.704731,1.712219,1.709809,1.71647,1.719224,1.714187,1.71647,1.720454,1.716622,1.712673,1.719224,1.717692,1.711163,1.715555,1.713581,1.720454,1.716927,1.718917,1.714643,1.712975,1.706964,1.705921,1.716927,1.717386,1.711766,1.709208,1.713429,1.715707,1.708759,1.700447,1.702805,1.701624,1.703101,1.712824,1.706069,1.699859,1.712068,1.701182,1.69085,1.686557,1.697224,1.702657,1.702067,1.704434,1.706666,1.708908,1.707561,1.708309,1.717386,1.71041,1.70786,1.713126,1.713429,1.715251,1.715403,1.719224,1.715555,1.711314,1.718917,1.726188,1.726032
928.554976,1.723767,1.722311,1.72333,1.725666,1.726692,1.728899,1.729047,1.728457,1.727574,1.72949,1.736789,1.73709,1.739955,1.744213,1.743602,1.741016,1.737541,1.744213,1.739955,1.741775,1.74345,1.744213,1.736189,1.751145,1.73709,1.736189,1.742231,1.732752,1.729047,1.739653,1.733944,1.737993,1.731118,1.73499,1.731563,1.728604,1.728015,1.726106,1.72949,1.736939,1.730821,1.732454,1.732157,1.73097,1.724496,1.718838,1.713395,1.723767,1.724496,1.725959,1.729933,1.729195,1.734392,1.733199,1.727868,1.732454,1.730821,1.734691,1.739955,1.733944,1.735589,1.74041,1.741471,1.737691,1.73724,1.747588,1.745897,1.748513
931.088528,1.747488,1.749531,1.749238,1.757351,1.747634,1.760039,1.754827,1.757202,1.764103,1.769428,1.76169,1.767747,1.765921,1.766529,1.768052,1.765769,1.758842,1.770808,1.771576,1.767747,1.774199,1.762744,1.767747,1.770041,1.769581,1.760189,1.755864,1.758842,1.759141,1.761389,1.768816,1.781693,1.758543,1.763498,1.767442,1.75959,1.74778,1.756607,1.754235,1.757947,1.756161,1.753792,1.754235,1.757947,1.755716,1.746616,1.741849,1.746761,1.749238,1.749677,1.758992,1.756607,1.761991,1.756756,1.758394,1.763046,1.766833,1.768052,1.763498,1.760939,1.760189,1.765921,1.765163,1.767138,1.760489,1.762443,1.76729,1.774819
933.620239,1.774403,1.775139,1.775434,1.7778,1.781373,1.778245,1.784976,1.784976,1.786033,1.789675,1.791967,1.798293,1.789218,1.79258,1.79535,1.791813,1.780925,1.78998,1.798915,1.786638,1.794116,1.788913,1.786486,1.79535,1.796432,1.789066,1.78694,1.786033,1.773815,1.791048,1.783922,1.795041,1.782421,1.78558,1.786638,1.787698,1.779881,1.777504,1.78785,1.782871,1.783021,1.772202,1.781224,1.787698,1.774698,1.768558,1.76322,1.778394,1.778245,1.778542,1.780627,1.780925,1.791048,1.787395,1.777059,1.790132,1.786335,1.789218,1.795659,1.780179,1.79059,1.790285,1.788305,1.797982,1.797362,1.792887,1.798293,1.8011
936.150109,1.806007,1.796715,1.808133,1.811035,1.805856,1.805856,1.806917,1.814883,1.810882,1.81939,1.816277,1.816587,1.811648,1.815812,1.828866,1.81861,1.812724,1.817831,1.817986,1.813648,1.816898,1.815192,1.820015,1.820172,1.822054,1.813032,1.810422,1.815657,1.807373,1.815347,1.816898,1.819859,1.8092,1.812416,1.819546,1.814574,1.805704,1.803289,1.808285,1.81257,1.811955,1.803741,1.805402,1.811648,1.806614,1.797309,1.798945,1.798796,1.80344,1.804495,1.810729,1.801037,1.809964,1.813494,1.807525,1.826001,1.816277,1.815502,1.819859,1.807981,1.812416,1.811188,1.822211,1.817208,1.820328,1.818454,1.825684,1.821897
938.678137,1.829661,1.827051,1.835863,1.836488,1.832286,1.828277,1.834615,1.837584,1.841521,1.840889,1.845974,1.848861,1.845495,1.849666,1.843742,1.85274,1.836488,1.8487,1.846614,1.843106,1.850634,1.846934,1.842313,1.851443,1.845814,1.845814,1.833061,1.838054,1.831512,1.840573,1.836644,1.844219,1.846614,1.835707,1.838997,1.833682,1.837898,1.836019,1.841363,1.834304,1.831976,1.836957,1.832441,1.836957,1.833837,1.823091,1.816619,1.824762,1.829353,1.834615,1.829815,1.835238,1.839312,1.838211,1.830277,1.836644,1.847255,1.839469,1.840257,1.836175,1.841047,1.845016,1.845654,1.840889,1.843901,1.843424,1.852253,1.851119
941.204324,1.853013,1.858723,1.853801,1.864833,1.861767,1.857447,1.859202,1.865968,1.862572,1.865481,1.86841,1.872841,1.87021,1.872346,1.879322,1.873501,1.867269,1.867595,1.873006,1.866618,1.869555,1.869064,1.876818,1.871195,1.869718,1.863701,1.860804,1.864186,1.860002,1.867595,1.866455,1.849716,1.866618,1.858085,1.871523,1.860804,1.860002,1.853959,1.864024,1.857607,1.865968,1.856017,1.854117,1.864024,1.852225,1.847221,1.839973,1.851283,1.8557,1.855383,1.855541,1.858085,1.862894,1.859202,1.864833,1.862411,1.861767,1.867432,1.866943,1.862411,1.86841,1.857925,1.867106,1.869227,1.870374,1.873006,1.875156,1.88319
943.72867,1.876547,1.881113,1.872992,1.885397,1.88177,1.880131,1.88606,1.882921,1.88325,1.891567,1.885231,1.895955,1.885894,1.893756,1.889891,1.893081,1.88325,1.893249,1.888888,1.886724,1.893924,1.888721,1.890728,1.888054,1.89056,1.887555,1.889222,1.888721,1.872992,1.889891,1.88457,1.890728,1.88606,1.88606,1.883085,1.882262,1.881113,1.880131,1.88424,1.878172,1.886724,1.881441,1.88424,1.875898,1.877847,1.870425,1.859682,1.870266,1.879804,1.878172,1.878661,1.873153,1.88177,1.888054,1.880131,1.885728,1.881605,1.890896,1.890225,1.880458,1.885728,1.887056,1.895447,1.885066,1.890393,1.892576,1.892912,1.897144
946.251174,1.895852,1.896682,1.889596,1.897181,1.89635,1.902873,1.900688,1.905239,1.902873,1.905747,1.902873,1.912932,1.914141,1.914487,1.913622,1.912415,1.900017,1.911382,1.912759,1.911554,1.908812,1.908641,1.915006,1.911898,1.9083,1.907788,1.911898,1.898346,1.901527,1.909154,1.905747,1.903885,1.905747,1.898847,1.906257,1.900352,1.892383,1.89985,1.907447,1.906766,1.904731,1.89818,1.901863,1.902368,1.897513,1.889596,1.881981,1.886664,1.88829,1.892877,1.89985,1.898346,1.89818,1.902873,1.896184,1.904392,1.894362,1.900688,1.900688,1.901359,1.905408,1.910867,1.904562,1.907107,1.908812,1.908129,1.912759,1.918312
948.771837,1.909938,1.911788,1.906593,1.919957,1.918413,1.912801,1.917217,1.919785,1.919613,1.920989,1.919785,1.920129,1.922541,1.924273,1.927582,1.925663,1.920301,1.924447,1.922023,1.926884,1.925489,1.925837,1.92306,1.931799,1.927233,1.923233,1.916364,1.919957,1.915853,1.920989,1.917388,1.929861,1.917388,1.916194,1.916194,1.919785,1.909602,1.911451,1.918413,1.916364,1.910778,1.907093,1.912801,1.908429,1.910441,1.900472,1.892014,1.898342,1.912294,1.912294,1.911283,1.912463,1.920645,1.909602,1.912801,1.917217,1.920129,1.9179,1.91061,1.915003,1.924273,1.920301,1.918585,1.926012,1.924273,1.921506,1.921851,1.9357
951.290658,1.923789,1.923789,1.91721,1.917713,1.9243,1.920234,1.921585,1.919897,1.928403,1.92481,1.933067,1.938483,1.935504,1.937781,1.938307,1.933762,1.92978,1.933936,1.932026,1.932719,1.933414,1.929435,1.929263,1.937605,1.936378,1.930815,1.927545,1.928747,1.923959,1.929091,1.932199,1.928919,1.933588,1.92806,1.926176,1.92447,1.927202,1.925663,1.926346,1.921924,1.921416,1.916374,1.918384,1.927374,1.918216,1.916207,1.906135,1.91721,1.912548,1.914041,1.918048,1.920066,1.929091,1.925663,1.924981,1.928403,1.927717,1.927031,1.927888,1.922771,1.926005,1.933588,1.934284,1.935679,1.923959,1.93168,1.93954,1.93324
953.807639,1.929918,1.924204,1.927388,1.927388,1.928736,1.934681,1.926044,1.931444,1.939324,1.935709,1.945068,1.936395,1.935366,1.943843,1.945418,1.943319,1.930595,1.942274,1.936052,1.936395,1.945593,1.94019,1.938633,1.940363,1.936395,1.932634,1.934169,1.933827,1.933315,1.94071,1.936052,1.94071,1.933145,1.930595,1.936567,1.927893,1.928061,1.929749,1.926212,1.938116,1.933486,1.928736,1.927556,1.935366,1.930087,1.925374,1.903181,1.918893,1.919388,1.925374,1.935366,1.922205,1.932293,1.938461,1.92638,1.931783,1.927724,1.935024,1.935366,1.927724,1.937083,1.938979,1.931444,1.936739,1.945769,1.940363,1.938806,1.948232
956.322778,1.928772,1.925138,1.930601,1.934282,1.929104,1.930601,1.935291,1.936978,1.935459,1.942935,1.942764,1.940202,1.943107,1.94225,1.942935,1.946204,1.938502,1.945859,1.948976,1.937485,1.943965,1.948108,1.939011,1.947068,1.94915,1.93664,1.940032,1.937147,1.933778,1.944137,1.931602,1.944997,1.938163,1.941737,1.935628,1.935291,1.929935,1.93294,1.938842,1.922841,1.933275,1.924974,1.93664,1.929935,1.929104,1.92366,1.914414,1.923005,1.928772,1.933778,1.934954,1.929104,1.936471,1.936302,1.932605,1.935796,1.943793,1.94225,1.941396,1.942593,1.939181,1.935796,1.934618,1.940543,1.941737,1.94225,1.940884,1.950543
958.836075,1.931169,1.931826,1.93645,1.935289,1.939783,1.937447,1.932483,1.937613,1.934132,1.943985,1.943816,1.955974,1.942804,1.950624,1.948741,1.949083,1.941459,1.95131,1.943816,1.944492,1.946017,1.945678,1.945508,1.946526,1.94331,1.943816,1.939783,1.942636,1.936948,1.948741,1.938613,1.94062,1.943816,1.944154,1.946017,1.934132,1.941627,1.93728,1.936948,1.939281,1.941795,1.934297,1.928716,1.944323,1.930678,1.929532,1.919359,1.927413,1.939448,1.935123,1.928879,1.931497,1.936782,1.935123,1.932319,1.944831,1.941963,1.939281,1.939281,1.939281,1.940955,1.94857,1.941795,1.943985,1.941291,1.949254,1.948912,1.947547
961.347531,1.932469,1.928445,1.932146,1.935064,1.936204,1.931661,1.939313,1.940629,1.936041,1.943274,1.945101,1.947437,1.945767,1.954694,1.954694,1.955375,1.943605,1.945267,1.952996,1.941454,1.954694,1.946101,1.942611,1.946602,1.94945,1.9456,1.944435,1.941289,1.934413,1.947437,1.942446,1.927805,1.937838,1.940959,1.939149,1.93751,1.939642,1.937347,1.93702,1.942115,1.938493,1.929568,1.936693,1.930533,1.929087,1.924618,1.914107,1.926049,1.930211,1.930855,1.932631,1.934576,1.93751,1.943108,1.934738,1.943108,1.939478,1.943937,1.938657,1.935064,1.9403,1.942115,1.936857,1.943937,1.948443,1.946101,1.944602,1.953335
963.857146,1.929356,1.926367,1.934597,1.942172,1.934757,1.930462,1.936198,1.936679,1.942335,1.942335,1.944618,1.946421,1.950048,1.955547,1.948066,1.953873,1.946585,1.949552,1.953205,1.943965,1.945928,1.953539,1.947242,1.948726,1.952039,1.941198,1.945273,1.944782,1.936358,1.946914,1.946092,1.943149,1.944455,1.934917,1.94856,1.935557,1.936037,1.932684,1.937322,1.93974,1.938933,1.934118,1.93348,1.940226,1.933161,1.928095,1.917367,1.924802,1.932366,1.931889,1.935877,1.933639,1.936679,1.93861,1.936037,1.938449,1.941036,1.941523,1.936358,1.93861,1.937804,1.939256,1.947078,1.947078,1.9456,1.946914,1.944945,1.952372
966.36492,1.935343,1.931738,1.939614,1.932206,1.933772,1.93205,1.942005,1.933145,1.941845,1.950561,1.947798,1.94602,1.946343,1.950235,1.943607,1.950235,1.943928,1.946343,1.948934,1.945697,1.946666,1.948934,1.957794,1.954656,1.945375,1.942325,1.942645,1.942325,1.935343,1.944088,1.941526,1.949584,1.942325,1.938503,1.942805,1.938186,1.939138,1.933145,1.936762,1.936447,1.93882,1.931426,1.928472,1.932363,1.933302,1.928317,1.9161,1.922471,1.932832,1.928007,1.929402,1.936604,1.937553,1.94041,1.93205,1.935658,1.941526,1.940251,1.943126,1.937394,1.942805,1.935973,1.945053,1.947312,1.940728,1.942165,1.94796,1.948447
968.870852,1.93016,1.929396,1.930619,1.933076,1.932922,1.937721,1.933538,1.940845,1.935083,1.941159,1.947003,1.948118,1.9385,1.943519,1.950516,1.949555,1.934928,1.94415,1.948597,1.947003,1.948278,1.948437,1.948437,1.943519,1.943204,1.937254,1.943204,1.941473,1.93431,1.94415,1.938344,1.945099,1.940689,1.939906,1.938344,1.938188,1.933538,1.928633,1.93323,1.93741,1.930925,1.929701,1.931999,1.935547,1.932153,1.919581,1.913503,1.925141,1.925595,1.927871,1.933693,1.931692,1.938812,1.92909,1.930313,1.93246,1.941002,1.937721,1.933538,1.933384,1.938812,1.944783,1.940062,1.94605,1.939593,1.945416,1.947959,1.954057
971.374943,1.92849,1.935598,1.92864,1.935293,1.926394,1.93271,1.936667,1.938505,1.941432,1.945157,1.942205,1.941123,1.944378,1.945313,1.949072,1.945469,1.942205,1.94329,1.949544,1.943135,1.945781,1.941277,1.946875,1.944067,1.942205,1.934228,1.941432,1.937432,1.937432,1.944378,1.939581,1.953181,1.92909,1.935141,1.938659,1.934989,1.930746,1.934076,1.932408,1.934532,1.935598,1.9315,1.922086,1.930897,1.93362,1.916068,1.913741,1.922382,1.926245,1.92804,1.92819,1.92864,1.937279,1.937432,1.926992,1.942825,1.930294,1.933924,1.935903,1.92864,1.937279,1.931803,1.941123,1.93912,1.946406,1.945781,1.944845,1.945937
973.877192,1.926728,1.922045,1.926287,1.931461,1.926728,1.933997,1.933997,1.935796,1.933848,1.943679,1.941999,1.943679,1.94322,1.937301,1.94322,1.94752,1.937301,1.947674,1.939568,1.940023,1.94063,1.93972,1.945211,1.940175,1.945518,1.937603,1.936548,1.933848,1.931759,1.940478,1.937904,1.936698,1.936698,1.932653,1.94063,1.935196,1.932951,1.929828,1.931015,1.929977,1.928792,1.933997,1.934147,1.932355,1.923649,1.915402,1.915258,1.92292,1.924673,1.925113,1.924673,1.92968,1.931908,1.931164,1.926875,1.931908,1.937,1.935346,1.9331,1.924527,1.929977,1.939568,1.944291,1.937904,1.937603,1.943067,1.945058,1.937753
976.3776,1.924351,1.921765,1.926519,1.926954,1.923487,1.925795,1.924784,1.927389,1.935447,1.938265,1.941402,1.939308,1.937819,1.945469,1.944562,1.942302,1.927099,1.942453,1.939905,1.932206,1.937522,1.939905,1.940503,1.932646,1.940055,1.932646,1.936779,1.92594,1.924496,1.942002,1.930887,1.937373,1.935447,1.933823,1.936335,1.925795,1.933234,1.924928,1.924784,1.924496,1.925506,1.922912,1.927679,1.924207,1.919906,1.919336,1.90739,1.912129,1.921478,1.921908,1.918197,1.925651,1.926229,1.926519,1.920477,1.927534,1.923344,1.930156,1.930887,1.922912,1.92928,1.931472,1.940055,1.938712,1.928115,1.936038,1.942302,1.93767
