Wavelength (nm),Absorbance (AU) 2024-09-27 00:02:13,Absorbance (AU) 2024-09-27 00:17:19,Absorbance (AU) 2024-09-27 00:32:25,Absorbance (AU) 2024-09-27 00:47:31,Absorbance (AU) 2024-09-27 01:02:37,Absorbance (AU) 2024-09-27 01:17:43,Absorbance (AU) 2024-09-27 01:32:50,Absorbance (AU) 2024-09-27 01:47:56,Absorbance (AU) 2024-09-27 02:03:02,Absorbance (AU) 2024-09-27 02:18:08,Absorbance (AU) 2024-09-27 02:33:14,Absorbance (AU) 2024-09-27 02:48:20,Absorbance (AU) 2024-09-27 03:03:26,Absorbance (AU) 2024-09-27 03:18:32,Absorbance (AU) 2024-09-27 03:33:38,Absorbance (AU) 2024-09-27 03:48:44,Absorbance (AU) 2024-09-27 04:03:50,Absorbance (AU) 2024-09-27 04:18:56,Absorbance (AU) 2024-09-27 04:34:02,Absorbance (AU) 2024-09-27 04:49:06,Absorbance (AU) 2024-09-27 05:04:12,Absorbance (AU) 2024-09-27 05:19:18,Absorbance (AU) 2024-09-27 05:34:24,Absorbance (AU) 2024-09-27 05:49:30,Absorbance (AU) 2024-09-27 06:04:36,Absorbance (AU) 2024-09-27 06:19:42,Absorbance (AU) 2024-09-27 06:34:48,Absorbance (AU) 2024-09-27 06:49:54,Absorbance (AU) 2024-09-27 07:05:00,Absorbance (AU) 2024-09-27 07:20:06,Absorbance (AU) 2024-09-27 07:35:12,Absorbance (AU) 2024-09-27 07:50:18,Absorbance (AU) 2024-09-27 08:05:24,Absorbance (AU) 2024-09-27 08:20:31,Absorbance (AU) 2024-09-27 08:35:37,Absorbance (AU) 2024-09-27 08:50:43,Absorbance (AU) 2024-09-27 09:05:49,Absorbance (AU) 2024-09-27 09:20:55,Absorbance (AU) 2024-09-27 09:36:01,Absorbance (AU) 2024-09-27 09:51:07,Absorbance (AU) 2024-09-27 10:06:13,Absorbance (AU) 2024-09-27 10:21:19,Absorbance (AU) 2024-09-27 10:36:25,Absorbance (AU) 2024-09-27 10:51:31,Absorbance (AU) 2024-09-27 11:06:37,Absorbance (AU) 2024-09-27 11:21:43,Absorbance (AU) 2024-09-27 11:36:49,Absorbance (AU) 2024-09-27 11:51:55,Absorbance (AU) 2024-09-27 12:07:01,Absorbance (AU) 2024-09-27 12:22:07,Absorbance (AU) 2024-09-27 12:37:13,Absorbance (AU) 2024-09-27 12:52:19,Absorbance (AU) 2024-09-27 13:07:25,Absorbance (AU) 2024-09-27 13:22:31,Absorbance (AU) 2024-09-27 13:37:37,Absorbance (AU) 2024-09-27 13:52:43,Absorbance (AU) 2024-09-27 14:07:49,Absorbance (AU) 2024-09-27 14:22:55,Absorbance (AU) 2024-09-27 14:38:01,Absorbance (AU) 2024-09-27 14:53:07,Absorbance (AU) 2024-09-27 15:08:13,Absorbance (AU) 2024-09-27 15:23:19,Absorbance (AU) 2024-09-27 15:38:25,Absorbance (AU) 2024-09-27 15:53:31,Absorbance (AU) 2024-09-27 16:08:37,Absorbance (AU) 2024-09-27 16:23:43
933.620239,1.754983,1.761218,1.76682,1.772348,1.772056,1.778097,1.778097,1.778988,1.777504,1.779732,1.7778,1.77632,1.784976,1.783772,1.788305,1.774403,1.772202,1.770887,1.771179,1.771179,1.767833,1.767978,1.771763,1.768413,1.768994,1.769139,1.774845,1.774109,1.773375,1.769139,1.774403,1.766097,1.770595,1.770303,1.77455,1.769721,1.765376,1.769139,1.764513,1.769284,1.769139,1.764081,1.772788,1.769866,1.764944,1.772495,1.768994,1.775139,1.775287,1.785731,1.781822,1.784073,1.772935,1.773668,1.763364,1.76322,1.780925,1.772495,1.768123,1.770158,1.769575,1.772495,1.769866,1.772935,1.767254,1.772348
936.150109,1.778139,1.789656,1.795679,1.792143,1.795679,1.797903,1.799393,1.795383,1.797606,1.788636,1.794792,1.811648,1.805099,1.80344,1.804646,1.79494,1.787909,1.789802,1.792584,1.790532,1.791996,1.790825,1.791996,1.796864,1.796271,1.787764,1.799542,1.793907,1.793466,1.795531,1.796864,1.796123,1.79185,1.789656,1.788345,1.792584,1.79141,1.789948,1.789802,1.782853,1.78951,1.787618,1.786748,1.791264,1.793171,1.786458,1.793613,1.793466,1.796715,1.803139,1.806614,1.798647,1.794645,1.792584,1.79273,1.792877,1.805553,1.79229,1.791996,1.79024,1.793024,1.795088,1.79376,1.791996,1.791557,1.79141
938.678137,1.803232,1.802219,1.811273,1.811421,1.817965,1.817366,1.819918,1.818565,1.821577,1.823546,1.827511,1.826134,1.831976,1.825066,1.832286,1.816768,1.806285,1.820219,1.808479,1.814681,1.816171,1.816021,1.8129,1.819767,1.813938,1.819617,1.812308,1.809653,1.814235,1.817516,1.815127,1.821124,1.815425,1.819316,1.815425,1.817965,1.813344,1.814681,1.816021,1.803522,1.815723,1.809947,1.813641,1.815574,1.809653,1.814235,1.819617,1.812308,1.817067,1.825981,1.822787,1.830431,1.817217,1.813493,1.8098,1.812012,1.826592,1.812456,1.819016,1.81483,1.813641,1.812752,1.813641,1.811273,1.809653,1.813493
941.204324,1.819367,1.823175,1.830594,1.839057,1.836774,1.843043,1.837382,1.840586,1.844122,1.84474,1.847532,1.848623,1.847532,1.846444,1.851911,1.833598,1.838752,1.833297,1.835561,1.83723,1.833899,1.830594,1.836622,1.830594,1.836319,1.836774,1.828951,1.835561,1.829697,1.837686,1.840586,1.83647,1.837078,1.834503,1.831044,1.833297,1.83405,1.832094,1.829399,1.829399,1.828653,1.829399,1.831493,1.831193,1.830744,1.834805,1.83405,1.832244,1.834805,1.847221,1.840586,1.843043,1.840586,1.832544,1.832544,1.834201,1.842735,1.831343,1.839362,1.833899,1.83405,1.830295,1.832995,1.832995,1.838599,1.830594
943.72867,1.832464,1.845105,1.854408,1.855798,1.861402,1.857813,1.859682,1.865811,1.861089,1.860151,1.858435,1.872028,1.863444,1.865969,1.869148,1.852869,1.852869,1.847829,1.851489,1.855026,1.853638,1.850266,1.847374,1.852716,1.855953,1.85103,1.853331,1.852562,1.850877,1.853484,1.856262,1.8541,1.856572,1.853177,1.859214,1.851183,1.847071,1.851642,1.845255,1.846313,1.853484,1.840153,1.849198,1.850266,1.848133,1.849503,1.852102,1.844652,1.85828,1.862343,1.861402,1.855644,1.865021,1.853484,1.847829,1.84996,1.856882,1.850113,1.84996,1.851489,1.850877,1.848589,1.843598,1.853023,1.845709,1.850877
946.251174,1.856257,1.856863,1.85899,1.870255,1.875603,1.870881,1.871978,1.876078,1.868072,1.876395,1.876078,1.873551,1.882624,1.877666,1.882302,1.870724,1.871194,1.872921,1.872135,1.864046,1.863738,1.864509,1.868228,1.867916,1.866055,1.877507,1.871038,1.872921,1.868695,1.867295,1.86885,1.873866,1.865281,1.862815,1.870724,1.864355,1.866519,1.867606,1.859143,1.852189,1.860516,1.854293,1.868539,1.862969,1.863584,1.859905,1.868072,1.866209,1.865436,1.871821,1.871508,1.874655,1.871038,1.86714,1.866674,1.86343,1.873551,1.869006,1.861434,1.864046,1.866364,1.859295,1.870411,1.868539,1.866984,1.866364
948.771837,1.866672,1.870181,1.876508,1.886571,1.879471,1.887367,1.889925,1.89137,1.883875,1.887846,1.883559,1.892336,1.898669,1.894275,1.892014,1.879002,1.881668,1.876352,1.88151,1.876508,1.87713,1.882612,1.877909,1.884666,1.874801,1.879314,1.872177,1.886094,1.879314,1.879158,1.889604,1.878845,1.883717,1.873564,1.881039,1.880097,1.880725,1.875576,1.874337,1.871715,1.874337,1.872947,1.872639,1.879158,1.87341,1.874646,1.873564,1.880725,1.878533,1.894599,1.891853,1.89379,1.881668,1.87713,1.872331,1.874492,1.889925,1.877285,1.877753,1.880725,1.880254,1.874956,1.879627,1.879158,1.872947,1.882297
951.290658,1.872996,1.875422,1.882165,1.888387,1.889171,1.891532,1.896292,1.8947,1.891848,1.892322,1.889957,1.90256,1.898532,1.901105,1.901428,1.889328,1.889642,1.89169,1.883712,1.887135,1.887135,1.888074,1.885887,1.886355,1.884022,1.885265,1.889485,1.887604,1.890271,1.887761,1.885576,1.886199,1.885732,1.879394,1.883867,1.886043,1.886355,1.880469,1.875422,1.877403,1.880777,1.878474,1.883867,1.884333,1.881702,1.887761,1.883093,1.888857,1.891374,1.898371,1.887292,1.889799,1.887448,1.881856,1.878168,1.891532,1.899334,1.890429,1.884177,1.88201,1.887292,1.888387,1.884022,1.882938,1.881856,1.885265
953.807639,1.881765,1.881614,1.89002,1.893584,1.894519,1.899854,1.898592,1.898435,1.901118,1.893896,1.900169,1.899854,1.90782,1.907337,1.906375,1.89002,1.897178,1.894831,1.894519,1.89002,1.889095,1.895299,1.896238,1.892652,1.889866,1.897178,1.897335,1.894831,1.895925,1.892807,1.89938,1.89002,1.892496,1.893896,1.891876,1.887865,1.890792,1.887865,1.889095,1.890329,1.889711,1.886791,1.890329,1.895456,1.891566,1.884499,1.892186,1.889866,1.896394,1.902704,1.896864,1.895925,1.900644,1.894051,1.890792,1.885873,1.901752,1.893273,1.891411,1.892807,1.889557,1.890947,1.889249,1.892652,1.887404,1.897963
956.322778,1.883148,1.883446,1.892507,1.899274,1.902073,1.900827,1.903479,1.899274,1.901605,1.900205,1.908358,1.907252,1.90599,1.909944,1.912972,1.900671,1.895109,1.899119,1.89819,1.898809,1.898964,1.897881,1.890224,1.895724,1.894802,1.898345,1.897109,1.896185,1.899894,1.896647,1.896801,1.891288,1.906778,1.895724,1.897418,1.896339,1.894342,1.887048,1.890224,1.884794,1.89266,1.894649,1.891288,1.891288,1.892507,1.890072,1.893577,1.900827,1.892813,1.905676,1.898036,1.90005,1.897418,1.895109,1.892965,1.893424,1.908833,1.896185,1.89144,1.892965,1.889012,1.892965,1.884944,1.890984,1.887953,1.900205
958.836075,1.890045,1.892139,1.898177,1.903992,1.906,1.904146,1.906309,1.903838,1.9043,1.910511,1.906309,1.916495,1.913021,1.914913,1.911608,1.901994,1.894846,1.892139,1.897266,1.895298,1.900005,1.901075,1.896811,1.898329,1.896357,1.894092,1.903223,1.899395,1.898786,1.900463,1.903069,1.894846,1.896508,1.89666,1.899395,1.897569,1.902454,1.896054,1.888258,1.893791,1.898786,1.890344,1.890792,1.894997,1.897266,1.89154,1.893941,1.90031,1.898938,1.904918,1.902761,1.90031,1.900769,1.894393,1.89349,1.896357,1.905226,1.892139,1.888407,1.893189,1.897873,1.893189,1.894544,1.894997,1.89334,1.898786
961.347531,1.883297,1.897383,1.898279,1.905513,1.914882,1.907493,1.906578,1.906121,1.905209,1.902937,1.908869,1.906882,1.915038,1.912869,1.91071,1.896936,1.895895,1.895895,1.897533,1.895152,1.893523,1.895597,1.900377,1.89649,1.898429,1.89308,1.898728,1.902182,1.895895,1.896341,1.895746,1.898279,1.901279,1.896787,1.905361,1.898578,1.900827,1.89649,1.889257,1.888818,1.896043,1.886485,1.892932,1.894707,1.894707,1.897234,1.898429,1.900677,1.902333,1.905513,1.897533,1.904754,1.90158,1.895152,1.893967,1.886776,1.910403,1.892195,1.893375,1.896936,1.893819,1.89249,1.896638,1.891164,1.892195,1.895301
963.857146,1.884547,1.893902,1.896236,1.899761,1.910057,1.903315,1.913088,1.909907,1.904208,1.908249,1.908249,1.916906,1.910209,1.914154,1.912784,1.894484,1.895651,1.894193,1.899172,1.895944,1.894048,1.904804,1.90391,1.896822,1.900056,1.904804,1.90109,1.903018,1.90109,1.90585,1.89873,1.902572,1.901682,1.89609,1.898436,1.89873,1.897261,1.894048,1.894048,1.891291,1.900351,1.889703,1.891002,1.893466,1.893902,1.897701,1.90109,1.89274,1.900795,1.910964,1.903464,1.902127,1.902275,1.895505,1.892885,1.89609,1.908701,1.89463,1.890713,1.892885,1.897408,1.89873,1.895798,1.893902,1.896968,1.896675
966.36492,1.885855,1.89365,1.898106,1.905097,1.902462,1.907895,1.899988,1.909672,1.905832,1.902462,1.90642,1.909672,1.914747,1.914596,1.917155,1.897528,1.900714,1.899698,1.901151,1.90086,1.899408,1.903777,1.901151,1.899263,1.897817,1.90086,1.897096,1.900424,1.90642,1.900569,1.898829,1.904803,1.895513,1.903631,1.898684,1.9029,1.899988,1.896952,1.892365,1.897096,1.895226,1.89208,1.897528,1.894509,1.893507,1.89537,1.897096,1.907157,1.899118,1.912501,1.902024,1.902316,1.896952,1.899408,1.8958,1.892508,1.903339,1.896664,1.896664,1.893221,1.894079,1.901296,1.894652,1.896376,1.895513,1.89537
968.870852,1.886119,1.891963,1.894493,1.903174,1.904038,1.904903,1.904038,1.905481,1.899453,1.902026,1.908381,1.914092,1.914092,1.91013,1.915273,1.89803,1.90088,1.896611,1.900594,1.894352,1.896328,1.895763,1.894774,1.896045,1.897178,1.901166,1.896895,1.903174,1.89803,1.899881,1.899738,1.905047,1.903318,1.89803,1.90375,1.89647,1.904614,1.899453,1.893367,1.89407,1.895339,1.892244,1.894915,1.900166,1.895198,1.889449,1.896611,1.89931,1.898883,1.910276,1.904903,1.909109,1.901739,1.894493,1.893648,1.894352,1.908526,1.896328,1.895763,1.895763,1.89548,1.894493,1.898172,1.89931,1.89803,1.897604
971.374943,1.88949,1.889079,1.89501,1.899197,1.90018,1.903,1.906979,1.901306,1.903566,1.906266,1.909556,1.907407,1.908123,1.913596,1.913017,1.898216,1.900461,1.896959,1.903141,1.899758,1.898077,1.899337,1.898077,1.894178,1.900461,1.902293,1.895984,1.90018,1.895844,1.898917,1.906979,1.899899,1.903424,1.90187,1.900883,1.897797,1.897238,1.89682,1.889764,1.887984,1.887848,1.892932,1.896123,1.893901,1.896123,1.89307,1.893209,1.905554,1.900039,1.905981,1.900602,1.902717,1.897517,1.898356,1.895427,1.892518,1.906123,1.896123,1.895566,1.892241,1.896959,1.893209,1.891276,1.89169,1.898077,1.89682
973.877192,1.879648,1.88818,1.892645,1.90033,1.903526,1.905903,1.893735,1.904084,1.90773,1.902968,1.903805,1.912402,1.905062,1.911265,1.916119,1.895922,1.901994,1.893054,1.902133,1.893735,1.8951,1.897157,1.892509,1.89469,1.900884,1.896059,1.900053,1.893462,1.897295,1.897432,1.89757,1.90033,1.896745,1.89183,1.890339,1.898534,1.894554,1.898258,1.888719,1.888045,1.89061,1.889663,1.887642,1.892781,1.891152,1.893871,1.893598,1.895237,1.896196,1.910272,1.900191,1.90033,1.893735,1.893462,1.891287,1.892509,1.905342,1.88376,1.891559,1.888988,1.891559,1.899085,1.897295,1.890881,1.890474,1.895511
976.3776,1.8851,1.883391,1.890266,1.897522,1.898744,1.898065,1.903389,1.902154,1.903663,1.903251,1.906006,1.911149,1.91269,1.908918,1.91059,1.890533,1.889867,1.897252,1.895764,1.893745,1.897658,1.89509,1.897522,1.894014,1.900787,1.902291,1.89536,1.89509,1.897116,1.895495,1.894821,1.897658,1.897929,1.897658,1.895225,1.895495,1.887609,1.896305,1.886287,1.88867,1.888537,1.89227,1.8896,1.886287,1.895899,1.889068,1.897929,1.892002,1.894552,1.897658,1.900377,1.899424,1.896981,1.888803,1.890666,1.890399,1.901744,1.892002,1.885232,1.894282,1.886683,1.890133,1.890933,1.889334,1.8912,1.894282
978.876167,1.876042,1.889732,1.887246,1.891704,1.898613,1.892364,1.900357,1.899551,1.896875,1.902108,1.903461,1.906586,1.904817,1.901434,1.909323,1.89276,1.895809,1.892232,1.891704,1.893951,1.894348,1.893951,1.889732,1.892628,1.89541,1.896076,1.893951,1.892232,1.893686,1.890651,1.893553,1.892892,1.893024,1.896342,1.896209,1.89276,1.891572,1.889469,1.888683,1.886594,1.885163,1.882187,1.884644,1.889469,1.885423,1.884904,1.889076,1.890782,1.8921,1.902649,1.893951,1.888683,1.893289,1.889732,1.894481,1.885293,1.898746,1.887115,1.890125,1.888552,1.886985,1.883867,1.887637,1.891968,1.889469,1.888683
