Wavelength (nm),Absorbance (AU) 2024-09-13 00:10:14,Absorbance (AU) 2024-09-13 00:25:28,Absorbance (AU) 2024-09-13 00:40:42,Absorbance (AU) 2024-09-13 00:55:56,Absorbance (AU) 2024-09-13 01:11:11,Absorbance (AU) 2024-09-13 01:26:25,Absorbance (AU) 2024-09-13 01:41:39,Absorbance (AU) 2024-09-13 01:56:53,Absorbance (AU) 2024-09-13 02:12:07,Absorbance (AU) 2024-09-13 02:27:21,Absorbance (AU) 2024-09-13 02:42:35,Absorbance (AU) 2024-09-13 02:57:50,Absorbance (AU) 2024-09-13 03:13:04,Absorbance (AU) 2024-09-13 03:28:18,Absorbance (AU) 2024-09-13 03:43:32,Absorbance (AU) 2024-09-13 03:58:46,Absorbance (AU) 2024-09-13 04:14:00,Absorbance (AU) 2024-09-13 04:29:15,Absorbance (AU) 2024-09-13 04:44:29,Absorbance (AU) 2024-09-13 04:59:43,Absorbance (AU) 2024-09-13 05:14:57,Absorbance (AU) 2024-09-13 05:30:11,Absorbance (AU) 2024-09-13 05:45:25,Absorbance (AU) 2024-09-13 06:00:40,Absorbance (AU) 2024-09-13 06:15:54,Absorbance (AU) 2024-09-13 06:31:08,Absorbance (AU) 2024-09-13 06:46:22,Absorbance (AU) 2024-09-13 07:01:36,Absorbance (AU) 2024-09-13 07:16:50,Absorbance (AU) 2024-09-13 07:32:04,Absorbance (AU) 2024-09-13 07:47:19,Absorbance (AU) 2024-09-13 08:02:33,Absorbance (AU) 2024-09-13 08:17:47,Absorbance (AU) 2024-09-13 08:33:01,Absorbance (AU) 2024-09-13 08:48:15,Absorbance (AU) 2024-09-13 09:03:29,Absorbance (AU) 2024-09-13 09:18:43,Absorbance (AU) 2024-09-13 09:33:58,Absorbance (AU) 2024-09-13 09:49:12,Absorbance (AU) 2024-09-13 10:04:26,Absorbance (AU) 2024-09-13 10:19:40,Absorbance (AU) 2024-09-13 10:34:54,Absorbance (AU) 2024-09-13 10:50:08,Absorbance (AU) 2024-09-13 11:05:23,Absorbance (AU) 2024-09-13 11:20:37,Absorbance (AU) 2024-09-13 11:35:51,Absorbance (AU) 2024-09-13 11:51:05,Absorbance (AU) 2024-09-13 12:06:19,Absorbance (AU) 2024-09-13 12:21:33,Absorbance (AU) 2024-09-13 12:36:47,Absorbance (AU) 2024-09-13 12:52:02,Absorbance (AU) 2024-09-13 13:07:16,Absorbance (AU) 2024-09-13 13:22:30,Absorbance (AU) 2024-09-13 13:37:44,Absorbance (AU) 2024-09-13 13:52:58,Absorbance (AU) 2024-09-13 14:08:12,Absorbance (AU) 2024-09-13 14:23:27,Absorbance (AU) 2024-09-13 14:38:41,Absorbance (AU) 2024-09-13 14:53:55,Absorbance (AU) 2024-09-13 15:09:09,Absorbance (AU) 2024-09-13 15:24:23,Absorbance (AU) 2024-09-13 15:39:37,Absorbance (AU) 2024-09-13 15:54:51
926.019582,-0.070372,-0.073629,-0.054151,-0.06752,-0.055918,-0.060014,-0.054888,-0.048656,-0.062337,-0.05914,-0.045507,-0.042789,-0.068234,-0.061177,-0.049403,-0.066803,-0.051338,-0.056946,-0.061903,-0.050595,-0.044904,-0.046108,-0.047309,-0.057239,-0.046859,-0.040053,-0.045055,-0.054299,-0.05914,-0.039748,-0.048656,-0.046259,-0.048058,-0.056653,-0.054151,-0.054151,-0.039443,-0.079515,-0.080072,-0.076723,-0.071933,-0.074053,-0.069091,-0.078121,-0.075038,-0.076162,-0.072499,-0.071082,-0.072641,-0.066947,-0.072358,-0.073912,-0.067233,-0.074053,-0.07094,-0.072075,-0.07165,-0.071508,-0.075319,-0.071366,-0.07094,-0.06508,-0.068234
928.554976,-0.061402,-0.056307,-0.056734,-0.059286,-0.054739,-0.045206,-0.045644,-0.035161,-0.051441,-0.049999,-0.03814,-0.033664,-0.059004,-0.048407,-0.040951,-0.054882,-0.041687,-0.045498,-0.052734,-0.039473,-0.036057,-0.038733,-0.03546,-0.042276,-0.039769,-0.040508,-0.033964,-0.048697,-0.050143,-0.030805,-0.033814,-0.039769,-0.03814,-0.041393,-0.049421,-0.05072,-0.034563,-0.068518,-0.068657,-0.064765,-0.069486,-0.065323,-0.063507,-0.06921,-0.059993,-0.063087,-0.063927,-0.063367,-0.069071,-0.061964,-0.064626,-0.064765,-0.060557,-0.064626,-0.062806,-0.063367,-0.054453,-0.06098,-0.064206,-0.063507,-0.061964,-0.061683,-0.056876
931.088528,-0.05103,-0.049353,-0.042718,-0.045271,-0.038429,-0.033952,-0.031624,-0.014357,-0.042575,-0.036557,-0.020539,-0.026043,-0.048371,-0.04115,-0.030893,-0.04823,-0.025451,-0.032498,-0.043996,-0.024414,-0.021735,-0.025599,-0.023968,-0.032061,-0.021585,-0.026338,-0.024117,-0.033226,-0.037998,-0.017986,-0.022927,-0.025155,-0.021884,-0.035112,-0.034533,-0.038285,-0.012378,-0.053119,-0.060964,-0.056026,-0.061373,-0.046823,-0.05492,-0.050891,-0.054367,-0.05103,-0.051867,-0.054505,-0.049633,-0.049353,-0.049353,-0.05298,-0.056164,-0.054782,-0.048932,-0.054367,-0.048371,-0.051867,-0.051588,-0.051449,-0.044988,-0.046683,-0.048511
933.620239,-0.032881,-0.037242,-0.022292,-0.026616,-0.022726,-0.017924,-0.01425,-0.012179,-0.025611,-0.022871,-0.01114,-0.008905,-0.029617,-0.021422,-0.015871,-0.024891,-0.01292,-0.01484,-0.022292,-0.010992,-0.009651,-0.011734,-0.007109,-0.010248,-0.009054,-0.008157,-0.010099,-0.021567,-0.022147,-0.001978,-0.010843,-0.012476,-0.016605,-0.021857,-0.016752,-0.020841,-0.011437,-0.037242,-0.041975,-0.039475,-0.03189,-0.041143,-0.032598,-0.034011,-0.03598,-0.043633,-0.035137,-0.0357,-0.032457,-0.03387,-0.034574,-0.041698,-0.0357,-0.033729,-0.037801,-0.036962,-0.037242,-0.035418,-0.037382,-0.034856,-0.031181,-0.031181,-0.034152
936.150109,-0.014619,-0.014619,-0.010575,-0.011879,-0.009122,-0.0062,-0.00429,0.005838,-0.012746,-0.002816,0.003134,0.007801,-0.013612,-0.005467,0.000149,-0.009994,-0.001484,-0.002816,-0.011734,0.005988,0.005386,0.006592,0.009469,-0.002372,0.002535,0.005988,0.004333,-0.003406,-0.005467,0.011907,0.003134,0.00134,0.002385,-0.000149,-0.002668,0.000446,0.01206,-0.023019,-0.019906,-0.020332,-0.01948,-0.019053,-0.020048,-0.021324,-0.017913,-0.025129,-0.020474,-0.024567,-0.017056,-0.020332,-0.017199,-0.01948,-0.015194,-0.021182,-0.020332,-0.02019,-0.019906,-0.022737,-0.023864,-0.02019,-0.020615,-0.011155,-0.020615
938.678137,0.009698,0.004027,0.009844,0.011017,0.015296,0.023982,0.021719,0.034238,0.012046,0.013964,0.027018,0.031151,0.010137,0.017377,0.021418,0.012488,0.025043,0.022322,0.015296,0.026562,0.027171,0.027628,0.032075,0.018869,0.038127,0.028697,0.032383,0.023982,0.017079,0.030383,0.030229,0.030536,0.026866,0.020667,0.022472,0.021418,0.030536,0.001577,0.00043,0.002584,-0.004981,-0.001144,-0.003848,0.00244,-0.001286,-0.000429,-0.000286,0.005619,-0.00399,0.000143,0.009405,-0.000286,-0.001429,0.001434,0.009405,0.006199,0.009259,0.005909,0.001577,0.008821,0.00446,0.007508,0.003882
941.204324,0.018521,0.012602,0.019714,0.022562,0.020462,0.031526,0.033835,0.038178,0.023465,0.029077,0.039114,0.040523,0.022412,0.02558,0.035691,0.024068,0.027249,0.026186,0.023164,0.040366,0.036622,0.036001,0.044301,0.035226,0.038646,0.040993,0.04891,0.028619,0.021961,0.044459,0.043038,0.036777,0.038022,0.036467,0.028314,0.035072,0.04525,0.005749,0.008943,0.007633,0.010695,0.018372,0.013926,0.01011,0.013926,0.013779,0.019864,0.019714,0.01867,0.013926,0.007052,0.012014,0.015403,0.014517,0.01011,0.014221,0.015847,0.011867,0.01319,0.018968,0.015551,0.009672,0.016292
943.72867,0.039667,0.042862,0.044085,0.046542,0.051654,0.050565,0.057301,0.062063,0.044545,0.047622,0.061903,0.060788,0.042862,0.049168,0.057301,0.044391,0.058407,0.059675,0.045619,0.057775,0.056197,0.068819,0.059675,0.056827,0.06047,0.058407,0.064624,0.051187,0.048394,0.070605,0.062063,0.065267,0.057459,0.054782,0.048704,0.05041,0.069955,0.034693,0.033944,0.026381,0.036345,0.032749,0.037399,0.034693,0.033496,0.031855,0.036194,0.041337,0.036495,0.04149,0.036796,0.037701,0.038002,0.031111,0.032153,0.03755,0.040273,0.0326,0.04149,0.038153,0.037399,0.030369,0.037851
946.251174,0.057048,0.056279,0.067329,0.062938,0.065756,0.070176,0.0697,0.079316,0.061847,0.066227,0.07786,0.074001,0.054439,0.071607,0.075284,0.06247,0.072085,0.075284,0.062158,0.074963,0.080127,0.081428,0.079478,0.077376,0.074161,0.074322,0.079316,0.069542,0.064501,0.093481,0.082406,0.077537,0.07786,0.072403,0.070176,0.071288,0.084205,0.058281,0.05063,0.047606,0.049721,0.046854,0.050326,0.053674,0.051997,0.05063,0.057356,0.058745,0.058127,0.049418,0.051541,0.052149,0.054898,0.058745,0.054133,0.049418,0.057664,0.05063,0.050478,0.052149,0.053521,0.055818,0.057973
948.771837,0.064716,0.062076,0.069729,0.070045,0.080903,0.07512,0.075599,0.086271,0.069099,0.073369,0.085944,0.076879,0.061457,0.078323,0.081712,0.062231,0.07945,0.075919,0.070518,0.080741,0.089888,0.080256,0.087255,0.074642,0.082036,0.088569,0.093867,0.07752,0.076719,0.088734,0.092205,0.084311,0.081226,0.081226,0.079772,0.084964,0.096709,0.059605,0.056843,0.056384,0.064404,0.056996,0.063006,0.054402,0.056843,0.057762,0.06285,0.061148,0.060222,0.057915,0.05899,0.056537,0.058836,0.061766,0.061302,0.067215,0.071466,0.065495,0.05669,0.057302,0.062231,0.058836,0.059298
951.290658,0.078161,0.071314,0.085755,0.081467,0.078631,0.088798,0.088156,0.091701,0.082258,0.085276,0.098222,0.093972,0.070851,0.088156,0.085595,0.079574,0.087675,0.086714,0.081309,0.09691,0.087675,0.090893,0.09773,0.089925,0.097894,0.092673,0.091054,0.083844,0.083209,0.099868,0.092835,0.096746,0.09691,0.088477,0.090408,0.085276,0.102017,0.06839,0.067777,0.069773,0.073791,0.069927,0.070697,0.070543,0.071159,0.065334,0.073015,0.071159,0.076126,0.072551,0.077534,0.072086,0.07286,0.078004,0.065639,0.076908,0.07926,0.07597,0.068697,0.075347,0.077221,0.07286,0.072396
953.807639,0.079052,0.084515,0.091961,0.084672,0.091003,0.09228,0.098562,0.094203,0.087193,0.082634,0.106254,0.102145,0.076732,0.090047,0.095007,0.081385,0.099699,0.091481,0.090525,0.104935,0.099049,0.110903,0.098237,0.099049,0.096619,0.100839,0.105265,0.089411,0.087035,0.11459,0.103128,0.097266,0.102964,0.086404,0.096781,0.089729,0.102145,0.072586,0.070148,0.076732,0.075807,0.075038,0.06954,0.073657,0.075807,0.073963,0.07704,0.073045,0.076115,0.071823,0.072586,0.073045,0.078742,0.079052,0.081073,0.076423,0.074731,0.079052,0.074577,0.084515,0.081073,0.081541,0.085931
956.322778,0.085364,0.079689,0.093782,0.092525,0.094255,0.102527,0.101885,0.11096,0.087686,0.093153,0.109,0.099965,0.081521,0.09457,0.093153,0.089085,0.103492,0.097576,0.095991,0.109489,0.111616,0.113424,0.102527,0.105913,0.104943,0.108837,0.102848,0.094728,0.088463,0.102848,0.10721,0.104943,0.104781,0.094412,0.10462,0.099008,0.109815,0.075745,0.078472,0.075594,0.076955,0.081674,0.078776,0.07832,0.081674,0.075141,0.07832,0.078016,0.081368,0.078168,0.081215,0.085673,0.076047,0.079994,0.083515,0.082441,0.080299,0.083054,0.084747,0.081368,0.076652,0.080604,0.079994
958.836075,0.084096,0.079988,0.085321,0.080898,0.100928,0.082722,0.096344,0.098709,0.079685,0.085934,0.110243,0.103797,0.078627,0.092586,0.099025,0.093054,0.097761,0.100134,0.091807,0.103478,0.109595,0.106203,0.102839,0.096816,0.1083,0.105561,0.103637,0.087472,0.095087,0.106364,0.108138,0.101723,0.095715,0.09243,0.09103,0.102041,0.1054,0.078476,0.07682,0.078024,0.073376,0.077723,0.078778,0.068925,0.075919,0.075319,0.078024,0.078476,0.079383,0.079383,0.07697,0.08014,0.069663,0.079685,0.081049,0.073973,0.080443,0.079988,0.084096,0.081201,0.079988,0.076519,0.082875
961.347531,0.08782,0.090233,0.093422,0.092965,0.090233,0.098788,0.097248,0.104534,0.08782,0.095407,0.104534,0.114177,0.085569,0.097094,0.103753,0.08782,0.098942,0.100179,0.096327,0.107515,0.105317,0.107043,0.108618,0.097556,0.114177,0.116581,0.104378,0.094032,0.098634,0.108145,0.104378,0.109724,0.098634,0.100798,0.10204,0.092356,0.10846,0.079624,0.076095,0.086618,0.075949,0.082289,0.08527,0.077856,0.080954,0.080215,0.082438,0.086768,0.086618,0.084075,0.084523,0.080215,0.080806,0.077122,0.076095,0.09099,0.078003,0.083479,0.084374,0.082438,0.084224,0.079329,0.088422
963.857146,0.085953,0.079497,0.089366,0.090709,0.09688,0.098094,0.091606,0.102218,0.091756,0.099312,0.100075,0.109023,0.077028,0.095366,0.097638,0.093859,0.105453,0.098703,0.096274,0.107623,0.101604,0.11562,0.096425,0.103601,0.107312,0.1084,0.10314,0.093708,0.090559,0.107933,0.114672,0.111054,0.104372,0.097942,0.10038,0.098855,0.111995,0.078624,0.074141,0.078188,0.075005,0.080517,0.081394,0.085657,0.081102,0.079642,0.074861,0.084477,0.079497,0.083006,0.081248,0.080956,0.085953,0.077898,0.080663,0.083153,0.082713,0.08008,0.079206,0.085805,0.082713,0.084772,0.078915
966.36492,0.077017,0.08768,0.086515,0.090461,0.094295,0.097119,0.105245,0.106462,0.088118,0.094147,0.106919,0.105853,0.086369,0.09563,0.103275,0.090755,0.104486,0.10267,0.090902,0.10631,0.111056,0.116322,0.111364,0.104486,0.106767,0.10479,0.101615,0.093407,0.096076,0.113991,0.110902,0.104183,0.107072,0.104335,0.091343,0.099361,0.108294,0.076022,0.083615,0.079587,0.083326,0.0783,0.08059,0.083326,0.083181,0.072486,0.08347,0.083181,0.0783,0.083759,0.085062,0.082748,0.0793,0.082604,0.081452,0.084917,0.086079,0.081165,0.084772,0.078015,0.07973,0.086079,0.080734
968.870852,0.090159,0.082857,0.089581,0.087567,0.100828,0.094658,0.095826,0.103054,0.087424,0.093638,0.101717,0.104693,0.087711,0.096558,0.098614,0.085706,0.095973,0.102756,0.093056,0.097732,0.106188,0.102608,0.106938,0.095388,0.105141,0.10995,0.105889,0.090736,0.090447,0.107539,0.106338,0.106188,0.105889,0.102311,0.101865,0.099056,0.120039,0.07456,0.076375,0.079463,0.077916,0.077355,0.077776,0.07904,0.077215,0.081298,0.080168,0.079463,0.078759,0.084707,0.081581,0.083567,0.0789,0.076935,0.086135,0.077075,0.084564,0.08371,0.082715,0.082431,0.076235,0.078337,0.082715
971.374943,0.086688,0.083315,0.091227,0.084577,0.091369,0.094519,0.09798,0.104252,0.089093,0.093228,0.104546,0.108089,0.083175,0.094806,0.095238,0.089519,0.101616,0.09827,0.089377,0.103225,0.100012,0.106609,0.1022,0.100449,0.102054,0.108831,0.101032,0.092369,0.092083,0.112559,0.107941,0.105577,0.104105,0.100012,0.096823,0.101616,0.114059,0.078304,0.079274,0.074446,0.07582,0.076233,0.076646,0.078719,0.076508,0.081081,0.078996,0.074858,0.076508,0.082057,0.078858,0.081499,0.08122,0.078442,0.083315,0.079274,0.077889,0.075682,0.074309,0.078996,0.076784,0.080802,0.081638
973.877192,0.081144,0.081969,0.086253,0.081831,0.085282,0.097651,0.097223,0.102382,0.091985,0.09058,0.102382,0.105855,0.08087,0.099365,0.093253,0.092971,0.091563,0.091563,0.089179,0.099795,0.105274,0.107894,0.105564,0.098364,0.105855,0.103536,0.102237,0.08862,0.093959,0.105564,0.109649,0.105419,0.100225,0.094384,0.096085,0.094809,0.107748,0.074335,0.07474,0.072986,0.073255,0.073795,0.077046,0.07691,0.075146,0.070568,0.079227,0.077999,0.077454,0.07339,0.07447,0.079227,0.077454,0.081007,0.07097,0.075011,0.080321,0.075959,0.076502,0.082106,0.081831,0.078408,0.078135
976.3776,0.072899,0.077989,0.078124,0.077989,0.082187,0.091956,0.084916,0.090844,0.080693,0.086425,0.100954,0.09587,0.075303,0.086563,0.093769,0.079745,0.09335,0.090012,0.08615,0.096854,0.091817,0.10067,0.103376,0.090705,0.094888,0.096572,0.097276,0.088905,0.084916,0.110288,0.094888,0.101381,0.099394,0.091678,0.085602,0.089458,0.107251,0.063284,0.06879,0.067999,0.067604,0.070906,0.065766,0.066815,0.071835,0.068922,0.074366,0.075571,0.071968,0.074366,0.073299,0.069054,0.071835,0.073032,0.068922,0.075169,0.071835,0.070376,0.073299,0.077855,0.070906,0.069714,0.070508
