Wavelength (nm),Absorbance (AU) 2024-10-10 13:32:30,Absorbance (AU) 2024-10-10 13:47:37,Absorbance (AU) 2024-10-10 14:02:43,Absorbance (AU) 2024-10-10 14:17:49
1226.3663,2.207305,2.201707,2.204322,2.2031
1228.673367,2.1967,2.198246,2.19773,2.194646
1230.978592,2.195246,2.197642,2.195929,2.205258
1233.281976,2.189407,2.195159,2.1955,2.197208
1235.583519,2.185651,2.186151,2.188823,2.188154
1237.883221,2.189102,2.185771,2.193639,2.189269
1240.181081,2.181917,2.18012,2.187353,2.189014
1242.4771,2.180378,2.182492,2.187573,2.17763
1244.771277,2.175264,2.179104,2.175902,2.183301
1247.063613,2.177575,2.175196,2.18189,2.183338
1249.354108,2.175808,2.177227,2.173765,2.182312
1251.642762,2.187557,2.176908,2.178008,2.183872
1253.929574,2.180537,2.173816,2.169955,2.181799
1256.214544,2.180877,2.176357,2.174346,2.180563
1258.497674,2.181987,2.179496,2.184965,2.184022
1260.778962,2.180291,2.177054,2.18153,2.183708
1263.058409,2.182059,2.173341,2.18175,2.191587
1265.336014,2.188615,2.186282,2.186282,2.183191
1267.611778,2.192143,2.190115,2.193553,2.194967
1269.885701,2.189447,2.193797,2.188675,2.205986
1272.157782,2.199517,2.197009,2.200462,2.202673
1274.428022,2.204043,2.207376,2.205785,2.216065
1276.696421,2.209585,2.204515,2.214554,2.213748
1278.962978,2.219417,2.211378,2.213774,2.223821
1281.227694,2.224525,2.226984,2.224199,2.231279
1283.490568,2.23412,2.233954,2.235453,2.240825
1285.751602,2.244693,2.239465,2.24283,2.249469
1288.010794,2.253698,2.252149,2.262233,2.252149
1290.268144,2.26829,2.256199,2.265456,2.262641
1292.523653,2.273234,2.272876,2.269844,2.27665
1293.650717,2.276702,2.269908,2.28196,2.280321
1295.903465,2.283326,2.274122,2.288648,2.280055
1298.154371,2.294309,2.290409,2.293563,2.298621
1300.403435,2.299775,2.30375,2.299964,2.304131
1302.650658,2.313753,2.305294,2.31008,2.317458
1304.89604,2.317057,2.308744,2.323151,2.321373
1307.139581,2.330514,2.326513,2.335771,2.336382
1309.38128,2.328544,2.328943,2.338031,2.338848
1311.621137,2.348634,2.345101,2.348843,2.349052
1313.859154,2.357067,2.340394,2.358344,2.351158
1316.095329,2.350242,2.354019,2.359106,2.359746
1318.329663,2.354265,2.363202,2.368176,2.350908
1320.562155,2.365151,2.358936,2.363643,2.370363
1322.792806,2.365583,2.367748,2.380969,2.368182
1325.021616,2.372536,2.363635,2.370348,2.372756
1327.248584,2.375207,2.371034,2.3839,2.383675
1329.473711,2.384918,2.377311,2.379757,2.384242
1331.696997,2.386154,2.379413,2.387515,2.382546
1333.918441,2.386026,2.389209,2.383766,2.378613
1336.138044,2.392518,2.38093,2.388849,2.380034
1338.355806,2.37875,2.388236,2.387551,2.387551
1340.571726,2.395626,2.404082,2.396325,2.399364
1342.785805,2.39396,2.389572,2.388654,2.395122
1344.998043,2.397285,2.398694,2.396817,2.394482
1347.208439,2.397373,2.38946,2.404239,2.39154
1349.416994,2.398224,2.3954,2.402019,2.393293
1351.623708,2.40249,2.39537,2.400104,2.398678
1353.82858,2.396594,2.404238,2.400877,2.40016
1356.031611,2.404138,2.40029,2.40245,2.391287
1358.2328,2.396231,2.402942,2.408533,2.404394
1360.432149,2.400407,2.401613,2.396332,2.40843
1362.629656,2.405158,2.406136,2.397891,2.408591
1364.825321,2.402733,2.403465,2.403221,2.406402
1365.922463,2.408813,2.400485,2.399032,2.403651
1368.115367,2.394326,2.403291,2.409206,2.412945
1370.306429,2.402903,2.407838,2.419407,2.411327
1372.49565,2.412493,2.402292,2.413249,2.413501
1374.683029,2.41017,2.413958,2.415993,2.425006
1376.868567,2.412656,2.421642,2.417254,2.421902
1379.052264,2.418348,2.41551,2.420683,2.423817
1381.234119,2.418819,2.423008,2.418298,2.427503
1383.414134,2.415839,2.4148,2.420812,2.417926
1385.592306,2.41702,2.428999,2.424702,2.421772
1387.768638,2.409553,2.418746,2.423014,2.415045
1389.943128,2.423462,2.399782,2.416222,2.422112
1392.115776,2.414465,2.418759,2.42583,2.421737
1394.286584,2.419186,2.415393,2.428816,2.417286
1396.45555,2.418768,2.418768,2.427341,2.42124
1398.622674,2.409286,2.411721,2.427183,2.430853
1400.787958,2.405578,2.408817,2.411535,2.419792
1402.9514,2.411192,2.403865,2.409826,2.406565
1405.113,2.417603,2.419839,2.412614,2.422368
1407.27276,2.4103,2.430255,2.421147,2.424256
1409.430678,2.414603,2.412108,2.408255,2.414881
1411.586754,2.413426,2.413149,2.418454,2.422972
1413.74099,2.41038,2.417057,2.417057,2.41987
1415.893383,2.415731,2.415172,2.417133,2.407966
1418.043936,2.414974,2.417217,2.421738,2.421454
1420.192647,2.413787,2.413787,2.41743,2.411282
1422.339517,2.418897,2.406639,2.4158,2.4144
1424.484546,2.413814,2.411585,2.406063,2.415493
1426.627733,2.422709,2.414797,2.408956,2.427584
1428.769079,2.418815,2.414314,2.419098,2.423648
1430.908583,2.427742,2.405784,2.431221,2.418034
1433.046246,2.432158,2.420637,2.420353,2.428959
1435.182068,2.402453,2.413792,2.425434,2.421709
1436.249288,2.423967,2.421106,2.417414,2.421676
1438.382348,2.420491,2.420491,2.432913,2.429992
1440.513567,2.419986,2.430938,2.416867,2.423989
1442.642944,2.414748,2.431388,2.425866,2.42127
1444.77048,2.426758,2.419859,2.435242,2.425889
1446.896174,2.434613,2.418946,2.430497,2.43639
1449.020027,2.423403,2.434797,2.420815,2.426877
1451.142039,2.438181,2.426096,2.429013,2.434906
1453.262209,2.425821,2.437623,2.437025,2.434345
1455.380538,2.431754,2.426169,2.443752,2.43205
1457.497026,2.438498,2.440916,2.433702,2.43014
1459.611672,2.438511,2.428053,2.4364,2.42658
1461.724477,2.422106,2.440006,2.435461,2.438485
1463.835441,2.443664,2.434816,2.440593,2.43937
1465.944563,2.424585,2.440873,2.448626,2.445819
1468.051844,2.439377,2.455035,2.440918,2.437536
1470.157284,2.442825,2.436029,2.449728,2.438796
1472.260882,2.444001,2.445258,2.456738,2.443374
1474.362639,2.444921,2.434613,2.444289,2.44587
1476.462554,2.441777,2.442724,2.43676,2.449092
1478.560629,2.448207,2.447563,2.436455,2.444041
1480.656861,2.441794,2.441475,2.435773,2.458381
1482.751253,2.445582,2.443321,2.444289,2.449486
1484.843803,2.438651,2.453009,2.452014,2.446097
1486.934512,2.449958,2.437853,2.45162,2.442068
1489.02338,2.456312,2.452934,2.454282,2.446258
1491.110406,2.443258,2.451619,2.44525,2.440945
1493.195591,2.455463,2.442619,2.454435,2.445963
1495.278934,2.441114,2.448878,2.455399,2.451612
1497.360436,2.42926,2.44873,2.457048,2.45845
1499.440097,2.449933,2.456932,2.465123,2.449933
1501.517916,2.453818,2.45488,2.450649,2.432444
