Wavelength (nm),Absorbance (AU) 2024-09-27 00:00:04,Absorbance (AU) 2024-09-27 00:15:10,Absorbance (AU) 2024-09-27 00:30:16,Absorbance (AU) 2024-09-27 00:45:22,Absorbance (AU) 2024-09-27 01:00:28,Absorbance (AU) 2024-09-27 01:15:34,Absorbance (AU) 2024-09-27 01:30:40,Absorbance (AU) 2024-09-27 01:45:46,Absorbance (AU) 2024-09-27 02:00:52,Absorbance (AU) 2024-09-27 02:15:58,Absorbance (AU) 2024-09-27 02:31:04,Absorbance (AU) 2024-09-27 02:46:10,Absorbance (AU) 2024-09-27 03:01:16,Absorbance (AU) 2024-09-27 03:16:22,Absorbance (AU) 2024-09-27 03:31:28,Absorbance (AU) 2024-09-27 03:46:34,Absorbance (AU) 2024-09-27 04:01:40,Absorbance (AU) 2024-09-27 04:16:46,Absorbance (AU) 2024-09-27 04:31:52,Absorbance (AU) 2024-09-27 04:46:57,Absorbance (AU) 2024-09-27 05:02:03,Absorbance (AU) 2024-09-27 05:17:09,Absorbance (AU) 2024-09-27 05:32:15,Absorbance (AU) 2024-09-27 05:47:21,Absorbance (AU) 2024-09-27 06:02:27,Absorbance (AU) 2024-09-27 06:17:33,Absorbance (AU) 2024-09-27 06:32:39,Absorbance (AU) 2024-09-27 06:47:45,Absorbance (AU) 2024-09-27 07:02:51,Absorbance (AU) 2024-09-27 07:17:57,Absorbance (AU) 2024-09-27 07:33:03,Absorbance (AU) 2024-09-27 07:48:09,Absorbance (AU) 2024-09-27 08:03:15,Absorbance (AU) 2024-09-27 08:18:21,Absorbance (AU) 2024-09-27 08:33:27,Absorbance (AU) 2024-09-27 08:48:33,Absorbance (AU) 2024-09-27 09:03:39,Absorbance (AU) 2024-09-27 09:18:45,Absorbance (AU) 2024-09-27 09:33:51,Absorbance (AU) 2024-09-27 09:48:57,Absorbance (AU) 2024-09-27 10:04:03,Absorbance (AU) 2024-09-27 10:19:09,Absorbance (AU) 2024-09-27 10:34:15,Absorbance (AU) 2024-09-27 10:49:21,Absorbance (AU) 2024-09-27 11:04:27,Absorbance (AU) 2024-09-27 11:19:33,Absorbance (AU) 2024-09-27 11:34:39,Absorbance (AU) 2024-09-27 11:49:45,Absorbance (AU) 2024-09-27 12:04:51,Absorbance (AU) 2024-09-27 12:19:57,Absorbance (AU) 2024-09-27 12:35:03,Absorbance (AU) 2024-09-27 12:50:10,Absorbance (AU) 2024-09-27 13:05:15,Absorbance (AU) 2024-09-27 13:20:22,Absorbance (AU) 2024-09-27 13:35:28,Absorbance (AU) 2024-09-27 13:50:34,Absorbance (AU) 2024-09-27 14:05:40,Absorbance (AU) 2024-09-27 14:20:46,Absorbance (AU) 2024-09-27 14:35:52,Absorbance (AU) 2024-09-27 14:50:58,Absorbance (AU) 2024-09-27 15:06:04,Absorbance (AU) 2024-09-27 15:21:10,Absorbance (AU) 2024-09-27 15:36:16,Absorbance (AU) 2024-09-27 15:51:22,Absorbance (AU) 2024-09-27 16:06:28,Absorbance (AU) 2024-09-27 16:21:34
1387.768638,2.240888,2.233895,2.239656,2.250152,2.241418,2.240536,2.245139,2.244961,2.242832,2.241065,2.246566,2.243895,2.255223,2.238954,2.253405,2.235459,2.244606,2.242478,2.239129,2.238603,2.239129,2.24603,2.232682,2.241594,2.240712,2.23633,2.240888,2.238428,2.236853,2.237902,2.233895,2.23251,2.233548,2.242301,2.240008,2.234068,2.228038,2.227524,2.219565,2.222089,2.226671,2.224629,2.226671,2.221415,2.220741,2.221246,2.230784,2.230268,2.233029,2.230956,2.221246,2.225648,2.22838,2.227354,2.221583,2.223103,2.228723,2.220741,2.222596,2.218727,2.224289,2.223442,2.220405,2.221415,2.219229,2.22633
1389.943128,2.236159,2.237391,2.241284,2.243066,2.241996,2.245931,2.251719,2.244854,2.247732,2.244317,2.239333,2.251901,2.251355,2.249359,2.248996,2.238626,2.238273,2.236511,2.241818,2.23266,2.242887,2.242709,2.236687,2.238273,2.243066,2.233357,2.238449,2.240396,2.228842,2.24253,2.237039,2.235457,2.239864,2.243244,2.229188,2.236687,2.230747,2.22988,2.225916,2.224374,2.222838,2.222668,2.22352,2.222157,2.222327,2.224203,2.22352,2.223691,2.230227,2.225744,2.232485,2.222157,2.231441,2.228842,2.224032,2.226259,2.231094,2.225573,2.2139,2.222327,2.220968,2.221987,2.216243,2.228152,2.219613,2.222157
1392.115776,2.233592,2.241232,2.239979,2.250287,2.241949,2.239979,2.245012,2.244109,2.248461,2.239265,2.244651,2.25157,2.250654,2.245012,2.251938,2.236065,2.23518,2.233064,2.236774,2.242488,2.231659,2.241949,2.237484,2.238017,2.235003,2.241052,2.239622,2.233416,2.233768,2.235357,2.234121,2.230433,2.236951,2.23324,2.23465,2.223152,2.231834,2.230433,2.219045,2.224529,2.221607,2.22384,2.215821,2.222808,2.228167,2.220751,2.227993,2.221093,2.224529,2.225911,2.229735,2.226604,2.232361,2.230084,2.222808,2.22195,2.230084,2.216667,2.222636,2.214808,2.219045,2.222121,2.219897,2.224874,2.220751,2.228515
1394.286584,2.224106,2.231108,2.251151,2.238943,2.237687,2.242008,2.241827,2.241104,2.237149,2.239482,2.241646,2.246738,2.248204,2.248755,2.243277,2.238224,2.238404,2.230579,2.241646,2.236971,2.241285,2.242914,2.233408,2.234474,2.229874,2.23572,2.234829,2.235542,2.231284,2.237687,2.231814,2.236077,2.238583,2.230226,2.233408,2.233053,2.228995,2.227068,2.214149,2.21602,2.22602,2.21619,2.223238,2.228469,2.224627,2.220819,2.224975,2.228995,2.224279,2.223065,2.232699,2.2222,2.220991,2.214319,2.222372,2.218584,2.22602,2.219614,2.221336,2.217044,2.224279,2.220991,2.219786,2.225497,2.216531,2.217215
1396.45555,2.226726,2.23097,2.235256,2.234181,2.240674,2.235256,2.242677,2.241583,2.240129,2.24524,2.242494,2.24469,2.246528,2.240855,2.245975,2.23186,2.232038,2.234002,2.235436,2.231148,2.236694,2.232572,2.237054,2.233823,2.235974,2.242494,2.236514,2.237776,2.235795,2.231148,2.234718,2.229374,2.236514,2.238498,2.232216,2.227078,2.219917,2.225145,2.22009,2.222872,2.212702,2.222349,2.21458,2.222698,2.215608,2.213554,2.216982,2.218361,2.231326,2.22009,2.224095,2.226023,2.230083,2.230083,2.222349,2.219917,2.229728,2.219917,2.224095,2.211851,2.219571,2.214238,2.216294,2.219398,2.220264,2.220958
1398.622674,2.234095,2.233015,2.231042,2.232835,2.243568,2.232835,2.244306,2.245044,2.237532,2.239718,2.239535,2.246896,2.2525,2.244306,2.24118,2.232476,2.235901,2.236444,2.229613,2.232117,2.236988,2.233735,2.236444,2.231221,2.232117,2.2289,2.226414,2.240631,2.23826,2.234455,2.228722,2.237532,2.225353,2.230684,2.232117,2.227656,2.228544,2.233195,2.211791,2.214711,2.225884,2.216265,2.226414,2.221835,2.213163,2.216092,2.221135,2.217651,2.22131,2.219738,2.22553,2.230506,2.221135,2.216958,2.216438,2.217651,2.22553,2.220262,2.210254,2.211449,2.22096,2.216438,2.215747,2.222186,2.214367,2.220262
1400.787958,2.222992,2.234627,2.237539,2.239003,2.238819,2.234264,2.23992,2.238453,2.237722,2.237905,2.240287,2.242683,2.245092,2.243053,2.240471,2.227609,2.231374,2.235899,2.237174,2.234627,2.234627,2.229936,2.226895,2.231014,2.23354,2.226361,2.231374,2.229936,2.229577,2.228502,2.23608,2.230474,2.225294,2.231194,2.228681,2.232636,2.231014,2.219124,2.217552,2.219474,2.217203,2.214423,2.221934,2.220702,2.222992,2.22211,2.213904,2.21668,2.213558,2.223169,2.22494,2.22123,2.220176,2.217726,2.218949,2.21825,2.225294,2.21825,2.221054,2.213731,2.219299,2.218425,2.222992,2.210287,2.217029,2.216332
1402.9514,2.222248,2.234827,2.234463,2.232463,2.235375,2.230835,2.228133,2.238489,2.238305,2.24404,2.245533,2.24404,2.245907,2.237754,2.242739,2.23501,2.228133,2.232101,2.231558,2.225805,2.227236,2.230835,2.228672,2.234827,2.226699,2.231558,2.229932,2.228672,2.227774,2.231739,2.228313,2.233371,2.232645,2.228852,2.228133,2.230293,2.225092,2.220657,2.217843,2.215221,2.220481,2.206252,2.212441,2.217142,2.220128,2.215221,2.217843,2.226341,2.218545,2.221717,2.221894,2.218194,2.217843,2.214003,2.216617,2.220481,2.225448,2.221541,2.216967,2.216093,2.215395,2.218545,2.216268,2.215744,2.219248,2.212441
1405.113,2.224564,2.227433,2.230683,2.241883,2.239287,2.239102,2.240027,2.239657,2.237074,2.240954,2.243747,2.244495,2.236339,2.237442,2.24114,2.233593,2.233593,2.229597,2.230502,2.230865,2.226355,2.231046,2.225638,2.233958,2.229416,2.23014,2.230321,2.228514,2.227973,2.225996,2.232318,2.229416,2.223315,2.232682,2.224743,2.228694,2.224922,2.227613,2.22278,2.215543,2.215719,2.207393,2.2131,2.218001,2.218882,2.222247,2.216069,2.214145,2.224922,2.224385,2.221359,2.221359,2.218882,2.222247,2.210324,2.220473,2.220827,2.211016,2.217122,2.21432,2.217825,2.211536,2.212926,2.217297,2.214669,2.213797
1407.27276,2.223268,2.228658,2.230652,2.23302,2.235768,2.235033,2.241317,2.243182,2.236135,2.237425,2.245996,2.242808,2.238348,2.243556,2.23983,2.234666,2.235768,2.231197,2.232472,2.23047,2.232837,2.231925,2.225057,2.22902,2.23485,2.225596,2.231925,2.229745,2.231561,2.229201,2.227395,2.227395,2.225775,2.226854,2.231015,2.223983,2.228658,2.22113,2.221842,2.212335,2.219711,2.21513,2.217591,2.215656,2.209039,2.220597,2.21373,2.218473,2.220775,2.21812,2.21865,2.224878,2.216886,2.209558,2.220243,2.216535,2.225596,2.215481,2.212335,2.218473,2.210424,2.212161,2.209385,2.208521,2.217415,2.215656
1409.430678,2.218941,2.232621,2.234086,2.236109,2.23944,2.235004,2.247312,2.243546,2.23116,2.230432,2.243733,2.245048,2.235925,2.238141,2.241301,2.234637,2.22753,2.224289,2.230068,2.232621,2.231525,2.223214,2.23189,2.223752,2.229705,2.231707,2.226628,2.232072,2.223393,2.225547,2.231342,2.229705,2.226267,2.229342,2.225187,2.221072,2.229886,2.23574,2.212259,2.215411,2.219473,2.212085,2.224648,2.221251,2.218233,2.214358,2.210866,2.21682,2.218233,2.23025,2.221607,2.221607,2.220539,2.21965,2.22411,2.212958,2.21506,2.214709,2.218233,2.214008,2.210518,2.214358,2.215236,2.218233,2.212085,2.220716
1411.586754,2.217081,2.233098,2.231269,2.234567,2.231999,2.238076,2.23641,2.241053,2.236965,2.240867,2.239004,2.240867,2.240867,2.23752,2.242175,2.233648,2.229083,2.224926,2.233832,2.226548,2.229083,2.226729,2.227452,2.231086,2.229083,2.235857,2.238633,2.234935,2.227271,2.230175,2.228902,2.227633,2.220986,2.22313,2.225286,2.220451,2.229811,2.226187,2.215142,2.211638,2.210592,2.210767,2.21567,2.216375,2.224207,2.218497,2.219384,2.215494,2.225106,2.214966,2.216551,2.215846,2.218852,2.211115,2.214263,2.219384,2.225106,2.218674,2.220095,2.217435,2.210767,2.220629,2.211813,2.219207,2.210592,2.217788
1413.74099,2.226355,2.22962,2.235856,2.231628,2.236595,2.237522,2.238636,2.243121,2.234565,2.23291,2.241246,2.243121,2.246326,2.244815,2.246704,2.229802,2.235856,2.23236,2.224191,2.232727,2.227622,2.227803,2.233645,2.227622,2.233094,2.224551,2.229074,2.22744,2.236966,2.225452,2.224911,2.234197,2.231628,2.227622,2.228166,2.228529,2.222934,2.216527,2.214587,2.209342,2.218652,2.209169,2.219007,2.213183,2.213884,2.213884,2.214939,2.221502,2.228166,2.219363,2.220966,2.227803,2.223293,2.214939,2.220788,2.215115,2.219541,2.210038,2.21582,2.212482,2.217765,2.217588,2.216703,2.213709,2.212832,2.224911
1415.893383,2.228953,2.233895,2.232608,2.234079,2.235186,2.234264,2.24226,2.245084,2.232976,2.236295,2.238522,2.242072,2.240761,2.243199,2.2402,2.231875,2.228771,2.227136,2.236295,2.224967,2.230411,2.233159,2.232241,2.228407,2.232425,2.228771,2.232425,2.234079,2.221017,2.235001,2.232792,2.227499,2.232792,2.227136,2.230046,2.225869,2.227499,2.22227,2.210598,2.207642,2.216218,2.2187,2.214982,2.216395,2.214806,2.214454,2.212873,2.223526,2.218878,2.215335,2.221553,2.225689,2.218878,2.215335,2.216395,2.216926,2.222987,2.219946,2.220303,2.213926,2.214102,2.212697,2.216926,2.216572,2.212873,2.216041
1418.043936,2.228475,2.229204,2.236188,2.23305,2.23305,2.242158,2.24122,2.241407,2.241032,2.240471,2.234339,2.237301,2.24707,2.24669,2.242346,2.235078,2.232131,2.229022,2.227385,2.231214,2.230848,2.222869,2.224489,2.232131,2.225392,2.22884,2.236188,2.231398,2.235263,2.22684,2.227566,2.230299,2.22485,2.228112,2.227385,2.234524,2.227566,2.216803,2.219112,2.226297,2.221613,2.213977,2.215741,2.214681,2.223589,2.21047,2.220004,2.21222,2.224129,2.219825,2.223949,2.224489,2.223769,2.221613,2.210994,2.214329,2.225754,2.218934,2.221613,2.209947,2.213273,2.215387,2.215564,2.210819,2.210994,2.21222
1420.192647,2.225042,2.22849,2.233252,2.24653,2.230133,2.241433,2.235468,2.244257,2.241058,2.24087,2.244257,2.245582,2.24634,2.239186,2.247481,2.227035,2.239373,2.230498,2.229037,2.22995,2.239373,2.233805,2.231781,2.227217,2.227398,2.224681,2.236952,2.229219,2.229037,2.23658,2.231965,2.232332,2.226672,2.231598,2.227762,2.22995,2.229402,2.226853,2.217695,2.21734,2.213979,2.215745,2.217517,2.219119,2.217695,2.220905,2.220905,2.220547,2.224862,2.217517,2.219297,2.22849,2.220547,2.225223,2.220369,2.225404,2.228854,2.220011,2.212221,2.214332,2.221981,2.219476,2.220905,2.216453,2.216276,2.218406
1422.339517,2.222834,2.227719,2.232107,2.243089,2.234319,2.24102,2.236541,2.241771,2.231373,2.234688,2.23358,2.247256,2.251079,2.242335,2.244788,2.231373,2.228447,2.226447,2.228994,2.238215,2.237843,2.230823,2.227355,2.234688,2.229542,2.228812,2.233396,2.231189,2.235984,2.226447,2.231373,2.236912,2.226992,2.234503,2.225541,2.230823,2.223554,2.224637,2.216582,2.218716,2.217292,2.212698,2.216582,2.216582,2.220322,2.224998,2.219251,2.216937,2.230273,2.226447,2.227719,2.217825,2.228812,2.227537,2.217292,2.21747,2.222654,2.228629,2.222834,2.220144,2.21393,2.219965,2.218894,2.215697,2.213578,2.219965
1424.484546,2.228238,2.2367,2.227874,2.233185,2.22751,2.24514,2.237257,2.244383,2.237816,2.241932,2.246848,2.241181,2.246088,2.245898,2.245898,2.233,2.237443,2.227328,2.234107,2.238002,2.233553,2.227874,2.231163,2.243439,2.234846,2.237257,2.235031,2.231529,2.237816,2.237816,2.234107,2.230064,2.228967,2.231713,2.230613,2.226057,2.225876,2.228785,2.220117,2.220117,2.213551,2.217088,2.220474,2.216201,2.222987,2.22461,2.218332,2.214962,2.223347,2.217799,2.223167,2.217443,2.219581,2.220474,2.226239,2.218154,2.225514,2.220296,2.214609,2.218511,2.219581,2.221729,2.21408,2.220296,2.214256,2.217088
1426.627733,2.232681,2.233971,2.239733,2.237122,2.242738,2.243303,2.242361,2.245952,2.239733,2.251877,2.239359,2.244058,2.254579,2.249574,2.248618,2.233418,2.236378,2.231394,2.232313,2.233418,2.23121,2.241045,2.226284,2.238612,2.232129,2.238239,2.233049,2.232681,2.229928,2.240108,2.229379,2.231577,2.237494,2.226829,2.232129,2.228649,2.229928,2.227011,2.218731,2.220697,2.220339,2.219266,2.216242,2.222491,2.219088,2.216242,2.227374,2.219981,2.22016,2.225197,2.225016,2.22574,2.221055,2.219088,2.220697,2.22016,2.222851,2.220876,2.217485,2.226284,2.222671,2.218019,2.221414,2.21642,2.212009,2.222851
1428.769079,2.230641,2.232294,2.23211,2.238036,2.241406,2.249563,2.236733,2.241782,2.240843,2.23785,2.243478,2.243478,2.2467,2.242347,2.252638,2.226263,2.235804,2.23211,2.238223,2.239344,2.232478,2.233584,2.232662,2.229725,2.24028,2.233399,2.234138,2.229725,2.229359,2.228082,2.229177,2.228994,2.226263,2.235063,2.233584,2.22373,2.228811,2.219778,2.213037,2.217994,2.22391,2.214094,2.220673,2.217816,2.226263,2.216927,2.223189,2.218172,2.225357,2.224995,2.227172,2.219778,2.223189,2.2196,2.21746,2.224452,2.22699,2.220852,2.21604,2.220136,2.220852,2.22391,2.224633,2.216572,2.219242,2.221211
1430.908583,2.227866,2.238754,2.235589,2.246104,2.245344,2.245155,2.242319,2.246484,2.239315,2.245155,2.239502,2.250498,2.252036,2.23969,2.240252,2.230059,2.235589,2.237634,2.235774,2.230792,2.245914,2.236332,2.232446,2.233184,2.234292,2.232631,2.236703,2.237448,2.240064,2.236146,2.233368,2.23596,2.238007,2.224598,2.234292,2.232999,2.235403,2.233184,2.22496,2.222253,2.214762,2.222433,2.218848,2.219384,2.226956,2.219027,2.220099,2.222793,2.230425,2.228778,2.222613,2.222613,2.21867,2.223514,2.221714,2.226229,2.217957,2.219742,2.223334,2.217422,2.220099,2.2176,2.216179,2.228231,2.224417,2.215293
1433.046246,2.234432,2.245874,2.239647,2.239834,2.242467,2.244925,2.251229,2.240585,2.231848,2.244546,2.255095,2.247016,2.252964,2.248161,2.244925,2.237964,2.234988,2.234432,2.238338,2.23573,2.239834,2.239647,2.238524,2.237778,2.234988,2.240022,2.239273,2.239273,2.239273,2.234062,2.242467,2.244546,2.23277,2.241901,2.22928,2.23277,2.234432,2.231113,2.228549,2.220228,2.217549,2.214002,2.219691,2.21844,2.215949,2.222743,2.220945,2.230562,2.219512,2.227454,2.232585,2.224007,2.224007,2.220766,2.228184,2.221843,2.228184,2.221843,2.226726,2.224007,2.216482,2.215772,2.217193,2.215063,2.21844,2.223826
1435.182068,2.236395,2.233425,2.243909,2.241264,2.244478,2.23976,2.241264,2.241076,2.235279,2.248098,2.246951,2.242962,2.256013,2.248289,2.250207,2.245047,2.239948,2.236023,2.234166,2.23158,2.228826,2.242018,2.233056,2.236209,2.238448,2.233056,2.228277,2.232501,2.235651,2.2377,2.236581,2.232132,2.238074,2.231395,2.233795,2.228094,2.230292,2.23361,2.21977,2.221746,2.219233,2.222287,2.224093,2.225362,2.223008,2.225362,2.221026,2.225726,2.222287,2.21977,2.22355,2.218696,2.234537,2.223008,2.221386,2.213895,2.23158,2.222828,2.227729,2.216556,2.219591,2.224093,2.222647,2.219054,2.224274,2.220847
1436.249288,2.232923,2.233293,2.24057,2.234775,2.24778,2.241135,2.248546,2.252203,2.242078,2.249313,2.246252,2.247588,2.253946,2.245871,2.251816,2.232738,2.236263,2.231446,2.239067,2.244539,2.237009,2.233293,2.237569,2.242456,2.239255,2.23459,2.237756,2.234033,2.240006,2.233293,2.230526,2.242456,2.235519,2.23645,2.238318,2.238505,2.23645,2.229057,2.225226,2.216238,2.225044,2.215349,2.221608,2.226682,2.2245,2.232738,2.218021,2.219094,2.226499,2.225771,2.226682,2.229974,2.231078,2.221248,2.221789,2.2245,2.224681,2.222871,2.223413,2.216772,2.226135,2.219094,2.227229,2.224319,2.219811,2.226864
1438.382348,2.2426,2.244305,2.244875,2.250037,2.232509,2.245065,2.245446,2.252932,2.247927,2.25023,2.243547,2.257017,2.251,2.250037,2.256041,2.240902,2.243547,2.238461,2.240902,2.236592,2.240525,2.236965,2.236033,2.240337,2.240337,2.241279,2.237525,2.236592,2.232693,2.232878,2.23436,2.234174,2.238648,2.235288,2.232878,2.230665,2.238461,2.224819,2.229747,2.219766,2.225182,2.22682,2.222285,2.219766,2.222285,2.225182,2.227549,2.220664,2.23436,2.22938,2.220664,2.240337,2.233248,2.227184,2.220125,2.229563,2.234545,2.228098,2.227184,2.228464,2.226273,2.21887,2.226455,2.226273,2.22355,2.225909
1440.513567,2.234325,2.233954,2.242947,2.247515,2.241058,2.240493,2.24675,2.250394,2.24238,2.252905,2.250972,2.249048,2.257383,2.251165,2.253293,2.241058,2.237491,2.236558,2.235254,2.245796,2.243895,2.245415,2.238615,2.235998,2.248472,2.241813,2.235812,2.24924,2.240117,2.238053,2.234882,2.237491,2.245796,2.239177,2.241435,2.236558,2.23824,2.237304,2.23155,2.226234,2.227694,2.225506,2.227877,2.227511,2.228792,2.227329,2.230813,2.234139,2.233213,2.228976,2.226052,2.235626,2.235254,2.232473,2.22587,2.229526,2.232658,2.226417,2.223691,2.224598,2.237118,2.225506,2.220264,2.226417,2.224598,2.225506
1442.642944,2.237626,2.236131,2.249006,2.246515,2.247854,2.244798,2.250353,2.253448,2.244418,2.253837,2.248621,2.252672,2.253837,2.248238,2.259509,2.237813,2.247088,2.241197,2.236878,2.241009,2.242142,2.247088,2.241953,2.248621,2.242331,2.238938,2.240066,2.242521,2.24556,2.250739,2.246897,2.242521,2.243089,2.235572,2.242899,2.240443,2.242521,2.235199,2.228366,2.225626,2.223446,2.224353,2.225808,2.229834,2.230018,2.223627,2.226537,2.22745,2.229283,2.22599,2.232971,2.234827,2.235945,2.227816,2.223265,2.234084,2.236878,2.235572,2.226172,2.231861,2.22599,2.228366,2.231492,2.22965,2.230754,2.228732
1444.77048,2.245196,2.243863,2.240643,2.249413,2.249605,2.250377,2.256793,2.260334,2.246725,2.248067,2.255424,2.254839,2.254254,2.252893,2.255815,2.243483,2.24102,2.240643,2.245387,2.237633,2.244815,2.254449,2.246725,2.249605,2.241209,2.242913,2.249028,2.241398,2.239135,2.236884,2.242913,2.24596,2.245387,2.241209,2.235949,2.239323,2.247299,2.237633,2.230015,2.235949,2.230568,2.228544,2.223616,2.222348,2.2302,2.224343,2.227078,2.2397,2.229647,2.237258,2.234272,2.24102,2.228728,2.22653,2.229831,2.235576,2.237633,2.228544,2.231307,2.223616,2.233158,2.231861,2.225982,2.237258,2.227811,2.236323
1446.896174,2.234948,2.239448,2.249362,2.24917,2.249748,2.24763,2.250134,2.258522,2.252848,2.253237,2.258522,2.24917,2.256753,2.253237,2.262678,2.242285,2.241716,2.241716,2.243996,2.252071,2.246863,2.246096,2.244186,2.246671,2.248592,2.249555,2.235882,2.243996,2.245522,2.241337,2.247054,2.246288,2.243996,2.23738,2.24077,2.23738,2.241716,2.236817,2.234948,2.233644,2.2281,2.228283,2.227182,2.238507,2.229755,2.232158,2.237005,2.238131,2.23738,2.235695,2.22994,2.232344,2.234388,2.232901,2.230678,2.234016,2.239637,2.22994,2.227733,2.231973,2.231418,2.233086,2.240203,2.229571,2.231603,2.233086
1449.020027,2.240823,2.240823,2.247504,2.252339,2.253117,2.255266,2.252728,2.254679,2.251756,2.254875,2.255462,2.255854,2.251756,2.257622,2.260982,2.249431,2.243483,2.25195,2.243293,2.24501,2.246927,2.247888,2.246735,2.244055,2.245202,2.241961,2.245202,2.245968,2.245968,2.234618,2.249045,2.250786,2.248852,2.239877,2.247119,2.244055,2.236301,2.234431,2.235365,2.228868,2.233872,2.233685,2.225564,2.231826,2.239689,2.232941,2.23016,2.2395,2.248466,2.230529,2.241013,2.235552,2.241961,2.237428,2.226479,2.236864,2.234245,2.232383,2.231455,2.233313,2.226113,2.233499,2.229606,2.231641,2.230714,2.236301
1451.142039,2.243084,2.244995,2.245379,2.254681,2.243275,2.253117,2.25921,2.250005,2.259804,2.248844,2.256251,2.253703,2.25921,2.253312,2.258617,2.250781,2.245379,2.24557,2.24423,2.241181,2.244421,2.249231,2.248844,2.248264,2.248844,2.244995,2.243847,2.245379,2.246915,2.253703,2.244612,2.241181,2.243847,2.248651,2.240801,2.243084,2.242893,2.238342,2.234772,2.23853,2.234585,2.241751,2.235146,2.229194,2.236271,2.234585,2.22864,2.236459,2.235708,2.242893,2.244039,2.242322,2.239664,2.23365,2.234024,2.234211,2.242322,2.234398,2.239664,2.225515,2.230675,2.235333,2.236271,2.228825,2.233837,2.235521
1453.262209,2.239754,2.250312,2.247021,2.257562,2.255984,2.26353,2.252259,2.256772,2.258551,2.252064,2.258353,2.254804,2.265941,2.260735,2.260138,2.255197,2.250701,2.250312,2.242799,2.243181,2.248954,2.246636,2.24818,2.248373,2.246443,2.254412,2.248954,2.261133,2.244713,2.24876,2.244138,2.24299,2.244521,2.245481,2.238618,2.246443,2.249148,2.243181,2.234101,2.22723,2.245673,2.234101,2.236542,2.234101,2.235789,2.232234,2.238618,2.237862,2.234476,2.234289,2.239185,2.241845,2.246058,2.241274,2.241084,2.242417,2.243372,2.229076,2.233727,2.23298,2.234101,2.232606,2.238807,2.237107,2.228706,2.239754
1455.380538,2.247844,2.249008,2.254284,2.26463,2.258036,2.257837,2.257837,2.258036,2.258036,2.258036,2.25665,2.269693,2.255268,2.267458,2.263624,2.245911,2.246683,2.24998,2.252322,2.242071,2.249008,2.25154,2.247457,2.256452,2.254481,2.245333,2.244948,2.246877,2.24765,2.25037,2.254087,2.25154,2.244948,2.249591,2.246297,2.249591,2.24188,2.240545,2.242263,2.240164,2.231683,2.234116,2.232057,2.240164,2.236941,2.236563,2.230751,2.232992,2.243987,2.240926,2.247457,2.246877,2.240354,2.231683,2.228152,2.230379,2.242263,2.236752,2.232805,2.226489,2.239024,2.23713,2.231124,2.233179,2.234116,2.242454
1457.497026,2.249052,2.25553,2.264925,2.25277,2.255332,2.262105,2.260502,2.265937,2.258108,2.252377,2.256123,2.258705,2.264925,2.259902,2.273703,2.244401,2.2512,2.242669,2.251005,2.257115,2.256123,2.247108,2.248468,2.249832,2.252377,2.246526,2.252966,2.249247,2.253556,2.250418,2.248079,2.255727,2.254739,2.248468,2.246526,2.248662,2.245172,2.237706,2.2313,2.237896,2.232236,2.231861,2.233174,2.235057,2.238466,2.231861,2.239227,2.24018,2.239418,2.243823,2.23619,2.238466,2.238086,2.230926,2.2313,2.236758,2.245946,2.240754,2.231674,2.240754,2.237516,2.237516,2.238466,2.229247,2.236568,2.244786
1459.611672,2.2499,2.254231,2.260409,2.256214,2.258007,2.260409,2.26242,2.272414,2.249704,2.255024,2.26242,2.260609,2.26933,2.261011,2.262622,2.247751,2.252651,2.254231,2.251274,2.249313,2.248141,2.253836,2.252257,2.255619,2.258007,2.252651,2.253046,2.246,2.246388,2.247751,2.248336,2.239831,2.246777,2.246777,2.250881,2.251667,2.247751,2.240406,2.242905,2.238112,2.238112,2.224044,2.241365,2.23716,2.239831,2.237541,2.234316,2.244643,2.250096,2.248726,2.246583,2.244256,2.243483,2.23659,2.238303,2.238685,2.248922,2.246583,2.243676,2.242519,2.23716,2.23621,2.242327,2.233938,2.234694,2.233561
1461.724477,2.252493,2.24934,2.257265,2.255469,2.252888,2.261081,2.263711,2.257865,2.258066,2.254276,2.254872,2.266971,2.263711,2.266971,2.263508,2.260074,2.24699,2.254276,2.240978,2.248359,2.250126,2.248947,2.255469,2.249929,2.247381,2.251308,2.244265,2.258266,2.260074,2.254276,2.258868,2.249536,2.24582,2.255669,2.242715,2.252691,2.249536,2.240786,2.244653,2.237717,2.237526,2.234479,2.235429,2.23944,2.243877,2.238674,2.243683,2.238865,2.242136,2.247968,2.244653,2.249144,2.246795,2.237526,2.234859,2.237717,2.245431,2.244459,2.235619,2.240401,2.243489,2.235619,2.23619,2.236381,2.232586,2.240209
1463.835441,2.251339,2.258725,2.249167,2.259531,2.255916,2.259531,2.262162,2.257519,2.254717,2.260946,2.266649,2.274512,2.272429,2.270563,2.262568,2.25392,2.258725,2.253721,2.258122,2.247202,2.254318,2.261351,2.253323,2.251141,2.263381,2.253323,2.248773,2.250745,2.250153,2.259733,2.252925,2.257318,2.246418,2.252528,2.246222,2.251735,2.258927,2.240779,2.239814,2.238275,2.231225,2.236358,2.24466,2.235785,2.235212,2.243492,2.241166,2.239044,2.232171,2.241359,2.249955,2.245636,2.247006,2.239621,2.242715,2.241359,2.250548,2.230281,2.237315,2.238083,2.231603,2.241359,2.236167,2.240972,2.234831,2.237507
