Wavelength (nm),Absorbance (AU) 2024-10-04 00:02:11,Absorbance (AU) 2024-10-04 00:17:17,Absorbance (AU) 2024-10-04 00:32:23,Absorbance (AU) 2024-10-04 00:47:28,Absorbance (AU) 2024-10-04 01:02:34,Absorbance (AU) 2024-10-04 01:17:40,Absorbance (AU) 2024-10-04 01:32:46,Absorbance (AU) 2024-10-04 01:47:52,Absorbance (AU) 2024-10-04 02:02:58,Absorbance (AU) 2024-10-04 02:18:03,Absorbance (AU) 2024-10-04 02:33:09,Absorbance (AU) 2024-10-04 02:48:15,Absorbance (AU) 2024-10-04 03:03:21,Absorbance (AU) 2024-10-04 03:18:27,Absorbance (AU) 2024-10-04 03:33:33,Absorbance (AU) 2024-10-04 03:48:38,Absorbance (AU) 2024-10-04 04:03:44,Absorbance (AU) 2024-10-04 04:18:50,Absorbance (AU) 2024-10-04 04:33:56,Absorbance (AU) 2024-10-04 04:49:02,Absorbance (AU) 2024-10-04 05:04:07,Absorbance (AU) 2024-10-04 05:19:13,Absorbance (AU) 2024-10-04 05:34:19,Absorbance (AU) 2024-10-04 05:49:25,Absorbance (AU) 2024-10-04 06:04:31,Absorbance (AU) 2024-10-04 06:19:36,Absorbance (AU) 2024-10-04 06:34:42,Absorbance (AU) 2024-10-04 06:49:48,Absorbance (AU) 2024-10-04 07:04:54,Absorbance (AU) 2024-10-04 07:20:00,Absorbance (AU) 2024-10-04 07:35:06,Absorbance (AU) 2024-10-04 07:50:11,Absorbance (AU) 2024-10-04 08:05:17,Absorbance (AU) 2024-10-04 08:20:23,Absorbance (AU) 2024-10-04 08:35:29,Absorbance (AU) 2024-10-04 08:50:35,Absorbance (AU) 2024-10-04 09:05:41,Absorbance (AU) 2024-10-04 09:20:47,Absorbance (AU) 2024-10-04 09:35:52,Absorbance (AU) 2024-10-04 09:50:58,Absorbance (AU) 2024-10-04 10:06:04,Absorbance (AU) 2024-10-04 10:21:10,Absorbance (AU) 2024-10-04 10:36:16,Absorbance (AU) 2024-10-04 10:51:22,Absorbance (AU) 2024-10-04 11:06:27,Absorbance (AU) 2024-10-04 11:21:33,Absorbance (AU) 2024-10-04 11:36:39,Absorbance (AU) 2024-10-04 11:51:45,Absorbance (AU) 2024-10-04 12:06:51,Absorbance (AU) 2024-10-04 12:21:57,Absorbance (AU) 2024-10-04 12:37:02,Absorbance (AU) 2024-10-04 12:52:08,Absorbance (AU) 2024-10-04 13:07:14,Absorbance (AU) 2024-10-04 13:22:20,Absorbance (AU) 2024-10-04 13:37:26,Absorbance (AU) 2024-10-04 13:52:32,Absorbance (AU) 2024-10-04 14:07:38,Absorbance (AU) 2024-10-04 14:22:44,Absorbance (AU) 2024-10-04 14:37:49,Absorbance (AU) 2024-10-04 14:52:55,Absorbance (AU) 2024-10-04 15:08:01,Absorbance (AU) 2024-10-04 15:23:07,Absorbance (AU) 2024-10-04 15:38:13,Absorbance (AU) 2024-10-04 15:53:19,Absorbance (AU) 2024-10-04 16:08:25,Absorbance (AU) 2024-10-04 16:23:30,Absorbance (AU) 2024-10-04 16:38:36,Absorbance (AU) 2024-10-04 16:53:42
1019.836674,1.809069,1.814995,1.813903,1.813308,1.816589,1.817089,1.815891,1.821609,1.8206,1.826279,1.82966,1.811233,1.829043,1.832446,1.831103,1.826483,1.829455,1.828018,1.82966,1.829557,1.831,1.831722,1.829866,1.831,1.831103,1.826177,1.812516,1.827813,1.82679,1.831826,1.828941,1.81649,1.820903,1.821407,1.825973,1.820802,1.822114,1.823735,1.820903,1.816689,1.81222,1.809756,1.817089,1.817689,1.816789,1.806038,1.807209,1.811134,1.817589,1.811824,1.809953,1.814002,1.821912,1.819092,1.813308,1.822822,1.818691,1.820903,1.81859,1.819996,1.821306,1.819594,1.827505,1.828633,1.82771,1.828633,1.830896,1.829969
1022.303017,1.804145,1.802015,1.804436,1.802595,1.812374,1.807946,1.816149,1.814755,1.815651,1.818149,1.822379,1.805311,1.828084,1.823088,1.825222,1.817448,1.82157,1.822886,1.826549,1.823291,1.825222,1.821066,1.820662,1.826549,1.825528,1.82036,1.804825,1.819253,1.819555,1.824408,1.822177,1.810893,1.814954,1.816848,1.821066,1.812869,1.816948,1.818249,1.805798,1.810696,1.803854,1.805993,1.808142,1.809614,1.811189,1.801725,1.802788,1.806968,1.807848,1.805408,1.809516,1.807555,1.811485,1.81595,1.808534,1.815252,1.81109,1.813662,1.810696,1.81188,1.814854,1.813464,1.819856,1.821975,1.824205,1.81845,1.823291,1.82614
1024.767519,1.795613,1.795137,1.800787,1.797522,1.804757,1.807782,1.806413,1.806804,1.80837,1.808763,1.813699,1.799344,1.8136,1.818492,1.820202,1.817489,1.814793,1.818692,1.817489,1.817289,1.822121,1.814892,1.816888,1.816388,1.818592,1.809844,1.798192,1.812609,1.813402,1.816089,1.809746,1.808174,1.808665,1.813997,1.81241,1.80788,1.807782,1.805828,1.806413,1.809451,1.800787,1.797427,1.800787,1.803397,1.805633,1.793428,1.799536,1.795137,1.796853,1.79896,1.800883,1.795709,1.806218,1.807978,1.804854,1.808567,1.807293,1.80788,1.803203,1.809844,1.805243,1.813104,1.812015,1.812311,1.809549,1.820403,1.821918,1.818191
1027.23018,1.792273,1.790571,1.796077,1.793031,1.798184,1.799434,1.800398,1.79953,1.800301,1.805151,1.809564,1.794266,1.808284,1.814519,1.811242,1.806715,1.806324,1.808579,1.814818,1.81055,1.811935,1.814619,1.810353,1.811242,1.811341,1.806226,1.794076,1.807401,1.804274,1.809071,1.806226,1.80117,1.804567,1.804469,1.806519,1.798184,1.79953,1.805054,1.796268,1.801944,1.791421,1.792178,1.798184,1.795314,1.799915,1.791327,1.792178,1.791989,1.79076,1.795218,1.796746,1.790854,1.805835,1.803011,1.794932,1.798856,1.801751,1.805347,1.7978,1.798664,1.803691,1.805737,1.804372,1.805933,1.807695,1.804372,1.812133,1.816617
1029.690999,1.785295,1.786417,1.787073,1.786698,1.789518,1.791882,1.793212,1.795214,1.795214,1.801276,1.804876,1.786323,1.804095,1.806736,1.804583,1.799342,1.802343,1.8039,1.802926,1.80605,1.80556,1.799825,1.805071,1.803121,1.803413,1.798956,1.782223,1.802537,1.805169,1.805169,1.797513,1.794832,1.797994,1.798956,1.796075,1.796649,1.795309,1.801373,1.789518,1.793497,1.785949,1.785388,1.793402,1.794069,1.79445,1.780096,1.78065,1.785295,1.78278,1.789047,1.788858,1.782595,1.789612,1.803997,1.791219,1.79103,1.797994,1.800115,1.790273,1.791977,1.79809,1.7955,1.804876,1.792736,1.802149,1.79886,1.805169,1.808309
1032.149977,1.778124,1.781173,1.783312,1.779877,1.783312,1.78621,1.788468,1.789223,1.793018,1.790832,1.796943,1.784058,1.798775,1.802655,1.799354,1.799354,1.796847,1.797714,1.802557,1.797906,1.800516,1.798292,1.802168,1.801001,1.800226,1.795791,1.780988,1.791781,1.796847,1.795983,1.793877,1.789317,1.789506,1.795503,1.79704,1.789128,1.790263,1.793209,1.788656,1.787338,1.783591,1.776653,1.783871,1.785179,1.783778,1.777388,1.778584,1.779784,1.784151,1.785086,1.786116,1.783125,1.789601,1.791306,1.787338,1.788468,1.793972,1.788656,1.78762,1.788185,1.789885,1.791117,1.796367,1.795983,1.798195,1.793781,1.799935,1.800904
1034.607113,1.774001,1.773361,1.774916,1.775375,1.777214,1.781379,1.783898,1.783804,1.78446,1.78898,1.789833,1.775834,1.792019,1.797294,1.794889,1.78879,1.793165,1.792115,1.791258,1.790972,1.794793,1.792019,1.792496,1.791734,1.793452,1.790402,1.770903,1.785961,1.791353,1.789359,1.786526,1.781193,1.784553,1.787185,1.790782,1.783992,1.782963,1.787091,1.784553,1.780265,1.772176,1.778875,1.777767,1.783711,1.780357,1.771539,1.772631,1.774184,1.774642,1.775008,1.781845,1.776845,1.782777,1.784928,1.780729,1.779801,1.784366,1.787845,1.784553,1.781658,1.785773,1.784179,1.790212,1.788034,1.790782,1.787845,1.797294,1.796138
1037.062409,1.76374,1.770505,1.772236,1.76851,1.771324,1.771142,1.776455,1.781927,1.781368,1.782581,1.786148,1.770233,1.787091,1.79041,1.79184,1.788321,1.783892,1.786903,1.785583,1.786997,1.788795,1.786054,1.786148,1.790125,1.786903,1.784079,1.76851,1.784643,1.78483,1.792605,1.787469,1.778488,1.781554,1.783142,1.786431,1.775442,1.778025,1.77858,1.777008,1.778673,1.770596,1.770233,1.772419,1.775075,1.773974,1.765084,1.766884,1.766523,1.768148,1.77096,1.775259,1.773058,1.778488,1.779693,1.774983,1.77821,1.781368,1.779415,1.780344,1.776179,1.782488,1.78333,1.783049,1.785959,1.785112,1.785583,1.790981,1.792413
1039.515862,1.762761,1.766445,1.767801,1.765814,1.769251,1.770616,1.774,1.771254,1.772716,1.777966,1.782062,1.770434,1.780568,1.785254,1.786859,1.776024,1.785914,1.78328,1.782717,1.783749,1.78667,1.783655,1.785914,1.784313,1.78582,1.782249,1.766625,1.776301,1.780102,1.780289,1.781315,1.777873,1.775748,1.777966,1.781969,1.77235,1.772442,1.777225,1.771254,1.769524,1.764824,1.765994,1.767891,1.768797,1.76762,1.764285,1.762403,1.765184,1.76771,1.765724,1.769433,1.765094,1.77171,1.775103,1.771254,1.779079,1.775103,1.776117,1.773816,1.772991,1.778244,1.776671,1.783561,1.782811,1.778429,1.778151,1.785254,1.785537
1041.967475,1.758661,1.761247,1.765471,1.761694,1.764388,1.764208,1.771747,1.769463,1.770558,1.774781,1.779979,1.76529,1.778767,1.781195,1.78279,1.778209,1.77294,1.777558,1.778953,1.779979,1.782132,1.780914,1.784673,1.777744,1.781101,1.775428,1.759373,1.774136,1.77432,1.782414,1.775612,1.772205,1.773216,1.771839,1.781288,1.769827,1.771106,1.773675,1.771106,1.76837,1.763758,1.761068,1.76268,1.77001,1.765922,1.755472,1.7608,1.76277,1.760532,1.766013,1.764569,1.765651,1.771472,1.772573,1.766737,1.773675,1.771381,1.771747,1.772205,1.772297,1.772573,1.774044,1.777744,1.77793,1.774044,1.77793,1.784296,1.782602
1044.417246,1.758391,1.75759,1.761432,1.757501,1.763681,1.766487,1.763231,1.764675,1.767214,1.773259,1.775663,1.75973,1.77483,1.777336,1.775107,1.774367,1.775015,1.770959,1.777429,1.77483,1.776592,1.775293,1.776499,1.781734,1.776778,1.77372,1.759909,1.771878,1.770959,1.778828,1.77409,1.764675,1.764946,1.767669,1.773167,1.767578,1.767214,1.770409,1.764946,1.768581,1.758569,1.75848,1.763411,1.763952,1.764042,1.755283,1.755903,1.759819,1.758213,1.757857,1.760356,1.760177,1.771235,1.769677,1.765037,1.765852,1.76776,1.768398,1.765037,1.766124,1.773351,1.76776,1.771694,1.7752,1.771235,1.776034,1.776499,1.780232
1046.865176,1.752512,1.756406,1.755607,1.755252,1.758903,1.762404,1.762134,1.764573,1.767208,1.769126,1.771697,1.755341,1.766207,1.773266,1.781288,1.770318,1.773266,1.772527,1.776047,1.772435,1.773266,1.771881,1.770318,1.778005,1.774561,1.769951,1.75694,1.771237,1.770961,1.772342,1.772158,1.764935,1.765843,1.767938,1.770043,1.762855,1.763397,1.766298,1.762044,1.764301,1.757029,1.754898,1.760156,1.758724,1.761324,1.754013,1.753659,1.757296,1.757653,1.760605,1.757653,1.758635,1.763668,1.767208,1.760426,1.764754,1.767208,1.76548,1.762044,1.761144,1.765298,1.766389,1.770685,1.769676,1.771605,1.773173,1.776326,1.773635
1049.311264,1.749086,1.754904,1.754549,1.753398,1.758289,1.760351,1.757039,1.762062,1.761972,1.766778,1.76824,1.753221,1.770534,1.77321,1.773673,1.77035,1.768057,1.769523,1.769523,1.772193,1.773673,1.773395,1.772655,1.773395,1.77127,1.769248,1.754993,1.770258,1.768515,1.772285,1.77081,1.760082,1.764777,1.76614,1.767509,1.760891,1.763055,1.766414,1.763327,1.760441,1.752426,1.754017,1.754904,1.758916,1.760891,1.750314,1.753486,1.751897,1.753398,1.758826,1.760261,1.754106,1.759095,1.764686,1.758826,1.762965,1.761701,1.764142,1.760981,1.762965,1.767783,1.762152,1.767143,1.764867,1.769156,1.768973,1.776648,1.777208
1051.755511,1.74597,1.751401,1.749379,1.752991,1.756723,1.75503,1.757437,1.760847,1.759139,1.766468,1.767656,1.753699,1.768756,1.770686,1.771978,1.764829,1.764738,1.770226,1.769674,1.770779,1.770594,1.769858,1.768297,1.77124,1.769582,1.765648,1.749905,1.766925,1.764556,1.772996,1.765465,1.758153,1.76383,1.76583,1.764374,1.762019,1.761027,1.764829,1.760667,1.760667,1.752284,1.748765,1.752107,1.756633,1.754942,1.74754,1.752107,1.749905,1.751401,1.757795,1.756366,1.755653,1.759139,1.759857,1.754675,1.764829,1.762743,1.761929,1.762562,1.760757,1.76383,1.766833,1.768114,1.765374,1.767107,1.76501,1.774109,1.772533
1054.197917,1.747148,1.748287,1.750573,1.75022,1.752694,1.75903,1.757863,1.758132,1.758132,1.763458,1.767106,1.754025,1.766374,1.768666,1.772914,1.761736,1.767289,1.765369,1.767197,1.7661,1.767656,1.771062,1.771524,1.767289,1.767106,1.765096,1.745838,1.762369,1.763185,1.767839,1.765734,1.75652,1.760291,1.763912,1.765187,1.75661,1.756968,1.76246,1.75921,1.754826,1.750661,1.747323,1.752163,1.75536,1.755895,1.744271,1.743924,1.751014,1.749604,1.750926,1.754647,1.752517,1.756878,1.761464,1.755093,1.762188,1.760201,1.760922,1.755271,1.756878,1.760742,1.757863,1.763276,1.76674,1.762822,1.765917,1.77245,1.767656
1056.638481,1.744176,1.753236,1.752171,1.74776,1.749695,1.75377,1.756448,1.754482,1.757524,1.760315,1.761945,1.749167,1.767972,1.764036,1.764309,1.763671,1.764948,1.76742,1.765496,1.766961,1.767512,1.767053,1.767328,1.7688,1.765587,1.761763,1.748023,1.759864,1.761763,1.763398,1.76358,1.757434,1.754839,1.762126,1.760406,1.758962,1.755553,1.759143,1.756448,1.753948,1.752792,1.749343,1.748375,1.756,1.752437,1.744002,1.744699,1.745746,1.750489,1.752082,1.752171,1.750489,1.757524,1.757703,1.753147,1.757614,1.761673,1.760587,1.756269,1.755822,1.758872,1.763671,1.7644,1.762035,1.762126,1.7644,1.766778,1.7688
1059.077204,1.744471,1.750093,1.750535,1.743599,1.749121,1.753287,1.756506,1.754715,1.756326,1.753644,1.764749,1.749386,1.766398,1.761106,1.767961,1.761288,1.761106,1.765298,1.76484,1.766123,1.766306,1.767777,1.766123,1.769715,1.767869,1.761469,1.749121,1.760381,1.763835,1.762651,1.763835,1.757494,1.757494,1.761106,1.765389,1.754804,1.753733,1.755968,1.753644,1.754983,1.750093,1.747888,1.750004,1.754179,1.752486,1.743425,1.746746,1.747448,1.748416,1.750446,1.754715,1.749033,1.757854,1.758935,1.754447,1.760291,1.756595,1.759387,1.757314,1.751776,1.759477,1.759838,1.762105,1.759477,1.763562,1.764292,1.7642,1.764932
1061.514086,1.74647,1.74876,1.750529,1.749113,1.750618,1.751417,1.751328,1.756061,1.75732,1.758221,1.760573,1.749025,1.765959,1.767155,1.763304,1.7613,1.762847,1.765959,1.763578,1.764767,1.766603,1.762209,1.765225,1.767247,1.765776,1.762665,1.748495,1.758401,1.758221,1.761209,1.760483,1.75651,1.75759,1.759848,1.764309,1.757049,1.752039,1.75768,1.754806,1.753733,1.746558,1.748495,1.748848,1.754001,1.750352,1.74647,1.739587,1.744718,1.746998,1.749909,1.750884,1.747614,1.752751,1.757229,1.751506,1.75759,1.756061,1.758582,1.755433,1.755522,1.761572,1.761482,1.76376,1.758943,1.763943,1.766235,1.766695,1.765042
1063.949127,1.739567,1.74743,1.752128,1.749197,1.749197,1.752039,1.758593,1.753646,1.757418,1.761862,1.761133,1.749108,1.766811,1.763322,1.768011,1.76086,1.764696,1.765063,1.762135,1.765431,1.763414,1.763597,1.76718,1.765339,1.766811,1.760497,1.743219,1.759952,1.758774,1.763505,1.759408,1.752752,1.755169,1.762135,1.756427,1.75311,1.753556,1.755887,1.756427,1.754541,1.748755,1.74453,1.750172,1.7549,1.748136,1.741911,1.743481,1.745583,1.749108,1.750438,1.750172,1.748048,1.755798,1.758502,1.748313,1.756787,1.758231,1.758593,1.754272,1.755528,1.760406,1.756697,1.76378,1.756968,1.762774,1.763871,1.768752,1.767827
1066.382326,1.744384,1.748696,1.75038,1.747989,1.75529,1.751892,1.757541,1.757541,1.756279,1.760438,1.758896,1.747813,1.76235,1.76235,1.765281,1.758354,1.760257,1.765832,1.767122,1.763081,1.765924,1.763173,1.767214,1.765281,1.762807,1.759712,1.745436,1.75736,1.760438,1.762898,1.761439,1.753051,1.75538,1.762168,1.760166,1.756549,1.752605,1.754572,1.752605,1.757811,1.747725,1.74905,1.753319,1.751624,1.753856,1.747107,1.745876,1.744735,1.747725,1.750113,1.74905,1.748519,1.75709,1.757721,1.750735,1.760984,1.760347,1.754662,1.753498,1.752694,1.75709,1.760893,1.761712,1.759259,1.761894,1.75745,1.769435,1.767214
1067.598235,1.745673,1.748669,1.747257,1.746728,1.749377,1.752578,1.756792,1.755173,1.760411,1.758236,1.758779,1.748846,1.76645,1.764061,1.766634,1.764153,1.764336,1.763695,1.765713,1.764519,1.764978,1.764978,1.764703,1.766726,1.766081,1.76342,1.745585,1.76023,1.759504,1.764336,1.760048,1.759957,1.756162,1.758146,1.762141,1.755353,1.749289,1.758598,1.754635,1.754277,1.744445,1.750087,1.750175,1.753561,1.754098,1.744183,1.743745,1.74664,1.746376,1.748758,1.750886,1.744971,1.755263,1.755892,1.751776,1.760502,1.758417,1.757965,1.753203,1.758689,1.761139,1.757333,1.764061,1.764978,1.764978,1.76123,1.767649,1.763878
1070.028672,1.746918,1.747624,1.748861,1.747977,1.750456,1.750456,1.751612,1.755908,1.759974,1.763529,1.761338,1.745775,1.764353,1.768315,1.769056,1.762889,1.762249,1.76739,1.762067,1.76152,1.765363,1.767021,1.764996,1.764629,1.767298,1.763895,1.742885,1.761885,1.757981,1.765731,1.761702,1.753397,1.760156,1.760519,1.763712,1.756088,1.755998,1.761247,1.755998,1.75304,1.74833,1.747359,1.751969,1.755728,1.755459,1.742013,1.745072,1.747183,1.75019,1.751345,1.751612,1.745072,1.756898,1.758162,1.750545,1.759067,1.759702,1.760065,1.754292,1.75474,1.758253,1.758253,1.765823,1.763072,1.759158,1.764629,1.770634,1.766929
1072.457267,1.748709,1.751012,1.752169,1.752882,1.751991,1.759174,1.756736,1.753329,1.756736,1.764824,1.767307,1.752704,1.764732,1.770641,1.76962,1.765191,1.765191,1.764549,1.767584,1.766294,1.766846,1.768416,1.767953,1.771385,1.764915,1.766478,1.750302,1.761899,1.766938,1.767123,1.763542,1.759718,1.758631,1.766846,1.762719,1.759627,1.761352,1.758089,1.759627,1.757187,1.750214,1.748532,1.756286,1.75836,1.759718,1.744137,1.745802,1.749239,1.750302,1.752526,1.752436,1.749239,1.75827,1.759536,1.755747,1.764274,1.760534,1.762993,1.756376,1.756286,1.75999,1.762993,1.766386,1.764091,1.765099,1.767769,1.771385,1.769156
1074.884022,1.74832,1.748056,1.757319,1.749203,1.755074,1.75633,1.758401,1.758311,1.758581,1.763211,1.764033,1.752663,1.769832,1.770945,1.771503,1.767798,1.767061,1.766785,1.772247,1.769091,1.768998,1.768352,1.770759,1.768167,1.769554,1.766509,1.747351,1.766509,1.766233,1.772154,1.767798,1.759395,1.762846,1.764948,1.767521,1.762664,1.756959,1.76021,1.75795,1.75822,1.753287,1.748673,1.754895,1.760572,1.75642,1.750885,1.744021,1.749203,1.751063,1.749468,1.754448,1.75418,1.754806,1.760754,1.755074,1.763393,1.759847,1.761026,1.761389,1.75804,1.765407,1.765315,1.764216,1.764582,1.76312,1.766417,1.769554,1.771782
1077.308934,1.750691,1.753351,1.756206,1.75558,1.761702,1.7589,1.762246,1.765893,1.763792,1.76994,1.764613,1.752285,1.77207,1.773093,1.771699,1.765984,1.770772,1.773931,1.772256,1.770957,1.77105,1.768279,1.772814,1.773465,1.774491,1.765893,1.753173,1.768279,1.76957,1.772163,1.768832,1.762246,1.766259,1.766534,1.76736,1.763246,1.759351,1.764796,1.763337,1.761249,1.751487,1.755222,1.75845,1.759261,1.756027,1.747432,1.750602,1.751398,1.752817,1.755848,1.757461,1.756296,1.760254,1.763428,1.760434,1.764248,1.766626,1.763519,1.760977,1.760073,1.76361,1.770032,1.769847,1.764522,1.764796,1.768187,1.778148,1.774771
1079.732006,1.756643,1.758523,1.759151,1.759511,1.759421,1.766123,1.761042,1.762578,1.765941,1.771173,1.775162,1.757358,1.771542,1.77703,1.774882,1.770804,1.772467,1.773488,1.77358,1.773488,1.775721,1.776001,1.772097,1.778436,1.773024,1.77145,1.756911,1.766489,1.773766,1.776843,1.770711,1.75978,1.76294,1.769054,1.772745,1.767861,1.764392,1.766671,1.766215,1.765941,1.754417,1.755662,1.767403,1.761674,1.762306,1.753352,1.753086,1.759601,1.758164,1.758613,1.760321,1.757358,1.765485,1.766215,1.761945,1.770804,1.766946,1.768962,1.765394,1.763847,1.768136,1.771542,1.772282,1.77219,1.770988,1.775721,1.776375,1.78013
1082.153236,1.758083,1.759156,1.763291,1.763201,1.768745,1.765464,1.76966,1.773158,1.770578,1.773435,1.773712,1.760949,1.777149,1.777149,1.778363,1.772788,1.775567,1.776218,1.780613,1.77659,1.779956,1.777989,1.77827,1.78099,1.779206,1.776776,1.760051,1.771958,1.777149,1.777522,1.771774,1.768562,1.770945,1.773805,1.776776,1.77205,1.770486,1.770394,1.769569,1.766555,1.760949,1.755325,1.765464,1.767284,1.76293,1.755769,1.757637,1.760679,1.760231,1.76059,1.766737,1.759156,1.770027,1.774917,1.762659,1.772419,1.771405,1.771866,1.769202,1.76847,1.772973,1.775939,1.775474,1.771313,1.774638,1.777802,1.781366,1.783537
1084.572625,1.759478,1.766307,1.769763,1.767396,1.768214,1.770494,1.769489,1.770402,1.778058,1.779176,1.779363,1.765403,1.779083,1.782642,1.781234,1.780204,1.778524,1.779923,1.781327,1.781327,1.78737,1.785567,1.783113,1.782078,1.783018,1.77983,1.761802,1.775645,1.778431,1.780953,1.77955,1.771043,1.775831,1.779456,1.777872,1.775091,1.771501,1.777965,1.77426,1.771593,1.76441,1.765855,1.770037,1.76958,1.771043,1.756723,1.76046,1.764229,1.767396,1.764229,1.770494,1.764049,1.772327,1.775183,1.768851,1.773706,1.774906,1.776479,1.76958,1.77343,1.774075,1.772327,1.781046,1.781327,1.780017,1.779456,1.784621,1.78699
1086.990173,1.769228,1.769683,1.772052,1.76814,1.775539,1.774435,1.776277,1.779333,1.776554,1.780636,1.787022,1.771504,1.785511,1.787779,1.787116,1.7874,1.784569,1.792064,1.785511,1.78636,1.785699,1.78636,1.789393,1.790822,1.787116,1.781382,1.766152,1.780357,1.78213,1.78185,1.779519,1.776831,1.775355,1.781943,1.78213,1.776646,1.776092,1.776185,1.773609,1.777756,1.76814,1.76274,1.77251,1.772784,1.776277,1.765432,1.765342,1.771687,1.766693,1.767597,1.772601,1.768412,1.779612,1.776646,1.772693,1.778312,1.780636,1.779519,1.774803,1.775631,1.780636,1.779147,1.782317,1.784757,1.782598,1.780357,1.789298,1.789964
1089.405879,1.770419,1.771417,1.775431,1.77415,1.777913,1.782081,1.780595,1.783853,1.779946,1.786196,1.788741,1.772417,1.791681,1.790255,1.796657,1.79035,1.7832,1.789403,1.792919,1.789497,1.793779,1.79035,1.792157,1.792157,1.785821,1.784883,1.772781,1.784227,1.785258,1.791681,1.785633,1.780409,1.783106,1.781895,1.784415,1.782827,1.777544,1.784134,1.777176,1.779576,1.773146,1.772053,1.779483,1.778651,1.7769,1.768069,1.772053,1.772508,1.771417,1.767709,1.777452,1.776349,1.781895,1.784134,1.775339,1.783573,1.785821,1.786478,1.778559,1.77819,1.783667,1.7832,1.788268,1.791681,1.787137,1.788552,1.793875,1.793588
1091.819744,1.77431,1.779983,1.778053,1.782756,1.782941,1.779891,1.78183,1.785172,1.786666,1.790991,1.791936,1.777687,1.795454,1.795263,1.798423,1.790802,1.791747,1.791652,1.799289,1.794786,1.793454,1.793644,1.795358,1.797847,1.795358,1.790802,1.776497,1.790613,1.792031,1.793169,1.790896,1.783591,1.786666,1.788635,1.790613,1.787978,1.786199,1.788353,1.785639,1.781275,1.778512,1.774947,1.781922,1.783962,1.781922,1.774492,1.775038,1.777504,1.78026,1.781552,1.781922,1.780905,1.7848,1.786854,1.780813,1.788353,1.786199,1.78452,1.783312,1.787041,1.787415,1.788166,1.793359,1.791369,1.788166,1.788823,1.798711,1.798711
1094.231768,1.780659,1.781393,1.785729,1.785822,1.787123,1.787309,1.787775,1.794252,1.79359,1.796813,1.792647,1.780475,1.798911,1.804394,1.801211,1.795863,1.796052,1.802945,1.799485,1.802173,1.800635,1.800251,1.800251,1.802655,1.801307,1.800635,1.777735,1.79463,1.795673,1.799007,1.795768,1.788614,1.791518,1.794346,1.79293,1.790298,1.787216,1.79463,1.793968,1.788427,1.782864,1.782956,1.786008,1.78703,1.785544,1.778738,1.777917,1.783879,1.784341,1.788241,1.788147,1.785266,1.791894,1.789736,1.789174,1.797861,1.793401,1.7918,1.789923,1.787216,1.796147,1.792364,1.795768,1.796528,1.797289,1.798815,1.803427,1.799676
1096.64195,1.785526,1.787557,1.78904,1.788762,1.792864,1.790902,1.78997,1.797858,1.797195,1.80291,1.804446,1.788762,1.806375,1.799853,1.804446,1.805602,1.805602,1.807052,1.808021,1.803485,1.805602,1.802526,1.806955,1.804735,1.808506,1.803677,1.786633,1.798997,1.800615,1.804928,1.800424,1.793708,1.79559,1.80071,1.803005,1.799092,1.797668,1.800233,1.794554,1.795118,1.788855,1.785158,1.795401,1.792209,1.790342,1.783321,1.785526,1.786633,1.791088,1.792958,1.790902,1.787835,1.792209,1.803581,1.791835,1.796628,1.799472,1.798237,1.793145,1.796911,1.799757,1.801283,1.800901,1.796156,1.804928,1.805602,1.806375,1.806568
1099.050291,1.790342,1.792197,1.79406,1.795743,1.797057,1.800359,1.801781,1.802162,1.804354,1.809643,1.807905,1.795087,1.808484,1.812555,1.814312,1.809643,1.808677,1.811679,1.808194,1.808387,1.812458,1.811679,1.815487,1.809643,1.815389,1.80627,1.790157,1.80675,1.803877,1.80945,1.808387,1.801781,1.802828,1.80752,1.807905,1.798092,1.800832,1.802923,1.801401,1.802447,1.793873,1.791732,1.7949,1.799224,1.796118,1.79099,1.788403,1.788679,1.793686,1.797245,1.795743,1.794246,1.804068,1.8034,1.797621,1.805886,1.801117,1.801971,1.797527,1.799507,1.803114,1.804068,1.805503,1.807327,1.804928,1.80974,1.811485,1.813725
1101.45679,1.798843,1.80176,1.800911,1.796972,1.802704,1.802137,1.801571,1.809762,1.806409,1.812269,1.815082,1.800817,1.816057,1.817033,1.819484,1.814401,1.814693,1.815277,1.816935,1.814304,1.818404,1.819091,1.813916,1.817131,1.8186,1.813916,1.796133,1.811785,1.809666,1.815764,1.813431,1.805837,1.81111,1.810339,1.812656,1.805552,1.804696,1.811206,1.804601,1.805266,1.802894,1.798562,1.803651,1.804316,1.806887,1.795016,1.794737,1.797626,1.80044,1.801194,1.802799,1.800817,1.809473,1.808418,1.805266,1.806696,1.807747,1.811399,1.800628,1.806314,1.808322,1.811592,1.813916,1.813237,1.815374,1.815667,1.821258,1.819288
