Wavelength (nm),Absorbance (AU) 2024-10-10 13:33:35,Absorbance (AU) 2024-10-10 13:48:42,Absorbance (AU) 2024-10-10 14:03:48,Absorbance (AU) 2024-10-10 14:18:54
901.841506,0.04607808073487728,0.026349659761503635,0.04269334299616939,0.04217451458366652
904.394392,0.02024724938587651,0.03274501407072066,0.039109779856751486,0.037388587186702835
905.670145,0.022050795772195448,0.029804986399871957,0.030753230618640912,0.033130900055529794
908.220269,0.02614612843414973,0.015253084734915025,0.033615610499863474,0.038426244011708306
910.768552,0.016896629615337538,0.015424851057421566,0.021974324464230217,0.022187267644871903
913.314994,0.01157893250759996,0.011976583309019209,0.023427279315569847,0.013967190279437785
915.859594,0.005451816017091695,0.018977825673653276,0.014240134024790694,0.022607271597850212
918.402353,0.020302544023943582,0.01778487326939527,0.028294383947142916,0.027928498150570774
920.943271,0.03316972395034286,0.030736759875386908,0.035088565539440356,0.04159803856977477
923.482347,0.0616958747847038,0.05420756901241423,0.06496414083897249,0.06358530433227601
926.019582,0.09384088320831248,0.09230675112236346,0.09503854153921437,0.09298793400408457
928.554976,0.12302821673615727,0.11947171267494258,0.1211623168218053,0.12695060659394436
931.088528,0.1506049468700881,0.14453783094429107,0.15315438262948353,0.1562297056913475
933.620239,0.1815299438112358,0.1798216924394582,0.18824647761390687,0.18738058711140793
936.150109,0.2160785042682754,0.2096337377292961,0.21801028715564366,0.22616918747470538
938.678137,0.24128227089196125,0.24359170439251177,0.25184707620777597,0.2520282543835705
941.204324,0.2701307777014371,0.2710413745070542,0.272866097563271,0.28489326958371364
943.72867,0.298658105017459,0.29716044386300094,0.2956663121535259,0.3081240764618961
946.251174,0.31811828817212384,0.32309480559817016,0.32521600203296014,0.32521600203296014
948.771837,0.33685964103191546,0.33608551609897486,0.3425079294863951,0.34663738011651857
951.290658,0.3489315193554762,0.3427455787819179,0.35617864638726,0.3530327344257356
953.807639,0.3632257715366731,0.3483303372267031,0.3593151464954964,0.35620805842878506
956.322778,0.3581798416926275,0.36143869589360816,0.3624010578923093,0.35856219823245367
958.836075,0.35716806746416413,0.3523162570941844,0.3614986964583194,0.3729717456164291
961.347531,0.3626128245912901,0.3583469020884902,0.3712540823913634,0.3682317010042447
963.857146,0.35883749494112865,0.35431156999124686,0.3691222976216245,0.37434469971482076
966.36492,0.36157987369292877,0.3596057374657642,0.3639222486799873,0.3682752308257017
968.870852,0.3583563139417782,0.3578292501576485,0.36418695705371334,0.3615281084998447
971.374943,0.35336097280915585,0.35783395608429236,0.36060574687761754,0.3654940281790885
973.877192,0.35225155060282903,0.34407147361386914,0.35647629624749405,0.36210811395871945
976.3776,0.34825974832704293,0.3508985966926746,0.34628914154486135,0.3575563064122956
978.876167,0.34289146250788216,0.344659714444371,0.34967623224689154,0.3469197357151595
981.372892,0.34090085553746385,0.3344760891867215,0.35077271315494707,0.3450173648693163
983.867776,0.3340737324586584,0.3311631168293347,0.3353043322760683,0.344004414159192
986.360819,0.3264289546254551,0.3238924601643307,0.3385373038805069,0.33048311042927453
987.60665,0.32759720091483197,0.3166853335090212,0.3267042513341301,0.33073723046805137
990.096931,0.3151053186382929,0.31683592316162956,0.32675131060057033,0.328226618603469
992.58537,0.31051939312369986,0.30840407909721496,0.31150999068226515,0.31878182382893006
995.071968,0.3027675554593454,0.30083694905363806,0.3035969750303531,0.3044275710830217
997.556725,0.292006277706143,0.2926780487345761,0.29958399608466885,0.29550984009261244
1000.03964,0.28691446507731816,0.2902286139163661,0.29129332981957456,0.29719103238618716
1002.520714,0.2787108584551383,0.2711390224849173,0.2827344257357715,0.2794873363514007
1004.999947,0.2620707018418997,0.2656954418394525,0.2704837221997382,0.2800673418102757
1007.477338,0.2651895547252209,0.2581247823508926,0.2623271748439983,0.26643897824920687
1009.952888,0.2513235418686292,0.24963058475844468,0.2505964762021288,0.25680241696392414
1012.426597,0.24285287390940125,0.24392347222091498,0.24703056028762607,0.24619290534499128
1014.898464,0.23386925994597574,0.23026452013665993,0.23785282685013495,0.24770939020602536
1017.36849,0.23225042118043462,0.22257268303701672,0.2341151446131257,0.23540103906860294
1019.836674,0.21742910521510775,0.21236905759113026,0.22083031369706993,0.22345386780110849
1022.303017,0.21096786793287445,0.21421613379890614,0.2168067464164367,0.2177114608137487
1024.767519,0.2062078231324528,0.2009218910295626,0.20742783461491376,0.21020903726152695
1027.23018,0.19891128387090679,0.19989599902116725,0.19314770021364883,0.20165248614104597
1029.690999,0.18846295023953152,0.18653352031548506,0.1947300680476992,0.19778303795800414
1032.149977,0.18337584353735079,0.18220524428465185,0.1861546932206419,0.18776529661455615
1034.607113,0.17731578650152,0.17436752345904416,0.1855111577520727,0.18690764148368436
1037.062409,0.17189573548927514,0.16710157272068432,0.1724192698284219,0.1830087812591175
1039.515862,0.16502155314402947,0.1623379984752797,0.16730275108471587,0.17558282901486122
1041.967475,0.15984032790896835,0.1641756628297678,0.16552391081327808,0.16854629220039707
1044.417246,0.15775324944234756,0.1539685079388981,0.15898620222307955,0.1663462714943198
1046.865176,0.15289085073741865,0.15095789136838922,0.15657206185469968,0.16224858586904342
1049.311264,0.15175789889787186,0.1471955030164988,0.1545143954296039,0.16454507807132293
1051.755511,0.15208966672627483,0.14721550320473578,0.15260025976715055,0.15990503440032372
1054.197917,0.14684491148151976,0.14241075210119603,0.15305673465162012,0.15737795179248737
1056.638481,0.1464202016018973,0.14753550621652892,0.15130730642170737,0.15315202966616143
1059.077204,0.14492724637408344,0.14665079200745415,0.15093553821683015,0.15391438978249192
1061.514086,0.14489665785089723,0.14703079558395823,0.14825433651140243,0.1523531986183397
1063.949127,0.1459896093139698,0.14436371165846243,0.150897890803678,0.155129695338309
1066.382326,0.14673549868704625,0.14612372822332442,0.14714373782341472,0.15154966164387407
1067.598235,0.1471119728185676,0.14395900196707723,0.14609313970013824,0.15038729776280227
1070.028672,0.14753550621652892,0.14671902794379224,0.15040259202439535,0.15743442291221563
1072.457267,0.1500272943745352,0.14726609191615897,0.14859316322977137,0.15642382516541312
1074.884022,0.15410733277489663,0.15020023717870262,0.1559685267626047,0.15659088556127576
1077.308934,0.15174260463627876,0.1525626123539984,0.15802972263268344,0.1622991745804666
1079.732006,0.15680735818690042,0.1556755828290148,0.16386742463458454,0.16585685512334222
1082.153236,0.16202270139013072,0.15696500672947503,0.16368506997712906,0.1695474780939113
1084.572625,0.16961218458526667,0.16356624532936778,0.17551694604184495,0.1746698792459221
1086.990173,0.17134867151690814,0.16977924498112903,0.17313339419665127,0.18033228548033392
1089.405879,0.17823579516042481,0.17728519797833378,0.181308765258967,0.18472291503920016
1091.819744,0.18502997675272226,0.1823746576438366,0.19081238411655627,0.18834177262844817
1094.231768,0.18948295983962182,0.18639704844280863,0.19506418883942425,0.19896304906399112
1096.64195,0.19347123267042493,0.1920829843104404,0.20329250157648526,0.2027477905674406
1099.050291,0.2001795311014691,0.20007129478865676,0.2085337273762576,0.2111655168519233
1101.45679,0.20901373189394715,0.21010315391203668,0.21360318685352314,0.22134443618292862
1103.861448,0.21416319212416116,0.21438084123144674,0.22219267946051238,0.2183267607224538
1106.264265,0.22875862361057506,0.2248715282026183,0.2326774840233789,0.23200336003162375
1108.665241,0.23606810417039212,0.233938672363975,0.240921091022033,0.24399170815725307
