Wavelength (nm),Absorbance (AU) 2024-09-13 00:00:05,Absorbance (AU) 2024-09-13 00:15:19,Absorbance (AU) 2024-09-13 00:30:33,Absorbance (AU) 2024-09-13 00:45:47,Absorbance (AU) 2024-09-13 01:01:01,Absorbance (AU) 2024-09-13 01:16:15,Absorbance (AU) 2024-09-13 01:31:29,Absorbance (AU) 2024-09-13 01:46:44,Absorbance (AU) 2024-09-13 02:01:58,Absorbance (AU) 2024-09-13 02:17:12,Absorbance (AU) 2024-09-13 02:32:26,Absorbance (AU) 2024-09-13 02:47:40,Absorbance (AU) 2024-09-13 03:02:54,Absorbance (AU) 2024-09-13 03:18:08,Absorbance (AU) 2024-09-13 03:33:23,Absorbance (AU) 2024-09-13 03:48:37,Absorbance (AU) 2024-09-13 04:03:51,Absorbance (AU) 2024-09-13 04:19:05,Absorbance (AU) 2024-09-13 04:34:19,Absorbance (AU) 2024-09-13 04:49:34,Absorbance (AU) 2024-09-13 05:04:48,Absorbance (AU) 2024-09-13 05:20:02,Absorbance (AU) 2024-09-13 05:35:16,Absorbance (AU) 2024-09-13 05:50:30,Absorbance (AU) 2024-09-13 06:05:44,Absorbance (AU) 2024-09-13 06:20:58,Absorbance (AU) 2024-09-13 06:36:13,Absorbance (AU) 2024-09-13 06:51:27,Absorbance (AU) 2024-09-13 07:06:41,Absorbance (AU) 2024-09-13 07:21:55,Absorbance (AU) 2024-09-13 07:37:09,Absorbance (AU) 2024-09-13 07:52:23,Absorbance (AU) 2024-09-13 08:07:37,Absorbance (AU) 2024-09-13 08:22:52,Absorbance (AU) 2024-09-13 08:38:06,Absorbance (AU) 2024-09-13 08:53:20,Absorbance (AU) 2024-09-13 09:08:34,Absorbance (AU) 2024-09-13 09:23:48,Absorbance (AU) 2024-09-13 09:39:02,Absorbance (AU) 2024-09-13 09:54:16,Absorbance (AU) 2024-09-13 10:09:31,Absorbance (AU) 2024-09-13 10:24:45,Absorbance (AU) 2024-09-13 10:39:59,Absorbance (AU) 2024-09-13 10:55:13,Absorbance (AU) 2024-09-13 11:10:27,Absorbance (AU) 2024-09-13 11:25:41,Absorbance (AU) 2024-09-13 11:40:56,Absorbance (AU) 2024-09-13 11:56:10,Absorbance (AU) 2024-09-13 12:11:24,Absorbance (AU) 2024-09-13 12:26:38,Absorbance (AU) 2024-09-13 12:41:52,Absorbance (AU) 2024-09-13 12:57:06,Absorbance (AU) 2024-09-13 13:12:20,Absorbance (AU) 2024-09-13 13:27:35,Absorbance (AU) 2024-09-13 13:42:49,Absorbance (AU) 2024-09-13 13:58:03,Absorbance (AU) 2024-09-13 14:13:17,Absorbance (AU) 2024-09-13 14:28:31,Absorbance (AU) 2024-09-13 14:43:45,Absorbance (AU) 2024-09-13 14:59:00,Absorbance (AU) 2024-09-13 15:14:14,Absorbance (AU) 2024-09-13 15:29:28,Absorbance (AU) 2024-09-13 15:44:42
901.841506,-0.122484,-0.132875,-0.123379,-0.115947,-0.117986,-0.105371,-0.122932,-0.116174,-0.104672,-0.121589,-0.099277,-0.101396,-0.110231,-0.123602,-0.107692,-0.114126,-0.115492,-0.10977,-0.104205,-0.122708,-0.106301,-0.115265,-0.100455,-0.099749,-0.110001,-0.095484,-0.100926,-0.10022,-0.123602,-0.115037,-0.090936,-0.104905,-0.102334,-0.093575,-0.10954,-0.112526,-0.10954,-0.115037,-0.133094,-0.132438,-0.132438,-0.140025,-0.12605,-0.136357,-0.140669,-0.128925,-0.138303,-0.137871,-0.128484,-0.127821,-0.132001,-0.129586,-0.130026,-0.137871,-0.133966,-0.133966,-0.133966,-0.131782,-0.137006,-0.130905,-0.136573,-0.134402,-0.122484
904.394392,-0.108038,-0.128447,-0.117625,-0.118888,-0.111257,-0.096025,-0.114453,-0.099993,-0.101089,-0.114028,-0.096689,-0.099115,-0.112112,-0.111043,-0.097352,-0.103055,-0.104143,-0.109114,-0.101745,-0.113816,-0.105012,-0.106527,-0.092913,-0.097793,-0.101964,-0.095582,-0.081615,-0.090004,-0.10349,-0.106527,-0.093582,-0.101089,-0.096689,-0.092244,-0.107607,-0.110401,-0.096025,-0.107391,-0.132131,-0.130702,-0.121611,-0.129678,-0.128241,-0.124731,-0.129268,-0.114453,-0.118047,-0.12783,-0.127418,-0.127006,-0.118888,-0.131927,-0.12556,-0.109543,-0.120984,-0.124317,-0.119098,-0.12783,-0.1268,-0.123694,-0.120566,-0.122028,-0.122237
905.670145,-0.112673,-0.117855,-0.12216,-0.109325,-0.129041,-0.104677,-0.115997,-0.107851,-0.104465,-0.117442,-0.10489,-0.096531,-0.100409,-0.114961,-0.114338,-0.107429,-0.115997,-0.10148,-0.105102,-0.116823,-0.101908,-0.108694,-0.094362,-0.106161,-0.103827,-0.101052,-0.096531,-0.088891,-0.116203,-0.11413,-0.092182,-0.100195,-0.100409,-0.08823,-0.105526,-0.112465,-0.096748,-0.112256,-0.133436,-0.132839,-0.130844,-0.126018,-0.130043,-0.127431,-0.123179,-0.127431,-0.128036,-0.131244,-0.124398,-0.122771,-0.132839,-0.127028,-0.121139,-0.127633,-0.121139,-0.125411,-0.119705,-0.130644,-0.11991,-0.131643,-0.125209,-0.117649,-0.125816
908.220269,-0.108585,-0.121717,-0.112488,-0.109172,-0.115007,-0.102265,-0.1152,-0.101468,-0.090161,-0.102861,-0.090978,-0.093828,-0.109955,-0.106816,-0.09947,-0.109368,-0.104645,-0.105436,-0.096053,-0.102662,-0.093828,-0.099871,-0.098067,-0.101667,-0.10087,-0.092609,-0.093219,-0.091387,-0.104051,-0.108192,-0.088727,-0.092812,-0.09057,-0.086257,-0.095649,-0.101069,-0.095447,-0.105634,-0.123994,-0.12607,-0.128512,-0.123615,-0.114621,-0.124183,-0.123046,-0.118471,-0.116357,-0.117319,-0.120574,-0.127574,-0.122287,-0.113459,-0.114427,-0.115007,-0.113071,-0.117319,-0.115007,-0.1152,-0.118279,-0.124939,-0.125693,-0.114814,-0.117319
910.768552,-0.103228,-0.110002,-0.10138,-0.101009,-0.101935,-0.091258,-0.111633,-0.09691,-0.086298,-0.109456,-0.08649,-0.090878,-0.097658,-0.109274,-0.089357,-0.093339,-0.097284,-0.091258,-0.096161,-0.10138,-0.090878,-0.10415,-0.092015,-0.098592,-0.092015,-0.086682,-0.083218,-0.083605,-0.098592,-0.110728,-0.08553,-0.092961,-0.089738,-0.089547,-0.096161,-0.09691,-0.095598,-0.10249,-0.124295,-0.119168,-0.120411,-0.111271,-0.110546,-0.110365,-0.118278,-0.121297,-0.111995,-0.114878,-0.115955,-0.115775,-0.116313,-0.11109,-0.115058,-0.117564,-0.117207,-0.110909,-0.109638,-0.108728,-0.111814,-0.102859,-0.112718,-0.111271,-0.116671
913.314994,-0.106494,-0.114934,-0.113396,-0.110131,-0.115956,-0.101245,-0.110304,-0.098596,-0.092891,-0.113396,-0.094324,-0.095753,-0.108749,-0.102651,-0.092172,-0.092172,-0.107363,-0.098773,-0.097177,-0.100187,-0.089287,-0.102475,-0.091993,-0.091633,-0.09307,-0.093787,-0.089468,-0.078662,-0.111165,-0.105275,-0.0882,-0.086382,-0.088018,-0.081066,-0.091813,-0.092532,-0.094503,-0.09895,-0.114593,-0.12019,-0.115956,-0.116976,-0.113396,-0.11867,-0.116806,-0.113053,-0.115956,-0.116126,-0.116296,-0.117146,-0.115956,-0.116466,-0.12019,-0.120695,-0.110648,-0.12019,-0.118163,-0.116806,-0.109959,-0.11884,-0.121872,-0.113738,-0.112024
915.859594,-0.093675,-0.103553,-0.095337,-0.100449,-0.097983,-0.081002,-0.093175,-0.089155,-0.081345,-0.099464,-0.080659,-0.079801,-0.091839,-0.101759,-0.090164,-0.08966,-0.095503,-0.084078,-0.080831,-0.091672,-0.080488,-0.095503,-0.085268,-0.086793,-0.082714,-0.079973,-0.074264,-0.079801,-0.094174,-0.096497,-0.073567,-0.081517,-0.084588,-0.074612,-0.079457,-0.088819,-0.081345,-0.095171,-0.109856,-0.107442,-0.116226,-0.10615,-0.105502,-0.103553,-0.110176,-0.105826,-0.101922,-0.108409,-0.101595,-0.110657,-0.107604,-0.110497,-0.105178,-0.107442,-0.109535,-0.103553,-0.105016,-0.106312,-0.104691,-0.099957,-0.104529,-0.104691,-0.106797
918.402353,-0.094802,-0.111387,-0.101135,-0.097663,-0.105203,-0.07706,-0.105047,-0.094163,-0.089022,-0.097188,-0.08594,-0.086753,-0.094323,-0.106291,-0.088699,-0.087565,-0.097346,-0.089022,-0.085614,-0.097346,-0.087727,-0.094163,-0.084799,-0.090152,-0.090635,-0.078387,-0.08037,-0.08037,-0.097346,-0.096394,-0.084799,-0.086103,-0.079214,-0.079875,-0.088213,-0.087727,-0.084473,-0.097029,-0.111694,-0.111541,-0.107997,-0.109541,-0.107532,-0.108306,-0.111847,-0.109541,-0.108151,-0.105047,-0.11246,-0.109849,-0.114599,-0.107377,-0.114447,-0.109541,-0.106602,-0.110619,-0.106291,-0.108615,-0.105825,-0.106602,-0.103017,-0.10567,-0.107222
920.943271,-0.083381,-0.089695,-0.089695,-0.080951,-0.082471,-0.073889,-0.083835,-0.070627,-0.074663,-0.081256,-0.066868,-0.063394,-0.084893,-0.0879,-0.06969,-0.071873,-0.084591,-0.066868,-0.068595,-0.079426,-0.065134,-0.077588,-0.066239,-0.074971,-0.067968,-0.063077,-0.067654,-0.063235,-0.079579,-0.080037,-0.0626,-0.06734,-0.06969,-0.063552,-0.078508,-0.071562,-0.07125,-0.081712,-0.103357,-0.0968,-0.092373,-0.094297,-0.08715,-0.089993,-0.099289,-0.096359,-0.091631,-0.092076,-0.090887,-0.0882,-0.095182,-0.0879,-0.091482,-0.098704,-0.092521,-0.094149,-0.089545,-0.085646,-0.08715,-0.089097,-0.09341,-0.089993,-0.089695
923.482347,-0.070161,-0.08177,-0.080318,-0.075637,-0.079589,-0.059608,-0.072537,-0.06822,-0.063406,-0.070459,-0.05516,-0.061587,-0.071648,-0.077983,-0.061283,-0.065519,-0.073277,-0.062043,-0.064011,-0.070607,-0.060218,-0.071202,-0.062195,-0.066722,-0.058386,-0.04973,-0.055468,-0.055314,-0.071499,-0.071796,-0.058386,-0.057466,-0.05762,-0.046282,-0.060066,-0.061587,-0.059761,-0.068519,-0.0901,-0.089388,-0.089958,-0.086673,-0.089246,-0.08119,-0.084516,-0.077105,-0.085811,-0.086816,-0.082494,-0.085811,-0.085668,-0.080899,-0.080754,-0.091378,-0.086529,-0.079152,-0.08206,-0.079735,-0.080172,-0.084661,-0.075784,-0.077544,-0.079735
